GEOID,perc_insured_2019
17031151100,84
17031151200,92.2
17031160100,91.6
17031160200,96.4
17031160300,91.2
17031160400,85
17031160501,77.6
17031160502,81.1
17031160601,84.6
17031160602,87.1
17031160700,82.9
17031160800,78.7
17031160900,92.7
17031161000,94.3
17031161100,99
17031161200,85.2
17031161300,78.7
17031170100,91.9
17031170200,88.5
17031170300,88.2
17031170400,92.7
17031170500,95.2
17031170600,93.9
17031170700,96.2
17031170800,92.3
17031170900,83.5
17031171000,88.7
17031171100,96.7
17031180100,88.1
17031190100,80.9
17031190200,86.3
17031190300,83.3
17031190401,88.6
17031190402,86.2
17031190601,82.7
17031190602,80.6
17031190701,79.9
17031190702,77.8
17031190800,82.8
17031190900,83
17031191000,86.6
17031191100,85.4
17031191200,75.7
17031191301,84.7
17031191302,86.2
17031200100,85.7
17031200200,86.1
17031200300,81.2
17031200401,74.8
17031200402,85.5
17031210100,87.1
17031210400,75.9
17031210501,77.5
17031210502,78.7
17031210601,88.6
17031210602,87.6
17031210700,89.6
17031210800,73.3
17031210900,92
17031220300,95.5
17031220400,97.5
17031220500,91.5
17031220601,93.8
17031220602,90.2
17031220701,85.2
17031220702,83.3
17031220901,89.1
17031220902,90.2
17031221000,86.8
17031221100,85.2
17031221200,95.2
17031221300,86.6
17031221400,92.3
17031221500,88.5
17031221600,98.2
17031222200,99
17031222500,91.1
17031222600,90.3
17031222700,88.1
17031222800,79.5
17031222900,92.5
17031230100,92.1
17031230200,81.8
17031230300,79.4
17031230400,77.1
17031230500,85.2
17031230600,73.8
17031230700,75.6
17031230800,90.8
17031230900,86
17031231100,85.8
17031231200,85.4
17031231500,86
17031240200,97.9
17031240300,98.3
17031240500,100
17031240600,95.4
17031240700,91.9
17031240800,83.5
17031240900,85.6
17031241000,88.8
17031241100,90.7
17031241200,97.6
17031241300,97.8
17031241400,96.7
17031241500,97.2
17031241600,93.9
17031242000,96.7
17031242100,95.6
17031242200,97.4
17031242300,98.8
17031242400,94.7
17031242500,83.7
17031242600,91.9
17031242700,90.2
17031242800,94.3
17031242900,95.3
17031243000,93
17031243100,95.6
17031243200,95.5
17031243300,91
17031243400,96.2
17031243500,97.9
17031250200,84.2
17031250300,89.8
17031250400,93.5
17031250500,95.9
17031250600,87.3
17031250700,88.5
17031250800,90
17031251000,83.6
17031251100,96.2
17031251200,89
17031251300,88.1
17031251400,92.5
17031251500,86
17031251600,86.8
17031251700,85.8
17031251800,87.2
17031251900,86.5
17031252000,91.7
17031252101,81.2
17031252102,86.2
17031252201,87.1
17031252202,89.8
17031260100,89.6
17031260200,85.9
17031260300,87.7
17031260400,96
17031260500,93.8
17031260600,87.5
17031260700,90.4
17031260800,88.4
17031260900,88.7
17031261000,89.9
17031270500,94.6
17031271200,91.7
17031271300,96.7
17031271400,94.1
17031271500,95.7
17031271800,88.1
17031280100,97.9
17031280400,96.2
17031280800,93.1
17031280900,95.6
17031281900,95.8
17031282700,95.2
17031282800,95.8
17031283100,91.8
17031283200,96.7
17031283800,94.8
17031290900,91.2
17031291200,88.8
17031291600,86.3
17031292200,81.8
17031292400,86.8
17031292500,85.2
17031300500,71.6
17031300600,77.8
17031300700,72.6
17031300800,71.8
17031300900,71.5
17031301100,69.1
17031301200,85.2
17031301600,81.5
17031301701,78.5
17031301702,73.2
17031301801,75.8
17031301802,68.2
17031301803,77.3
17031310200,92.9
17031310300,84.4
17031310400,90.5
17031310500,76.1
17031310600,85.8
17031310700,82.4
17031310800,75.6
17031310900,87
17031320100,98.3
17031320400,90.7
17031320600,98.7
17031330100,97.1
17031330200,93.8
17031340300,92.7
17031340400,85.6
17031340500,95.7
17031340600,91.9
17031350100,96.7
17031350400,87.7
17031351000,86.2
17031351100,91.5
17031351400,90.2
17031351500,97.8
17031360200,92.8
17031380100,96.3
17031380200,96.3
17031380500,93.9
17031380700,95
17031381200,93.2
17031381400,79.3
17031381500,83.6
17031381700,-
17031381800,83.8
17031381900,90.8
17031390100,89.8
17031390200,90.9
17031390300,94.4
17031390400,96.4
17031390500,95.1
17031390600,92.6
17031390700,95.9
17031400300,95.7
17031400400,94.7
17031400500,86.5
17031400800,95.8
17031410100,84.9
17031410200,96.5
17031410500,93.2
17031410600,94.2
17031410700,96.3
17031410800,90.2
17031410900,96
17031411000,91
17031411100,99.1
17031411200,98.8
17031420100,91.4
17031420200,97.9
17031420300,94.6
17031420400,89.2
17031420500,89.1
17031420600,90.9
17031420700,90
17031420800,93.2
17031421200,85.3
17031430101,90.7
17031430102,91.5
17031430200,89.4
17031430300,95.2
17031430400,94.8
17031430500,92.9
17031430600,97.9
17031430700,96.3
17031430800,90.9
17031430900,95.3
17031431200,94.5
17031431301,91.4
17031431302,85.5
17031431400,90
17031440101,84.2
17031440102,83.3
17031440201,94.3
17031440202,94.7
17031440300,90.9
17031440600,89
17031440700,84.9
17031440800,89.6
17031440900,86.8
17031450300,92.9
17031460100,87.7
17031460200,84.3
17031460301,86.9
17031460302,90.9
17031460400,94.8
17031460500,97
17031460600,86.3
17031460700,90.6
17031461000,96.8
17031470100,84.5
17031480100,90.2
17031480200,92.4
17031480300,90.1
17031480400,94.1
17031480500,94.1
17031490300,93
17031490400,96
17031490500,90.5
17031490600,93.6
17031490700,91.1
17031490800,92.5
17031490901,90.5
17031490902,94.2
17031491000,96.5
17031491100,95.1
17031491200,90.8
17031491300,85
17031491400,91
17031500100,97.7
17031500200,94.2
17031500300,80.4
17031510100,87.5
17031510200,92.7
17031510300,96.9
17031520100,88.2
17031520200,85.3
17031520300,86.6
17031520400,88.7
17031520500,98.4
17031520600,92.5
17031530100,87.5
17031530200,88.6
17031530300,91.4
17031530400,92.5
17031530501,91.7
17031530502,91.6
17031530503,94.5
17031530600,90.5
17031540101,93.4
17031540102,91.1
17031550100,86.9
17031550200,95.2
17031560100,90
17031560200,90.8
17031560300,86.9
17031560400,86.9
17031560700,86.3
17031560800,89.2
17031560900,96.4
17031561000,98.6
17031561100,93.5
17031570100,92
17031570200,90.3
17031570300,85.5
17031570400,91.6
17031570500,88.5
17031580100,85.6
17031580200,84.3
17031580300,80.5
17031580400,85
17031580501,75.5
17031580502,81.3
17031580600,84.7
17031580700,81.9
17031580800,73.6
17031590500,90.3
17031590600,89.7
17031590700,84.9
17031600400,88.7
17031600600,83.1
17031600700,94.3
17031600900,89.4
17031610300,76.5
17031610400,76.9
17031610800,97.7
17031611000,85.3
17031611100,76
17031611200,88.1
17031611300,81.5
17031611400,71.3
17031611500,66.3
17031611600,75.8
17031611700,83.5
17031611800,89.5
17031611900,88.2
17031612000,92.2
17031612100,90.1
17031620100,87.2
17031620200,94.7
17031620300,87
17031620400,91.9
17031630100,84.3
17031630200,89.6
17031630300,82.7
17031630400,87.3
17031630500,82.2
17031630800,83.1
17031630900,85.8
17031640100,93
17031640300,94.3
17031640400,85.8
17031640500,93
17031640600,94.1
17031640700,86.1
17031640800,96.1
17031650100,84.3
17031650200,87.3
17031650301,93.8
17031650302,89.4
17031650400,84
17031650500,91.6
17031660301,84.4
17031660302,81.4
17031660400,77.1
17031660500,85.1
17031660600,86.7
17031660700,96.5
17031660800,83.7
17031660900,88.7
17031661000,83.8
17031661100,85.9
17031670100,86.8
17031670200,92
17031670300,89.7
17031670400,86.3
17031670500,89.3
17031670600,92.3
17031670700,87
17031670800,86.5
17031670900,95.7
17031671100,96.8
17031671200,88.3
17031671300,94.4
17031671400,93.5
17031671500,93.8
17031671600,87.9
17031671800,96.8
17031671900,84.2
17031672000,96.1
17031680500,87
17031680600,88.3
17031680900,86.4
17031681000,89.2
17031681100,91
17031681200,86.3
17031681300,84.2
17031681400,84.6
17031690300,89.3
17031690400,91.1
17031690500,96.4
17031690900,94.5
17031691000,93.2
17031691100,91.8
17031691200,97.6
17031691300,90.5
17031691400,87.1
17031691500,91.8
17031700100,85
17031700200,89.1
17031700301,89.7
17031700302,95.2
17031700401,91.2
17031700402,91.8
17031700501,94.7
17031700502,91.4
17031710100,91.7
17031710200,94.9
17031710300,89.3
17031710400,92.6
17031710500,92.8
17031710600,85.3
17031710700,95.8
17031710800,95.9
17031710900,92.4
17031711000,91.4
17031711100,87.8
17031711200,95.2
17031711300,89.3
17031711400,91.6
17031711500,82.1
17031720100,96
17031720200,95.8
17031720300,97.6
17031720400,96.1
17031720500,98.5
17031720600,98.2
17031720700,94.8
17031730100,92.1
17031730201,93.1
17031730202,92.7
17031730300,94
17031730400,95.4
17031730500,87.3
17031730600,99.1
17031730700,95.5
17031740100,98.2
17031740200,97.7
17031740300,99.5
17031740400,95.7
17031750100,92.8
17031750200,96.9
17031750300,98.3
17031750400,95.8
17031750500,92
17031750600,94.9
17031760801,84.7
17031760802,92.5
17031760803,80
17031770201,94.7
17031770202,95.3
17031770300,96.9
17031770400,90.7
17031770500,77.7
17031770601,95.4
17031770602,72.8
17031770700,94.7
17031770800,86.3
17031770901,94.4
17031770902,90.1
17031800100,99.4
17031800200,98.1
17031800300,96.2
17031800400,99.8
17031800500,99.2
17031800600,99
17031800700,99.5
17031800800,96.8
17031800900,97.8
17031801000,98.8
17031801100,99.1
17031801200,98.2
17031801300,99.4
17031801400,100
17031801500,99.1
17031801601,96.7
17031801603,90.3
17031801605,100
17031801606,97.9
17031801607,93.9
17031801608,96.1
17031801701,99.5
17031801702,99.2
17031801800,99.5
17031801901,94.2
17031801902,97.5
17031802002,96.1
17031802003,98.1
17031802004,85
17031802100,98.5
17031802200,99.2
17031802300,97.2
17031802402,82.7
17031802403,95.4
17031802404,78.8
17031802503,92.7
17031802504,91.7
17031802505,77.2
17031802506,80.9
17031802605,95.1
17031802607,96.6
17031802608,96.7
17031802609,82.4
17031802610,96.5
17031802701,91.2
17031802702,97.8
17031802801,97.2
17031802802,95.5
17031802900,98.1
17031803005,95.4
17031803007,93.1
17031803008,96.2
17031803010,93.8
17031803012,94
17031803013,96.7
17031803014,89.5
17031803015,94.7
17031803016,97.9
17031803017,95
17031803100,98.6
17031803200,97.1
17031803300,93.7
17031803400,96.7
17031803500,98.6
17031803603,97
17031803604,95.1
17031803605,87.3
17031803606,71.7
17031803607,96.9
17031803608,92.9
17031803610,90
17031803611,80.5
17031803612,80.7
17031803701,98.3
17031803702,93.6
17031803800,98.5
17031803901,96.7
17031803902,96.9
17031804000,93.2
17031804102,98.2
17031804104,98.7
17031804105,99.7
17031804106,93.8
17031804108,90.8
17031804109,96.6
17031804201,98.4
17031804202,96.5
17031804305,93.3
17031804306,86.4
17031804308,92.2
17031804309,91.2
17031804310,92.8
17031804311,95.2
17031804403,92.1
17031804404,87.7
17031804405,90.2
17031804406,86
17031804505,94.9
17031804506,97.3
17031804507,95.6
17031804508,71.1
17031804509,88.7
17031804510,80.1
17031804511,76.1
17031804603,90
17031804606,99.3
17031804607,97
17031804608,91.7
17031804609,96.4
17031804610,95
17031804611,97.5
17031804701,86.2
17031804705,91.9
17031804706,94.3
17031804709,91.5
17031804710,97.1
17031804711,90.7
17031804712,93.6
17031804713,94.1
17031804714,95
17031804715,87
17031804716,95.1
17031804803,94.6
17031804804,97
17031804805,93.3
17031804806,91.7
17031804807,94.3
17031804808,95.1
17031804809,97.4
17031804810,87.8
17031804901,98.9
17031804902,91.5
17031805001,98.4
17031805002,82
17031805105,84.5
17031805106,93.4
17031805107,81.3
17031805108,84.2
17031805109,97.2
17031805110,95.6
17031805111,82.2
17031805112,88.5
17031805201,90
17031805202,96
17031805301,81.7
17031805302,95.3
17031805401,89.4
17031805402,94
17031805501,96.3
17031805502,98.8
17031805600,99.1
17031805701,97.5
17031805702,95.1
17031805801,99.4
17031805802,97.7
17031805901,93.7
17031805902,94.3
17031806001,88.1
17031806002,85.1
17031806003,86.2
17031806004,87.7
17031806102,94.5
17031806103,96.9
17031806104,80.7
17031806201,86.2
17031806202,92.2
17031806300,94.9
17031806400,95.1
17031806501,92.8
17031806502,95.5
17031806600,92.4
17031806700,98.8
17031806801,89.5
17031806802,87.2
17031806900,95.1
17031807000,87.9
17031807100,94.9
17031807200,89.5
17031807300,91.4
17031807400,88.1
17031807500,97.2
17031807600,92
17031807700,90.8
17031807800,95.4
17031807900,95.5
17031808001,92.7
17031808002,93.6
17031808100,95.9
17031808200,92.7
17031808301,96.1
17031808302,95.9
17031808400,95.4
17031808500,97.1
17031808600,99.3
17031808702,95.8
17031808800,98.6
17031808900,99
17031809000,99.8
17031809100,96.1
17031809200,88.2
17031809300,99
17031809400,98.3
17031809500,93.8
17031809600,92.1
17031809700,97
17031809800,98
17031809900,99.7
17031810000,93.9
17031810100,98.7
17031810200,86.2
17031810301,92.4
17031810302,96.1
17031810400,98
17031810501,95.8
17031810502,92.6
17031810600,89.8
17031810701,87.4
17031810702,89.5
17031810800,90.4
17031810900,90.4
17031811000,96
17031811100,87.9
17031811200,93
17031811301,88.3
17031811302,86.1
17031811401,95.7
17031811402,95.4
17031811500,92.1
17031811600,86.1
17031811701,72.5
17031811702,87
17031811800,93.6
17031811900,97.3
17031812000,99.4
17031812100,94.6
17031812200,98.9
17031812301,94.7
17031812302,98.6
17031812400,99.2
17031812500,95.4
17031812600,94.3
17031812700,95.2
17031812801,98.9
17031812802,95.6
17031812900,98.2
17031813000,96.6
17031813100,97.7
17031813200,98.4
17031813301,77.6
17031813302,69.5
17031813400,80.8
17031813500,81.7
17031813600,83
17031813701,73.6
17031813702,79.8
17031813801,70.9
17031813802,81.7
17031813900,80.8
17031814000,83.6
17031814100,81.2
17031814200,81.5
17031814300,76.9
17031814400,90
17031814500,90.4
17031814600,85.6
17031814700,85.5
17031814800,94
17031814900,86.3
17031815000,84.5
17031815100,91.9
17031815200,84.4
17031815300,95.8
17031815400,91
17031815500,87.9
17031815600,95.6
17031815701,98.6
17031815702,92.8
17031815800,96.5
17031815900,95.3
17031816000,96.2
17031816100,92.3
17031816200,93.2
17031816300,87.4
17031816401,74
17031816402,87
17031816500,84.8
17031816600,72.6
17031816700,78.7
17031816800,92
17031816900,90.5
17031817000,90.6
17031817101,93.4
17031817102,91.1
17031817200,90.3
17031817300,84.8
17031817400,90.2
17031817500,86.7
17031817600,85
17031817700,92.2
17031817900,91.3
17031818000,95.8
17031818100,97.7
17031818200,96.7
17031818300,90.6
17031818401,90.4
17031818402,91.7
17031818500,93.7
17031818600,95.7
17031818700,97.7
17031818800,97.5
17031818900,99.2
17031819000,99.3
17031819100,86.3
17031819200,90.5
17031819300,93.8
17031819400,92.5
17031819500,99.1
17031819600,98.6
17031819700,99.1
17031819801,99.2
17031819802,98.3
17031819900,98.7
17031820000,96.5
17031820101,98.7
17031820103,92.6
17031820104,94.1
17031820201,96.9
17031820202,81.6
17031820300,80.4
17031820400,79.8
17031820501,89.2
17031820502,92.8
17031820603,91.6
17031820604,79.8
17031820605,85.6
17031820606,92.6
17031820700,91.8
17031820800,89.6
17031820901,88.6
17031820902,86.2
17031821001,94.8
17031821002,91
17031821101,89.4
17031821102,94.2
17031821200,83.5
17031821300,87.5
17031821401,89.5
17031821402,97.7
17031821500,87.5
17031821600,95.6
17031821700,93
17031821800,95
17031821900,94.6
17031822000,86.4
17031822101,92.1
17031822102,95.2
17031822200,96.1
17031822301,93.3
17031822302,89.1
17031822400,91.8
17031822500,96.7
17031822601,89.6
17031822602,88.1
17031822701,90.5
17031822702,89.9
17031822801,93.3
17031822802,98.2
17031822900,89.5
17031823001,86.1
17031823002,83.2
17031823101,88.1
17031823102,88
17031823200,95.2
17031823302,87.1
17031823303,92.6
17031823304,92.5
17031823400,90.9
17031823500,88.2
17031823602,97.6
17031823603,83.9
17031823604,98.2
17031823605,97
17031823702,88.9
17031823703,86.5
17031823704,95.3
17031823705,94.9
17031823801,98.3
17031823803,91.7
17031823805,96
17031823806,86.8
17031823901,97.8
17031823903,96.4
17031823904,98.2
17031824003,97.8
17031824004,98
17031824005,96.3
17031824006,98.2
17031824105,97.6
17031824106,95.4
17031824107,95.4
17031824108,97.3
17031824113,91.5
17031824114,96.9
17031824115,96.4
17031824116,89.2
17031824117,94.6
17031824119,97.7
17031824120,97.3
17031824121,96.4
17031824122,97.2
17031824123,97.8
17031824300,88.5
17031824400,91.5
17031824503,97.2
17031824505,92.6
17031824506,93.5
17031824507,98
17031824601,94.2
17031824602,94.5
17031824701,95.9
17031824702,89.9
17031824800,93.2
17031824900,92.8
17031825000,88
17031825200,91.3
17031825302,90.5
17031825303,92.6
17031825304,91.9
17031825400,99
17031825501,97.4
17031825503,93.2
17031825504,97.9
17031825505,93.9
17031825600,93.7
17031825700,89.9
17031825801,87.9
17031825802,93
17031825803,94.5
17031825900,86.4
17031826000,84.3
17031826100,89.2
17031826201,89.5
17031826202,89.1
17031826301,88.7
17031826303,88.9
17031826304,87.7
17031826401,92.7
17031826402,90
17031826500,91.9
17031826600,89.4
17031826700,91.1
17031826800,81.6
17031826901,87.8
17031826902,81
17031827000,82.2
17031827100,91
17031827200,87.5
17031827300,89.3
17031827400,89.7
17031827500,86.5
17031827600,92.8
17031827700,90.1
17031827801,95.5
17031827802,95.9
17031827804,98
17031827805,97.6
17031827901,94.9
17031827902,92.4
17031828000,91.3
17031828100,89.6
17031828201,94.2
17031828202,95.1
17031828300,90.4
17031828401,95.9
17031828402,93.4
17031828503,91.6
17031828504,89.8
17031828505,89.1
17031828506,95.7
17031828601,96.4
17031828602,96.3
17031828701,95.4
17031828702,93.3
17031828801,96.7
17031828802,92.1
17031828900,84.6
17031829000,90.5
17031829100,92
17031829200,86.5
17031829301,94.9
17031829302,83.7
17031829401,86.9
17031829402,94.9
17031829500,86.9
17031829600,92.5
17031829700,88
17031829800,93.2
17031829901,92.3
17031829902,92.3
17031830001,95.3
17031830003,93.7
17031830004,91.1
17031830005,96.3
17031830006,94.7
17031830007,97.8
17031830008,94.9
17031830100,98.4
17031830201,87.2
17031830202,93.8
17031830300,92.4
17031830400,98
17031830500,76.1
17031830600,85.5
17031830700,89.5
17031830800,96.7
17031830900,94.6
17031831000,99.2
17031831100,78.5
17031831200,72.7
17031831300,87.5
17031831400,82.1
17031831500,84.5
17031831600,90.4
17031831700,87.6
17031831800,92.6
17031831900,98.3
17031832000,95.4
17031832100,90.9
17031832200,97.3
17031832300,98.1
17031832400,95.7
17031832500,98.9
17031832600,97.7
17031832900,98.2
17031833000,99.1
17031833100,96.8
17031833300,95.8
17031833900,87.5
17031834000,94.6
17031834200,93.9
17031834300,96
17031834400,96.4
17031834500,88.3
17031834600,91.3
17031834700,88.6
17031834800,83.8
17031834900,96.3
17031835000,88.3
17031835100,85.6
17031835200,89.3
17031835500,90
17031835600,97.7
17031835700,100
17031835800,95.8
17031835900,96.9
17031836000,93.1
17031836100,91.4
17031836200,97.4
17031836300,92.7
17031836400,97.4
17031836500,91.2
17031836600,93.6
17031836700,94.6
17031836800,91
17031836900,83
17031837000,90.1
17031837100,96.5
17031837300,91.8
17031837400,89.7
17031837800,93.2
17031838000,98.3
17031838100,93.2
17031838200,97.5
17031838300,99.1
17031838600,93.2
17031838700,90.6
17031838800,91.6
17031839000,99.6
17031839100,94.6
17031839200,97.9
17031839500,95.4
17031839600,94.8
17031839700,91.1
17031839800,87.5
17031839900,94.7
17031840000,97.9
17031840100,84.9
17031840200,89.6
17031840300,87.7
17031840400,87.1
17031840700,88.9
17031840800,82.7
17031841000,98.2
17031841100,92.3
17031841200,87.8
17031841300,83.9
17031841400,87.8
17031841500,94.2
17031841600,92.4
17031841700,82.9
17031841800,94.5
17031841900,93.2
17031842000,97.2
17031842100,79.3
17031842200,97.5
17031842300,96.3
17031842400,87.1
17031842500,93.2
17031842600,92.7
17031842800,80
17031842900,92.5
17031843000,92.5
17031843100,93
17031843200,85
17031843300,88.6
17031843400,85.4
17031843500,79.9
17031843600,95.5
17031843700,94.9
17031843800,90.6
17031843900,89.2
17031980000,-
17031980100,-
17031990000,-
