GEOID,MHI_2016
17031160601,60938
17031160602,54922
17031160700,73375
17031160800,57813
17031160900,71786
17031161000,70689
17031161100,99531
17031161200,56696
17031161300,40343
17031170100,37708
17031170200,64777
17031170300,56440
17031170400,54844
17031170500,79167
17031170600,68750
17031170700,63333
17031170800,60086
17031170900,60357
17031171000,54131
17031171100,67304
17031180100,59447
17031190100,31364
17031190200,50317
17031190300,44271
17031190401,54338
17031190402,44978
17031190601,45882
17031190602,57500
17031190701,42762
17031190702,42232
17031190800,39884
17031190900,36522
17031191000,44750
17031191100,46905
17031191200,39926
17031191301,45357
17031191302,38817
17031200100,45182
17031200200,37284
17031200300,36607
17031200401,36644
17031200402,48316
17031210100,52177
17031210400,40662
17031210501,43702
17031210502,38693
17031210601,60183
17031210602,49236
17031210700,47000
17031210800,56890
17031210900,44393
17031220300,81433
17031220400,81307
17031220500,73125
17031220601,52692
17031220602,43912
17031220701,55741
17031220702,54034
17031220901,34375
17031220902,43607
17031221000,34340
17031221100,45208
17031221200,66923
17031221300,53385
17031221400,66429
17031221500,44620
17031221600,93750
17031222200,125809
17031222500,47344
17031222600,58385
17031222700,52063
17031222800,28558
17031222900,46023
17031230100,52833
17031230200,43717
17031230300,42443
17031230400,56250
17031230500,30503
17031230600,32317
17031230700,34933
17031230800,59531
17031230900,36338
17031231100,32232
17031231200,26773
17031231500,27788
17031240200,117125
17031240300,106719
17031240500,125139
17031240600,93917
17031240700,51542
17031240800,35698
17031240900,40515
17031241000,43650
17031241100,69348
17031241200,75000
17031241300,109643
17031241400,101634
17031241500,95313
17031241600,81547
17031242000,63063
17031242100,107969
17031242200,84620
17031242300,75250
17031242400,70848
17031242500,58038
17031242600,52096
17031242700,28487
17031242800,68182
17031242900,65284
17031243000,63768
17031243100,90893
17031243200,106607
17031243300,75127
17031243400,80403
17031243500,93092
17031250200,37227
17031250300,31004
17031250400,33873
17031250500,74708
17031250600,50294
17031250700,31160
17031250800,35625
17031251000,34583
17031251100,23516
17031251200,43011
17031251300,28631
17031251400,28363
17031251500,22708
17031251600,34030
17031251700,28311
17031251800,20405
17031251900,20620
17031252000,22289
17031252101,23264
17031252102,33508
17031252201,31029
17031252202,24914
17031260100,12036
17031260200,25921
17031260300,29306
17031260400,22097
17031260500,28867
17031260600,21607
17031260700,23214
17031260800,20912
17031260900,20563
17031261000,30817
17031270500,16989
17031271200,23929
17031271300,22150
17031271400,32717
17031271500,31181
17031271800,17652
17031280100,121074
17031280400,21250
17031280800,20278
17031280900,20565
17031281900,85160
17031282700,58047
17031282800,52461
17031283100,45625
17031283200,71250
17031283800,61389
17031290900,23834
17031291200,21516
17031291600,49085
17031292200,25291
17031292400,27019
17031292500,36250
17031300500,38054
17031300600,40511
17031300700,29120
17031300800,29446
17031300900,25099
17031301100,26234
17031301200,26375
17031301600,31216
17031301701,30205
17031301702,37013
17031301801,35764
17031301802,33088
17031301803,29914
17031310200,63250
17031310300,45096
17031310400,48083
17031310500,41536
17031310600,29980
17031310700,40719
17031310800,37825
17031310900,34922
17031320100,109243
17031320400,159583
17031320600,91681
17031330100,92179
17031330200,79125
17031340300,31875
17031340400,33173
17031340500,20990
17031340600,11964
17031350100,41645
17031350400,11250
17031351000,42324
17031351100,11310
17031351400,10942
17031351500,23603
17031360200,24500
17031380100,19747
17031380200,18063
17031380500,21250
17031380700,26000
17031381200,34833
17031381400,34327
17031381500,-
17031381700,-
17031381800,32500
17031381900,31602
17031390100,62292
17031390200,44848
17031390300,18808
17031390400,24178
17031390500,45875
17031390600,80583
17031390700,51201
17031400300,20250
17031400400,31938
17031400500,25346
17031400800,18859
17031410100,40287
17031410200,21250
17031410500,51875
17031410600,35636
17031410700,38260
17031410800,40153
17031410900,52817
17031411000,66211
17031411100,104301
17031411200,82667
17031420100,19034
17031420200,37610
17031420300,29960
17031420400,14500
17031420500,22353
17031420600,17731
17031420700,20573
17031420800,29688
17031421200,21658
17031430101,33849
17031430102,20889
17031430200,23606
17031430300,15723
17031430400,18125
17031430500,19872
17031430600,28214
17031430700,19688
17031430800,42292
17031430900,32500
17031431200,52095
17031431301,21362
17031431302,22407
17031431400,21727
17031440101,22306
17031440102,22619
17031440201,33125
17031440202,28984
17031440300,53345
17031440600,54808
17031440700,35625
17031440800,22371
17031440900,33281
17031450300,44254
17031460100,31008
17031460200,27353
17031460301,29125
17031460302,20944
17031460400,43341
17031460500,36227
17031460600,31518
17031460700,20118
17031461000,13536
17031470100,23684
17031480100,60750
17031480200,36938
17031480300,41917
17031480400,48784
17031480500,44514
17031490300,51723
17031490400,51420
17031490500,50188
17031490600,38750
17031490700,36631
17031490800,32430
17031490901,35469
17031490902,43083
17031491000,26641
17031491100,44000
17031491200,39276
17031491300,26630
17031491400,26443
17031500100,39348
17031500200,33304
17031500300,37679
17031510100,32277
17031510200,41851
17031510300,34154
17031520100,33750
17031520200,35240
17031520300,38857
17031520400,50347
17031520500,65878
17031520600,40400
17031530100,24604
17031530200,27073
17031530300,42684
17031530400,55042
17031530501,39500
17031530502,41625
17031530503,35089
17031530600,25956
17031540101,14556
17031540102,14273
17031550100,52485
17031550200,71058
17031560100,60625
17031560200,46369
17031560300,50862
17031560400,51375
17031560700,53264
17031560800,61808
17031560900,79931
17031561000,81935
17031561100,77667
17031570100,53542
17031570200,53690
17031570300,44706
17031570400,42500
17031570500,41250
17031580100,40199
17031580200,39722
17031580300,40743
17031580400,36279
17031580501,40254
17031580502,41081
17031580600,42436
17031580700,38452
17031580800,31688
17031590500,49358
17031590600,39726
17031590700,43698
17031600400,32682
17031600600,32377
17031600700,31982
17031600900,44900
17031610300,33631
17031610400,21678
17031610800,44083
17031611000,20761
17031611100,22969
17031611200,26727
17031611300,26289
17031611400,32949
17031611500,27622
17031611600,31250
17031611700,26985
17031611800,27880
17031611900,25609
17031612000,25855
17031612100,23906
17031620100,45000
17031620200,50990
17031620300,51281
17031620400,52045
17031630100,29375
17031630200,32331
17031630300,48068
17031630400,33509
17031630500,43318
17031630800,41379
17031630900,43636
17031640100,60500
17031640300,70849
17031640400,77111
17031640500,70424
17031640600,40054
17031640700,52879
17031640800,50795
17031650100,40901
17031650200,53365
17031650301,57639
17031650302,46436
17031650400,51404
17031650500,55556
17031660301,22422
17031660302,32083
17031660400,43783
17031660500,39942
17031660600,27712
17031660700,27156
17031660800,35338
17031660900,25846
17031661000,31329
17031661100,45313
17031670100,35647
17031670200,24408
17031670300,22381
17031670400,25786
17031670500,27589
17031670600,20119
17031670700,24911
17031670800,22000
17031670900,34583
17031671100,27266
17031671200,19205
17031671300,33947
17031671400,26094
17031671500,25133
17031671600,24427
17031671800,36042
17031671900,42670
17031672000,39055
17031680500,22844
17031680600,27841
17031680900,15485
17031681000,15139
17031681100,16862
17031681200,22163
17031681300,22972
17031681400,35476
17031690300,18875
17031690400,26070
17031690500,29844
17031690900,34609
17031691000,52632
17031691100,20431
17031691200,28472
17031691300,36818
17031691400,25461
17031691500,22250
17031700100,64470
17031700200,52996
17031700301,54359
17031700302,67017
17031700401,70018
17031700402,67202
17031700501,67665
17031700502,92778
17031710100,14622
17031710200,26180
17031710300,24806
17031710400,32961
17031710500,27864
17031710600,24045
17031710700,22250
17031710800,36130
17031710900,19561
17031711000,31330
17031711100,36172
17031711200,39005
17031711300,32788
17031711400,35573
17031711500,35991
17031720100,100375
17031720200,67963
17031720300,119604
17031720400,90721
17031720500,105000
17031720600,105897
17031720700,61696
17031730100,49688
17031730201,31867
17031730202,53487
17031730300,42734
17031730400,56061
17031730500,51681
17031730600,41607
17031730700,47656
17031740100,89185
17031740200,94535
17031740300,101094
17031740400,80020
17031750100,37264
17031750200,63897
17031750300,87266
17031750400,90982
17031750500,50913
17031750600,40125
17031760801,49517
17031760802,55919
17031760803,42304
17031770201,60114
17031770202,51996
17031770300,66122
17031770400,61333
17031770500,43872
17031770601,64883
17031770602,57692
17031770700,48750
17031770800,60263
17031770901,62102
17031770902,55417
17031800100,234107
17031800200,174429
17031800300,171964
17031800400,240000
17031800500,204911
17031800600,237250
17031800700,180069
17031800800,91750
17031800900,115086
17031801000,106042
17031801100,153702
17031801200,175298
17031801300,157813
17031801400,120476
17031801500,100618
17031801601,105250
17031801603,41612
17031801605,122013
17031801606,121016
17031801607,96858
17031801608,108266
17031801701,150509
17031801702,118380
17031801800,126250
17031801901,83686
17031801902,142750
17031802002,93824
17031802003,90000
17031802004,44175
17031802100,145781
17031802200,105184
17031802300,101106
17031802402,61991
17031802403,64750
17031802404,45718
17031802503,75231
17031802504,78844
17031802505,48021
17031802506,55972
17031802605,81912
17031802607,100781
17031802608,56905
17031802609,53349
17031802610,83889
17031802701,82500
17031802702,75406
17031802801,80769
17031802802,93241
17031802900,103491
17031803005,75066
17031803007,103299
17031803008,97586
17031803010,99135
17031803012,72143
17031803013,81603
17031803014,57183
17031803015,72772
17031803016,89023
17031803017,82068
17031803100,107500
17031803200,69269
17031803300,77426
17031803400,101992
17031803500,91429
17031803603,125268
17031803604,71440
17031803605,89886
17031803606,50726
17031803607,104484
17031803608,72725
17031803610,72566
17031803611,49116
17031803612,49518
17031803701,75938
17031803702,82049
17031803800,86677
17031803901,63264
17031803902,84931
17031804000,61850
17031804102,130398
17031804104,106484
17031804105,116867
17031804106,88274
17031804108,81270
17031804109,87120
17031804201,152561
17031804202,123848
17031804305,79038
17031804306,61744
17031804308,69741
17031804309,73650
17031804310,94240
17031804311,99267
17031804403,65972
17031804404,75854
17031804405,48011
17031804406,54313
17031804505,72565
17031804506,80987
17031804507,94538
17031804508,65357
17031804509,66865
17031804510,54543
17031804511,55523
17031804603,59978
17031804606,99605
17031804607,99545
17031804608,76181
17031804609,94387
17031804610,69457
17031804611,81292
17031804701,57566
17031804705,67740
17031804706,108438
17031804709,58026
17031804710,69948
17031804711,70044
17031804712,92609
17031804713,84444
17031804714,80794
17031804715,61786
17031804716,87375
17031804803,81970
17031804804,72676
17031804805,78869
17031804806,63068
17031804807,65043
17031804808,89115
17031804809,102708
17031804810,74808
17031804901,81194
17031804902,80461
17031805001,89702
17031805002,51706
17031805105,55972
17031805106,72117
17031805107,46764
17031805108,51335
17031805109,77059
17031805110,63704
17031805111,54631
17031805112,55726
17031805201,99083
17031805202,85375
17031805301,61825
17031805302,78359
17031805401,75551
17031805402,58689
17031805501,95179
17031805502,109810
17031805600,114250
17031805701,88036
17031805702,101786
17031805801,80903
17031805802,83529
17031805901,78162
17031805902,95368
17031806001,48424
17031806002,56975
17031806003,53769
17031806004,45434
17031806102,83882
17031806103,83061
17031806104,41051
17031806201,50250
17031806202,48107
17031806300,70884
17031806400,62750
17031806501,53583
17031806502,62297
17031806600,75865
17031806700,101202
17031806801,56282
17031806802,74554
17031806900,62302
17031807000,49336
17031807100,120278
17031807200,82813
17031807300,60139
17031807400,50997
17031807500,104924
17031807600,64493
17031807700,51699
17031807800,92500
17031807900,107917
17031808001,99250
17031808002,82279
17031808100,41484
17031808200,66229
17031808301,71152
17031808302,65200
17031808400,77917
17031808500,84688
17031808600,143194
17031808702,61806
17031808800,117163
17031808900,119750
17031809000,124375
17031809100,94706
17031809200,49268
17031809300,30532
17031809400,46988
17031809500,62132
17031809600,68460
17031809700,76429
17031809800,63472
17031809900,109044
17031810000,76189
17031810100,65096
17031810200,52237
17031810301,71736
17031810302,72401
17031810400,93105
17031810501,69702
17031810502,49693
17031810600,49661
17031810701,40813
17031810702,44420
17031810800,64778
17031810900,47868
17031811000,77134
17031811100,42125
17031811200,60277
17031811301,68068
17031811302,35500
17031811401,54698
17031811402,55067
17031811500,70595
17031811600,44678
17031811701,51389
17031811702,50188
17031811800,74364
17031811900,100313
17031812000,105608
17031812100,101739
17031812200,201364
17031812301,71077
17031812302,132688
17031812400,175909
17031812500,51853
17031812600,55398
17031812700,63900
17031812801,49415
17031812802,54458
17031812900,90337
17031813000,91417
17031813100,86589
17031813200,113311
17031813301,32027
17031813302,40268
17031813400,43021
17031813500,45433
17031813600,44778
17031813701,34835
17031813702,35810
17031813801,48479
17031813802,39139
17031813900,40308
17031814000,44071
17031814100,40201
17031814200,38163
17031814300,36250
17031814400,47943
17031814500,62010
17031814600,51512
17031814700,75000
17031814800,66572
17031814900,49375
17031815000,46232
17031815100,61715
17031815200,58750
17031815300,62875
17031815400,67827
17031815500,67664
17031815600,60719
17031815701,115417
17031815702,79292
17031815800,82692
17031815900,44788
17031816000,59429
17031816100,54326
17031816200,53897
17031816300,58892
17031816401,46172
17031816402,42929
17031816500,39212
17031816600,40083
17031816700,49792
17031816800,61745
17031816900,55417
17031817000,55078
17031817101,44781
17031817102,53227
17031817200,39965
17031817300,28508
17031817400,53668
17031817500,22261
17031817600,50781
17031817700,55286
17031817900,47031
17031818000,53563
17031818100,68088
17031818200,69313
17031818300,50142
17031818401,71510
17031818402,60671
17031818500,76959
17031818600,79815
17031818700,83315
17031818800,72386
17031818900,75089
17031819000,120927
17031819100,44455
17031819200,48450
17031819300,73214
17031819400,75342
17031819500,73500
17031819600,134115
17031819700,163214
17031819801,160500
17031819802,121750
17031819900,152209
17031820000,180089
17031820101,92390
17031820103,53963
17031820104,60147
17031820201,92386
17031820202,50438
17031820300,48917
17031820400,45901
17031820501,62019
17031820502,54740
17031820603,50411
17031820604,38961
17031820605,44083
17031820606,65441
17031820700,60910
17031820800,66250
17031820901,44293
17031820902,53384
17031821001,56944
17031821002,51444
17031821101,66745
17031821102,62634
17031821200,37941
17031821300,40099
17031821401,40303
17031821402,47500
17031821500,37885
17031821600,62217
17031821700,79702
17031821800,65724
17031821900,57458
17031822000,42383
17031822101,55933
17031822102,42320
17031822200,78207
17031822301,61397
17031822302,58708
17031822400,39534
17031822500,71202
17031822601,67398
17031822602,60221
17031822701,48109
17031822702,43773
17031822801,53068
17031822802,68516
17031822900,62660
17031823001,39766
17031823002,50208
17031823101,53304
17031823102,56094
17031823200,66354
17031823302,50481
17031823303,52224
17031823304,42740
17031823400,46728
17031823500,49861
17031823602,56563
17031823603,41196
17031823604,82440
17031823605,60029
17031823702,54403
17031823703,49572
17031823704,83438
17031823705,46739
17031823801,73500
17031823803,63269
17031823805,56389
17031823806,52820
17031823901,77071
17031823903,101333
17031823904,73423
17031824003,88859
17031824004,72422
17031824005,98621
17031824006,106688
17031824105,102891
17031824106,85216
17031824107,79318
17031824108,75640
17031824113,92994
17031824114,106168
17031824115,67500
17031824116,56836
17031824117,100601
17031824119,94730
17031824120,95225
17031824121,74239
17031824122,91364
17031824123,73786
17031824300,27861
17031824400,36571
17031824503,61384
17031824505,84588
17031824506,69338
17031824507,59643
17031824601,74731
17031824602,60450
17031824701,64849
17031824702,56667
17031824800,37374
17031824900,32196
17031825000,60625
17031825200,65806
17031825302,60643
17031825303,61730
17031825304,76156
17031825400,61429
17031825501,47981
17031825503,55430
17031825504,49688
17031825505,61738
17031825600,37334
17031825700,44048
17031825801,36693
17031825802,43065
17031825803,47216
17031825900,37500
17031826000,41449
17031826100,51477
17031826201,31802
17031826202,47500
17031826301,63421
17031826303,44653
17031826304,31683
17031826401,54453
17031826402,48281
17031826500,41405
17031826600,30769
17031826700,31474
17031826800,37281
17031826901,17425
17031826902,22857
17031827000,23048
17031827100,22650
17031827200,41250
17031827300,20500
17031827400,17633
17031827500,23761
17031827600,30487
17031827700,36613
17031827801,58702
17031827802,62049
17031827804,72216
17031827805,69762
17031827901,77246
17031827902,51213
17031828000,37659
17031828100,45500
17031828201,55428
17031828202,56899
17031828300,47413
17031828401,62390
17031828402,44219
17031828503,43529
17031828504,39593
17031828505,52843
17031828506,48029
17031828601,80083
17031828602,85543
17031828701,60795
17031828702,50875
17031828801,83281
17031828802,65439
17031828900,27214
17031829000,14722
17031829100,22242
17031829200,44722
17031829301,59931
17031829302,22956
17031829401,31188
17031829402,35942
17031829500,35577
17031829600,46696
17031829700,33220
17031829800,93292
17031829901,62123
17031829902,71382
17031830001,40125
17031830003,87282
17031830004,96025
17031830005,97288
17031830006,53967
17031830007,44592
17031830008,74628
17031830100,67546
17031830201,46533
17031830202,99375
17031830300,21456
17031830400,54234
17031830500,41902
17031830600,42786
17031830700,40286
17031830800,61273
17031830900,97794
17031831000,150703
17031831100,49266
17031831200,35179
17031831300,32500
17031831400,34231
17031831500,59180
17031831600,42745
17031831700,56375
17031831800,58500
17031831900,102610
17031832000,97750
17031832100,60240
17031832200,88274
17031832300,105224
17031832400,93466
17031832500,107813
17031832600,145147
17031832900,50521
17031833000,104183
17031833100,120755
17031833300,51442
17031833900,23750
17031834000,37179
17031834200,31238
17031834300,30161
17031834400,38883
17031834500,32204
17031834600,20898
17031834700,26071
17031834800,21827
17031834900,19054
17031835000,26514
17031835100,37723
17031835200,41136
17031835500,19207
17031835600,23667
17031835700,-
17031835800,55813
17031835900,18627
17031836000,52717
17031836100,25699
17031836200,52308
17031836300,54625
17031836400,30946
17031836500,28806
17031836600,43203
17031836700,26319
17031836800,13429
17031836900,26023
17031837000,27283
17031837100,27292
17031837300,33250
17031837400,38750
17031837800,56908
17031838000,17377
17031838100,17370
17031838200,38382
17031838300,43516
17031838600,13281
17031838700,20294
17031838800,19228
17031839000,84780
17031839100,86739
17031839200,29831
17031839500,22279
17031839600,31250
17031839700,42200
17031839800,44159
17031839900,60536
17031840000,61429
17031840100,33942
17031840200,44522
17031840300,45694
17031840400,37891
17031840700,31389
17031840800,30759
17031841000,50417
17031841100,27185
17031841200,32315
17031841300,43409
17031841400,25694
17031841500,19000
17031841600,22446
17031841700,18582
17031841800,32895
17031841900,110950
17031842000,76429
17031842100,35528
17031842200,106250
17031842300,118889
17031842400,39652
17031842500,9485
17031842600,61012
17031842800,35041
17031842900,21053
17031843000,17197
17031843100,28000
17031843200,42254
17031843300,37353
17031843400,24886
17031843500,35875
17031843600,31788
17031843700,99821
17031843800,38060
17031843900,27012
17031980000,-
17031980100,-
17031990000,-
