GEOID,Public_Assistance_Rate_2017
17031010100,22.2844344904815
17031010201,20.4747774480712
17031010202,34.7394540942928
17031010300,32.2012578616352
17031010400,53.8011695906433
17031010501,37.7155172413793
17031010502,41.0958904109589
17031010503,89.4366197183099
17031010600,37.2294372294372
17031010701,20.752688172043
17031010702,22.4475524475524
17031020100,23.2749742533471
17031020200,14.6118721461187
17031020301,15.9501557632399
17031020302,17.4780526735834
17031020400,22.4770642201835
17031020500,30.2593659942363
17031020601,24.2941176470588
17031020602,26.412213740458
17031020701,15.7384987893462
17031020702,24.4532803180914
17031020801,22.854387656702
17031020802,22.2028985507246
17031020901,25.0476795931341
17031020902,16.0479041916168
17031030101,61.2794612794613
17031030102,59.2233009708738
17031030103,63.4408602150538
17031030104,90
17031030200,31.2611012433393
17031030300,41.1585365853659
17031030400,38.3458646616541
17031030500,45.3995157384988
17031030601,49.6598639455782
17031030603,48.1632653061225
17031030604,30.9734513274336
17031030701,54.8611111111111
17031030702,105.405405405405
17031030703,68.7203791469194
17031030706,49.5391705069124
17031030800,22.992700729927
17031030900,23.3226837060703
17031031000,26.3450834879406
17031031100,39.0769230769231
17031031200,32.512315270936
17031031300,22.6215644820296
17031031400,25.7936507936508
17031031501,25.3644314868805
17031031502,29.5224312590449
17031031700,21.4592274678112
17031031800,22.568093385214
17031031900,28.7822878228782
17031032100,75.4512635379061
17031040100,28.0626780626781
17031040201,23.8427947598253
17031040202,27.3516642547033
17031040300,25.2955082742317
17031040401,36.5957446808511
17031040402,22.3655913978495
17031040600,23.2179226069246
17031040700,29.6296296296296
17031040800,17.7257525083612
17031040900,44.811320754717
17031050100,26.6429840142096
17031050200,22.1434200157604
17031050300,27.5797373358349
17031050500,27.4675690919346
17031050600,14.0575079872204
17031050700,12.5
17031050800,12.1951219512195
17031050900,27.3224043715847
17031051000,18.942731277533
17031051100,23.3796296296296
17031051200,22.4747474747475
17031051300,15.7514450867052
17031051400,22.7027027027027
17031060100,17.0771756978654
17031060200,33.1592689295039
17031060300,21.6321243523316
17031060400,18.7576126674787
17031060500,38.150289017341
17031060800,39.6039603960396
17031060900,37.5198728139905
17031061000,28.6885245901639
17031061100,26.0504201680672
17031061200,24.4755244755245
17031061500,30.5676855895196
17031061800,50.5376344086022
17031061901,50.4065040650407
17031061902,55.8011049723757
17031062000,55.7692307692308
17031062100,39.6078431372549
17031062200,27.9461279461279
17031062300,16.0919540229885
17031062400,17.7685950413223
17031062500,19.1489361702128
17031062600,17.5379426644182
17031062700,28.2809611829945
17031062800,17.6672384219554
17031062900,19.954128440367
17031063000,31.7848410757946
17031063100,45.0592885375494
17031063200,49.546279491833
17031063301,55.8823529411765
17031063302,55.1020408163265
17031063303,61.5384615384615
17031063400,35.8333333333333
17031070101,40.7801418439716
17031070102,32.5
17031070103,20.2380952380952
