GEOID,perc_rental_housing_2019
17031010100,78.9674143
17031010201,74.8452858
17031010202,77.2007042
17031010300,66.2892268
17031010400,78.7726358
17031010501,86.4785173
17031010502,78.4351145
17031010503,82.1529745
17031010600,77.9406751
17031010701,52.1164021
17031010702,76.956313
17031020100,55.9840426
17031020200,22.7162881
17031020301,26.9947444
17031020302,39.8609502
17031020400,44.8358209
17031020500,74.2597899
17031020601,54.2623788
17031020602,56.384505
17031020701,32.7917282
17031020702,68.6978297
17031020801,54.3154089
17031020802,69.3304536
17031020901,67.1794872
17031020902,46.2704669
17031030101,64.2751843
17031030102,64.4849785
17031030103,74.1242938
17031030104,59.7142857
17031030200,49.7318008
17031030300,69.6629213
17031030400,62.3672231
17031030500,51.3983629
17031030601,76.0728983
17031030603,89.047619
17031030604,70.1100762
17031030701,79.2494481
17031030702,39.9185336
17031030703,73.2853982
17031030706,65.0228775
17031030800,55.1282051
17031030900,48.777079
17031031000,61.0610611
17031031100,72.0051524
17031031200,75.1581167
17031031300,67.9289941
17031031400,44.2834138
17031031501,82.2025052
17031031502,85.7684211
17031031700,65.9386232
17031031800,54.7034765
17031031900,65.6692913
17031032100,71.9020529
17031040100,49.8179612
17031040201,62.0908484
17031040202,72.8990888
17031040300,37.0952821
17031040401,41.8310971
17031040402,64.6413171
17031040600,65.4310345
17031040700,54.7254151
17031040800,54.3814433
17031040900,60.2215509
17031050100,58.061674
17031050200,36.3330125
17031050300,48.5446009
17031050500,35.9237537
17031050600,40.1493931
17031050700,22.1884498
17031050800,60.1018676
17031050900,56.0377358
17031051000,40.7458564
17031051100,43.3753943
17031051200,54.4827586
17031051300,26.0986547
17031051400,39.0410959
17031060100,48.4662577
17031060200,69.8113208
17031060300,52.1040551
17031060400,53.5055351
17031060500,79.2682927
17031060800,50.846926
17031060900,61.3911934
17031061000,71.2488769
17031061100,62.7009646
17031061200,57.1604938
17031061500,65.7957245
17031061800,79.1784703
17031061901,69.5165622
17031061902,69.6585709
17031062000,69.761606
17031062100,65.8074698
17031062200,49.2652746
17031062300,44.5682451
17031062400,42.7408412
17031062500,46.9845722
17031062600,35.3061224
17031062700,45.5788514
17031062800,54.3018336
17031062900,56.2975027
17031063000,62.6748741
17031063100,71.0648148
17031063200,64.9952471
17031063301,83.0563003
17031063302,68.8230994
17031063303,57.2375691
17031063400,64.9501661
17031070101,64.0699523
17031070102,73.3436853
17031070103,92.0325203
17031070200,62.00489
17031070300,57.6470588
17031070400,56.080207
17031070500,39.5688992
17031070600,32.0097245
17031070700,49.2082826
17031071000,52.1224087
17031071100,50.4472272
17031071200,46.8478261
17031071300,49.9743721
17031071400,54.1564363
17031071500,66.9445168
17031071600,38.6968085
17031071700,39.6054628
17031071800,37.6757263
17031080100,49.6088822
17031080201,43.6141304
17031080202,46.9969312
17031080300,43.7760779
17031080400,68.2861719
17031081000,85.6030309
17031081100,75.9884975
17031081201,56.4197117
17031081202,22.3135643
17031081300,34.5977011
17031081401,46.9032707
17031081402,57.4536901
17031081403,68.8888889
17031081500,54.8743719
17031081600,63.4506243
17031081700,71.7022046
17031081800,50.6842775
17031081900,44.0789474
17031090100,13.4831461
17031090200,24.1165756
17031090300,16.8356998
