GEOID,perc_rental_housing_2016
17031010100,85.6754306
17031010201,70.4261572
17031010202,76.185671
17031010300,70.790378
17031010400,78.5974026
17031010501,87.4945911
17031010502,83.8966203
17031010503,81.0692375
17031010600,78.8266142
17031010701,49.7442455
17031010702,75.8289284
17031020100,50.7080243
17031020200,20.0578592
17031020301,27.7637557
17031020302,45.3409091
17031020400,49.9709808
17031020500,73.2846715
17031020601,60.466295
17031020602,57.7662722
17031020701,39.2190153
17031020702,63.4070796
17031020801,65.9870711
17031020802,59.9907919
17031020901,69.4707521
17031020902,43.8223938
17031030101,64.6347363
17031030102,58.0342352
17031030103,75.1737835
17031030104,68.9748201
17031030200,50.3035208
17031030300,69.4366197
17031030400,62.6468285
17031030500,58.2486865
17031030601,62.6917368
17031030603,91.8019481
17031030604,77.3347324
17031030701,82.5136612
17031030702,38.8164493
17031030703,73.1995277
17031030706,64.7082823
17031030800,52.1428571
17031030900,63.9021074
17031031000,61.2584503
17031031100,72.6117441
17031031200,77.8020378
17031031300,70.1788777
17031031400,43.360522
17031031501,85.4357798
17031031502,91.7084282
17031031700,73.2578397
17031031800,63.0785791
17031031900,64.14791
17031032100,76.8831169
17031040100,54.1190619
17031040201,61.2371134
17031040202,65.9246575
17031040300,25.7884972
17031040401,49.2775665
17031040402,65.7142857
17031040600,63.9930253
17031040700,57.8981723
17031040800,58.8456713
17031040900,69.0839695
17031050100,56.097561
17031050200,47.4605954
17031050300,62.4209575
17031050500,49.3948902
17031050600,44.6211413
17031050700,38.3285303
17031050800,54.3554007
17031050900,57.7702703
17031051000,47.1232877
17031051100,49.4453249
17031051200,59.4551282
17031051300,34.6463742
17031051400,43.85511
17031060100,50.8016878
17031060200,69.6888889
17031060300,46.8867217
17031060400,51.6212711
17031060500,78.1546811
17031060800,52.2117962
17031060900,63.2038411
17031061000,71.3318284
17031061100,65.8054711
17031061200,67.7304965
17031061500,65.9767141
17031061800,78.3933518
17031061901,67.5313808
17031061902,71.0526316
17031062000,66.2564767
17031062100,65.9242762
17031062200,57.0990023
17031062300,54.0889527
17031062400,56.7567568
17031062500,53.9106145
17031062600,39.2742796
17031062700,59.9134199
17031062800,50.2347418
17031062900,64.3653744
17031063000,68.790947
17031063100,66.8725869
17031063200,65.1634455
17031063301,84.2696629
17031063302,69.6149844
17031063303,57.0239334
17031063400,71.2006717
17031070101,58.6898902
17031070102,76.1727079
17031070103,92.8819444
17031070200,65.4701719
17031070300,60.9460279
17031070400,61.1353712
17031070500,43.5643564
17031070600,30.4115854
17031070700,49.9146272
17031071000,54.7208122
17031071100,53.6023055
17031071200,56.5044687
17031071300,55.3366174
17031071400,64.6268129
17031071500,62.7256082
17031071600,39.9437412
17031071700,42.1052632
17031071800,44.4647758
17031080100,54.2476012
17031080201,50.313059
