GEOID,unemployment_2018
17031803500,4.8
17031803603,1.3
17031803604,3.3
17031803605,5
17031803606,5
17031803607,4.2
17031803608,4.4
17031803610,2.4
17031803611,4
17031803612,2.9
17031803701,3.3
17031803702,5.8
17031803800,2.9
17031803901,6.5
17031803902,1.9
17031804000,4.5
17031804102,2.5
17031804104,4
17031804105,1.4
17031804106,4.2
17031804108,6
17031804109,1.9
17031804201,3.7
17031804202,0.8
17031804305,5.1
17031804306,6.6
17031804308,5.6
17031804309,8.2
17031804310,5.3
17031804311,1.9
17031804403,4.8
17031804404,6.9
17031804405,4.3
17031804406,4.5
17031804505,4.7
17031804506,1.1
17031804507,4.7
17031804508,9.9
17031804509,4.8
17031804510,8.1
17031804511,1.2
17031804603,2.3
17031804606,2.4
17031804607,4.1
17031804608,5.4
17031804609,3.5
17031804610,3.8
17031804611,3.9
17031804701,8.3
17031804705,5.4
17031804706,3.8
17031804709,3.5
17031804710,2.8
17031804711,5
17031804712,4
17031804713,2.3
17031804714,7.6
17031804715,4.9
17031804716,7
17031804803,3.8
17031804804,5.4
17031804805,1.6
17031804806,4
17031804807,1.7
17031804808,4.3
17031804809,2.7
17031804810,5.6
17031804901,1.6
17031804902,5.8
17031805001,3.3
17031805002,5.8
17031805105,5.2
17031805106,3.8
17031805107,4.9
17031805108,4.7
17031805109,4
17031805110,1.5
17031805111,7.1
17031805112,4.2
17031805201,6.9
17031805202,2
17031805301,2.8
17031805302,4.1
17031805401,5.5
17031805402,2.9
17031805501,3.9
17031805502,2.1
17031805600,6.5
17031805701,2.8
17031805702,4.5
17031805801,3.5
17031805802,2.9
17031805901,2.9
17031805902,1.5
17031806001,5.7
17031806002,3.6
17031806003,3.9
17031806004,10.3
17031806102,6.7
17031806103,3.2
17031806104,4.1
17031806201,6.1
17031806202,3.9
17031806300,4.1
17031806400,5.3
17031806501,5.4
17031806502,4.8
17031806600,2.1
17031806700,6
17031806801,6.6
17031806802,4.9
17031806900,5.4
17031807000,6.9
17031807100,2.6
17031807200,5.6
17031807300,5.6
17031807400,8.2
17031807500,4.5
17031807600,5
17031807700,3.4
17031807800,3.4
17031807900,4.5
17031808001,4
17031808002,8.5
17031808100,2.8
17031808200,4.7
17031808301,3.5
17031808302,4.4
17031808400,5.4
17031808500,4.6
17031808600,0.9
17031808702,10.2
17031808800,3.1
17031808900,1.8
17031809000,3.7
17031809100,0.8
17031809200,8.2
17031809300,1.4
17031809400,3.7
17031809500,4.7
17031809600,10.2
17031809700,2.5
17031809800,4.2
17031809900,3
17031810000,3.3
17031810100,5.4
17031810200,2.7
17031810301,4.1
17031810302,1.1
17031810400,3
17031810501,2.6
17031810502,7
17031810600,6.5
17031810701,8.2
17031810702,3.9
17031810800,5.6
17031810900,6.8
17031811000,5.6
17031811100,6.3
17031811200,4.8
17031811301,7.4
17031811302,14.3
17031811401,8.4
17031811402,7.4
17031811500,6.6
17031811600,8.9
17031811701,3.6
17031811702,7.2
17031811800,3.4
17031811900,1.9
17031812000,2.7
17031812100,4.9
17031812200,5.2
17031812301,4.2
17031812302,5.5
17031812400,5.6
17031812500,4.3
17031812600,6
17031812700,4.5
17031812801,5.9
17031812802,8.4
17031812900,5.6
17031813000,4.8
17031813100,5.3
17031813200,3.6
17031813301,5.3
17031813302,8.3
17031813400,5.2
17031813500,3.5
17031813600,8.7
17031813701,11.2
17031813702,2.3
17031813801,4.1
17031813802,7.4
17031813900,8
17031814000,6.7
17031814100,2.5
17031814200,6.9
17031814300,13.7
17031814400,5.8
17031814500,4.3
17031814600,5
17031814700,7
17031814800,7.1
17031814900,9.1
17031815000,3.5
17031815100,3.9
17031815200,7.7
17031815300,5.2
17031815400,5.5
17031815500,4.1
17031815600,7.8
17031815701,7.2
17031815702,6.7
17031815800,6.3
17031815900,5.7
17031816000,4
17031816100,11.6
17031816200,8.1
17031816300,5.5
17031816401,4.5
17031816402,4
17031816500,6.2
17031816600,6
17031816700,8.4
17031816800,8.1
17031816900,9.3
17031817000,6.1
17031817101,10.8
17031817102,12.6
17031817200,17.1
17031817300,13.9
17031817400,8.8
17031817500,16.2
17031817600,16.3
17031817700,12.3
17031817900,14.6
17031818000,10.1
17031818100,5.3
17031818200,4.6
17031818300,8.9
17031818401,2.8
17031818402,2.6
17031818500,6.4
17031818600,6.9
17031818700,5.8
17031818800,6.3
17031818900,3
17031819000,1.5
17031819100,6.9
17031819200,3.2
17031819300,0.9
17031819400,2.3
17031819500,3.9
17031819600,4.6
17031819700,3.4
17031819801,4
17031819802,0.8
17031819900,2
17031820000,7.1
17031820101,3.3
17031820103,2.9
17031820104,2.9
17031820201,4.1
17031820202,7
17031820300,6
17031820400,12.4
17031820501,5.2
17031820502,4.1
17031820603,8.5
17031820604,6.4
17031820605,11.6
17031820606,4.6
17031820700,1.3
17031820800,8.1
17031820901,6.8
17031820902,7
17031821001,7.3
17031821002,7.2
17031821101,7.2
17031821102,10.4
17031821200,7.2
17031821300,14
17031821401,17.2
17031821402,13.6
17031821500,16.7
17031821600,2.5
17031821700,2.3
17031821800,4.9
17031821900,5.1
17031822000,4.7
17031822101,5
17031822102,8.1
17031822200,7.1
17031822301,6
17031822302,8.4
17031822400,6
17031822500,7
17031822601,2.4
17031822602,10.4
17031822701,6.2
17031822702,11.8
17031822801,6.6
17031822802,9.1
17031822900,12.3
17031823001,9.9
17031823002,4.5
17031823101,8.8
17031823102,2.3
17031823200,5.4
17031823302,7.4
17031823303,7.5
17031823304,14.4
17031823400,9.7
17031823500,9
17031823602,2.6
17031823603,17.1
17031823604,5.2
17031823605,5.7
17031823702,6.2
17031823703,7.9
17031823704,6.4
17031823705,9.6
17031823801,5.8
17031823803,4.4
17031823805,3.9
17031823806,6.4
17031823901,4.2
17031823903,5.5
17031823904,6.3
17031824003,4.1
17031824004,5.1
17031824005,3.2
17031824006,4.9
17031824105,3.2
17031824106,3.7
17031824107,4.2
17031824108,5.7
17031824113,4.6
17031824114,5
17031824115,2.3
17031824116,5
17031824117,4
17031824119,3.5
17031824120,4.7
17031824121,5.8
17031824122,3.8
17031824123,4.6
17031824300,16.3
17031824400,8.7
17031824503,6.9
17031824505,3.8
17031824506,4.4
17031824507,10.1
17031824601,5.1
17031824602,7.2
17031824701,7
17031824702,8.2
17031824800,14.1
17031824900,16.5
17031825000,8.9
17031825200,4
17031825302,6.7
17031825303,5.6
17031825304,3.6
17031825400,6.8
17031825501,12.2
17031825503,6.8
17031825504,13.3
17031825505,17.7
17031825600,10.7
17031825700,16.6
17031825801,17.8
17031825802,18
17031825803,10.4
17031825900,14.3
17031826000,6.1
17031826100,21.9
17031826201,11
17031826202,19.1
17031826301,16.7
17031826303,25.8
17031826304,25.7
17031826401,21.5
17031826402,16.1
17031826500,22
17031826600,22.1
17031826700,21.7
17031826800,15.5
17031826901,11.8
17031826902,36.4
17031827000,12.7
17031827100,10.5
17031827200,14.4
17031827300,6.3
17031827400,21.1
17031827500,16.8
17031827600,18
17031827700,15.6
17031827801,13.9
17031827802,10.5
17031827804,17.1
17031827805,16.2
17031827901,10.1
17031827902,12.8
17031828000,11.4
17031828100,9.7
17031828201,12.1
17031828202,8.8
17031828300,6.9
17031828401,6.2
17031828402,8.4
17031828503,15.4
17031828504,21.3
17031828505,12.3
17031828506,12.8
17031828601,3.9
17031828602,5.4
17031828701,14.3
17031828702,14.1
17031828801,9.1
17031828802,9.8
17031828900,20.5
17031829000,21.3
17031829100,19.8
17031829200,7.6
17031829301,11
17031829302,7.3
17031829401,27.7
17031829402,6.9
17031829500,12.1
17031829600,12.6
17031829700,25.6
17031829800,6.9
17031829901,13.7
17031829902,17.2
17031830001,3.4
17031830003,12.9
17031830004,7
17031830005,10.9
17031830006,5.8
17031830007,25.2
17031830008,12.1
17031830100,4.5
17031830201,11.6
17031830202,8.7
17031830300,18.9
17031830400,12.4
17031830500,9.6
17031830600,8
17031830700,7.2
17031830800,6
17031830900,1.4
17031831000,1.8
17031831100,4.4
17031831200,6.2
17031831300,9.3
17031831400,6.6
17031831500,4.9
17031831600,7.8
17031831700,11.8
17031831800,5.8
17031831900,1.4
17031832000,4
17031832100,3.9
17031832200,1.3
17031832300,1.7
17031832400,1.2
17031832500,7.5
17031832600,0.7
17031832900,9.6
17031833000,6
17031833100,2.5
17031833300,8.4
17031833900,17
17031834000,20.1
17031834200,11.5
17031834300,16.6
17031834400,12.7
17031834500,23.2
17031834600,24.6
17031834700,21.1
17031834800,26.4
17031834900,25.6
17031835000,26.8
17031835100,12.7
17031835200,9.2
17031835500,20.5
17031835600,48.5
17031835700,84.9
17031835800,19.2
17031835900,24.1
17031836000,13.4
17031836100,18.8
17031836200,15.9
17031836300,9.2
17031836400,18.8
17031836500,20.2
17031836600,6.4
17031836700,12.1
17031836800,24.8
17031836900,16.6
17031837000,19.1
17031837100,16.6
17031837300,16.9
17031837400,23.7
17031837800,10.9
17031838000,10.1
17031838100,7.2
17031838200,5.2
17031838300,3.5
17031838600,16.6
17031838700,20.3
17031838800,17.1
17031839000,3.9
17031839100,5.5
17031839200,5
17031839500,5.2
17031839600,8
17031839700,6.1
17031839800,3.2
17031839900,6.5
17031840000,7.5
17031840100,11.1
17031840200,7.3
17031840300,8.1
17031840400,9.7
17031840700,11.4
17031840800,4.5
17031841000,0.9
17031841100,7.6
17031841200,5.1
17031841300,6.9
17031841400,12.4
17031841500,15.8
17031841600,18.8
17031841700,24.9
17031841800,23.9
17031841900,12.9
17031842000,4.5
17031842100,11.8
17031842200,1.9
17031842300,4.7
17031842400,21.7
17031842500,40.9
17031842600,9.9
17031842800,8.2
17031842900,12
17031843000,8.6
17031843100,9.6
17031843200,5
17031843300,18.7
17031843400,11.2
17031843500,1.7
17031843600,20.6
17031843700,3.7
17031843800,21.6
17031843900,8.6
17031980000,-
17031980100,-
17031990000,-
