GEOID,work_travel_time_2019
17031010100,82780
17031010201,116735
17031010202,45810
17031010300,111610
17031010400,83185
17031010501,96725
17031010502,63015
17031010503,25380
17031010600,144255
17031010701,67905
17031010702,104780
17031020100,64840
17031020200,93740
17031020301,59865
17031020302,67995
17031020400,71360
17031020500,92535
17031020601,57525
17031020602,66055
17031020701,29625
17031020702,91455
17031020801,126320
17031020802,114720
17031020901,114535
17031020902,67620
17031030101,62440
17031030102,61430
17031030103,36490
17031030104,40690
17031030200,119520
17031030300,71730
17031030400,54555
17031030500,183510
17031030601,68385
17031030603,54055
17031030604,77710
17031030701,36920
17031030702,37655
17031030703,62075
17031030706,52210
17031030800,91700
17031030900,65595
17031031000,92690
17031031100,115860
17031031200,109635
17031031300,141125
17031031400,100900
17031031501,67965
17031031502,82860
17031031700,161515
17031031800,45055
17031031900,58325
17031032100,154710
17031040100,85800
17031040201,153260
17031040202,123885
17031040300,50790
17031040401,70160
17031040402,103125
17031040600,66445
17031040700,71620
17031040800,31860
17031040900,47880
17031050100,58835
17031050200,75910
17031050300,53095
17031050500,116510
17031050600,49195
17031050700,33685
17031050800,27440
17031050900,26345
17031051000,34750
17031051100,28545
17031051200,33350
17031051300,58425
17031051400,42140
17031060100,62055
17031060200,61560
17031060300,72215
17031060400,85285
17031060500,18450
17031060800,120150
17031060900,207480
17031061000,54890
17031061100,37350
17031061200,51010
17031061500,50735
17031061800,33650
17031061901,89465
17031061902,94350
17031062000,77795
17031062100,92400
17031062200,64985
17031062300,33730
17031062400,32770
17031062500,38380
17031062600,51950
17031062700,57110
17031062800,75970
17031062900,84490
17031063000,74205
17031063100,54520
17031063200,153465
17031063301,61345
17031063302,104195
17031063303,17300
17031063400,62045
17031070101,87420
17031070102,75550
17031070103,42310
17031070200,90770
17031070300,80960
17031070400,52680
17031070500,64575
17031070600,58035
17031070700,83030
17031071000,49535
17031071100,59670
17031071200,36360
17031071300,84930
17031071400,96650
17031071500,126005
17031071600,24985
17031071700,23240
17031071800,37615
17031080100,109735
17031080201,71540
17031080202,56685
17031080300,102665
17031080400,71940
17031081000,110980
17031081100,73930
17031081201,65685
17031081202,38095
17031081300,54495
17031081401,30595
17031081402,80620
17031081403,137660
17031081500,80340
17031081600,72230
17031081700,68430
17031081800,189205
17031081900,17110
17031090100,52080
17031090200,107000
17031090300,22040
17031100100,73950
17031100200,106270
17031100300,80850
17031100400,50860
17031100500,79320
17031100600,86325
17031100700,88930
17031110100,80230
17031110200,43760
17031110300,87080
17031110400,97890
17031110501,96665
17031110502,67865
17031120100,63555
17031120200,71905
17031120300,119560
17031120400,62930
17031130100,49460
17031130200,25070
17031130300,87745
17031140100,57170
17031140200,115960
17031140301,45415
17031140302,72900
17031140400,93420
17031140500,67715
17031140601,48585
17031140602,102670
17031140701,60655
17031140702,128115
17031140800,128980
17031150200,154895
17031150300,158755
17031150401,82460
17031150402,75900
17031150501,74980
17031150502,70835
17031150600,81175
17031150700,76050
17031150800,98135
17031151001,53835
17031151002,89145
17031151100,101730
17031151200,70700
17031160100,39830
17031160200,47305
17031160300,76220
17031160400,86925
17031160501,73810
17031160502,65270
17031160601,73680
17031160602,75350
17031160700,127635
17031160800,90585
17031160900,49805
17031161000,33880
17031161100,34640
17031161200,55720
17031161300,72525
17031170100,31300
17031170200,72320
17031170300,95905
17031170400,87935
17031170500,109175
17031170600,40290
17031170700,57865
17031170800,79505
17031170900,30800
17031171000,129060
17031171100,68655
17031180100,131800
17031190100,44855
17031190200,108550
17031190300,117390
17031190401,83480
17031190402,106360
17031190601,107820
17031190602,93590
17031190701,45780
17031190702,78605
17031190800,114225
17031190900,39405
17031191000,42100
17031191100,120255
17031191200,64600
17031191301,98510
17031191302,81150
17031200100,76550
17031200200,105450
17031200300,33280
17031200401,56645
17031200402,77925
17031210100,86270
17031210400,42950
17031210501,66410
17031210502,78230
17031210601,59485
17031210602,73975
17031210700,73670
17031210800,28670
17031210900,58940
17031220300,39335
17031220400,51695
17031220500,54865
17031220601,31685
17031220602,120080
17031220701,72485
17031220702,87295
17031220901,41360
17031220902,47115
17031221000,57030
17031221100,99365
17031221200,69120
17031221300,58640
17031221400,62910
17031221500,50555
17031221600,69045
17031222200,48160
17031222500,28815
17031222600,34725
17031222700,47510
17031222800,15140
17031222900,13430
17031230100,35630
17031230200,32305
17031230300,14715
17031230400,32555
17031230500,44475
17031230600,102605
17031230700,94080
17031230800,25265
17031230900,99500
17031231100,17690
17031231200,99160
17031231500,62870
17031240200,34430
17031240300,25280
17031240500,47835
17031240600,30715
17031240700,31305
17031240800,23700
17031240900,11405
17031241000,35500
17031241100,78330
17031241200,36325
17031241300,38370
17031241400,118975
17031241500,64075
17031241600,82775
17031242000,90505
17031242100,71160
17031242200,77285
17031242300,67705
17031242400,65695
17031242500,68505
17031242600,98355
17031242700,32970
17031242800,32335
17031242900,37230
17031243000,41795
17031243100,37875
17031243200,36180
17031243300,46890
17031243400,49970
17031243500,60810
17031250200,53010
17031250300,73665
17031250400,75315
17031250500,122300
17031250600,63610
17031250700,91550
17031250800,37030
17031251000,12450
17031251100,49075
17031251200,49050
17031251300,58375
17031251400,73485
17031251500,57015
17031251600,50305
17031251700,19005
17031251800,57690
17031251900,55350
17031252000,69985
17031252101,16950
17031252102,113120
17031252201,26070
17031252202,48770
17031260100,14300
17031260200,11195
17031260300,17440
17031260400,9380
17031260500,23730
17031260600,16935
17031260700,16805
17031260800,21805
17031260900,13420
17031261000,28215
17031270500,13615
17031271200,13115
17031271300,11080
17031271400,14985
17031271500,22915
17031271800,5980
17031280100,128635
17031280400,16820
17031280800,8520
17031280900,10940
17031281900,110825
17031282700,34370
17031282800,22305
17031283100,38655
17031283200,26110
17031283800,58610
17031290900,39305
17031291200,25230
17031291600,16275
17031292200,24295
17031292400,37565
17031292500,48910
17031300500,46270
17031300600,45305
17031300700,73040
17031300800,60365
17031300900,66585
17031301100,29700
17031301200,49975
17031301600,53790
17031301701,61700
17031301702,64245
17031301801,41205
17031301802,45435
17031301803,66485
17031310200,27430
17031310300,27475
17031310400,23275
17031310500,22070
17031310600,67280
17031310700,23560
17031310800,68190
17031310900,86180
17031320100,221830
17031320400,19530
17031320600,103015
17031330100,391075
17031330200,44905
