GEOID,perc_hs_grad_2018
17031491100,85.3
17031491200,91.1
17031491300,72.3
17031491400,81.6
17031500100,89
17031500200,85.1
17031500300,86.4
17031510100,63.1
17031510200,81.5
17031510300,89.6
17031520100,55.7
17031520200,66.6
17031520300,62.5
17031520400,73.5
17031520500,78.2
17031520600,76.7
17031530100,64.3
17031530200,80.4
17031530300,86
17031530400,88.9
17031530501,90.9
17031530502,90.7
17031530503,86.6
17031530600,94
17031540101,82.4
17031540102,81.1
17031550100,87.3
17031550200,88.8
17031560100,71.2
17031560200,78.8
17031560300,77.8
17031560400,67.9
17031560700,79.4
17031560800,83.6
17031560900,90.9
17031561000,90.3
17031561100,84.6
17031570100,69.5
17031570200,67.5
17031570300,72.3
17031570400,69.8
17031570500,76.8
17031580100,73.9
17031580200,57.5
17031580300,50
17031580400,68.9
17031580501,64.6
17031580502,63.5
17031580600,61.6
17031580700,60.9
17031580800,56.4
17031590500,73
17031590600,73.8
17031590700,74.1
17031600400,75.1
17031600600,61
17031600700,81.1
17031600900,84.7
17031610300,55.3
17031610400,52.5
17031610800,93.9
17031611000,62.7
17031611100,75.2
17031611200,76.6
17031611300,62.1
17031611400,56.2
17031611500,72.8
17031611600,78.7
17031611700,76
17031611800,72.9
17031611900,78.6
17031612000,80.4
17031612100,79.8
17031620100,77
17031620200,76.5
17031620300,71.2
17031620400,72.3
17031630100,75.3
17031630200,65.9
17031630300,68.6
17031630400,64.2
17031630500,62.4
17031630800,61.6
17031630900,66.3
17031640100,84
17031640300,86.2
17031640400,84.6
17031640500,88.7
17031640600,78.7
17031640700,79.7
17031640800,86.2
17031650100,63.5
17031650200,73.6
17031650301,77.6
17031650302,58.9
17031650400,69
17031650500,75.4
17031660301,73.3
17031660302,68.4
17031660400,62
17031660500,72
17031660600,69.5
17031660700,69.8
17031660800,77.1
17031660900,89.8
17031661000,81.9
17031661100,78.6
17031670100,72.4
17031670200,74.6
17031670300,75.9
17031670400,75.2
17031670500,80.8
17031670600,84.1
17031670700,87.5
17031670800,68.5
17031670900,90.8
17031671100,74.6
17031671200,67.6
17031671300,80.6
17031671400,74.9
17031671500,75.5
17031671600,80.4
17031671800,88.5
17031671900,75.7
17031672000,83.7
17031680500,79.8
17031680600,73
17031680900,77.1
17031681000,73
17031681100,74.8
17031681200,80.6
17031681300,78.7
17031681400,78.4
17031690300,79.5
17031690400,81.7
17031690500,74.8
17031690900,89.4
17031691000,88.5
17031691100,85.8
17031691200,89
17031691300,95.8
17031691400,89.3
17031691500,77.1
17031700100,85.2
17031700200,76.7
17031700301,75
17031700302,83.1
17031700401,86.1
17031700402,82.5
17031700501,95.2
17031700502,92.7
17031710100,77.5
17031710200,85.5
17031710300,84.1
17031710400,82.1
17031710500,89.6
17031710600,87.8
17031710700,85.5
17031710800,83.7
17031710900,80.3
17031711000,80
17031711100,77.4
17031711200,87.2
17031711300,81.5
17031711400,87.1
17031711500,86.4
17031720100,97
17031720200,93.2
17031720300,97.9
17031720400,97.5
17031720500,97
17031720600,96
17031720700,96.5
17031730100,91.1
17031730201,89.7
17031730202,95.5
17031730300,85.8
17031730400,90.6
17031730500,87.6
17031730600,91.5
17031730700,86.8
17031740100,96.4
17031740200,94
17031740300,97.1
17031740400,95.8
17031750100,88.5
17031750200,98.9
17031750300,96.2
17031750400,96.2
17031750500,87
17031750600,89.2
17031760801,94.5
17031760802,89.6
17031760803,85.2
17031770201,96.7
17031770202,92.2
17031770300,93.2
17031770400,91.3
17031770500,62.5
17031770601,87.1
17031770602,72.3
17031770700,90.9
17031770800,81.9
17031770901,87.7
17031770902,88.1
17031800100,97.9
17031800200,98.5
17031800300,98
17031800400,99.5
17031800500,100
17031800600,98.3
17031800700,97.6
17031800800,98.6
17031800900,97.5
17031801000,98.4
17031801100,99.6
17031801200,100
17031801300,98.9
17031801400,96.1
17031801500,95.6
17031801601,97.1
17031801603,88.7
17031801605,94.8
17031801606,97.1
17031801607,97.3
17031801608,97.2
17031801701,99.5
17031801702,98.5
17031801800,100
17031801901,95.1
17031801902,96.6
17031802002,97.2
17031802003,94.3
17031802004,91.1
17031802100,96.9
17031802200,98.6
17031802300,98.5
17031802402,84.1
17031802403,97.1
17031802404,83.9
17031802503,94
17031802504,84
17031802505,76.7
17031802506,77
17031802605,92.7
17031802607,95.6
17031802608,94.7
17031802609,78.6
17031802610,96.4
17031802701,81.2
17031802702,95
17031802801,95.9
17031802802,93.3
17031802900,99.6
17031803005,99.5
17031803007,93.5
17031803008,96.8
17031803010,98.1
17031803012,93
17031803013,95.3
17031803014,87
17031803015,95.1
17031803016,97
17031803017,96.3
17031803100,97
17031803200,96.3
17031803300,93
17031803400,95.6
17031803500,96.7
17031803603,98.7
17031803604,94.2
17031803605,93.8
17031803606,63.1
17031803607,97.4
17031803608,92.4
17031803610,97.3
17031803611,81
17031803612,81
17031803701,88.6
17031803702,95.9
17031803800,95
17031803901,91.3
17031803902,93.6
17031804000,90.4
17031804102,96.7
17031804104,98.4
17031804105,97.3
17031804106,97.7
17031804108,96.8
17031804109,93.1
17031804201,96.3
17031804202,92.1
17031804305,82.8
17031804306,77.7
17031804308,85.4
17031804309,84.8
17031804310,91.9
17031804311,92.2
17031804403,86.4
17031804404,68.7
17031804405,72.5
17031804406,77.4
17031804505,91
17031804506,94.3
17031804507,94.5
17031804508,75
17031804509,76.1
17031804510,60.3
17031804511,73.6
17031804603,93.8
17031804606,94.4
17031804607,95.7
17031804608,92.4
17031804609,97.5
17031804610,98
17031804611,98.8
17031804701,93
17031804705,92.2
17031804706,94.5
17031804709,86.6
17031804710,95.1
17031804711,92.6
17031804712,95.8
17031804713,90.3
17031804714,96
17031804715,71.8
17031804716,92
17031804803,92.2
17031804804,86.5
17031804805,94.1
17031804806,90.8
17031804807,89.4
17031804808,96.1
17031804809,95.6
17031804810,91.2
17031804901,96.7
17031804902,90.1
17031805001,94.7
17031805002,83.3
17031805105,69.1
17031805106,94.2
17031805107,79.4
17031805108,90.1
17031805109,93
17031805110,94.4
17031805111,87.3
17031805112,80.5
17031805201,88.6
17031805202,95.1
17031805301,81.8
17031805302,91
17031805401,84.4
17031805402,89.4
17031805501,91.3
17031805502,95.7
17031805600,97.8
17031805701,98.3
17031805702,97.2
17031805801,97.8
17031805802,95.2
17031805901,91.5
17031805902,92.9
17031806001,92
17031806002,83.1
17031806003,88.3
17031806004,85.6
17031806102,91.8
17031806103,91.5
17031806104,87.9
17031806201,90
17031806202,93.3
17031806300,88.5
17031806400,92
17031806501,82.3
17031806502,85.4
17031806600,91.5
17031806700,96.8
17031806801,89.2
17031806802,89.4
17031806900,90.7
17031807000,86.5
17031807100,93.6
17031807200,90.8
17031807300,91.4
17031807400,86.7
17031807500,92.9
17031807600,88
17031807700,89
17031807800,90.6
17031807900,91.4
17031808001,91.4
17031808002,93.7
17031808100,89
17031808200,89.9
17031808301,92.3
17031808302,92.1
17031808400,91
17031808500,89.5
17031808600,95.5
17031808702,100
17031808800,98.9
17031808900,98.9
17031809000,98.5
17031809100,98.7
17031809200,82.5
17031809300,94.2
17031809400,98.3
17031809500,95.2
17031809600,86.3
17031809700,88.7
17031809800,95.1
17031809900,98.7
17031810000,97.2
17031810100,94.8
17031810200,83.7
17031810301,87.4
17031810302,92.7
17031810400,95.6
17031810501,89.6
17031810502,87.8
17031810600,87
17031810701,76.2
17031810702,85.2
17031810800,87.8
17031810900,90
17031811000,96
17031811100,89.6
17031811200,91.3
17031811301,75.9
17031811302,73.3
17031811401,85.4
17031811402,85.1
17031811500,80.3
17031811600,82.6
17031811701,69.6
17031811702,73.2
17031811800,73.5
17031811900,97.7
17031812000,98.9
17031812100,97.1
17031812200,98.1
17031812301,95.7
17031812302,94
17031812400,98.8
17031812500,89.6
17031812600,98.3
17031812700,96.9
17031812801,95.5
17031812802,96.5
17031812900,98
17031813000,97.1
17031813100,96.1
17031813200,97.8
17031813301,65.1
17031813302,66.9
17031813400,55.5
17031813500,62.8
17031813600,65.4
17031813701,52.7
17031813702,46.9
17031813801,58.7
17031813802,65.9
17031813900,63
17031814000,65.9
17031814100,60.9
17031814200,64.1
17031814300,55.7
17031814400,67.3
17031814500,65.1
17031814600,76.9
17031814700,80.8
17031814800,73.7
17031814900,74
17031815000,81.2
17031815100,83.8
17031815200,77.5
17031815300,80.3
17031815400,87.4
17031815500,84.6
17031815600,94
17031815701,97.8
17031815702,96.9
17031815800,96.2
17031815900,93.4
17031816000,98.6
17031816100,91.7
17031816200,83.3
17031816300,75.2
17031816401,66.7
17031816402,62.2
17031816500,62.4
17031816600,56
17031816700,70.1
17031816800,82
17031816900,80.2
17031817000,81.6
17031817101,92.1
17031817102,86.6
17031817200,80.4
17031817300,83.9
17031817400,71.8
17031817500,81
17031817600,86.8
17031817700,82.4
17031817900,88
17031818000,93.1
17031818100,93.4
17031818200,94.9
17031818300,83.9
17031818401,92.5
17031818402,94.4
17031818500,96.6
17031818600,91.9
17031818700,93.8
17031818800,97.3
17031818900,96.5
17031819000,97.7
17031819100,82.7
17031819200,89.2
17031819300,93.2
17031819400,93.3
17031819500,92.2
17031819600,98.4
17031819700,99
17031819801,99.4
17031819802,99.1
17031819900,99.6
17031820000,99.7
17031820101,95
17031820103,89.2
17031820104,90.8
17031820201,94.3
17031820202,75.2
17031820300,68
17031820400,64.5
17031820501,86.3
17031820502,78.8
17031820603,78.4
17031820604,73.6
17031820605,87.4
17031820606,92.3
17031820700,84.1
17031820800,85.9
17031820901,80.6
17031820902,82.6
17031821001,83.9
17031821002,79.2
17031821101,83.2
17031821102,81.5
17031821200,80.5
17031821300,69.8
17031821401,86.3
17031821402,95.1
17031821500,82.7
17031821600,90.5
17031821700,96.5
17031821800,94.6
17031821900,93.7
17031822000,85.7
17031822101,88.5
17031822102,86.4
17031822200,95.3
17031822301,85.8
17031822302,84.7
17031822400,84.1
17031822500,88
17031822601,91.9
17031822602,90.3
17031822701,93.2
17031822702,89.1
17031822801,95.5
17031822802,90.6
17031822900,85.7
17031823001,87.8
17031823002,90.6
17031823101,87.9
17031823102,88
17031823200,90.6
17031823302,88.1
17031823303,86.7
17031823304,89.7
17031823400,86.5
17031823500,81.9
17031823602,91.8
17031823603,71
17031823604,94.7
17031823605,94.2
17031823702,90.5
17031823703,82.2
17031823704,92.7
17031823705,89.2
17031823801,93.4
17031823803,91.2
17031823805,95
17031823806,91.3
17031823901,96.5
17031823903,95.1
17031823904,95.8
17031824003,96.4
17031824004,93.2
17031824005,96.5
17031824006,96.7
17031824105,96.4
17031824106,92.2
17031824107,91.3
17031824108,93.4
17031824113,89
17031824114,97.9
17031824115,92
17031824116,87.8
17031824117,94.9
17031824119,93.6
17031824120,95.8
17031824121,94.6
17031824122,96.7
17031824123,94.9
17031824300,83
17031824400,88.5
17031824503,93.6
17031824505,94.8
17031824506,94
17031824507,91.8
17031824601,91.8
17031824602,92.9
17031824701,89.4
17031824702,85.7
17031824800,72.7
17031824900,86.5
17031825000,84.5
17031825200,83.5
17031825302,89
17031825303,90.9
17031825304,93
17031825400,94.9
17031825501,94.4
17031825503,97.9
17031825504,90.1
17031825505,94.2
17031825600,82.7
17031825700,86.5
17031825801,93.2
17031825802,87.4
17031825803,86.2
17031825900,87.8
17031826000,74.1
17031826100,82.3
17031826201,92.9
17031826202,87.9
17031826301,88.3
17031826303,91.2
17031826304,86.9
17031826401,90
17031826402,94.6
17031826500,81
17031826600,84.3
17031826700,88.6
17031826800,76.2
17031826901,78.9
17031826902,81.9
17031827000,85
17031827100,90.4
17031827200,73.2
17031827300,84.2
17031827400,83.2
17031827500,74.2
17031827600,89.1
17031827700,88.2
17031827801,88.1
17031827802,94.3
17031827804,93.5
17031827805,93.9
17031827901,89.8
17031827902,84.3
17031828000,88.9
17031828100,87.4
17031828201,93.1
17031828202,94.9
17031828300,93
17031828401,97.3
17031828402,90.4
17031828503,90.6
17031828504,90.3
17031828505,94.9
17031828506,92.4
17031828601,95.2
17031828602,96.3
17031828701,89.7
17031828702,89.9
17031828801,94.2
17031828802,94.4
17031828900,73.8
17031829000,80.6
17031829100,67.5
17031829200,75.8
17031829301,87.2
17031829302,69.5
17031829401,74.3
17031829402,96.3
17031829500,80.1
17031829600,84.1
17031829700,87.2
17031829800,96
17031829901,91.8
17031829902,96.4
17031830001,83.1
17031830003,96
17031830004,96
17031830005,95.9
17031830006,94.5
17031830007,95
17031830008,95.1
17031830100,96.6
17031830201,91.8
17031830202,87.6
17031830300,96
17031830400,95.1
17031830500,52.1
17031830600,81.6
17031830700,87
17031830800,98.5
17031830900,88.6
17031831000,99.3
17031831100,73.7
17031831200,62.5
17031831300,75.8
17031831400,78.7
17031831500,84.5
17031831600,71.7
17031831700,80.4
17031831800,87.6
17031831900,97.6
17031832000,97.7
17031832100,97.5
17031832200,95.3
17031832300,97.4
17031832400,94.8
17031832500,92.8
17031832600,98.4
17031832900,99
17031833000,97.9
17031833100,92.9
17031833300,97.5
17031833900,66.7
17031834000,80.4
17031834200,95.4
17031834300,88.3
17031834400,85.9
17031834500,90.5
17031834600,79.2
17031834700,63.6
17031834800,79.6
17031834900,75.4
17031835000,76.3
17031835100,63.7
17031835200,71.8
17031835500,70.7
17031835600,84
17031835700,100
17031835800,84.5
17031835900,82.6
17031836000,89.9
17031836100,87.8
17031836200,100
17031836300,97.6
17031836400,90.8
17031836500,87.2
17031836600,82.5
17031836700,78.2
17031836800,63.5
17031836900,80.2
17031837000,85.2
17031837100,78.1
17031837300,87.5
17031837400,79
17031837800,85.5
17031838000,89.8
17031838100,76.2
17031838200,93
17031838300,91.4
17031838600,61.2
17031838700,69
17031838800,74.7
17031839000,98.5
17031839100,94.9
17031839200,88.2
17031839500,76.5
17031839600,89.2
17031839700,85.9
17031839800,83.1
17031839900,86.3
17031840000,85.8
17031840100,78.4
17031840200,71.6
17031840300,71.4
17031840400,71.8
17031840700,57.7
17031840800,53.1
17031841000,96.7
17031841100,59
17031841200,72.4
17031841300,67.6
17031841400,90.3
17031841500,84
17031841600,64.3
17031841700,57
17031841800,89.9
17031841900,94.3
17031842000,88.2
17031842100,77.8
17031842200,96.3
17031842300,97.8
17031842400,86.5
17031842500,80
17031842600,82.3
17031842800,64.4
17031842900,68.7
17031843000,67.8
17031843100,83.6
17031843200,70.8
17031843300,74.4
17031843400,79.7
17031843500,54.6
17031843600,90.9
17031843700,86.8
17031843800,89.3
17031843900,88.3
17031980000,0
17031980100,0
17031990000,0
