GEOID,perc_below_poverty_2019
17031671900,16.8
17031672000,25.4
17031680500,37.2
17031680600,53
17031680900,45.1
17031681000,48.3
17031681100,38
17031681200,42
17031681300,42.9
17031681400,24.4
17031690300,53.4
17031690400,33.2
17031690500,50.2
17031690900,28
17031691000,17.6
17031691100,39.6
17031691200,38.5
17031691300,25.9
17031691400,22
17031691500,40.4
17031700100,17
17031700200,14
17031700301,7.6
17031700302,8
17031700401,16.1
17031700402,23.9
17031700501,10.3
17031700502,8
17031710100,54.8
17031710200,26.1
17031710300,34.9
17031710400,23.8
17031710500,29.1
17031710600,33.1
17031710700,22.1
17031710800,29.1
17031710900,33.7
17031711000,30
17031711100,11.9
17031711200,14.8
17031711300,15.8
17031711400,22.9
17031711500,22.2
17031720100,0.3
17031720200,10.6
17031720300,7.4
17031720400,1.5
17031720500,2.2
17031720600,2.9
17031720700,5.5
17031730100,15.6
17031730201,27
17031730202,10.1
17031730300,16.7
17031730400,15.5
17031730500,27.5
17031730600,29.1
17031730700,20.3
17031740100,11.2
17031740200,5.8
17031740300,2.2
17031740400,2.9
17031750100,18.8
17031750200,8.9
17031750300,1.3
17031750400,5.2
17031750500,13
17031750600,17
17031760801,10.5
17031760802,11.1
17031760803,12.4
17031770201,5.3
17031770202,7.5
17031770300,1.9
17031770400,4.2
17031770500,27.5
17031770601,6.3
17031770602,14.1
17031770700,8.4
17031770800,7.8
17031770901,8.6
17031770902,4.7
17031800100,2.4
17031800200,2.4
17031800300,3.4
17031800400,2.8
17031800500,2.7
17031800600,3.4
17031800700,1.8
17031800800,12.5
17031800900,3.5
17031801000,4.7
17031801100,1.8
17031801200,1.5
17031801300,4.6
17031801400,6.2
17031801500,4.8
17031801601,6.1
17031801603,20.5
17031801605,1.6
17031801606,5.2
17031801607,4.6
17031801608,2.4
17031801701,1.4
17031801702,1.8
17031801800,5.8
17031801901,9.2
17031801902,1.2
17031802002,2.4
17031802003,5.3
17031802004,19
17031802100,5.6
17031802200,1.8
17031802300,4.1
17031802402,16.4
17031802403,3.1
17031802404,15.6
17031802503,7.3
17031802504,6.7
17031802505,18.3
17031802506,7.3
17031802605,3.9
17031802607,2.6
17031802608,6.3
17031802609,6.3
17031802610,2.3
17031802701,7.5
17031802702,9.3
17031802801,2.6
17031802802,5.6
17031802900,2.3
17031803005,5.6
17031803007,1.4
17031803008,1.5
17031803010,3
17031803012,5.6
17031803013,3.7
17031803014,7.1
17031803015,3.8
17031803016,1.5
17031803017,4.5
17031803100,2.2
17031803200,3
17031803300,4.5
17031803400,3.3
17031803500,4.6
17031803603,1.1
17031803604,6.1
17031803605,7.5
17031803606,20.1
17031803607,2.1
17031803608,13.8
17031803610,14.3
17031803611,15.3
17031803612,22.3
17031803701,7.7
17031803702,5.1
17031803800,4
17031803901,7.4
17031803902,3.3
17031804000,5.1
17031804102,1.6
17031804104,2.4
17031804105,2.1
17031804106,2.5
17031804108,10.7
17031804109,6.3
17031804201,5.7
17031804202,3
17031804305,3.8
17031804306,8.2
17031804308,6.3
17031804309,7.7
17031804310,6.3
17031804311,4.4
17031804403,6.1
17031804404,9
17031804405,6.4
17031804406,10.8
17031804505,11.8
17031804506,2.3
17031804507,4.2
17031804508,16.4
17031804509,7.2
17031804510,13.9
17031804511,24.7
17031804603,6.6
17031804606,1.1
17031804607,4.3
17031804608,7.7
17031804609,3.3
17031804610,9.3
17031804611,2.4
17031804701,7.4
17031804705,5.8
17031804706,0.8
17031804709,4.5
17031804710,0.9
17031804711,8.4
17031804712,4.1
17031804713,4.7
17031804714,8.2
17031804715,13.1
17031804716,7.4
17031804803,2
17031804804,8.5
17031804805,4.1
17031804806,8.7
17031804807,8.6
17031804808,8.2
17031804809,3.6
17031804810,9.7
17031804901,3.8
17031804902,7.8
17031805001,2.5
17031805002,9.2
17031805105,9.7
17031805106,10.2
17031805107,9.3
17031805108,6.4
17031805109,9.5
17031805110,6.2
17031805111,8.6
17031805112,4.4
17031805201,1.6
17031805202,4.5
17031805301,10.7
17031805302,10.1
17031805401,8.9
17031805402,6.4
17031805501,4.1
17031805502,5.3
17031805600,2.1
17031805701,2.7
17031805702,2.6
17031805801,8
17031805802,4.1
17031805901,5.2
17031805902,5.5
17031806001,9.5
17031806002,23.7
17031806003,6.5
17031806004,9.4
17031806102,10.1
17031806103,4.3
17031806104,19.4
17031806201,13.6
17031806202,7.1
17031806300,5.6
17031806400,17.8
17031806501,10.4
17031806502,5.6
17031806600,5.8
17031806700,1.1
17031806801,13.9
17031806802,2.9
17031806900,6.1
17031807000,9
17031807100,9.5
17031807200,7.6
17031807300,11.4
17031807400,14.4
17031807500,4.7
17031807600,8.8
17031807700,19
17031807800,4
17031807900,4.7
17031808001,6.9
17031808002,7.1
17031808100,10.5
17031808200,9.7
17031808301,10.5
17031808302,2.7
17031808400,2.5
17031808500,7.8
17031808600,1.6
17031808702,20.4
17031808800,6.4
17031808900,4.9
17031809000,1.8
17031809100,2.7
17031809200,28
17031809300,48.7
17031809400,25.8
17031809500,18.3
17031809600,9.9
17031809700,6.1
17031809800,16.3
17031809900,3.8
17031810000,8
17031810100,7.4
17031810200,8.6
17031810301,14.2
17031810302,5
17031810400,2.7
17031810501,4.2
17031810502,6.4
17031810600,11.9
17031810701,13.1
17031810702,5.8
17031810800,7.7
17031810900,6.8
17031811000,6.5
17031811100,10.7
17031811200,9.7
17031811301,10.4
17031811302,29.1
17031811401,7.8
17031811402,5.6
17031811500,6.5
17031811600,22.5
17031811701,20.1
17031811702,16.4
17031811800,10.3
17031811900,4.7
17031812000,2.4
17031812100,9.3
17031812200,3.4
17031812301,6.9
17031812302,8.6
17031812400,4
17031812500,9.5
17031812600,11.9
17031812700,14.1
17031812801,11.9
17031812802,10.2
17031812900,7.7
17031813000,4.8
17031813100,3.5
17031813200,5.9
17031813301,25.2
17031813302,18.9
17031813400,23.1
17031813500,7.2
17031813600,14.5
17031813701,28.1
17031813702,15.3
17031813801,6.6
17031813802,18.8
17031813900,17.9
17031814000,9
17031814100,18.6
17031814200,14.7
17031814300,15.9
17031814400,20.9
17031814500,3.5
17031814600,17.5
17031814700,11.1
17031814800,6.4
17031814900,15.2
17031815000,10.1
17031815100,9.9
17031815200,14.3
17031815300,6
17031815400,25
17031815500,10.1
17031815600,4.2
17031815701,3
17031815702,6.8
17031815800,7.1
17031815900,12.4
17031816000,11.7
17031816100,6.1
17031816200,8.9
17031816300,14.1
17031816401,19.6
17031816402,7.6
17031816500,20.2
17031816600,13.6
17031816700,20.7
17031816800,5.2
17031816900,7.6
17031817000,14.2
17031817101,8.1
17031817102,11.7
17031817200,15.4
17031817300,33.1
17031817400,17.4
17031817500,20.6
17031817600,9.2
17031817700,8.2
17031817900,9.1
17031818000,8.9
17031818100,5.7
17031818200,5.8
17031818300,5.3
17031818401,6.6
17031818402,9.5
17031818500,3.7
17031818600,5.7
17031818700,4.4
17031818800,2.8
17031818900,3.7
17031819000,3.8
17031819100,9
17031819200,12.8
17031819300,8.4
17031819400,12.6
17031819500,3.6
17031819600,2.8
17031819700,1.9
17031819801,2.7
17031819802,7.7
17031819900,2.4
17031820000,2.2
17031820101,3.8
17031820103,6.2
17031820104,5.4
17031820201,1.7
17031820202,9.6
17031820300,15.5
17031820400,19.2
17031820501,7.2
17031820502,12.1
17031820603,19
17031820604,14.4
17031820605,24.8
17031820606,15.3
17031820700,8.1
17031820800,9.6
17031820901,12
17031820902,8.5
17031821001,8.3
17031821002,8
17031821101,13.2
17031821102,9.6
17031821200,18.9
17031821300,17.6
17031821401,17.3
17031821402,10.2
17031821500,36.2
17031821600,8.5
17031821700,4.9
17031821800,10.6
17031821900,4.5
17031822000,8.8
17031822101,10.5
17031822102,6.4
17031822200,2.8
17031822301,16.6
17031822302,13.4
17031822400,25.6
17031822500,9
17031822601,4
17031822602,7.2
17031822701,8.6
17031822702,13.8
17031822801,6.2
17031822802,6.6
17031822900,9.7
17031823001,15.6
17031823002,18.6
17031823101,11.4
17031823102,5.4
17031823200,6.6
17031823302,9.7
17031823303,11.8
17031823304,8.8
17031823400,19
17031823500,8.4
17031823602,6.7
17031823603,36.3
17031823604,3.8
17031823605,13.1
17031823702,18.9
17031823703,21.8
17031823704,0.9
17031823705,13.3
17031823801,3.2
17031823803,8.2
17031823805,6
17031823806,10.8
17031823901,2.6
17031823903,8.4
17031823904,4
17031824003,5.8
17031824004,7.2
17031824005,3.4
17031824006,6
17031824105,1.1
17031824106,4.4
17031824107,5.1
17031824108,13.5
17031824113,8.7
17031824114,2.8
17031824115,8.1
17031824116,10.8
17031824117,1.6
17031824119,2.3
17031824120,6.8
17031824121,6.6
17031824122,7.1
17031824123,13.1
17031824300,40.5
17031824400,18.4
17031824503,4.2
17031824505,4.4
17031824506,1.4
17031824507,15.3
17031824601,6.6
17031824602,13.5
17031824701,7.8
17031824702,11.9
17031824800,18.9
17031824900,17.8
17031825000,9.6
17031825200,4.2
17031825302,7.4
17031825303,7.8
17031825304,7.8
17031825400,7.8
17031825501,11.3
17031825503,12.3
17031825504,1.2
17031825505,12.6
17031825600,16.8
17031825700,17.1
17031825801,17.1
17031825802,9.9
17031825803,9.2
17031825900,16.9
17031826000,15.7
17031826100,27.1
17031826201,14.4
17031826202,30.6
17031826301,14.3
17031826303,14.6
17031826304,26.4
17031826401,12.6
17031826402,22.7
17031826500,32.7
17031826600,23.1
17031826700,26.5
17031826800,24.4
17031826901,36.9
17031826902,43.6
17031827000,38.1
17031827100,34.6
17031827200,19.6
17031827300,29.9
17031827400,38
17031827500,25.4
17031827600,24.3
17031827700,20.8
17031827801,12.8
17031827802,9.5
17031827804,8.9
17031827805,10.1
17031827901,13.2
17031827902,20.6
17031828000,16.6
17031828100,25.5
17031828201,4.4
17031828202,6.8
17031828300,8.8
17031828401,7.2
17031828402,6.2
17031828503,25.4
17031828504,36.4
17031828505,14.6
17031828506,7.9
17031828601,4.5
17031828602,4.8
17031828701,13.4
17031828702,19.2
17031828801,3.3
17031828802,1.7
17031828900,29.6
17031829000,50.9
17031829100,24
17031829200,27.9
17031829301,12.5
17031829302,41
17031829401,40.2
17031829402,12.7
17031829500,24.2
17031829600,13.2
17031829700,29.7
17031829800,5.6
17031829901,5.9
17031829902,25.8
17031830001,12
17031830003,8.8
17031830004,9.9
17031830005,3.8
17031830006,22.1
17031830007,24.6
17031830008,4.6
17031830100,8.2
17031830201,15
17031830202,23.3
17031830300,14.1
17031830400,9.2
17031830500,23.2
17031830600,25
17031830700,21.6
17031830800,6.9
17031830900,2.9
17031831000,0.8
17031831100,12.7
17031831200,17.2
17031831300,10.8
17031831400,21.9
17031831500,8.9
17031831600,8.3
17031831700,12
17031831800,12.5
17031831900,4.7
17031832000,12
17031832100,13.6
17031832200,7.1
17031832300,5.9
17031832400,7
17031832500,9
17031832600,7
17031832900,29.2
17031833000,11.6
17031833100,8.9
17031833300,40.2
17031833900,36.9
17031834000,27.2
17031834200,15.8
17031834300,26.5
17031834400,17.8
17031834500,24.7
17031834600,33.8
17031834700,42.2
17031834800,44.3
17031834900,55
17031835000,33
17031835100,16.9
17031835200,9.4
17031835500,40.1
17031835600,19.2
17031835700,0
17031835800,36.5
17031835900,39.7
17031836000,29.5
17031836100,42
17031836200,24
17031836300,22.5
17031836400,32.7
17031836500,16.2
17031836600,19.7
17031836700,36.6
17031836800,66.3
17031836900,36.8
17031837000,42.7
17031837100,28.7
17031837300,37.7
17031837400,38.7
17031837800,31.8
17031838000,29.8
17031838100,44.5
17031838200,15.1
17031838300,15.5
17031838600,52.6
17031838700,37.3
17031838800,42
17031839000,18.4
17031839100,11.3
17031839200,24.3
17031839500,28.2
17031839600,24.3
17031839700,15.9
17031839800,14.7
17031839900,11
17031840000,17.4
17031840100,15.5
17031840200,14.5
17031840300,19.3
17031840400,17.4
17031840700,26.3
17031840800,38.2
17031841000,19.8
17031841100,30.1
17031841200,17.5
17031841300,17.4
17031841400,17.6
17031841500,31.9
17031841600,28.7
17031841700,47.2
17031841800,30.7
17031841900,18.5
17031842000,18.1
17031842100,25.3
17031842200,8.4
17031842300,7.7
17031842400,23.2
17031842500,55.2
17031842600,11.8
17031842800,36.4
17031842900,44.1
17031843000,45.4
17031843100,46.9
17031843200,12.2
17031843300,38.9
17031843400,27.7
17031843500,37.6
17031843600,21.7
17031843700,6.4
17031843800,16.7
17031843900,30.7
17031980000,-
17031980100,-
17031990000,-
