GEOID,MHI_2019
17031151200,76885
17031160100,68750
17031160200,85216
17031160300,57568
17031160400,61815
17031160501,60349
17031160502,56875
17031160601,69375
17031160602,66776
17031160700,72317
17031160800,63007
17031160900,86060
17031161000,88750
17031161100,143438
17031161200,67903
17031161300,51578
17031170100,54625
17031170200,70625
17031170300,67298
17031170400,63542
17031170500,88684
17031170600,69271
17031170700,65233
17031170800,62955
17031170900,68958
17031171000,79750
17031171100,69330
17031180100,57813
17031190100,41103
17031190200,58851
17031190300,54239
17031190401,63750
17031190402,53021
17031190601,56771
17031190602,54688
17031190701,42270
17031190702,41083
17031190800,51953
17031190900,54750
17031191000,55081
17031191100,51421
17031191200,50556
17031191301,50046
17031191302,45962
17031200100,53718
17031200200,46625
17031200300,53798
17031200401,45074
17031200402,51719
17031210100,81875
17031210400,51083
17031210501,50519
17031210502,56025
17031210601,75461
17031210602,74167
17031210700,68220
17031210800,60948
17031210900,88167
17031220300,98973
17031220400,103295
17031220500,94844
17031220601,77619
17031220602,52163
17031220701,70568
17031220702,64392
17031220901,48438
17031220902,57150
17031221000,56984
17031221100,65938
17031221200,101130
17031221300,71402
17031221400,90592
17031221500,61635
17031221600,137159
17031222200,150625
17031222500,90750
17031222600,79231
17031222700,69063
17031222800,50313
17031222900,49900
17031230100,56563
17031230200,57250
17031230300,50242
17031230400,57656
17031230500,24385
17031230600,40675
17031230700,39969
17031230800,55625
17031230900,55104
17031231100,36250
17031231200,33423
17031231500,30927
17031240200,148009
17031240300,125882
17031240500,150188
17031240600,102083
17031240700,86667
17031240800,54632
17031240900,42717
17031241000,71979
17031241100,80524
17031241200,106875
17031241300,154792
17031241400,120833
17031241500,141983
17031241600,101615
17031242000,116066
17031242100,143547
17031242200,124107
17031242300,94639
17031242400,95357
17031242500,72400
17031242600,63009
17031242700,52415
17031242800,89688
17031242900,101216
17031243000,85362
17031243100,110385
17031243200,123942
17031243300,99038
17031243400,102625
17031243500,129028
17031250200,47411
17031250300,34141
17031250400,46261
17031250500,96920
17031250600,46184
17031250700,34941
17031250800,36250
17031251000,29671
17031251100,19938
17031251200,45610
17031251300,31663
17031251400,33625
17031251500,23933
17031251600,30000
17031251700,52857
17031251800,24632
17031251900,21106
17031252000,19921
17031252101,17000
17031252102,38500
17031252201,32831
17031252202,28105
17031260100,14505
17031260200,35192
17031260300,23289
17031260400,18750
17031260500,33026
17031260600,27273
17031260700,22222
17031260800,21613
17031260900,24714
17031261000,33350
17031270500,15571
17031271200,32159
17031271300,25345
17031271400,24050
17031271500,37109
17031271800,18952
17031280100,136389
17031280400,39544
17031280800,18077
17031280900,17569
17031281900,109104
17031282700,74460
17031282800,58203
17031283100,38705
17031283200,73558
17031283800,76926
17031290900,25542
17031291200,22153
17031291600,53750
17031292200,34861
17031292400,32589
17031292500,40938
17031300500,40083
17031300600,43594
17031300700,40789
17031300800,30367
17031300900,29098
17031301100,31207
17031301200,35259
17031301600,28484
17031301701,30742
17031301702,43771
17031301801,37000
17031301802,31875
17031301803,32208
17031310200,75054
17031310300,51607
17031310400,81618
17031310500,45417
17031310600,47097
17031310700,57774
17031310800,56011
17031310900,41929
17031320100,109167
17031320400,168958
17031320600,102125
17031330100,115484
17031330200,81389
17031340300,33333
17031340400,50256
17031340500,23854
17031340600,13625
17031350100,44896
17031350400,13676
17031351000,44770
17031351100,11523
17031351400,16607
17031351500,16250
17031360200,31674
17031380100,16736
17031380200,27724
17031380500,20541
17031380700,43250
17031381200,37059
17031381400,42960
17031381500,18906
17031381700,-
17031381800,40833
17031381900,52641
17031390100,80234
17031390200,87500
17031390300,22451
17031390400,25553
17031390500,46442
17031390600,51849
17031390700,61193
17031400300,29495
17031400400,36591
17031400500,22355
17031400800,18954
17031410100,48194
17031410200,41692
17031410500,54079
17031410600,41016
17031410700,39514
17031410800,38412
17031410900,60353
17031411000,67346
17031411100,114583
17031411200,88571
17031420100,18411
17031420200,29205
17031420300,36719
17031420400,13676
17031420500,28456
17031420600,20871
17031420700,19498
17031420800,39167
17031421200,19911
17031430101,32122
17031430102,30306
17031430200,22933
17031430300,18133
17031430400,33767
17031430500,18692
17031430600,36103
17031430700,24167
17031430800,48015
17031430900,40417
17031431200,55560
17031431301,27361
17031431302,29966
17031431400,30230
17031440101,20404
17031440102,32047
17031440201,28849
17031440202,35795
17031440300,54167
17031440600,68317
17031440700,40000
17031440800,24417
17031440900,30417
17031450300,49896
17031460100,41188
17031460200,28363
17031460301,34483
17031460302,28470
17031460400,44545
17031460500,59755
17031460600,40110
17031460700,24517
17031461000,15956
17031470100,28864
17031480100,60000
17031480200,47059
17031480300,37386
17031480400,53946
17031480500,32188
17031490300,57301
17031490400,56607
17031490500,53190
17031490600,37176
17031490700,44745
17031490800,40186
17031490901,37045
17031490902,44932
17031491000,24481
17031491100,42763
17031491200,39234
17031491300,35250
17031491400,33290
17031500100,46476
17031500200,31410
17031500300,42543
17031510100,43882
17031510200,48864
17031510300,28561
17031520100,58036
17031520200,29630
17031520300,41652
17031520400,45729
17031520500,63819
17031520600,55325
17031530100,37200
17031530200,37829
17031530300,41076
17031530400,61903
17031530501,43143
17031530502,54883
17031530503,44056
17031530600,33099
17031540101,15523
17031540102,15293
17031550100,59313
17031550200,48224
17031560100,61905
17031560200,54453
17031560300,50781
17031560400,60581
17031560700,60764
17031560800,71563
17031560900,96332
17031561000,103188
17031561100,91604
17031570100,56008
17031570200,58625
17031570300,48629
17031570400,42332
17031570500,44934
17031580100,43750
17031580200,38018
17031580300,48110
17031580400,47056
17031580501,39520
17031580502,37943
17031580600,45684
17031580700,47000
17031580800,46000
17031590500,67250
17031590600,46033
17031590700,48281
17031600400,37786
17031600600,37670
17031600700,45294
17031600900,57788
17031610300,32679
17031610400,40758
17031610800,53125
17031611000,19975
17031611100,28264
17031611200,27800
17031611300,26600
17031611400,36382
17031611500,34875
17031611600,25882
17031611700,24444
17031611800,40870
17031611900,24507
17031612000,37981
17031612100,26815
17031620100,65354
17031620200,58382
17031620300,55779
17031620400,69764
17031630100,30435
17031630200,37422
17031630300,51184
17031630400,35194
17031630500,44885
17031630800,51419
17031630900,45551
17031640100,42895
17031640300,64590
17031640400,59398
17031640500,85762
17031640600,49375
17031640700,56250
17031640800,51944
17031650100,43750
17031650200,51658
17031650301,60802
17031650302,49130
17031650400,54327
17031650500,68382
17031660301,24230
17031660302,30891
17031660400,46289
17031660500,36657
17031660600,27012
17031660700,23095
17031660800,35703
17031660900,34574
17031661000,34230
17031661100,59038
17031670100,27500
17031670200,28250
17031670300,22395
17031670400,28625
17031670500,24200
17031670600,26250
17031670700,27277
17031670800,24597
17031670900,33438
17031671100,33571
17031671200,24896
17031671300,27882
17031671400,23029
17031671500,27125
17031671600,19132
17031671800,28036
17031671900,47400
17031672000,36438
17031680500,24335
17031680600,30244
17031680900,16411
17031681000,17118
17031681100,22266
17031681200,19915
17031681300,25360
17031681400,43750
17031690300,19179
17031690400,23868
17031690500,26154
17031690900,32875
17031691000,42538
17031691100,24750
17031691200,32241
17031691300,43676
17031691400,36363
17031691500,17011
17031700100,68902
17031700200,70863
17031700301,69620
17031700302,66250
17031700401,65000
17031700402,70072
17031700501,65847
17031700502,102125
17031710100,17841
17031710200,25288
17031710300,35568
17031710400,39659
17031710500,30177
17031710600,33287
17031710700,19467
17031710800,23162
17031710900,32064
17031711000,43855
17031711100,39208
17031711200,45298
17031711300,41188
17031711400,43500
17031711500,44851
17031720100,149605
17031720200,71979
17031720300,115536
17031720400,102857
17031720500,111667
17031720600,113964
17031720700,67438
17031730100,53125
17031730201,26731
17031730202,57143
17031730300,47969
17031730400,80787
17031730500,57357
17031730600,43274
17031730700,51957
17031740100,93217
17031740200,105655
17031740300,127069
17031740400,85064
17031750100,43277
17031750200,80561
17031750300,100595
17031750400,97305
17031750500,55750
17031750600,42949
17031760801,68159
17031760802,54177
17031760803,44918
17031770201,64215
17031770202,66672
17031770300,82196
17031770400,77205
17031770500,41663
17031770601,96442
17031770602,71103
17031770700,57368
17031770800,58147
17031770901,75519
17031770902,61466
17031800100,"250,000+"
17031800200,224766
17031800300,207500
17031800400,"250,000+"
17031800500,237604
17031800600,238182
17031800700,200852
17031800800,98125
17031800900,122857
17031801000,122743
17031801100,184375
17031801200,226563
17031801300,164306
17031801400,134803
17031801500,98942
17031801601,111082
17031801603,52951
17031801605,136094
17031801606,119113
17031801607,94808
17031801608,116432
17031801701,186111
17031801702,120529
17031801800,151136
17031801901,93207
17031801902,163649
17031802002,126250
17031802003,105066
17031802004,37406
17031802100,151094
17031802200,125375
17031802300,126765
17031802402,63575
17031802403,70511
17031802404,55441
17031802503,81543
17031802504,83463
17031802505,56479
17031802506,85648
17031802605,98769
17031802607,123889
17031802608,66208
17031802609,55354
17031802610,93194
17031802701,94709
17031802702,86034
17031802801,107571
17031802802,109223
17031802900,142900
17031803005,74375
17031803007,106838
17031803008,113179
17031803010,113750
17031803012,74750
17031803013,90098
17031803014,70505
17031803015,79596
17031803016,102679
17031803017,93279
17031803100,121875
17031803200,91009
17031803300,108891
17031803400,125899
17031803500,114375
17031803603,169425
17031803604,79853
17031803605,78611
17031803606,51429
17031803607,109516
17031803608,67380
17031803610,65569
17031803611,68184
17031803612,61426
17031803701,89896
17031803702,109234
17031803800,93262
17031803901,70976
17031803902,90750
17031804000,77188
17031804102,141786
17031804104,116466
17031804105,131821
17031804106,116667
17031804108,91616
17031804109,117794
17031804201,142521
17031804202,132377
17031804305,76556
17031804306,69500
17031804308,75948
17031804309,81926
17031804310,96274
17031804311,106212
17031804403,79260
17031804404,76964
17031804405,59965
17031804406,72734
17031804505,71438
17031804506,96458
17031804507,105240
17031804508,61148
17031804509,84375
17031804510,72411
17031804511,58203
17031804603,66367
17031804606,113083
17031804607,98984
17031804608,88149
17031804609,98004
17031804610,67319
17031804611,88482
17031804701,69472
17031804705,63277
17031804706,115500
17031804709,67027
17031804710,86333
17031804711,75377
17031804712,97348
17031804713,91913
17031804714,81181
17031804715,51169
17031804716,96667
17031804803,76280
17031804804,80568
17031804805,85905
17031804806,76058
17031804807,88605
17031804808,107931
17031804809,92188
17031804810,76799
17031804901,109539
17031804902,93086
17031805001,115094
17031805002,43704
17031805105,55743
17031805106,72022
17031805107,52858
17031805108,60435
17031805109,90417
17031805110,81346
17031805111,61787
17031805112,59180
17031805201,94891
17031805202,82351
17031805301,66250
17031805302,86833
17031805401,82900
17031805402,85980
17031805501,112813
17031805502,141339
17031805600,143824
17031805701,117500
17031805702,122813
17031805801,95733
17031805802,95469
17031805901,81250
17031805902,113036
17031806001,51684
17031806002,58362
17031806003,68018
17031806004,47763
17031806102,90365
17031806103,90833
17031806104,47753
17031806201,49054
17031806202,54139
17031806300,94028
17031806400,93750
17031806501,51156
17031806502,74063
17031806600,79338
17031806700,122743
17031806801,71250
17031806802,68294
17031806900,71915
17031807000,64604
17031807100,117177
17031807200,85526
17031807300,65441
17031807400,63136
17031807500,116000
17031807600,64625
17031807700,48338
17031807800,106473
17031807900,100833
17031808001,101384
17031808002,79741
17031808100,50047
17031808200,74129
17031808301,71500
17031808302,88750
17031808400,94402
17031808500,95071
17031808600,168750
17031808702,70179
17031808800,144853
17031808900,150175
17031809000,149583
17031809100,106103
17031809200,44458
17031809300,30774
17031809400,60031
17031809500,73516
17031809600,74233
17031809700,99464
17031809800,95156
17031809900,130208
17031810000,92590
17031810100,73438
17031810200,62416
17031810301,79850
17031810302,83750
17031810400,111310
17031810501,81152
17031810502,58669
17031810600,55038
17031810701,54201
17031810702,56964
17031810800,76294
17031810900,52171
17031811000,82750
17031811100,51763
17031811200,69021
17031811301,68125
17031811302,40556
17031811401,69097
17031811402,59196
17031811500,76618
17031811600,49455
17031811701,54272
17031811702,50852
17031811800,75625
17031811900,135750
17031812000,121503
17031812100,124667
17031812200,216375
17031812301,86363
17031812302,141111
17031812400,206184
17031812500,65438
17031812600,59808
17031812700,65313
17031812801,68466
17031812802,60238
17031812900,128182
17031813000,114333
17031813100,99808
17031813200,135121
17031813301,41589
17031813302,41250
17031813400,50426
17031813500,59228
17031813600,55117
17031813701,48731
17031813702,50487
17031813801,47244
17031813802,41723
17031813900,43159
17031814000,50481
17031814100,41972
17031814200,47622
17031814300,45625
17031814400,46696
17031814500,64842
17031814600,64464
17031814700,76735
17031814800,58475
17031814900,55156
17031815000,60395
17031815100,74676
17031815200,52819
17031815300,73750
17031815400,47025
17031815500,70917
17031815600,63974
17031815701,128444
17031815702,86819
17031815800,95096
17031815900,58859
17031816000,76587
17031816100,62163
17031816200,61695
17031816300,64073
17031816401,51850
17031816402,53611
17031816500,32667
17031816600,59940
17031816700,48506
17031816800,61192
17031816900,61923
17031817000,49468
17031817101,42466
17031817102,74521
17031817200,48450
17031817300,43542
17031817400,56678
17031817500,40417
17031817600,46181
17031817700,65510
17031817900,53118
17031818000,52321
17031818100,102656
17031818200,80764
17031818300,60205
17031818401,68355
17031818402,74789
17031818500,85989
17031818600,90587
17031818700,89387
17031818800,92719
17031818900,92031
17031819000,147569
17031819100,46758
17031819200,66426
17031819300,74792
17031819400,76418
17031819500,86898
17031819600,153914
17031819700,169306
17031819801,178500
17031819802,153393
17031819900,189531
17031820000,228125
17031820101,112944
17031820103,71588
17031820104,75603
17031820201,109803
17031820202,54194
17031820300,59637
17031820400,41325
17031820501,66480
17031820502,56996
17031820603,59717
17031820604,43723
17031820605,43214
17031820606,72143
17031820700,65257
17031820800,71758
17031820901,60672
17031820902,87443
17031821001,54620
17031821002,58828
17031821101,64652
17031821102,61645
17031821200,45846
17031821300,45607
17031821401,45457
17031821402,48091
17031821500,26815
17031821600,70497
17031821700,85278
17031821800,71540
17031821900,82450
17031822000,50548
17031822101,65486
17031822102,57137
17031822200,94211
17031822301,60284
17031822302,54904
17031822400,45438
17031822500,76054
17031822601,85556
17031822602,64861
17031822701,55313
17031822702,61342
17031822801,62010
17031822802,64844
17031822900,51917
17031823001,49034
17031823002,51995
17031823101,51298
17031823102,73464
17031823200,66639
17031823302,57997
17031823303,71544
17031823304,51450
17031823400,50619
17031823500,60156
17031823602,67143
17031823603,38047
17031823604,86771
17031823605,62500
17031823702,59546
17031823703,55389
17031823704,91250
17031823705,59018
17031823801,103160
17031823803,70909
17031823805,54392
17031823806,48050
17031823901,90536
17031823903,88819
17031823904,95156
17031824003,96194
17031824004,86029
17031824005,112125
17031824006,129667
17031824105,111494
17031824106,94764
17031824107,72289
17031824108,94020
17031824113,97365
17031824114,108933
17031824115,74318
17031824116,68125
17031824117,102696
17031824119,106607
17031824120,100911
17031824121,81570
17031824122,92476
17031824123,71671
17031824300,31480
17031824400,39080
17031824503,70133
17031824505,79904
17031824506,64908
17031824507,65682
17031824601,78444
17031824602,62096
17031824701,67682
17031824702,51038
17031824800,38281
17031824900,41090
17031825000,63581
17031825200,79688
17031825302,70341
17031825303,66684
17031825304,70781
17031825400,63606
17031825501,56976
17031825503,56250
17031825504,51875
17031825505,56509
17031825600,48967
17031825700,46394
17031825801,44470
17031825802,46627
17031825803,51217
17031825900,50761
17031826000,45833
17031826100,41792
17031826201,34808
17031826202,39852
17031826301,54347
17031826303,51186
17031826304,35799
17031826401,53229
17031826402,55753
17031826500,40258
17031826600,39266
17031826700,34510
17031826800,47602
17031826901,30292
17031826902,29211
17031827000,28763
17031827100,27667
17031827200,44068
17031827300,22500
17031827400,22561
17031827500,39179
17031827600,37654
17031827700,42939
17031827801,60379
17031827802,73409
17031827804,71563
17031827805,59427
17031827901,83125
17031827902,53288
17031828000,46250
17031828100,51967
17031828201,54245
17031828202,63750
17031828300,63418
17031828401,71336
17031828402,52381
17031828503,37514
17031828504,44375
17031828505,58214
17031828506,56471
17031828601,81832
17031828602,93000
17031828701,76875
17031828702,52600
17031828801,96373
17031828802,73510
17031828900,53315
17031829000,21192
17031829100,30862
17031829200,46875
17031829301,75708
17031829302,32000
17031829401,30091
17031829402,41578
17031829500,41138
17031829600,53911
17031829700,40432
17031829800,103417
17031829901,79772
17031829902,76409
17031830001,47250
17031830003,96379
17031830004,88003
17031830005,97000
17031830006,56009
17031830007,47466
17031830008,85156
17031830100,76548
17031830201,59662
17031830202,87901
17031830300,38043
17031830400,53920
17031830500,37917
17031830600,47227
17031830700,55236
17031830800,79405
17031830900,102246
17031831000,149722
17031831100,60540
17031831200,39180
17031831300,46333
17031831400,33776
17031831500,58798
17031831600,47042
17031831700,62130
17031831800,55368
17031831900,131500
17031832000,121500
17031832100,76193
17031832200,109701
17031832300,120052
17031832400,100972
17031832500,148802
17031832600,152328
17031832900,63527
17031833000,151028
17031833100,132391
17031833300,56136
17031833900,32237
17031834000,45822
17031834200,65459
17031834300,42517
17031834400,55341
17031834500,32756
17031834600,27631
17031834700,23125
17031834800,18636
17031834900,17522
17031835000,27849
17031835100,41938
17031835200,50900
17031835500,23922
17031835600,23571
17031835700,49880
17031835800,66944
17031835900,20139
17031836000,65463
17031836100,25451
17031836200,-
17031836300,52440
17031836400,27210
17031836500,45930
17031836600,48313
17031836700,30783
17031836800,12905
17031836900,27904
17031837000,32083
17031837100,21507
17031837300,27656
17031837400,39231
17031837800,59915
17031838000,26971
17031838100,15755
17031838200,61458
17031838300,95139
17031838600,16829
17031838700,25701
17031838800,27160
17031839000,105094
17031839100,101000
17031839200,35707
17031839500,19950
17031839600,32401
17031839700,58974
17031839800,60590
17031839900,64912
17031840000,85143
17031840100,50469
17031840200,61806
17031840300,50607
17031840400,44550
17031840700,43207
17031840800,34773
17031841000,98320
17031841100,35723
17031841200,45700
17031841300,54275
17031841400,43145
17031841500,31944
17031841600,24848
17031841700,18810
17031841800,37176
17031841900,114350
17031842000,99583
17031842100,38603
17031842200,86250
17031842300,142550
17031842400,47669
17031842500,11146
17031842600,76616
17031842800,36439
17031842900,20068
17031843000,19792
17031843100,22566
17031843200,49451
17031843300,50486
17031843400,29028
17031843500,29375
17031843600,39167
17031843700,114886
17031843800,36042
17031843900,33028
17031980000,-
17031980100,-
17031990000,-
