GEOID,MHI_2017
17031803015,75825
17031803016,96106
17031803017,84760
17031803100,115395
17031803200,75284
17031803300,91620
17031803400,117235
17031803500,102188
17031803603,145069
17031803604,70625
17031803605,96917
17031803606,55481
17031803607,105568
17031803608,67899
17031803610,72703
17031803611,53583
17031803612,53210
17031803701,90938
17031803702,90972
17031803800,83500
17031803901,65442
17031803902,86036
17031804000,62746
17031804102,132650
17031804104,112882
17031804105,128594
17031804106,107177
17031804108,83636
17031804109,88289
17031804201,145938
17031804202,113156
17031804305,77781
17031804306,63314
17031804308,69627
17031804309,86328
17031804310,100000
17031804311,97305
17031804403,78799
17031804404,65688
17031804405,54960
17031804406,58939
17031804505,67552
17031804506,82969
17031804507,94543
17031804508,62986
17031804509,82804
17031804510,58594
17031804511,54412
17031804603,60147
17031804606,100192
17031804607,99559
17031804608,86298
17031804609,96164
17031804610,74301
17031804611,78514
17031804701,55524
17031804705,60134
17031804706,122930
17031804709,57128
17031804710,74615
17031804711,69082
17031804712,92917
17031804713,89884
17031804714,77829
17031804715,54922
17031804716,90625
17031804803,73942
17031804804,72142
17031804805,83167
17031804806,59091
17031804807,76803
17031804808,98810
17031804809,96719
17031804810,71667
17031804901,87536
17031804902,82292
17031805001,99327
17031805002,50409
17031805105,54409
17031805106,73300
17031805107,50713
17031805108,55084
17031805109,81029
17031805110,71471
17031805111,57500
17031805112,56222
17031805201,108295
17031805202,84541
17031805301,69271
17031805302,84500
17031805401,79142
17031805402,64492
17031805501,88011
17031805502,129083
17031805600,119706
17031805701,99563
17031805702,106750
17031805801,92656
17031805802,86071
17031805901,82796
17031805902,102770
17031806001,49304
17031806002,56213
17031806003,62696
17031806004,45833
17031806102,81154
17031806103,84136
17031806104,42891
17031806201,50862
17031806202,49276
17031806300,80230
17031806400,64792
17031806501,49848
17031806502,66719
17031806600,80815
17031806700,104722
17031806801,58167
17031806802,70521
17031806900,64073
17031807000,53556
17031807100,125156
17031807200,85250
17031807300,63950
17031807400,51858
17031807500,107500
17031807600,65308
17031807700,47353
17031807800,95461
17031807900,94961
17031808001,102788
17031808002,80875
17031808100,48200
17031808200,71875
17031808301,70931
17031808302,74167
17031808400,82619
17031808500,89665
17031808600,147396
17031808702,66786
17031808800,128875
17031808900,137188
17031809000,136354
17031809100,105052
17031809200,48575
17031809300,30048
17031809400,49977
17031809500,62188
17031809600,87889
17031809700,74395
17031809800,80000
17031809900,118808
17031810000,82833
17031810100,65557
17031810200,58404
17031810301,76573
17031810302,77188
17031810400,102753
17031810501,74837
17031810502,52200
17031810600,51160
17031810701,39519
17031810702,49167
17031810800,71347
17031810900,49375
17031811000,81563
17031811100,39893
17031811200,57337
17031811301,63438
17031811302,32648
17031811401,54357
17031811402,60691
17031811500,71359
17031811600,52854
17031811701,50693
17031811702,52730
17031811800,74167
17031811900,118500
17031812000,101806
17031812100,115667
17031812200,207396
17031812301,73082
17031812302,135112
17031812400,182969
17031812500,53750
17031812600,56369
17031812700,57181
17031812801,63269
17031812802,61908
17031812900,104926
17031813000,102344
17031813100,88111
17031813200,117083
17031813301,36329
17031813302,45972
17031813400,46962
17031813500,51967
17031813600,50462
17031813701,40822
17031813702,35577
17031813801,47163
17031813802,41331
17031813900,40869
17031814000,46345
17031814100,40082
17031814200,37432
17031814300,37072
17031814400,44888
17031814500,63570
17031814600,61078
17031814700,75329
17031814800,63938
17031814900,50694
17031815000,49056
17031815100,62000
17031815200,58529
17031815300,65855
17031815400,60625
17031815500,61394
17031815600,60637
17031815701,104174
17031815702,82107
17031815800,85673
17031815900,47750
17031816000,65859
17031816100,54911
17031816200,58000
17031816300,61717
17031816401,48232
17031816402,45747
17031816500,36667
17031816600,40726
17031816700,47560
17031816800,60491
17031816900,56533
17031817000,54222
17031817101,46558
17031817102,62500
17031817200,44798
17031817300,23721
17031817400,63162
17031817500,33810
17031817600,49592
17031817700,59116
17031817900,49965
17031818000,62380
17031818100,75769
17031818200,68750
17031818300,51865
17031818401,77692
17031818402,65329
17031818500,78662
17031818600,76349
17031818700,83750
17031818800,79500
17031818900,75139
17031819000,136875
17031819100,44859
17031819200,56667
17031819300,67788
17031819400,77618
17031819500,71750
17031819600,142396
17031819700,176375
17031819801,146797
17031819802,129773
17031819900,166544
17031820000,202727
17031820101,99583
17031820103,57824
17031820104,69449
17031820201,105335
17031820202,48882
17031820300,56859
17031820400,41637
17031820501,63862
17031820502,54690
17031820603,54977
17031820604,38995
17031820605,43700
17031820606,69902
17031820700,62652
17031820800,67617
17031820901,46434
17031820902,55481
17031821001,52930
17031821002,55293
17031821101,64917
17031821102,60977
17031821200,37266
17031821300,42799
17031821401,41515
17031821402,46393
17031821500,31554
17031821600,64750
17031821700,82083
17031821800,68375
17031821900,61736
17031822000,45926
17031822101,62500
17031822102,47586
17031822200,90424
17031822301,61708
17031822302,51198
17031822400,42900
17031822500,68464
17031822601,76691
17031822602,65263
17031822701,52238
17031822702,57685
17031822801,60476
17031822802,68256
17031822900,51761
17031823001,45989
17031823002,47659
17031823101,48964
17031823102,59239
17031823200,62727
17031823302,48391
17031823303,53801
17031823304,44545
17031823400,47287
17031823500,48557
17031823602,57245
17031823603,34688
17031823604,84821
17031823605,58679
17031823702,53930
17031823703,53000
17031823704,86482
17031823705,52212
17031823801,75071
17031823803,68233
17031823805,49769
17031823806,52434
17031823901,79533
17031823903,98060
17031823904,75433
17031824003,90711
17031824004,69732
17031824005,100028
17031824006,105764
17031824105,97382
17031824106,88824
17031824107,83266
17031824108,84496
17031824113,99338
17031824114,103423
17031824115,73591
17031824116,57554
17031824117,103010
17031824119,93597
17031824120,98431
17031824121,80230
17031824122,91502
17031824123,71402
17031824300,25762
17031824400,31875
17031824503,63249
17031824505,84663
17031824506,67690
17031824507,62222
17031824601,73235
17031824602,57514
17031824701,71193
17031824702,48257
17031824800,38546
17031824900,30682
17031825000,56214
17031825200,77188
17031825302,61331
17031825303,63617
17031825304,75154
17031825400,61360
17031825501,50430
17031825503,56242
17031825504,47724
17031825505,62817
17031825600,37288
17031825700,43342
17031825801,42083
17031825802,43117
17031825803,49336
17031825900,42440
17031826000,42031
17031826100,51855
17031826201,32047
17031826202,39493
17031826301,52950
17031826303,45904
17031826304,30357
17031826401,52021
17031826402,52521
17031826500,41847
17031826600,38917
17031826700,30170
17031826800,35601
17031826901,17679
17031826902,20167
17031827000,29461
17031827100,22500
17031827200,40122
17031827300,17891
17031827400,19421
17031827500,30684
17031827600,35559
17031827700,40880
17031827801,60354
17031827802,62292
17031827804,69777
17031827805,71389
17031827901,77746
17031827902,51050
17031828000,40391
17031828100,49139
17031828201,47437
17031828202,61067
17031828300,55595
17031828401,70320
17031828402,49342
17031828503,40018
17031828504,44250
17031828505,40508
17031828506,49352
17031828601,79005
17031828602,89153
17031828701,64531
17031828702,49615
17031828801,87391
17031828802,68389
17031828900,33621
17031829000,17727
17031829100,23016
17031829200,47782
17031829301,68897
17031829302,22370
17031829401,34861
17031829402,35790
17031829500,33646
17031829600,42463
17031829700,35197
17031829800,103143
17031829901,68419
17031829902,71179
17031830001,42400
17031830003,88873
17031830004,97616
17031830005,98588
17031830006,54620
17031830007,44339
17031830008,83095
17031830100,64550
17031830201,42171
17031830202,102796
17031830300,27982
17031830400,55670
17031830500,39602
17031830600,49138
17031830700,44661
17031830800,71607
17031830900,96553
17031831000,152794
17031831100,56328
17031831200,36190
17031831300,35375
17031831400,33381
17031831500,57847
17031831600,42077
17031831700,57727
17031831800,60625
17031831900,101612
17031832000,105625
17031832100,69476
17031832200,91723
17031832300,105556
17031832400,95547
17031832500,116935
17031832600,148017
17031832900,53911
17031833000,133571
17031833100,116071
17031833300,45833
17031833900,32159
17031834000,34864
17031834200,33835
17031834300,34140
17031834400,38233
17031834500,31483
17031834600,21196
17031834700,21802
17031834800,20559
17031834900,18401
17031835000,26926
17031835100,35962
17031835200,45417
17031835500,20517
17031835600,26458
17031835700,-
17031835800,60598
17031835900,18856
17031836000,60368
17031836100,25462
17031836200,50769
17031836300,54259
17031836400,30137
17031836500,32583
17031836600,44808
17031836700,24946
17031836800,12696
17031836900,26458
17031837000,29911
17031837100,22266
17031837300,28750
17031837400,39609
17031837800,60893
17031838000,18147
17031838100,17047
17031838200,36389
17031838300,44875
17031838600,14850
17031838700,22742
17031838800,19155
17031839000,84347
17031839100,90489
17031839200,29476
17031839500,21719
17031839600,35461
17031839700,48800
17031839800,49583
17031839900,50265
17031840000,71989
17031840100,38886
17031840200,55600
17031840300,48056
17031840400,40750
17031840700,34219
17031840800,31648
17031841000,63125
17031841100,26905
17031841200,36104
17031841300,48750
17031841400,29338
17031841500,24858
17031841600,21767
17031841700,19630
17031841800,36250
17031841900,113882
17031842000,85057
17031842100,33945
17031842200,92227
17031842300,123750
17031842400,39161
17031842500,10471
17031842600,58315
17031842800,32236
17031842900,21325
17031843000,18036
17031843100,27292
17031843200,46387
17031843300,47829
17031843400,26607
17031843500,25714
17031843600,35714
17031843700,105408
17031843800,45833
17031843900,32750
17031980000,-
17031980100,-
17031990000,-
