GEOID,work_travel_time_2016
17031120100,55800
17031120200,68475
17031120300,96335
17031120400,58540
17031130100,53350
17031130200,26015
17031130300,77330
17031140100,62900
17031140200,115295
17031140301,43485
17031140302,70400
17031140400,132475
17031140500,64695
17031140601,48255
17031140602,100390
17031140701,50860
17031140702,116980
17031140800,141465
17031150200,173265
17031150300,147825
17031150401,86870
17031150402,64905
17031150501,73685
17031150502,69600
17031150600,75775
17031150700,84605
17031150800,98885
17031151001,44115
17031151002,82595
17031151100,102975
17031151200,65415
17031160100,37655
17031160200,55360
17031160300,71770
17031160400,69790
17031160501,66575
17031160502,63660
17031160601,89530
17031160602,77350
17031160700,92430
17031160800,95795
17031160900,48165
17031161000,30525
17031161100,31855
17031161200,47075
17031161300,63085
17031170100,29805
17031170200,77660
17031170300,90285
17031170400,72740
17031170500,106795
17031170600,40355
17031170700,52630
17031170800,74975
17031170900,39510
17031171000,146900
17031171100,75975
17031180100,106295
17031190100,41725
17031190200,90795
17031190300,99940
17031190401,66580
17031190402,89625
17031190601,92770
17031190602,103190
17031190701,46945
17031190702,91390
17031190800,101380
17031190900,29090
17031191000,41810
17031191100,123505
17031191200,63495
17031191301,97195
17031191302,73315
17031200100,84090
17031200200,78140
17031200300,36075
17031200401,52810
17031200402,80625
17031210100,69290
17031210400,38670
17031210501,68655
17031210502,65775
17031210601,53190
17031210602,67515
17031210700,65285
17031210800,25470
17031210900,54890
17031220300,39540
17031220400,49830
17031220500,59595
17031220601,28475
17031220602,87290
17031220701,58950
17031220702,70660
17031220901,35690
17031220902,40550
17031221000,47425
17031221100,75270
17031221200,56240
17031221300,49070
17031221400,57440
17031221500,48525
17031221600,57665
17031222200,39650
17031222500,22705
17031222600,32680
17031222700,41055
17031222800,12595
17031222900,13815
17031230100,27600
17031230200,32700
17031230300,15395
17031230400,40505
17031230500,50055
17031230600,84255
17031230700,75170
17031230800,19755
17031230900,89350
17031231100,19615
17031231200,80805
17031231500,76360
17031240200,30890
17031240300,22290
17031240500,47040
17031240600,28470
17031240700,26115
17031240800,20520
17031240900,15780
17031241000,26475
17031241100,76725
17031241200,33935
17031241300,34570
17031241400,96000
17031241500,63810
17031241600,78230
17031242000,83770
17031242100,66870
17031242200,69220
17031242300,61680
17031242400,58140
17031242500,69285
17031242600,84930
17031242700,26455
17031242800,23485
17031242900,37470
17031243000,45135
17031243100,33005
17031243200,34905
17031243300,43915
17031243400,41900
17031243500,51905
17031250200,38400
17031250300,72985
17031250400,76305
17031250500,122595
17031250600,60105
17031250700,75320
17031250800,31230
17031251000,15770
17031251100,48215
17031251200,48590
17031251300,55510
17031251400,56195
17031251500,49000
17031251600,46350
17031251700,9050
17031251800,52695
17031251900,49175
17031252000,84380
17031252101,22445
17031252102,80865
17031252201,24355
17031252202,53480
17031260100,14705
17031260200,8905
17031260300,14495
17031260400,10940
17031260500,13795
17031260600,18230
17031260700,18735
17031260800,21700
17031260900,11835
17031261000,22160
17031270500,20265
17031271200,9465
17031271300,12170
17031271400,12350
17031271500,23255
17031271800,7765
17031280100,139375
17031280400,12540
17031280800,7195
17031280900,11275
17031281900,81670
17031282700,28400
17031282800,19870
17031283100,37865
17031283200,22985
17031283800,56115
17031290900,37745
17031291200,25175
17031291600,14580
17031292200,22485
17031292400,25635
17031292500,43170
17031300500,47070
17031300600,42530
17031300700,67910
17031300800,47965
17031300900,61000
17031301100,28885
17031301200,41590
17031301600,60475
17031301701,53690
17031301702,67005
17031301801,61755
17031301802,42150
17031301803,63670
17031310200,28160
17031310300,26580
17031310400,17290
17031310500,22595
17031310600,63125
17031310700,16995
17031310800,74425
17031310900,70300
17031320100,177815
17031320400,22450
17031320600,101875
17031330100,348480
17031330200,51805
17031340300,17550
17031340400,26715
17031340500,16015
17031340600,6815
17031350100,34035
17031350400,18695
17031351000,69150
17031351100,17285
17031351400,15175
17031351500,6190
17031360200,18240
17031380100,15060
17031380200,15165
17031380500,7170
17031380700,9990
17031381200,30890
17031381400,20150
17031381500,5775
17031381700,-
17031381800,19490
17031381900,15910
17031390100,23520
17031390200,27145
17031390300,27320
17031390400,42250
17031390500,21705
17031390600,27535
17031390700,62175
17031400300,12730
17031400400,23750
17031400500,24770
17031400800,32380
17031410100,25575
17031410200,15165
17031410500,34935
17031410600,24745
17031410700,23740
17031410800,34920
17031410900,38970
17031411000,42835
17031411100,20285
17031411200,18805
17031420100,16270
17031420200,15640
17031420300,20375
17031420400,7855
17031420500,21700
17031420600,19370
17031420700,24675
17031420800,26100
17031421200,18775
17031430101,60765
17031430102,58470
17031430200,64855
17031430300,18620
17031430400,31650
17031430500,55280
17031430600,27475
17031430700,43985
17031430800,25055
17031430900,16850
17031431200,48615
17031431301,42795
17031431302,64560
17031431400,93835
17031440101,52270
17031440102,65745
17031440201,92445
17031440202,53645
17031440300,64525
17031440600,23140
17031440700,21655
17031440800,19700
17031440900,34005
17031450300,47730
17031460100,46825
17031460200,37740
17031460301,41920
17031460302,34450
17031460400,54545
17031460500,72650
17031460600,13865
17031460700,34935
17031461000,10415
17031470100,34505
17031480100,37205
17031480200,14060
17031480300,12695
17031480400,83380
17031480500,53705
17031490300,34870
17031490400,12190
17031490500,30540
17031490600,18240
17031490700,34330
17031490800,57315
17031490901,53610
17031490902,65020
17031491000,40555
17031491100,54045
17031491200,22545
17031491300,20530
17031491400,41120
17031500100,52970
17031500200,36280
17031500300,25565
17031510100,30810
17031510200,40665
17031510300,64975
17031520100,30200
17031520200,40170
17031520300,68280
17031520400,66400
17031520500,68050
17031520600,32020
17031530100,29315
17031530200,60675
17031530300,67625
17031530400,35490
17031530501,61195
17031530502,19610
17031530503,58205
17031530600,46335
17031540101,34330
17031540102,30845
17031550100,94120
17031550200,36425
17031560100,20070
17031560200,16560
17031560300,50135
17031560400,20620
17031560700,51355
17031560800,99015
17031560900,79200
17031561000,90640
17031561100,88150
17031570100,21860
17031570200,25780
17031570300,79175
17031570400,28245
17031570500,39715
17031580100,43670
17031580200,42010
17031580300,34350
17031580400,69865
17031580501,82865
17031580502,84670
17031580600,79955
17031580700,67710
17031580800,26400
17031590500,26625
17031590600,43425
17031590700,47690
17031600400,67550
17031600600,43315
17031600700,36510
17031600900,51405
17031610300,65905
17031610400,23230
17031610800,19245
17031611000,7945
17031611100,21040
17031611200,25755
17031611300,30595
17031611400,42530
17031611500,31235
17031611600,14035
17031611700,15850
17031611800,28200
17031611900,17485
17031612000,15625
17031612100,8145
17031620100,67705
17031620200,39350
17031620300,106565
17031620400,65460
17031630100,14170
17031630200,24900
17031630300,67865
17031630400,90865
17031630500,95975
17031630800,89940
17031630900,60315
17031640100,24130
17031640300,115685
17031640400,69265
17031640500,61115
17031640600,58105
17031640700,44200
17031640800,30030
17031650100,62745
17031650200,101490
17031650301,79710
17031650302,60025
17031650400,100630
17031650500,68025
17031660301,19855
17031660302,78815
17031660400,92190
17031660500,59490
17031660600,105655
17031660700,28195
17031660800,74305
17031660900,53820
17031661000,58270
17031661100,88820
17031670100,15540
17031670200,9875
17031670300,16695
17031670400,19035
17031670500,12525
17031670600,10580
17031670700,11185
17031670800,13565
17031670900,27005
17031671100,8050
17031671200,6930
17031671300,24585
17031671400,19695
17031671500,23235
17031671600,16340
17031671800,17830
17031671900,11215
17031672000,38755
17031680500,7905
17031680600,16635
17031680900,29810
17031681000,26410
17031681100,30895
17031681200,26595
17031681300,24985
17031681400,26285
17031690300,26080
17031690400,47980
17031690500,19920
17031690900,61785
17031691000,42035
17031691100,39115
17031691200,51675
17031691300,30485
17031691400,35630
17031691500,26400
17031700100,70695
17031700200,93125
17031700301,86600
17031700302,88755
17031700401,102970
17031700402,68055
17031700501,132510
17031700502,53560
17031710100,11905
17031710200,58555
17031710300,13070
17031710400,56250
17031710500,52715
17031710600,18075
17031710700,46250
17031710800,74715
17031710900,21540
17031711000,38225
17031711100,32975
17031711200,79220
17031711300,21245
17031711400,25635
17031711500,33790
17031720100,52760
17031720200,67725
17031720300,54085
17031720400,27040
17031720500,32690
17031720600,24935
17031720700,53265
17031730100,31980
17031730201,94715
17031730202,52795
17031730300,13305
17031730400,64345
17031730500,61350
17031730600,47485
17031730700,29650
17031740100,53455
17031740200,92700
17031740300,75690
17031740400,82970
17031750100,78395
17031750200,47300
17031750300,36520
17031750400,59780
17031750500,68105
17031750600,38385
17031760801,70345
17031760802,34875
17031760803,94310
17031770201,74620
17031770202,43505
17031770300,103300
17031770400,58235
17031770500,41440
17031770601,41305
17031770602,59065
17031770700,27765
17031770800,81835
17031770901,73560
17031770902,57610
17031800100,32790
17031800200,93675
17031800300,50020
17031800400,44310
17031800500,58345
17031800600,30335
17031800700,60955
17031800800,25105
17031800900,60405
17031801000,61005
17031801100,62995
17031801200,36300
17031801300,63065
17031801400,36970
17031801500,56580
17031801601,59945
17031801603,47015
17031801605,67735
17031801606,77415
17031801607,74705
17031801608,71990
17031801701,42475
17031801702,50655
17031801800,68720
17031801901,55115
17031801902,36110
17031802002,50970
17031802003,34985
17031802004,64290
17031802100,40950
17031802200,48765
17031802300,60475
17031802402,66845
17031802403,24620
17031802404,96245
17031802503,74640
17031802504,85525
17031802505,73910
17031802506,33395
17031802605,97355
17031802607,15900
17031802608,91490
17031802609,84695
17031802610,22770
17031802701,88490
17031802702,70310
17031802801,65935
17031802802,85910
17031802900,79295
17031803005,38375
17031803007,70200
17031803008,62230
17031803010,81760
17031803012,34035
17031803013,72255
17031803014,46810
17031803015,58835
17031803016,37265
17031803017,94650
17031803100,50810
17031803200,58250
17031803300,89785
17031803400,81830
17031803500,79075
17031803603,94820
17031803604,56330
17031803605,99030
17031803606,109995
17031803607,77750
17031803608,101545
17031803610,119825
17031803611,84305
17031803612,47615
17031803701,49545
17031803702,109490
17031803800,62630
17031803901,46150
17031803902,50130
17031804000,48260
17031804102,78835
17031804104,78495
17031804105,66875
17031804106,101790
17031804108,65135
17031804109,28540
17031804201,100690
17031804202,107800
17031804305,130055
17031804306,72490
17031804308,92695
17031804309,41020
17031804310,152575
17031804311,132835
17031804403,108205
17031804404,79225
17031804405,51355
17031804406,85730
17031804505,57955
17031804506,89060
17031804507,235360
17031804508,39910
17031804509,82050
17031804510,84900
17031804511,43990
17031804603,83525
17031804606,109980
17031804607,90690
17031804608,54385
17031804609,90265
17031804610,46250
17031804611,58205
17031804701,103735
17031804705,57745
17031804706,35295
17031804709,85875
17031804710,65505
17031804711,105335
17031804712,90200
17031804713,75600
17031804714,60560
17031804715,37870
17031804716,89325
17031804803,92550
17031804804,108715
17031804805,92735
17031804806,53525
17031804807,65660
17031804808,38280
17031804809,68255
17031804810,102510
17031804901,101425
17031804902,88345
17031805001,63355
17031805002,108080
17031805105,83445
17031805106,43220
17031805107,88265
17031805108,80755
17031805109,59290
17031805110,62670
17031805111,87275
17031805112,40330
17031805201,50040
17031805202,67745
17031805301,40995
17031805302,51395
17031805401,49455
17031805402,57800
17031805501,49625
17031805502,44445
17031805600,60775
17031805701,72520
17031805702,28100
17031805801,34050
17031805802,69850
17031805901,64225
17031805902,85385
17031806001,79445
17031806002,100860
17031806003,106360
17031806004,80875
17031806102,62825
17031806103,71870
17031806104,63180
17031806201,71215
17031806202,49240
17031806300,71550
17031806400,40080
17031806501,27945
17031806502,52640
17031806600,56365
17031806700,52880
17031806801,46135
17031806802,46270
17031806900,73250
17031807000,80095
17031807100,45200
17031807200,80565
17031807300,99200
17031807400,97360
17031807500,48675
17031807600,80665
17031807700,61500
17031807800,38590
17031807900,47715
17031808001,40445
17031808002,51595
17031808100,31930
17031808200,71200
17031808301,80455
17031808302,52905
17031808400,57650
17031808500,50155
17031808600,26075
17031808702,25300
17031808800,47895
17031808900,57835
17031809000,47955
17031809100,51760
17031809200,53030
17031809300,43775
17031809400,54145
17031809500,60785
17031809600,39090
17031809700,48990
17031809800,37690
17031809900,60545
17031810000,92245
17031810100,77025
17031810200,99260
17031810301,53525
17031810302,43505
17031810400,74425
17031810501,69510
17031810502,68865
17031810600,73585
17031810701,76090
17031810702,61710
17031810800,96225
17031810900,112425
17031811000,59645
17031811100,122550
17031811200,71505
17031811301,53695
17031811302,36310
17031811401,74310
17031811402,69865
17031811500,86305
17031811600,96350
17031811701,56485
17031811702,64540
17031811800,61040
17031811900,63425
17031812000,74270
17031812100,76225
17031812200,50345
17031812301,68845
17031812302,46860
17031812400,47595
17031812500,52050
17031812600,57465
17031812700,54620
17031812801,50390
17031812802,44365
17031812900,68420
17031813000,56645
17031813100,75540
17031813200,72890
17031813301,42260
17031813302,53975
17031813400,104060
17031813500,101105
17031813600,68915
17031813701,58840
17031813702,49565
17031813801,40735
17031813802,65135
17031813900,86885
17031814000,65055
17031814100,55320
17031814200,82815
17031814300,53930
17031814400,83205
17031814500,78685
17031814600,65140
17031814700,81190
17031814800,98660
17031814900,92325
17031815000,60130
17031815100,65290
17031815200,86530
17031815300,57995
17031815400,77875
17031815500,134260
17031815600,55670
17031815701,54085
17031815702,68535
17031815800,14490
17031815900,82490
17031816000,55760
17031816100,98365
17031816200,47095
17031816300,61870
17031816401,66405
17031816402,49970
17031816500,42570
17031816600,53900
17031816700,35950
17031816800,64275
17031816900,73040
17031817000,71060
17031817101,69940
17031817102,45950
17031817200,49655
17031817300,29780
17031817400,52540
17031817500,41940
17031817600,47045
17031817700,52445
17031817900,69595
17031818000,53760
17031818100,32015
17031818200,68890
17031818300,68930
17031818401,46305
17031818402,43830
17031818500,70990
17031818600,68090
17031818700,57385
17031818800,73740
17031818900,68600
17031819000,54410
17031819100,63175
17031819200,82540
17031819300,42820
17031819400,87435
17031819500,38515
17031819600,51735
17031819700,80240
17031819801,79915
17031819802,32135
17031819900,46250
17031820000,20805
17031820101,81160
17031820103,42600
17031820104,57015
17031820201,114910
17031820202,46790
17031820300,59055
17031820400,66470
17031820501,88870
17031820502,57065
17031820603,76865
17031820604,46795
17031820605,61825
17031820606,63870
17031820700,98725
17031820800,59305
17031820901,75890
17031820902,68550
17031821001,65505
17031821002,79635
17031821101,66860
17031821102,60235
17031821200,87795
17031821300,73250
17031821401,48990
17031821402,40545
17031821500,20555
17031821600,75400
17031821700,72660
17031821800,99530
17031821900,73740
17031822000,61080
17031822101,77195
17031822102,67080
17031822200,70445
17031822301,47780
17031822302,64730
17031822400,68670
17031822500,73790
17031822601,74400
17031822602,119715
17031822701,68535
17031822702,46350
17031822801,53780
17031822802,48565
17031822900,29275
17031823001,93375
17031823002,76885
17031823101,60115
17031823102,57595
17031823200,66735
17031823302,88995
17031823303,64650
17031823304,82150
17031823400,71225
17031823500,67400
17031823602,83800
17031823603,23445
17031823604,52610
17031823605,57425
17031823702,96355
17031823703,94015
17031823704,60000
17031823705,58430
17031823801,77805
17031823803,92355
17031823805,50420
17031823806,51810
17031823901,54925
17031823903,73555
17031823904,59590
17031824003,114615
17031824004,80635
17031824005,81660
17031824006,63790
17031824105,118010
17031824106,117900
17031824107,101100
17031824108,132190
17031824113,121275
17031824114,79670
17031824115,53775
17031824116,69165
17031824117,175790
17031824119,102485
17031824120,151320
17031824121,50935
17031824122,102060
17031824123,137120
17031824300,47450
17031824400,27765
17031824503,113965
17031824505,112425
17031824506,114800
17031824507,57885
17031824601,81210
17031824602,84020
17031824701,56040
17031824702,68810
17031824800,83880
17031824900,32425
17031825000,73145
17031825200,30545
17031825302,100200
17031825303,61060
17031825304,65535
17031825400,82515
17031825501,66865
17031825503,104675
17031825504,51570
17031825505,73475
17031825600,55690
17031825700,52745
17031825801,41940
17031825802,89255
17031825803,86165
17031825900,47600
17031826000,36375
17031826100,91265
17031826201,46870
17031826202,78915
17031826301,61250
17031826303,66115
17031826304,39755
17031826401,59990
17031826402,85550
17031826500,80320
17031826600,78075
17031826700,68990
17031826800,48590
17031826901,15525
17031826902,10495
17031827000,40505
17031827100,27175
17031827200,53640
17031827300,24805
17031827400,39855
17031827500,33470
17031827600,31700
17031827700,29455
17031827801,74435
17031827802,44465
17031827804,47375
17031827805,45280
17031827901,37295
17031827902,58695
17031828000,61205
17031828100,65405
17031828201,55240
17031828202,71090
17031828300,35660
17031828401,58100
17031828402,55210
17031828503,42335
17031828504,83265
17031828505,68425
17031828506,131610
17031828601,60805
17031828602,62135
17031828701,45670
17031828702,62315
17031828801,71000
17031828802,42065
17031828900,29960
17031829000,8040
17031829100,30675
17031829200,56210
17031829301,45735
17031829302,32695
17031829401,8215
17031829402,40400
17031829500,37420
17031829600,31925
17031829700,40775
17031829800,102030
17031829901,141200
17031829902,74180
17031830001,28530
17031830003,118455
17031830004,116275
17031830005,71065
17031830006,32620
17031830007,63730
17031830008,74190
17031830100,43215
17031830201,75235
17031830202,57195
17031830300,54220
17031830400,60005
17031830500,59205
17031830600,92085
17031830700,66980
17031830800,70475
17031830900,62055
17031831000,40670
17031831100,131795
17031831200,81275
17031831300,10225
17031831400,37815
17031831500,74940
17031831600,108625
17031831700,41000
17031831800,87750
17031831900,65695
17031832000,44905
17031832100,75910
17031832200,64520
17031832300,39215
17031832400,61080
17031832500,52720
17031832600,72155
17031832900,50530
17031833000,58135
17031833100,115175
17031833300,37720
17031833900,29950
17031834000,46665
17031834200,65030
17031834300,62175
17031834400,60815
17031834500,12225
17031834600,16135
17031834700,18105
17031834800,13465
17031834900,16995
17031835000,72595
17031835100,66370
17031835200,28985
17031835500,14225
17031835600,7215
17031835700,null
17031835800,20065
17031835900,32440
17031836000,46190
17031836100,25665
17031836200,7395
17031836300,24705
17031836400,47520
17031836500,20140
17031836600,41320
17031836700,22500
17031836800,12925
17031836900,12310
17031837000,22725
17031837100,22785
17031837300,23105
17031837400,27165
17031837800,36790
17031838000,30680
17031838100,17430
17031838200,18330
17031838300,15980
17031838600,9285
17031838700,37665
17031838800,36085
17031839000,155790
17031839100,84050
17031839200,41160
17031839500,13805
17031839600,25565
17031839700,66100
17031839800,36610
17031839900,53800
17031840000,32410
17031840100,31785
17031840200,30980
17031840300,51665
17031840400,44225
17031840700,46215
17031840800,36840
17031841000,12825
17031841100,77575
17031841200,61815
17031841300,61030
17031841400,15230
17031841500,26755
17031841600,6050
17031841700,11185
17031841800,27230
17031841900,72305
17031842000,16905
17031842100,88980
17031842200,46640
17031842300,59290
17031842400,52770
17031842500,16885
17031842600,69280
17031842800,96045
17031842900,22340
17031843000,24600
17031843100,15645
17031843200,33765
17031843300,26200
17031843400,21160
17031843500,17205
17031843600,35635
17031843700,42750
17031843800,21785
17031843900,40300
17031980000,-
17031980100,-
17031990000,-
