GEOID,Public_Assistance_Rate_2019
17031010100,40.3066812705367
17031010201,57.2703412073491
17031010202,36.4285714285714
17031010300,0.643776824034335
17031010400,76.9811320754717
17031010501,30.3534303534304
17031010502,39.9577167019027
17031010503,15.7534246575342
17031010600,37.0103092783505
17031010701,29.5904887714663
17031010702,28.7976961843053
17031020100,15.7664233576642
17031020200,15.3628652214892
17031020301,17.6505312868949
17031020302,7.79783393501805
17031020400,21.0477081384471
17031020500,55.9409120102762
17031020601,55.8139534883721
17031020602,39.9867812293457
17031020701,21.1195928753181
17031020702,44.3421557345608
17031020801,28.0109489051095
17031020802,67.3913043478261
17031020901,62.8818061088977
17031020902,47.0264317180617
17031030101,38.3070301291248
17031030102,11.2244897959184
17031030103,4.8
17031030104,19.8019801980198
17031030200,5.48696844993141
17031030300,34.7600518806744
17031030400,0
17031030500,10.0141043723554
17031030601,34.8668280871671
17031030603,26.643598615917
17031030604,34.0540540540541
17031030701,62.992125984252
17031030702,0
17031030703,25
17031030706,42.6470588235294
17031030800,0
17031030900,2.5
17031031000,22.1973094170404
17031031100,20.675944333996
17031031200,70.6018518518519
17031031300,17.7939646201873
17031031400,0
17031031501,56.6982408660352
17031031502,55.7881773399015
17031031700,66.2957074721781
17031031800,0
17031031900,0
17031032100,34.9420849420849
17031040100,16.1904761904762
17031040201,13.4941912421805
17031040202,35.2010547132498
17031040300,11.6279069767442
17031040401,0
17031040402,16.6836215666328
17031040600,0
17031040700,1.49476831091181
17031040800,6.37450199203187
17031040900,0
17031050100,0
17031050200,8.86446886446887
17031050300,3.04659498207885
17031050500,3.56359649122807
17031050600,4.89913544668588
17031050700,0
17031050800,14.4808743169399
17031050900,4.6875
17031051000,0
17031051100,3.5778175313059
17031051200,2.65957446808511
17031051300,3.82775119617225
17031051400,18.7363834422658
17031060100,2.74963820549928
17031060200,7.88732394366197
17031060300,0
17031060400,0
17031060500,14.7887323943662
17031060800,0
17031060900,0
17031061000,0
17031061100,0
17031061200,0
17031061500,3.93258426966292
17031061800,0
17031061901,55.6485355648536
17031061902,5.47112462006079
17031062000,0
17031062100,0
17031062200,26.7415730337079
17031062300,2.29508196721311
17031062400,0
17031062500,6.47773279352227
17031062600,0.753012048192771
17031062700,0
17031062800,0
17031062900,1.80360721442886
17031063000,7.49354005167959
17031063100,0
17031063200,0
17031063301,0
17031063302,0
17031063303,0
17031063400,6.95364238410596
17031070101,0
17031070102,0
17031070103,0
17031070200,0
17031070300,7.43243243243243
17031070400,0
17031070500,1.29390018484288
17031070600,1.63551401869159
17031070700,14.8741418764302
17031071000,2.96052631578947
17031071100,16.3218390804598
17031071200,0
17031071300,0
17031071400,0
17031071500,2.14285714285714
17031071600,1.85185185185185
17031071700,0
17031071800,7.10571923743501
17031080100,13.911620294599
17031080201,0
17031080202,0
17031080300,0
17031080400,36.013986013986
17031081000,40.0826446280992
17031081100,0
17031081201,0
17031081202,4.0650406504065
17031081300,0
17031081401,0
17031081402,0
17031081403,0
17031081500,0
17031081600,10.7692307692308
17031081700,0
17031081800,0
17031081900,53.7234042553192
17031090100,7.56880733944954
17031090200,0
17031090300,0
17031100100,20.4301075268817
17031100200,18.4362139917695
17031100300,1.2987012987013
17031100400,6.29834254143646
17031100500,11.7130307467057
17031100600,21.1227402473834
17031100700,4.82603815937149
17031110100,28.4732824427481
17031110200,34.4461305007587
17031110300,33.843537414966
17031110400,6.53442240373396
17031110501,12.0792079207921
17031110502,35.4200988467875
17031120100,0
17031120200,13.0952380952381
17031120300,0
17031120400,10.4689203925845
17031130100,32.5347758887172
17031130200,14.5061728395062
17031130300,36.002994011976
17031140100,40.233918128655
17031140200,50.8571428571429
17031140301,36.1650485436893
17031140302,38.5159010600707
17031140400,17.0829975825947
17031140500,18.0851063829787
17031140601,34.1384863123994
17031140602,63.4551495016611
17031140701,27.9699248120301
17031140702,27.2401433691756
17031140800,38.8636363636364
17031150200,8.2036775106082
17031150300,13.5915492957747
17031150401,26.7921146953405
17031150402,14.5180023228804
17031150501,17.1589310829817
17031150502,39.2988929889299
17031150600,20.4057279236277
17031150700,22.6618705035971
17031150800,20.5811138014528
17031151001,22.9671897289586
17031151002,34.887459807074
17031151100,34.2007434944238
17031151200,13.5977337110482
17031160100,33.5069444444444
17031160200,0
17031160300,13.3786848072562
17031160400,19.1657271702368
17031160501,36.4016736401674
17031160502,22.3086900129702
17031160601,9.26430517711172
17031160602,11.9302949061662
17031160700,22.3456790123457
17031160800,15.7680569684639
17031160900,22.2021660649819
17031161000,13.2275132275132
17031161100,3.57142857142857
17031161200,22.5108225108225
17031161300,25.8670520231214
17031170100,0
17031170200,8.78186968838527
17031170300,26.9230769230769
17031170400,0
17031170500,2.8243601059135
17031170600,3.25865580448065
17031170700,19.0026954177898
17031170800,5.91073582629674
17031170900,40.4017857142857
17031171000,8.29756795422032
17031171100,13.1445904954499
17031180100,24.7751430907604
17031190100,35.8085808580858
17031190200,40.0638977635783
17031190300,28.1442392260334
17031190401,12.8787878787879
17031190402,20.2600958247775
17031190601,54.2168674698795
17031190602,45.8259325044405
17031190701,31.4165497896213
17031190702,40.5735204392922
17031190800,35.1753453772582
17031190900,55.8521560574949
17031191000,27.6374442793462
17031191100,40.0755350398657
17031191200,39.255236617533
17031191301,34.6105527638191
17031191302,30.0884955752212
17031200100,18.3352080989876
17031200200,43.8524590163934
17031200300,62.6728110599078
17031200401,48.7781954887218
17031200402,30.1548492257539
17031210100,9.39226519337017
17031210400,32.8493647912886
17031210501,37.6237623762376
17031210502,34.2710997442455
17031210601,20.575221238938
17031210602,31.7523056653491
17031210700,48.1087470449173
17031210800,0
17031210900,22.6289517470882
17031220300,13.7254901960784
17031220400,4.06320541760722
17031220500,12.6436781609195
17031220601,34.6153846153846
17031220602,19.0546528803545
17031220701,33.288948069241
17031220702,31.986531986532
17031220901,48.559670781893
17031220902,38.8804841149773
17031221000,23.0113636363636
17031221100,28.4539473684211
17031221200,28.7981859410431
17031221300,6.44391408114559
17031221400,30.6620209059233
17031221500,1.78571428571429
17031221600,0
17031222200,10.1415094339623
17031222500,34.8901098901099
17031222600,49.1166077738516
17031222700,34.4551282051282
17031222800,40.2298850574713
17031222900,44.5497630331754
17031230100,36.5145228215768
17031230200,9.52380952380952
17031230300,34.0909090909091
17031230400,17.2811059907834
17031230500,53.3947065592635
17031230600,43.6109674081738
17031230700,31.0837438423645
17031230800,24.578313253012
17031230900,36.0846560846561
17031231100,61.9760479041916
17031231200,55.5435952637244
17031231500,62.8831814415907
17031240200,9.82142857142857
17031240300,25.4901960784314
17031240500,0
17031240600,6.2992125984252
17031240700,33.0808080808081
17031240800,19.1964285714286
