GEOID,YEAR,house_value
"Census Tract 406, Cook County, Illinois!!Estimate",2017,610900
"Census Tract 407, Cook County, Illinois!!Estimate",2017,356500
"Census Tract 408, Cook County, Illinois!!Estimate",2017,382600
"Census Tract 409, Cook County, Illinois!!Estimate",2017,469600
"Census Tract 501, Cook County, Illinois!!Estimate",2017,443300
"Census Tract 502, Cook County, Illinois!!Estimate",2017,537900
"Census Tract 503, Cook County, Illinois!!Estimate",2017,464900
"Census Tract 505, Cook County, Illinois!!Estimate",2017,713700
"Census Tract 506, Cook County, Illinois!!Estimate",2017,463500
"Census Tract 507, Cook County, Illinois!!Estimate",2017,479500
"Census Tract 508, Cook County, Illinois!!Estimate",2017,699800
"Census Tract 509, Cook County, Illinois!!Estimate",2017,556500
"Census Tract 510, Cook County, Illinois!!Estimate",2017,557300
"Census Tract 511, Cook County, Illinois!!Estimate",2017,590300
"Census Tract 512, Cook County, Illinois!!Estimate",2017,768800
"Census Tract 513, Cook County, Illinois!!Estimate",2017,496400
"Census Tract 514, Cook County, Illinois!!Estimate",2017,443400
"Census Tract 601, Cook County, Illinois!!Estimate",2017,428200
"Census Tract 602, Cook County, Illinois!!Estimate",2017,485000
"Census Tract 603, Cook County, Illinois!!Estimate",2017,548000
"Census Tract 604, Cook County, Illinois!!Estimate",2017,606200
"Census Tract 605, Cook County, Illinois!!Estimate",2017,679200
"Census Tract 608, Cook County, Illinois!!Estimate",2017,206500
"Census Tract 609, Cook County, Illinois!!Estimate",2017,230600
"Census Tract 610, Cook County, Illinois!!Estimate",2017,448100
"Census Tract 611, Cook County, Illinois!!Estimate",2017,542900
"Census Tract 612, Cook County, Illinois!!Estimate",2017,375800
"Census Tract 615, Cook County, Illinois!!Estimate",2017,452800
"Census Tract 618, Cook County, Illinois!!Estimate",2017,325700
"Census Tract 619.01, Cook County, Illinois!!Estimate",2017,230000
"Census Tract 619.02, Cook County, Illinois!!Estimate",2017,309900
"Census Tract 620, Cook County, Illinois!!Estimate",2017,337800
"Census Tract 621, Cook County, Illinois!!Estimate",2017,408100
"Census Tract 622, Cook County, Illinois!!Estimate",2017,497700
"Census Tract 623, Cook County, Illinois!!Estimate",2017,718800
"Census Tract 624, Cook County, Illinois!!Estimate",2017,587800
"Census Tract 625, Cook County, Illinois!!Estimate",2017,471700
"Census Tract 626, Cook County, Illinois!!Estimate",2017,607100
"Census Tract 627, Cook County, Illinois!!Estimate",2017,542700
"Census Tract 628, Cook County, Illinois!!Estimate",2017,603500
"Census Tract 629, Cook County, Illinois!!Estimate",2017,596800
"Census Tract 630, Cook County, Illinois!!Estimate",2017,466000
"Census Tract 631, Cook County, Illinois!!Estimate",2017,390600
"Census Tract 632, Cook County, Illinois!!Estimate",2017,314800
"Census Tract 633.01, Cook County, Illinois!!Estimate",2017,347800
"Census Tract 633.02, Cook County, Illinois!!Estimate",2017,336100
"Census Tract 633.03, Cook County, Illinois!!Estimate",2017,326900
"Census Tract 634, Cook County, Illinois!!Estimate",2017,427900
"Census Tract 701.01, Cook County, Illinois!!Estimate",2017,358900
"Census Tract 701.02, Cook County, Illinois!!Estimate",2017,350500
"Census Tract 701.03, Cook County, Illinois!!Estimate",2017,347800
"Census Tract 702, Cook County, Illinois!!Estimate",2017,481300
"Census Tract 703, Cook County, Illinois!!Estimate",2017,568500
"Census Tract 704, Cook County, Illinois!!Estimate",2017,574300
"Census Tract 705, Cook County, Illinois!!Estimate",2017,728100
"Census Tract 706, Cook County, Illinois!!Estimate",2017,659000
"Census Tract 707, Cook County, Illinois!!Estimate",2017,462700
"Census Tract 710, Cook County, Illinois!!Estimate",2017,543600
"Census Tract 711, Cook County, Illinois!!Estimate",2017,914500
"Census Tract 712, Cook County, Illinois!!Estimate",2017,512300
"Census Tract 713, Cook County, Illinois!!Estimate",2017,713800
"Census Tract 714, Cook County, Illinois!!Estimate",2017,387400
"Census Tract 715, Cook County, Illinois!!Estimate",2017,335000
"Census Tract 716, Cook County, Illinois!!Estimate",2017,799600
"Census Tract 717, Cook County, Illinois!!Estimate",2017,690400
"Census Tract 718, Cook County, Illinois!!Estimate",2017,710800
"Census Tract 801, Cook County, Illinois!!Estimate",2017,554500
"Census Tract 802.01, Cook County, Illinois!!Estimate",2017,232900
"Census Tract 802.02, Cook County, Illinois!!Estimate",2017,250300
"Census Tract 803, Cook County, Illinois!!Estimate",2017,428900
"Census Tract 804, Cook County, Illinois!!Estimate",2017,593400
"Census Tract 810, Cook County, Illinois!!Estimate",2017,413600
"Census Tract 811, Cook County, Illinois!!Estimate",2017,381600
"Census Tract 812.01, Cook County, Illinois!!Estimate",2017,612100
"Census Tract 812.02, Cook County, Illinois!!Estimate",2017,646400
"Census Tract 813, Cook County, Illinois!!Estimate",2017,389100
"Census Tract 814.01, Cook County, Illinois!!Estimate",2017,642500
"Census Tract 814.02, Cook County, Illinois!!Estimate",2017,450200
"Census Tract 814.03, Cook County, Illinois!!Estimate",2017,467300
"Census Tract 815, Cook County, Illinois!!Estimate",2017,502800
"Census Tract 816, Cook County, Illinois!!Estimate",2017,397500
"Census Tract 817, Cook County, Illinois!!Estimate",2017,348100
"Census Tract 818, Cook County, Illinois!!Estimate",2017,440600
"Census Tract 819, Cook County, Illinois!!Estimate",2017,575600
"Census Tract 901, Cook County, Illinois!!Estimate",2017,332900
"Census Tract 902, Cook County, Illinois!!Estimate",2017,384100
"Census Tract 903, Cook County, Illinois!!Estimate",2017,354100
"Census Tract 1001, Cook County, Illinois!!Estimate",2017,311600
"Census Tract 1002, Cook County, Illinois!!Estimate",2017,306500
"Census Tract 1003, Cook County, Illinois!!Estimate",2017,355300
"Census Tract 1004, Cook County, Illinois!!Estimate",2017,335700
"Census Tract 1005, Cook County, Illinois!!Estimate",2017,324600
"Census Tract 1006, Cook County, Illinois!!Estimate",2017,270900
"Census Tract 1007, Cook County, Illinois!!Estimate",2017,281700
"Census Tract 1101, Cook County, Illinois!!Estimate",2017,315900
"Census Tract 1102, Cook County, Illinois!!Estimate",2017,315000
"Census Tract 1103, Cook County, Illinois!!Estimate",2017,270000
"Census Tract 1104, Cook County, Illinois!!Estimate",2017,307000
"Census Tract 1105.01, Cook County, Illinois!!Estimate",2017,304300
"Census Tract 1105.02, Cook County, Illinois!!Estimate",2017,226800
"Census Tract 1201, Cook County, Illinois!!Estimate",2017,453000
"Census Tract 1202, Cook County, Illinois!!Estimate",2017,463400
"Census Tract 1203, Cook County, Illinois!!Estimate",2017,425800
"Census Tract 1204, Cook County, Illinois!!Estimate",2017,341800
"Census Tract 1301, Cook County, Illinois!!Estimate",2017,308700
"Census Tract 1302, Cook County, Illinois!!Estimate",2017,279700
"Census Tract 1303, Cook County, Illinois!!Estimate",2017,314000
"Census Tract 1401, Cook County, Illinois!!Estimate",2017,226100
"Census Tract 1402, Cook County, Illinois!!Estimate",2017,189500
"Census Tract 1403.01, Cook County, Illinois!!Estimate",2017,200000
"Census Tract 1403.02, Cook County, Illinois!!Estimate",2017,272500
"Census Tract 1404, Cook County, Illinois!!Estimate",2017,298400
"Census Tract 1405, Cook County, Illinois!!Estimate",2017,262700
"Census Tract 1406.01, Cook County, Illinois!!Estimate",2017,285800
"Census Tract 1406.02, Cook County, Illinois!!Estimate",2017,289000
"Census Tract 1407.01, Cook County, Illinois!!Estimate",2017,276500
"Census Tract 1407.02, Cook County, Illinois!!Estimate",2017,286000
"Census Tract 1408, Cook County, Illinois!!Estimate",2017,466700
"Census Tract 1502, Cook County, Illinois!!Estimate",2017,325200
"Census Tract 1503, Cook County, Illinois!!Estimate",2017,314000
"Census Tract 1504.01, Cook County, Illinois!!Estimate",2017,266100
"Census Tract 1504.02, Cook County, Illinois!!Estimate",2017,292700
"Census Tract 1505.01, Cook County, Illinois!!Estimate",2017,242200
"Census Tract 1505.02, Cook County, Illinois!!Estimate",2017,241900
"Census Tract 1506, Cook County, Illinois!!Estimate",2017,262800
"Census Tract 1507, Cook County, Illinois!!Estimate",2017,251800
"Census Tract 1508, Cook County, Illinois!!Estimate",2017,284300
"Census Tract 1510.01, Cook County, Illinois!!Estimate",2017,262600
"Census Tract 1510.02, Cook County, Illinois!!Estimate",2017,287400
"Census Tract 1511, Cook County, Illinois!!Estimate",2017,270400
"Census Tract 1512, Cook County, Illinois!!Estimate",2017,266300
"Census Tract 1601, Cook County, Illinois!!Estimate",2017,317100
"Census Tract 1602, Cook County, Illinois!!Estimate",2017,380900
"Census Tract 1603, Cook County, Illinois!!Estimate",2017,159900
"Census Tract 1604, Cook County, Illinois!!Estimate",2017,297700
"Census Tract 1605.01, Cook County, Illinois!!Estimate",2017,280600
"Census Tract 1605.02, Cook County, Illinois!!Estimate",2017,266100
"Census Tract 1606.01, Cook County, Illinois!!Estimate",2017,251500
"Census Tract 1606.02, Cook County, Illinois!!Estimate",2017,284300
"Census Tract 1607, Cook County, Illinois!!Estimate",2017,288300
"Census Tract 1608, Cook County, Illinois!!Estimate",2017,285200
"Census Tract 1609, Cook County, Illinois!!Estimate",2017,388400
"Census Tract 1610, Cook County, Illinois!!Estimate",2017,482700
"Census Tract 1611, Cook County, Illinois!!Estimate",2017,443300
"Census Tract 1612, Cook County, Illinois!!Estimate",2017,255600
"Census Tract 1613, Cook County, Illinois!!Estimate",2017,258900
"Census Tract 1701, Cook County, Illinois!!Estimate",2017,162500
"Census Tract 1702, Cook County, Illinois!!Estimate",2017,254600
"Census Tract 1703, Cook County, Illinois!!Estimate",2017,227300
"Census Tract 1704, Cook County, Illinois!!Estimate",2017,234700
"Census Tract 1705, Cook County, Illinois!!Estimate",2017,236300
"Census Tract 1706, Cook County, Illinois!!Estimate",2017,252100
"Census Tract 1707, Cook County, Illinois!!Estimate",2017,231200
"Census Tract 1708, Cook County, Illinois!!Estimate",2017,249700
"Census Tract 1709, Cook County, Illinois!!Estimate",2017,228500
"Census Tract 1710, Cook County, Illinois!!Estimate",2017,261500
"Census Tract 1711, Cook County, Illinois!!Estimate",2017,251900
"Census Tract 1801, Cook County, Illinois!!Estimate",2017,221900
"Census Tract 1901, Cook County, Illinois!!Estimate",2017,222200
"Census Tract 1902, Cook County, Illinois!!Estimate",2017,249900
"Census Tract 1903, Cook County, Illinois!!Estimate",2017,232800
"Census Tract 1904.01, Cook County, Illinois!!Estimate",2017,228600
"Census Tract 1904.02, Cook County, Illinois!!Estimate",2017,251300
"Census Tract 1906.01, Cook County, Illinois!!Estimate",2017,199100
"Census Tract 1906.02, Cook County, Illinois!!Estimate",2017,204500
"Census Tract 1907.01, Cook County, Illinois!!Estimate",2017,239600
"Census Tract 1907.02, Cook County, Illinois!!Estimate",2017,184300
"Census Tract 1908, Cook County, Illinois!!Estimate",2017,235400
"Census Tract 1909, Cook County, Illinois!!Estimate",2017,257700
"Census Tract 1910, Cook County, Illinois!!Estimate",2017,214200
"Census Tract 1911, Cook County, Illinois!!Estimate",2017,199900
"Census Tract 1912, Cook County, Illinois!!Estimate",2017,210400
"Census Tract 1913.01, Cook County, Illinois!!Estimate",2017,212900
"Census Tract 1913.02, Cook County, Illinois!!Estimate",2017,207200
"Census Tract 2001, Cook County, Illinois!!Estimate",2017,235600
"Census Tract 2002, Cook County, Illinois!!Estimate",2017,255000
"Census Tract 2003, Cook County, Illinois!!Estimate",2017,173700
"Census Tract 2004.01, Cook County, Illinois!!Estimate",2017,224600
"Census Tract 2004.02, Cook County, Illinois!!Estimate",2017,265000
"Census Tract 2101, Cook County, Illinois!!Estimate",2017,303200
"Census Tract 2104, Cook County, Illinois!!Estimate",2017,258700
"Census Tract 2105.01, Cook County, Illinois!!Estimate",2017,302600
"Census Tract 2105.02, Cook County, Illinois!!Estimate",2017,248500
"Census Tract 2106.01, Cook County, Illinois!!Estimate",2017,276600
"Census Tract 2106.02, Cook County, Illinois!!Estimate",2017,285900
"Census Tract 2107, Cook County, Illinois!!Estimate",2017,324800
"Census Tract 2108, Cook County, Illinois!!Estimate",2017,373500
"Census Tract 2109, Cook County, Illinois!!Estimate",2017,329700
"Census Tract 2203, Cook County, Illinois!!Estimate",2017,402200
"Census Tract 2204, Cook County, Illinois!!Estimate",2017,379200
"Census Tract 2205, Cook County, Illinois!!Estimate",2017,327400
"Census Tract 2206.01, Cook County, Illinois!!Estimate",2017,443200
"Census Tract 2206.02, Cook County, Illinois!!Estimate",2017,366400
"Census Tract 2207.01, Cook County, Illinois!!Estimate",2017,272000
"Census Tract 2207.02, Cook County, Illinois!!Estimate",2017,345100
"Census Tract 2209.01, Cook County, Illinois!!Estimate",2017,233300
"Census Tract 2209.02, Cook County, Illinois!!Estimate",2017,261100
"Census Tract 2210, Cook County, Illinois!!Estimate",2017,285600
"Census Tract 2211, Cook County, Illinois!!Estimate",2017,311600
"Census Tract 2212, Cook County, Illinois!!Estimate",2017,346900
"Census Tract 2213, Cook County, Illinois!!Estimate",2017,370500
"Census Tract 2214, Cook County, Illinois!!Estimate",2017,338400
"Census Tract 2215, Cook County, Illinois!!Estimate",2017,462500
"Census Tract 2216, Cook County, Illinois!!Estimate",2017,577800
"Census Tract 2222, Cook County, Illinois!!Estimate",2017,534100
"Census Tract 2225, Cook County, Illinois!!Estimate",2017,282600
"Census Tract 2226, Cook County, Illinois!!Estimate",2017,361300
"Census Tract 2227, Cook County, Illinois!!Estimate",2017,261200
"Census Tract 2228, Cook County, Illinois!!Estimate",2017,237000
"Census Tract 2229, Cook County, Illinois!!Estimate",2017,255200
"Census Tract 2301, Cook County, Illinois!!Estimate",2017,364400
"Census Tract 2302, Cook County, Illinois!!Estimate",2017,247600
"Census Tract 2303, Cook County, Illinois!!Estimate",2017,186000
"Census Tract 2304, Cook County, Illinois!!Estimate",2017,180600
"Census Tract 2305, Cook County, Illinois!!Estimate",2017,123100
"Census Tract 2306, Cook County, Illinois!!Estimate",2017,154300
"Census Tract 2307, Cook County, Illinois!!Estimate",2017,144500
"Census Tract 2308, Cook County, Illinois!!Estimate",2017,201800
"Census Tract 2309, Cook County, Illinois!!Estimate",2017,235900
"Census Tract 2311, Cook County, Illinois!!Estimate",2017,160700
"Census Tract 2312, Cook County, Illinois!!Estimate",2017,162600
"Census Tract 2315, Cook County, Illinois!!Estimate",2017,181900
"Census Tract 2402, Cook County, Illinois!!Estimate",2017,647300
"Census Tract 2403, Cook County, Illinois!!Estimate",2017,678600
"Census Tract 2405, Cook County, Illinois!!Estimate",2017,374100
"Census Tract 2406, Cook County, Illinois!!Estimate",2017,409200
"Census Tract 2407, Cook County, Illinois!!Estimate",2017,310000
"Census Tract 2408, Cook County, Illinois!!Estimate",2017,348400
"Census Tract 2409, Cook County, Illinois!!Estimate",2017,335400
"Census Tract 2410, Cook County, Illinois!!Estimate",2017,251400
"Census Tract 2411, Cook County, Illinois!!Estimate",2017,337800
"Census Tract 2412, Cook County, Illinois!!Estimate",2017,596900
"Census Tract 2413, Cook County, Illinois!!Estimate",2017,555700
"Census Tract 2414, Cook County, Illinois!!Estimate",2017,514900
"Census Tract 2415, Cook County, Illinois!!Estimate",2017,461600
"Census Tract 2416, Cook County, Illinois!!Estimate",2017,425700
"Census Tract 2420, Cook County, Illinois!!Estimate",2017,457300
"Census Tract 2421, Cook County, Illinois!!Estimate",2017,519700
"Census Tract 2422, Cook County, Illinois!!Estimate",2017,499600
"Census Tract 2423, Cook County, Illinois!!Estimate",2017,446300
"Census Tract 2424, Cook County, Illinois!!Estimate",2017,428400
"Census Tract 2425, Cook County, Illinois!!Estimate",2017,365900
"Census Tract 2426, Cook County, Illinois!!Estimate",2017,395600
"Census Tract 2427, Cook County, Illinois!!Estimate",2017,298600
"Census Tract 2428, Cook County, Illinois!!Estimate",2017,392700
"Census Tract 2429, Cook County, Illinois!!Estimate",2017,430200
"Census Tract 2430, Cook County, Illinois!!Estimate",2017,378300
"Census Tract 2431, Cook County, Illinois!!Estimate",2017,382000
"Census Tract 2432, Cook County, Illinois!!Estimate",2017,532100
"Census Tract 2433, Cook County, Illinois!!Estimate",2017,401900
"Census Tract 2434, Cook County, Illinois!!Estimate",2017,347600
"Census Tract 2435, Cook County, Illinois!!Estimate",2017,390000
"Census Tract 2502, Cook County, Illinois!!Estimate",2017,176000
"Census Tract 2503, Cook County, Illinois!!Estimate",2017,174500
"Census Tract 2504, Cook County, Illinois!!Estimate",2017,151500
"Census Tract 2505, Cook County, Illinois!!Estimate",2017,257100
"Census Tract 2506, Cook County, Illinois!!Estimate",2017,176000
"Census Tract 2507, Cook County, Illinois!!Estimate",2017,154600
"Census Tract 2508, Cook County, Illinois!!Estimate",2017,160000
"Census Tract 2510, Cook County, Illinois!!Estimate",2017,146100
"Census Tract 2511, Cook County, Illinois!!Estimate",2017,122100
"Census Tract 2512, Cook County, Illinois!!Estimate",2017,117900
"Census Tract 2513, Cook County, Illinois!!Estimate",2017,136700
"Census Tract 2514, Cook County, Illinois!!Estimate",2017,202500
"Census Tract 2515, Cook County, Illinois!!Estimate",2017,144400
"Census Tract 2516, Cook County, Illinois!!Estimate",2017,98800
"Census Tract 2517, Cook County, Illinois!!Estimate",2017,136200
"Census Tract 2518, Cook County, Illinois!!Estimate",2017,159000
"Census Tract 2519, Cook County, Illinois!!Estimate",2017,119300
"Census Tract 2520, Cook County, Illinois!!Estimate",2017,201900
"Census Tract 2521.01, Cook County, Illinois!!Estimate",2017,174100
"Census Tract 2521.02, Cook County, Illinois!!Estimate",2017,133300
"Census Tract 2522.01, Cook County, Illinois!!Estimate",2017,96600
"Census Tract 2522.02, Cook County, Illinois!!Estimate",2017,120500
"Census Tract 2601, Cook County, Illinois!!Estimate",2017,208800
"Census Tract 2602, Cook County, Illinois!!Estimate",2017,140600
"Census Tract 2603, Cook County, Illinois!!Estimate",2017,105100
"Census Tract 2604, Cook County, Illinois!!Estimate",2017,175000
"Census Tract 2605, Cook County, Illinois!!Estimate",2017,151900
"Census Tract 2606, Cook County, Illinois!!Estimate",2017,122300
"Census Tract 2607, Cook County, Illinois!!Estimate",2017,159800
"Census Tract 2608, Cook County, Illinois!!Estimate",2017,152100
"Census Tract 2609, Cook County, Illinois!!Estimate",2017,121100
"Census Tract 2610, Cook County, Illinois!!Estimate",2017,116300
"Census Tract 2705, Cook County, Illinois!!Estimate",2017,112500
"Census Tract 2712, Cook County, Illinois!!Estimate",2017,138600
"Census Tract 2713, Cook County, Illinois!!Estimate",2017,183300
"Census Tract 2714, Cook County, Illinois!!Estimate",2017,165400
"Census Tract 2715, Cook County, Illinois!!Estimate",2017,182500
"Census Tract 2718, Cook County, Illinois!!Estimate",2017,181900
"Census Tract 2801, Cook County, Illinois!!Estimate",2017,378500
"Census Tract 2808, Cook County, Illinois!!Estimate",2017,270300
"Census Tract 2809, Cook County, Illinois!!Estimate",2017,231400
"Census Tract 2819, Cook County, Illinois!!Estimate",2017,328900
"Census Tract 2827, Cook County, Illinois!!Estimate",2017,197200
"Census Tract 2828, Cook County, Illinois!!Estimate",2017,187500
"Census Tract 2831, Cook County, Illinois!!Estimate",2017,418900
"Census Tract 2832, Cook County, Illinois!!Estimate",2017,356200
"Census Tract 2838, Cook County, Illinois!!Estimate",2017,272600
"Census Tract 2909, Cook County, Illinois!!Estimate",2017,117600
"Census Tract 2912, Cook County, Illinois!!Estimate",2017,140900
"Census Tract 2916, Cook County, Illinois!!Estimate",2017,254500
"Census Tract 2922, Cook County, Illinois!!Estimate",2017,151600
"Census Tract 2924, Cook County, Illinois!!Estimate",2017,110200
"Census Tract 2925, Cook County, Illinois!!Estimate",2017,154500
"Census Tract 3005, Cook County, Illinois!!Estimate",2017,164500
"Census Tract 3006, Cook County, Illinois!!Estimate",2017,161900
"Census Tract 3007, Cook County, Illinois!!Estimate",2017,169100
"Census Tract 3008, Cook County, Illinois!!Estimate",2017,152000
"Census Tract 3009, Cook County, Illinois!!Estimate",2017,155200
"Census Tract 3011, Cook County, Illinois!!Estimate",2017,154500
"Census Tract 3012, Cook County, Illinois!!Estimate",2017,167500
"Census Tract 3016, Cook County, Illinois!!Estimate",2017,127200
"Census Tract 3017.01, Cook County, Illinois!!Estimate",2017,158400
"Census Tract 3017.02, Cook County, Illinois!!Estimate",2017,150900
"Census Tract 3018.01, Cook County, Illinois!!Estimate",2017,135000
"Census Tract 3018.02, Cook County, Illinois!!Estimate",2017,134500
"Census Tract 3018.03, Cook County, Illinois!!Estimate",2017,156000
"Census Tract 3102, Cook County, Illinois!!Estimate",2017,251900
"Census Tract 3103, Cook County, Illinois!!Estimate",2017,295800
"Census Tract 3104, Cook County, Illinois!!Estimate",2017,268900
"Census Tract 3105, Cook County, Illinois!!Estimate",2017,263800
"Census Tract 3106, Cook County, Illinois!!Estimate",2017,272400
"Census Tract 3107, Cook County, Illinois!!Estimate",2017,223400
"Census Tract 3108, Cook County, Illinois!!Estimate",2017,310000
"Census Tract 3109, Cook County, Illinois!!Estimate",2017,193300
"Census Tract 3201, Cook County, Illinois!!Estimate",2017,524600
"Census Tract 3204, Cook County, Illinois!!Estimate",2017,672400
"Census Tract 3206, Cook County, Illinois!!Estimate",2017,424800
"Census Tract 3301, Cook County, Illinois!!Estimate",2017,376700
"Census Tract 3302, Cook County, Illinois!!Estimate",2017,459600
"Census Tract 3403, Cook County, Illinois!!Estimate",2017,330600
"Census Tract 3404, Cook County, Illinois!!Estimate",2017,211300
"Census Tract 3405, Cook County, Illinois!!Estimate",2017,328900
"Census Tract 3510, Cook County, Illinois!!Estimate",2017,374200
"Census Tract 3511, Cook County, Illinois!!Estimate",2017,212500
"Census Tract 3515, Cook County, Illinois!!Estimate",2017,250000
"Census Tract 3602, Cook County, Illinois!!Estimate",2017,174300
"Census Tract 3801, Cook County, Illinois!!Estimate",2017,260100
"Census Tract 3807, Cook County, Illinois!!Estimate",2017,87500
"Census Tract 3812, Cook County, Illinois!!Estimate",2017,149800
"Census Tract 3814, Cook County, Illinois!!Estimate",2017,127000
"Census Tract 3818, Cook County, Illinois!!Estimate",2017,168800
"Census Tract 3819, Cook County, Illinois!!Estimate",2017,190800
"Census Tract 3901, Cook County, Illinois!!Estimate",2017,386500
"Census Tract 3902, Cook County, Illinois!!Estimate",2017,258100
"Census Tract 3903, Cook County, Illinois!!Estimate",2017,266100
"Census Tract 3904, Cook County, Illinois!!Estimate",2017,266000
"Census Tract 3905, Cook County, Illinois!!Estimate",2017,612500
"Census Tract 3906, Cook County, Illinois!!Estimate",2017,455200
"Census Tract 3907, Cook County, Illinois!!Estimate",2017,148100
"Census Tract 4003, Cook County, Illinois!!Estimate",2017,119600
"Census Tract 4004, Cook County, Illinois!!Estimate",2017,87800
"Census Tract 4005, Cook County, Illinois!!Estimate",2017,118200
"Census Tract 4008, Cook County, Illinois!!Estimate",2017,182000
"Census Tract 4101, Cook County, Illinois!!Estimate",2017,192700
"Census Tract 4102, Cook County, Illinois!!Estimate",2017,334400
"Census Tract 4105, Cook County, Illinois!!Estimate",2017,303100
"Census Tract 4106, Cook County, Illinois!!Estimate",2017,320500
"Census Tract 4107, Cook County, Illinois!!Estimate",2017,267300
"Census Tract 4108, Cook County, Illinois!!Estimate",2017,173900
"Census Tract 4109, Cook County, Illinois!!Estimate",2017,265100
"Census Tract 4110, Cook County, Illinois!!Estimate",2017,172400
"Census Tract 4111, Cook County, Illinois!!Estimate",2017,450000
"Census Tract 4112, Cook County, Illinois!!Estimate",2017,554900
"Census Tract 4201, Cook County, Illinois!!Estimate",2017,246400
"Census Tract 4202, Cook County, Illinois!!Estimate",2017,150700
"Census Tract 4203, Cook County, Illinois!!Estimate",2017,167100
"Census Tract 4204, Cook County, Illinois!!Estimate",2017,124200
"Census Tract 4205, Cook County, Illinois!!Estimate",2017,156300
"Census Tract 4206, Cook County, Illinois!!Estimate",2017,172700
"Census Tract 4207, Cook County, Illinois!!Estimate",2017,110200
"Census Tract 4208, Cook County, Illinois!!Estimate",2017,165200
"Census Tract 4212, Cook County, Illinois!!Estimate",2017,93700
"Census Tract 4301.01, Cook County, Illinois!!Estimate",2017,193800
"Census Tract 4301.02, Cook County, Illinois!!Estimate",2017,126000
"Census Tract 4302, Cook County, Illinois!!Estimate",2017,405200
"Census Tract 4303, Cook County, Illinois!!Estimate",2017,156500
"Census Tract 4304, Cook County, Illinois!!Estimate",2017,72700
"Census Tract 4305, Cook County, Illinois!!Estimate",2017,167500
"Census Tract 4306, Cook County, Illinois!!Estimate",2017,240500
"Census Tract 4307, Cook County, Illinois!!Estimate",2017,115000
"Census Tract 4308, Cook County, Illinois!!Estimate",2017,208700
"Census Tract 4309, Cook County, Illinois!!Estimate",2017,161200
"Census Tract 4312, Cook County, Illinois!!Estimate",2017,174900
"Census Tract 4313.01, Cook County, Illinois!!Estimate",2017,151300
"Census Tract 4313.02, Cook County, Illinois!!Estimate",2017,250000
"Census Tract 4314, Cook County, Illinois!!Estimate",2017,82500
"Census Tract 4401.02, Cook County, Illinois!!Estimate",2017,116300
"Census Tract 4402.01, Cook County, Illinois!!Estimate",2017,171500
"Census Tract 4402.02, Cook County, Illinois!!Estimate",2017,154800
"Census Tract 4403, Cook County, Illinois!!Estimate",2017,170300
"Census Tract 4406, Cook County, Illinois!!Estimate",2017,145600
"Census Tract 4407, Cook County, Illinois!!Estimate",2017,146200
"Census Tract 4408, Cook County, Illinois!!Estimate",2017,96100
"Census Tract 4409, Cook County, Illinois!!Estimate",2017,115200
"Census Tract 4503, Cook County, Illinois!!Estimate",2017,148100
"Census Tract 4601, Cook County, Illinois!!Estimate",2017,96200
"Census Tract 4602, Cook County, Illinois!!Estimate",2017,116000
"Census Tract 4603.01, Cook County, Illinois!!Estimate",2017,122000
"Census Tract 4603.02, Cook County, Illinois!!Estimate",2017,112400
"Census Tract 4604, Cook County, Illinois!!Estimate",2017,133600
"Census Tract 4605, Cook County, Illinois!!Estimate",2017,129800
"Census Tract 4606, Cook County, Illinois!!Estimate",2017,112500
"Census Tract 4610, Cook County, Illinois!!Estimate",2017,110900
"Census Tract 4701, Cook County, Illinois!!Estimate",2017,102900
"Census Tract 4801, Cook County, Illinois!!Estimate",2017,145400
"Census Tract 4802, Cook County, Illinois!!Estimate",2017,144600
"Census Tract 4803, Cook County, Illinois!!Estimate",2017,149000
"Census Tract 4804, Cook County, Illinois!!Estimate",2017,173400
"Census Tract 4805, Cook County, Illinois!!Estimate",2017,147900
"Census Tract 4903, Cook County, Illinois!!Estimate",2017,135300
"Census Tract 4904, Cook County, Illinois!!Estimate",2017,154000
"Census Tract 4905, Cook County, Illinois!!Estimate",2017,163100
"Census Tract 4906, Cook County, Illinois!!Estimate",2017,120000
"Census Tract 4907, Cook County, Illinois!!Estimate",2017,93800
"Census Tract 4908, Cook County, Illinois!!Estimate",2017,123900
"Census Tract 4909.01, Cook County, Illinois!!Estimate",2017,129900
"Census Tract 4909.02, Cook County, Illinois!!Estimate",2017,154300
"Census Tract 4910, Cook County, Illinois!!Estimate",2017,86300
"Census Tract 4911, Cook County, Illinois!!Estimate",2017,118000
"Census Tract 4912, Cook County, Illinois!!Estimate",2017,119400
"Census Tract 4913, Cook County, Illinois!!Estimate",2017,81100
"Census Tract 4914, Cook County, Illinois!!Estimate",2017,120000
"Census Tract 5001, Cook County, Illinois!!Estimate",2017,131600
"Census Tract 5002, Cook County, Illinois!!Estimate",2017,126200
"Census Tract 5003, Cook County, Illinois!!Estimate",2017,122400
"Census Tract 5101, Cook County, Illinois!!Estimate",2017,118500
"Census Tract 5102, Cook County, Illinois!!Estimate",2017,106400
"Census Tract 5103, Cook County, Illinois!!Estimate",2017,84800
"Census Tract 5201, Cook County, Illinois!!Estimate",2017,130700
"Census Tract 5202, Cook County, Illinois!!Estimate",2017,89300
"Census Tract 5203, Cook County, Illinois!!Estimate",2017,123000
"Census Tract 5204, Cook County, Illinois!!Estimate",2017,131100
"Census Tract 5205, Cook County, Illinois!!Estimate",2017,131200
