GEOID,YEAR,house_value
"Census Tract 403, Cook County, Illinois!!Estimate",2019,333100
"Census Tract 404.01, Cook County, Illinois!!Estimate",2019,482600
"Census Tract 404.02, Cook County, Illinois!!Estimate",2019,402400
"Census Tract 406, Cook County, Illinois!!Estimate",2019,684200
"Census Tract 407, Cook County, Illinois!!Estimate",2019,376400
"Census Tract 408, Cook County, Illinois!!Estimate",2019,374800
"Census Tract 409, Cook County, Illinois!!Estimate",2019,612400
"Census Tract 501, Cook County, Illinois!!Estimate",2019,505500
"Census Tract 502, Cook County, Illinois!!Estimate",2019,600100
"Census Tract 503, Cook County, Illinois!!Estimate",2019,607700
"Census Tract 505, Cook County, Illinois!!Estimate",2019,659600
"Census Tract 506, Cook County, Illinois!!Estimate",2019,476400
"Census Tract 507, Cook County, Illinois!!Estimate",2019,535100
"Census Tract 508, Cook County, Illinois!!Estimate",2019,748500
"Census Tract 509, Cook County, Illinois!!Estimate",2019,612300
"Census Tract 510, Cook County, Illinois!!Estimate",2019,569700
"Census Tract 511, Cook County, Illinois!!Estimate",2019,681700
"Census Tract 512, Cook County, Illinois!!Estimate",2019,754300
"Census Tract 513, Cook County, Illinois!!Estimate",2019,621100
"Census Tract 514, Cook County, Illinois!!Estimate",2019,463200
"Census Tract 601, Cook County, Illinois!!Estimate",2019,404900
"Census Tract 602, Cook County, Illinois!!Estimate",2019,598800
"Census Tract 603, Cook County, Illinois!!Estimate",2019,586600
"Census Tract 604, Cook County, Illinois!!Estimate",2019,631300
"Census Tract 605, Cook County, Illinois!!Estimate",2019,754600
"Census Tract 608, Cook County, Illinois!!Estimate",2019,212700
"Census Tract 609, Cook County, Illinois!!Estimate",2019,243000
"Census Tract 610, Cook County, Illinois!!Estimate",2019,495200
"Census Tract 611, Cook County, Illinois!!Estimate",2019,577100
"Census Tract 612, Cook County, Illinois!!Estimate",2019,769000
"Census Tract 615, Cook County, Illinois!!Estimate",2019,538500
"Census Tract 618, Cook County, Illinois!!Estimate",2019,391900
"Census Tract 619.01, Cook County, Illinois!!Estimate",2019,338900
"Census Tract 619.02, Cook County, Illinois!!Estimate",2019,376300
"Census Tract 620, Cook County, Illinois!!Estimate",2019,365500
"Census Tract 621, Cook County, Illinois!!Estimate",2019,441500
"Census Tract 622, Cook County, Illinois!!Estimate",2019,550100
"Census Tract 623, Cook County, Illinois!!Estimate",2019,711200
"Census Tract 624, Cook County, Illinois!!Estimate",2019,603800
"Census Tract 625, Cook County, Illinois!!Estimate",2019,537400
"Census Tract 626, Cook County, Illinois!!Estimate",2019,646600
"Census Tract 627, Cook County, Illinois!!Estimate",2019,657900
"Census Tract 628, Cook County, Illinois!!Estimate",2019,631300
"Census Tract 629, Cook County, Illinois!!Estimate",2019,611500
"Census Tract 630, Cook County, Illinois!!Estimate",2019,442600
"Census Tract 631, Cook County, Illinois!!Estimate",2019,477100
"Census Tract 632, Cook County, Illinois!!Estimate",2019,302000
"Census Tract 633.01, Cook County, Illinois!!Estimate",2019,375000
"Census Tract 633.02, Cook County, Illinois!!Estimate",2019,323200
"Census Tract 633.03, Cook County, Illinois!!Estimate",2019,337500
"Census Tract 634, Cook County, Illinois!!Estimate",2019,460300
"Census Tract 701.01, Cook County, Illinois!!Estimate",2019,335700
"Census Tract 701.02, Cook County, Illinois!!Estimate",2019,542400
"Census Tract 701.03, Cook County, Illinois!!Estimate",2019,375000
"Census Tract 702, Cook County, Illinois!!Estimate",2019,581400
"Census Tract 703, Cook County, Illinois!!Estimate",2019,618200
"Census Tract 704, Cook County, Illinois!!Estimate",2019,784400
"Census Tract 705, Cook County, Illinois!!Estimate",2019,734200
"Census Tract 706, Cook County, Illinois!!Estimate",2019,766500
"Census Tract 707, Cook County, Illinois!!Estimate",2019,562200
"Census Tract 710, Cook County, Illinois!!Estimate",2019,693700
"Census Tract 711, Cook County, Illinois!!Estimate",2019,1122700
"Census Tract 712, Cook County, Illinois!!Estimate",2019,446700
"Census Tract 713, Cook County, Illinois!!Estimate",2019,787100
"Census Tract 714, Cook County, Illinois!!Estimate",2019,446600
"Census Tract 715, Cook County, Illinois!!Estimate",2019,420600
"Census Tract 716, Cook County, Illinois!!Estimate",2019,821900
"Census Tract 717, Cook County, Illinois!!Estimate",2019,744900
"Census Tract 718, Cook County, Illinois!!Estimate",2019,739200
"Census Tract 801, Cook County, Illinois!!Estimate",2019,638300
"Census Tract 802.01, Cook County, Illinois!!Estimate",2019,271500
"Census Tract 802.02, Cook County, Illinois!!Estimate",2019,310200
"Census Tract 803, Cook County, Illinois!!Estimate",2019,473700
"Census Tract 804, Cook County, Illinois!!Estimate",2019,625400
"Census Tract 810, Cook County, Illinois!!Estimate",2019,436800
"Census Tract 811, Cook County, Illinois!!Estimate",2019,425000
"Census Tract 812.01, Cook County, Illinois!!Estimate",2019,875800
"Census Tract 812.02, Cook County, Illinois!!Estimate",2019,667700
"Census Tract 813, Cook County, Illinois!!Estimate",2019,437600
"Census Tract 814.01, Cook County, Illinois!!Estimate",2019,524800
"Census Tract 814.02, Cook County, Illinois!!Estimate",2019,535600
"Census Tract 814.03, Cook County, Illinois!!Estimate",2019,554700
"Census Tract 815, Cook County, Illinois!!Estimate",2019,505500
"Census Tract 816, Cook County, Illinois!!Estimate",2019,411500
"Census Tract 817, Cook County, Illinois!!Estimate",2019,366800
"Census Tract 818, Cook County, Illinois!!Estimate",2019,456300
"Census Tract 819, Cook County, Illinois!!Estimate",2019,588100
"Census Tract 901, Cook County, Illinois!!Estimate",2019,356200
"Census Tract 902, Cook County, Illinois!!Estimate",2019,414900
"Census Tract 903, Cook County, Illinois!!Estimate",2019,381100
"Census Tract 1001, Cook County, Illinois!!Estimate",2019,356500
"Census Tract 1002, Cook County, Illinois!!Estimate",2019,320700
"Census Tract 1003, Cook County, Illinois!!Estimate",2019,378200
"Census Tract 1004, Cook County, Illinois!!Estimate",2019,336500
"Census Tract 1005, Cook County, Illinois!!Estimate",2019,322400
"Census Tract 1006, Cook County, Illinois!!Estimate",2019,298400
"Census Tract 1007, Cook County, Illinois!!Estimate",2019,308600
"Census Tract 1101, Cook County, Illinois!!Estimate",2019,334300
"Census Tract 1102, Cook County, Illinois!!Estimate",2019,307300
"Census Tract 1103, Cook County, Illinois!!Estimate",2019,299800
"Census Tract 1104, Cook County, Illinois!!Estimate",2019,320700
"Census Tract 1105.01, Cook County, Illinois!!Estimate",2019,309700
"Census Tract 1105.02, Cook County, Illinois!!Estimate",2019,229600
"Census Tract 1201, Cook County, Illinois!!Estimate",2019,491500
"Census Tract 1202, Cook County, Illinois!!Estimate",2019,477900
"Census Tract 1203, Cook County, Illinois!!Estimate",2019,453500
"Census Tract 1204, Cook County, Illinois!!Estimate",2019,359200
"Census Tract 1301, Cook County, Illinois!!Estimate",2019,349300
"Census Tract 1302, Cook County, Illinois!!Estimate",2019,287000
"Census Tract 1303, Cook County, Illinois!!Estimate",2019,335600
"Census Tract 1401, Cook County, Illinois!!Estimate",2019,259500
"Census Tract 1402, Cook County, Illinois!!Estimate",2019,186100
"Census Tract 1403.01, Cook County, Illinois!!Estimate",2019,261900
"Census Tract 1403.02, Cook County, Illinois!!Estimate",2019,293300
"Census Tract 1404, Cook County, Illinois!!Estimate",2019,301200
"Census Tract 1405, Cook County, Illinois!!Estimate",2019,296100
"Census Tract 1406.01, Cook County, Illinois!!Estimate",2019,330500
"Census Tract 1406.02, Cook County, Illinois!!Estimate",2019,278800
"Census Tract 1407.01, Cook County, Illinois!!Estimate",2019,281500
"Census Tract 1407.02, Cook County, Illinois!!Estimate",2019,331000
"Census Tract 1408, Cook County, Illinois!!Estimate",2019,516300
"Census Tract 1502, Cook County, Illinois!!Estimate",2019,329300
"Census Tract 1503, Cook County, Illinois!!Estimate",2019,323700
"Census Tract 1504.01, Cook County, Illinois!!Estimate",2019,273400
"Census Tract 1504.02, Cook County, Illinois!!Estimate",2019,324200
"Census Tract 1505.01, Cook County, Illinois!!Estimate",2019,268200
"Census Tract 1505.02, Cook County, Illinois!!Estimate",2019,283200
"Census Tract 1506, Cook County, Illinois!!Estimate",2019,293000
"Census Tract 1507, Cook County, Illinois!!Estimate",2019,290100
"Census Tract 1508, Cook County, Illinois!!Estimate",2019,300800
"Census Tract 1510.01, Cook County, Illinois!!Estimate",2019,286000
"Census Tract 1510.02, Cook County, Illinois!!Estimate",2019,296900
"Census Tract 1511, Cook County, Illinois!!Estimate",2019,290200
"Census Tract 1512, Cook County, Illinois!!Estimate",2019,288900
"Census Tract 1601, Cook County, Illinois!!Estimate",2019,312300
"Census Tract 1602, Cook County, Illinois!!Estimate",2019,438300
"Census Tract 1603, Cook County, Illinois!!Estimate",2019,162500
"Census Tract 1604, Cook County, Illinois!!Estimate",2019,354000
"Census Tract 1605.01, Cook County, Illinois!!Estimate",2019,288000
"Census Tract 1605.02, Cook County, Illinois!!Estimate",2019,319700
"Census Tract 1606.01, Cook County, Illinois!!Estimate",2019,266100
"Census Tract 1606.02, Cook County, Illinois!!Estimate",2019,392300
"Census Tract 1607, Cook County, Illinois!!Estimate",2019,372500
"Census Tract 1608, Cook County, Illinois!!Estimate",2019,320700
"Census Tract 1609, Cook County, Illinois!!Estimate",2019,460600
"Census Tract 1610, Cook County, Illinois!!Estimate",2019,569100
"Census Tract 1611, Cook County, Illinois!!Estimate",2019,529000
"Census Tract 1612, Cook County, Illinois!!Estimate",2019,267500
"Census Tract 1613, Cook County, Illinois!!Estimate",2019,290700
"Census Tract 1701, Cook County, Illinois!!Estimate",2019,189500
"Census Tract 1702, Cook County, Illinois!!Estimate",2019,262100
"Census Tract 1703, Cook County, Illinois!!Estimate",2019,263500
"Census Tract 1704, Cook County, Illinois!!Estimate",2019,254800
"Census Tract 1705, Cook County, Illinois!!Estimate",2019,250400
"Census Tract 1706, Cook County, Illinois!!Estimate",2019,265200
"Census Tract 1707, Cook County, Illinois!!Estimate",2019,246400
"Census Tract 1708, Cook County, Illinois!!Estimate",2019,274200
"Census Tract 1709, Cook County, Illinois!!Estimate",2019,248800
"Census Tract 1710, Cook County, Illinois!!Estimate",2019,285500
"Census Tract 1711, Cook County, Illinois!!Estimate",2019,264000
"Census Tract 1801, Cook County, Illinois!!Estimate",2019,244500
"Census Tract 1901, Cook County, Illinois!!Estimate",2019,245600
"Census Tract 1902, Cook County, Illinois!!Estimate",2019,274900
"Census Tract 1903, Cook County, Illinois!!Estimate",2019,271100
"Census Tract 1904.01, Cook County, Illinois!!Estimate",2019,249600
"Census Tract 1904.02, Cook County, Illinois!!Estimate",2019,270000
"Census Tract 1906.01, Cook County, Illinois!!Estimate",2019,220500
"Census Tract 1906.02, Cook County, Illinois!!Estimate",2019,222500
"Census Tract 1907.01, Cook County, Illinois!!Estimate",2019,252900
"Census Tract 1907.02, Cook County, Illinois!!Estimate",2019,252100
"Census Tract 1908, Cook County, Illinois!!Estimate",2019,254400
"Census Tract 1909, Cook County, Illinois!!Estimate",2019,274000
"Census Tract 1910, Cook County, Illinois!!Estimate",2019,254400
"Census Tract 1911, Cook County, Illinois!!Estimate",2019,230100
"Census Tract 1912, Cook County, Illinois!!Estimate",2019,245200
"Census Tract 1913.01, Cook County, Illinois!!Estimate",2019,239900
"Census Tract 1913.02, Cook County, Illinois!!Estimate",2019,238700
"Census Tract 2001, Cook County, Illinois!!Estimate",2019,271500
"Census Tract 2002, Cook County, Illinois!!Estimate",2019,287300
"Census Tract 2003, Cook County, Illinois!!Estimate",2019,224500
"Census Tract 2004.01, Cook County, Illinois!!Estimate",2019,243100
"Census Tract 2004.02, Cook County, Illinois!!Estimate",2019,276400
"Census Tract 2101, Cook County, Illinois!!Estimate",2019,369200
"Census Tract 2104, Cook County, Illinois!!Estimate",2019,264800
"Census Tract 2105.01, Cook County, Illinois!!Estimate",2019,317500
"Census Tract 2105.02, Cook County, Illinois!!Estimate",2019,297600
"Census Tract 2106.01, Cook County, Illinois!!Estimate",2019,378000
"Census Tract 2106.02, Cook County, Illinois!!Estimate",2019,327500
"Census Tract 2107, Cook County, Illinois!!Estimate",2019,420700
"Census Tract 2108, Cook County, Illinois!!Estimate",2019,382900
"Census Tract 2109, Cook County, Illinois!!Estimate",2019,372000
"Census Tract 2203, Cook County, Illinois!!Estimate",2019,432800
"Census Tract 2204, Cook County, Illinois!!Estimate",2019,487900
"Census Tract 2205, Cook County, Illinois!!Estimate",2019,351700
"Census Tract 2206.01, Cook County, Illinois!!Estimate",2019,475600
"Census Tract 2206.02, Cook County, Illinois!!Estimate",2019,428000
"Census Tract 2207.01, Cook County, Illinois!!Estimate",2019,334000
"Census Tract 2207.02, Cook County, Illinois!!Estimate",2019,420800
"Census Tract 2209.01, Cook County, Illinois!!Estimate",2019,337400
"Census Tract 2209.02, Cook County, Illinois!!Estimate",2019,409600
"Census Tract 2210, Cook County, Illinois!!Estimate",2019,302600
"Census Tract 2211, Cook County, Illinois!!Estimate",2019,348500
"Census Tract 2212, Cook County, Illinois!!Estimate",2019,375300
"Census Tract 2213, Cook County, Illinois!!Estimate",2019,475000
"Census Tract 2214, Cook County, Illinois!!Estimate",2019,422300
"Census Tract 2215, Cook County, Illinois!!Estimate",2019,445400
"Census Tract 2216, Cook County, Illinois!!Estimate",2019,605200
"Census Tract 2222, Cook County, Illinois!!Estimate",2019,627000
"Census Tract 2225, Cook County, Illinois!!Estimate",2019,386000
"Census Tract 2226, Cook County, Illinois!!Estimate",2019,392900
"Census Tract 2227, Cook County, Illinois!!Estimate",2019,312900
"Census Tract 2228, Cook County, Illinois!!Estimate",2019,296400
"Census Tract 2229, Cook County, Illinois!!Estimate",2019,293800
"Census Tract 2301, Cook County, Illinois!!Estimate",2019,369900
"Census Tract 2302, Cook County, Illinois!!Estimate",2019,276400
"Census Tract 2303, Cook County, Illinois!!Estimate",2019,274200
"Census Tract 2304, Cook County, Illinois!!Estimate",2019,264000
"Census Tract 2305, Cook County, Illinois!!Estimate",2019,159800
"Census Tract 2306, Cook County, Illinois!!Estimate",2019,164300
"Census Tract 2307, Cook County, Illinois!!Estimate",2019,170000
"Census Tract 2308, Cook County, Illinois!!Estimate",2019,201000
"Census Tract 2309, Cook County, Illinois!!Estimate",2019,270000
"Census Tract 2311, Cook County, Illinois!!Estimate",2019,163100
"Census Tract 2312, Cook County, Illinois!!Estimate",2019,164700
"Census Tract 2315, Cook County, Illinois!!Estimate",2019,197200
"Census Tract 2402, Cook County, Illinois!!Estimate",2019,678600
"Census Tract 2403, Cook County, Illinois!!Estimate",2019,726100
"Census Tract 2405, Cook County, Illinois!!Estimate",2019,435400
"Census Tract 2406, Cook County, Illinois!!Estimate",2019,452600
"Census Tract 2407, Cook County, Illinois!!Estimate",2019,436200
"Census Tract 2408, Cook County, Illinois!!Estimate",2019,505600
"Census Tract 2409, Cook County, Illinois!!Estimate",2019,372600
"Census Tract 2410, Cook County, Illinois!!Estimate",2019,347400
"Census Tract 2411, Cook County, Illinois!!Estimate",2019,366000
"Census Tract 2412, Cook County, Illinois!!Estimate",2019,493000
"Census Tract 2413, Cook County, Illinois!!Estimate",2019,622600
"Census Tract 2414, Cook County, Illinois!!Estimate",2019,534900
"Census Tract 2415, Cook County, Illinois!!Estimate",2019,533300
"Census Tract 2416, Cook County, Illinois!!Estimate",2019,478500
"Census Tract 2420, Cook County, Illinois!!Estimate",2019,465100
"Census Tract 2421, Cook County, Illinois!!Estimate",2019,554200
"Census Tract 2422, Cook County, Illinois!!Estimate",2019,583100
"Census Tract 2423, Cook County, Illinois!!Estimate",2019,527400
"Census Tract 2424, Cook County, Illinois!!Estimate",2019,355400
"Census Tract 2425, Cook County, Illinois!!Estimate",2019,431500
"Census Tract 2426, Cook County, Illinois!!Estimate",2019,392900
"Census Tract 2427, Cook County, Illinois!!Estimate",2019,417700
"Census Tract 2428, Cook County, Illinois!!Estimate",2019,455600
"Census Tract 2429, Cook County, Illinois!!Estimate",2019,448000
"Census Tract 2430, Cook County, Illinois!!Estimate",2019,385800
"Census Tract 2431, Cook County, Illinois!!Estimate",2019,596600
"Census Tract 2432, Cook County, Illinois!!Estimate",2019,612100
"Census Tract 2433, Cook County, Illinois!!Estimate",2019,440100
"Census Tract 2434, Cook County, Illinois!!Estimate",2019,409600
"Census Tract 2435, Cook County, Illinois!!Estimate",2019,455900
"Census Tract 2502, Cook County, Illinois!!Estimate",2019,202800
"Census Tract 2503, Cook County, Illinois!!Estimate",2019,201300
"Census Tract 2504, Cook County, Illinois!!Estimate",2019,199800
"Census Tract 2505, Cook County, Illinois!!Estimate",2019,293200
"Census Tract 2506, Cook County, Illinois!!Estimate",2019,196600
"Census Tract 2507, Cook County, Illinois!!Estimate",2019,194000
"Census Tract 2508, Cook County, Illinois!!Estimate",2019,173300
"Census Tract 2510, Cook County, Illinois!!Estimate",2019,170300
"Census Tract 2511, Cook County, Illinois!!Estimate",2019,113500
"Census Tract 2512, Cook County, Illinois!!Estimate",2019,164100
"Census Tract 2513, Cook County, Illinois!!Estimate",2019,166200
"Census Tract 2514, Cook County, Illinois!!Estimate",2019,227900
"Census Tract 2515, Cook County, Illinois!!Estimate",2019,186300
"Census Tract 2516, Cook County, Illinois!!Estimate",2019,163000
"Census Tract 2517, Cook County, Illinois!!Estimate",2019,128100
"Census Tract 2518, Cook County, Illinois!!Estimate",2019,223000
"Census Tract 2519, Cook County, Illinois!!Estimate",2019,160800
"Census Tract 2520, Cook County, Illinois!!Estimate",2019,251100
"Census Tract 2521.02, Cook County, Illinois!!Estimate",2019,166400
"Census Tract 2522.01, Cook County, Illinois!!Estimate",2019,116800
"Census Tract 2522.02, Cook County, Illinois!!Estimate",2019,117100
"Census Tract 2601, Cook County, Illinois!!Estimate",2019,165200
"Census Tract 2602, Cook County, Illinois!!Estimate",2019,112500
"Census Tract 2605, Cook County, Illinois!!Estimate",2019,166500
"Census Tract 2606, Cook County, Illinois!!Estimate",2019,163400
"Census Tract 2607, Cook County, Illinois!!Estimate",2019,184600
"Census Tract 2608, Cook County, Illinois!!Estimate",2019,168800
"Census Tract 2609, Cook County, Illinois!!Estimate",2019,218900
"Census Tract 2610, Cook County, Illinois!!Estimate",2019,140300
"Census Tract 2712, Cook County, Illinois!!Estimate",2019,137900
"Census Tract 2713, Cook County, Illinois!!Estimate",2019,226000
"Census Tract 2714, Cook County, Illinois!!Estimate",2019,226400
"Census Tract 2715, Cook County, Illinois!!Estimate",2019,188100
"Census Tract 2718, Cook County, Illinois!!Estimate",2019,175000
"Census Tract 2801, Cook County, Illinois!!Estimate",2019,413800
"Census Tract 2804, Cook County, Illinois!!Estimate",2019,403700
"Census Tract 2808, Cook County, Illinois!!Estimate",2019,273100
"Census Tract 2809, Cook County, Illinois!!Estimate",2019,245700
"Census Tract 2819, Cook County, Illinois!!Estimate",2019,347300
"Census Tract 2827, Cook County, Illinois!!Estimate",2019,222500
"Census Tract 2828, Cook County, Illinois!!Estimate",2019,251000
"Census Tract 2831, Cook County, Illinois!!Estimate",2019,505900
"Census Tract 2832, Cook County, Illinois!!Estimate",2019,355300
"Census Tract 2838, Cook County, Illinois!!Estimate",2019,298800
"Census Tract 2909, Cook County, Illinois!!Estimate",2019,118000
"Census Tract 2912, Cook County, Illinois!!Estimate",2019,162500
"Census Tract 2916, Cook County, Illinois!!Estimate",2019,310400
"Census Tract 2922, Cook County, Illinois!!Estimate",2019,145000
"Census Tract 2924, Cook County, Illinois!!Estimate",2019,107500
"Census Tract 2925, Cook County, Illinois!!Estimate",2019,160300
"Census Tract 3005, Cook County, Illinois!!Estimate",2019,172700
"Census Tract 3006, Cook County, Illinois!!Estimate",2019,175400
"Census Tract 3007, Cook County, Illinois!!Estimate",2019,183000
"Census Tract 3008, Cook County, Illinois!!Estimate",2019,172900
"Census Tract 3009, Cook County, Illinois!!Estimate",2019,163100
"Census Tract 3011, Cook County, Illinois!!Estimate",2019,159100
"Census Tract 3012, Cook County, Illinois!!Estimate",2019,167600
"Census Tract 3016, Cook County, Illinois!!Estimate",2019,154500
"Census Tract 3017.01, Cook County, Illinois!!Estimate",2019,163700
"Census Tract 3017.02, Cook County, Illinois!!Estimate",2019,146400
"Census Tract 3018.01, Cook County, Illinois!!Estimate",2019,153000
"Census Tract 3018.02, Cook County, Illinois!!Estimate",2019,152800
"Census Tract 3018.03, Cook County, Illinois!!Estimate",2019,157000
"Census Tract 3102, Cook County, Illinois!!Estimate",2019,250700
"Census Tract 3103, Cook County, Illinois!!Estimate",2019,403100
"Census Tract 3104, Cook County, Illinois!!Estimate",2019,369600
"Census Tract 3105, Cook County, Illinois!!Estimate",2019,286000
"Census Tract 3106, Cook County, Illinois!!Estimate",2019,278900
"Census Tract 3107, Cook County, Illinois!!Estimate",2019,228000
"Census Tract 3108, Cook County, Illinois!!Estimate",2019,275500
"Census Tract 3109, Cook County, Illinois!!Estimate",2019,256300
"Census Tract 3201, Cook County, Illinois!!Estimate",2019,553800
"Census Tract 3204, Cook County, Illinois!!Estimate",2019,663800
"Census Tract 3206, Cook County, Illinois!!Estimate",2019,395900
"Census Tract 3301, Cook County, Illinois!!Estimate",2019,398900
"Census Tract 3302, Cook County, Illinois!!Estimate",2019,491100
"Census Tract 3403, Cook County, Illinois!!Estimate",2019,327000
"Census Tract 3404, Cook County, Illinois!!Estimate",2019,241500
"Census Tract 3405, Cook County, Illinois!!Estimate",2019,280400
"Census Tract 3510, Cook County, Illinois!!Estimate",2019,221400
"Census Tract 3514, Cook County, Illinois!!Estimate",2019,255000
"Census Tract 3515, Cook County, Illinois!!Estimate",2019,211100
"Census Tract 3602, Cook County, Illinois!!Estimate",2019,174100
"Census Tract 3801, Cook County, Illinois!!Estimate",2019,369900
"Census Tract 3802, Cook County, Illinois!!Estimate",2019,305000
"Census Tract 3812, Cook County, Illinois!!Estimate",2019,276300
"Census Tract 3814, Cook County, Illinois!!Estimate",2019,162000
"Census Tract 3815, Cook County, Illinois!!Estimate",2019,201600
"Census Tract 3818, Cook County, Illinois!!Estimate",2019,186000
"Census Tract 3819, Cook County, Illinois!!Estimate",2019,251300
"Census Tract 3901, Cook County, Illinois!!Estimate",2019,367900
"Census Tract 3902, Cook County, Illinois!!Estimate",2019,295200
"Census Tract 3903, Cook County, Illinois!!Estimate",2019,266500
"Census Tract 3904, Cook County, Illinois!!Estimate",2019,211500
"Census Tract 3905, Cook County, Illinois!!Estimate",2019,468800
"Census Tract 3906, Cook County, Illinois!!Estimate",2019,461500
"Census Tract 3907, Cook County, Illinois!!Estimate",2019,130900
"Census Tract 4003, Cook County, Illinois!!Estimate",2019,287500
"Census Tract 4004, Cook County, Illinois!!Estimate",2019,163500
"Census Tract 4005, Cook County, Illinois!!Estimate",2019,116400
"Census Tract 4008, Cook County, Illinois!!Estimate",2019,175000
"Census Tract 4101, Cook County, Illinois!!Estimate",2019,185000
"Census Tract 4102, Cook County, Illinois!!Estimate",2019,293800
"Census Tract 4105, Cook County, Illinois!!Estimate",2019,309800
"Census Tract 4106, Cook County, Illinois!!Estimate",2019,380200
"Census Tract 4107, Cook County, Illinois!!Estimate",2019,244500
"Census Tract 4108, Cook County, Illinois!!Estimate",2019,185100
"Census Tract 4109, Cook County, Illinois!!Estimate",2019,276300
"Census Tract 4110, Cook County, Illinois!!Estimate",2019,188700
"Census Tract 4111, Cook County, Illinois!!Estimate",2019,496800
"Census Tract 4112, Cook County, Illinois!!Estimate",2019,697200
"Census Tract 4202, Cook County, Illinois!!Estimate",2019,141400
"Census Tract 4203, Cook County, Illinois!!Estimate",2019,252300
"Census Tract 4204, Cook County, Illinois!!Estimate",2019,163900
"Census Tract 4205, Cook County, Illinois!!Estimate",2019,196900
"Census Tract 4206, Cook County, Illinois!!Estimate",2019,212900
"Census Tract 4207, Cook County, Illinois!!Estimate",2019,109400
"Census Tract 4208, Cook County, Illinois!!Estimate",2019,210000
"Census Tract 4212, Cook County, Illinois!!Estimate",2019,90200
"Census Tract 4301.01, Cook County, Illinois!!Estimate",2019,151400
"Census Tract 4301.02, Cook County, Illinois!!Estimate",2019,150000
"Census Tract 4302, Cook County, Illinois!!Estimate",2019,385000
"Census Tract 4303, Cook County, Illinois!!Estimate",2019,172600
"Census Tract 4304, Cook County, Illinois!!Estimate",2019,87200
"Census Tract 4305, Cook County, Illinois!!Estimate",2019,173800
"Census Tract 4306, Cook County, Illinois!!Estimate",2019,234900
"Census Tract 4307, Cook County, Illinois!!Estimate",2019,97500
"Census Tract 4308, Cook County, Illinois!!Estimate",2019,219600
"Census Tract 4309, Cook County, Illinois!!Estimate",2019,164000
"Census Tract 4312, Cook County, Illinois!!Estimate",2019,173100
"Census Tract 4313.01, Cook County, Illinois!!Estimate",2019,121600
"Census Tract 4313.02, Cook County, Illinois!!Estimate",2019,263400
"Census Tract 4314, Cook County, Illinois!!Estimate",2019,54100
"Census Tract 4401.01, Cook County, Illinois!!Estimate",2019,160600
"Census Tract 4401.02, Cook County, Illinois!!Estimate",2019,156500
"Census Tract 4402.01, Cook County, Illinois!!Estimate",2019,287000
"Census Tract 4402.02, Cook County, Illinois!!Estimate",2019,160300
"Census Tract 4403, Cook County, Illinois!!Estimate",2019,174800
"Census Tract 4406, Cook County, Illinois!!Estimate",2019,163900
"Census Tract 4407, Cook County, Illinois!!Estimate",2019,157000
"Census Tract 4408, Cook County, Illinois!!Estimate",2019,116500
"Census Tract 4409, Cook County, Illinois!!Estimate",2019,124900
"Census Tract 4503, Cook County, Illinois!!Estimate",2019,152200
"Census Tract 4601, Cook County, Illinois!!Estimate",2019,95700
"Census Tract 4602, Cook County, Illinois!!Estimate",2019,90500
"Census Tract 4603.01, Cook County, Illinois!!Estimate",2019,117200
"Census Tract 4603.02, Cook County, Illinois!!Estimate",2019,118500
"Census Tract 4604, Cook County, Illinois!!Estimate",2019,154000
"Census Tract 4605, Cook County, Illinois!!Estimate",2019,166900
"Census Tract 4606, Cook County, Illinois!!Estimate",2019,116700
"Census Tract 4607, Cook County, Illinois!!Estimate",2019,130600
"Census Tract 4610, Cook County, Illinois!!Estimate",2019,180900
"Census Tract 4701, Cook County, Illinois!!Estimate",2019,97700
"Census Tract 4801, Cook County, Illinois!!Estimate",2019,142600
"Census Tract 4802, Cook County, Illinois!!Estimate",2019,184600
"Census Tract 4803, Cook County, Illinois!!Estimate",2019,159400
"Census Tract 4804, Cook County, Illinois!!Estimate",2019,170700
"Census Tract 4805, Cook County, Illinois!!Estimate",2019,138800
"Census Tract 4903, Cook County, Illinois!!Estimate",2019,137500
"Census Tract 4904, Cook County, Illinois!!Estimate",2019,169300
"Census Tract 4905, Cook County, Illinois!!Estimate",2019,161100
"Census Tract 4906, Cook County, Illinois!!Estimate",2019,111800
"Census Tract 4907, Cook County, Illinois!!Estimate",2019,106400
"Census Tract 4908, Cook County, Illinois!!Estimate",2019,132600
"Census Tract 4909.01, Cook County, Illinois!!Estimate",2019,116700
"Census Tract 4909.02, Cook County, Illinois!!Estimate",2019,150800
"Census Tract 4910, Cook County, Illinois!!Estimate",2019,90400
"Census Tract 4911, Cook County, Illinois!!Estimate",2019,134100
"Census Tract 4912, Cook County, Illinois!!Estimate",2019,118200
"Census Tract 4913, Cook County, Illinois!!Estimate",2019,84300
"Census Tract 4914, Cook County, Illinois!!Estimate",2019,158800
"Census Tract 5001, Cook County, Illinois!!Estimate",2019,129200
"Census Tract 5002, Cook County, Illinois!!Estimate",2019,124700
"Census Tract 5003, Cook County, Illinois!!Estimate",2019,124300
"Census Tract 5101, Cook County, Illinois!!Estimate",2019,108800
"Census Tract 5102, Cook County, Illinois!!Estimate",2019,101200
"Census Tract 5103, Cook County, Illinois!!Estimate",2019,90100
"Census Tract 5201, Cook County, Illinois!!Estimate",2019,132000
"Census Tract 5202, Cook County, Illinois!!Estimate",2019,110700
"Census Tract 5203, Cook County, Illinois!!Estimate",2019,130900
