GEOID,new_housing_2019
17031081202,1.5
17031081300,9.3
17031081401,0.5
17031081402,39.7
17031081403,50.5
17031081500,40.5
17031081600,46
17031081700,57.4
17031081800,62.4
17031081900,24.7
17031090100,1.2
17031090200,4.2
17031090300,1.7
17031100100,0.5
17031100200,1.2
17031100300,3.4
17031100400,0.6
17031100500,4.1
17031100600,0
17031100700,1.6
17031110100,3.2
17031110200,2.8
17031110300,2.5
17031110400,1.7
17031110501,2.3
17031110502,11.6
17031120100,3.5
17031120200,4.9
17031120300,2.6
17031120400,4.8
17031130100,5.6
17031130200,6.4
17031130300,2.1
17031140100,8
17031140200,1.6
17031140301,5.4
17031140302,2.2
17031140400,0
17031140500,2.4
17031140601,3
17031140602,3.9
17031140701,18.9
17031140702,4.2
17031140800,4.9
17031150200,5.1
17031150300,3.2
17031150401,2
17031150402,1.9
17031150501,3.3
17031150502,4.3
17031150600,0.6
17031150700,0
17031150800,0
17031151001,0.5
17031151002,1.2
17031151100,1.1
17031151200,5.4
17031160100,9.6
17031160200,5.3
17031160300,2.8
17031160400,7.4
17031160501,2.6
17031160502,6
17031160601,8.7
17031160602,11.2
17031160700,9.7
17031160800,2.3
17031160900,3.2
17031161000,9
17031161100,19.2
17031161200,11.3
17031161300,5.5
17031170100,16.7
17031170200,0.5
17031170300,2.7
17031170400,10.4
17031170500,2.1
17031170600,2.8
17031170700,3.4
17031170800,7.4
17031170900,3.6
17031171000,6
17031171100,0.6
17031180100,15.6
17031190100,14.8
17031190200,4
17031190300,0.8
17031190401,8.5
17031190402,2
17031190601,0
17031190602,1.7
17031190701,4.2
17031190702,0.5
17031190800,0.5
17031190900,25.1
17031191000,0.9
17031191100,0
17031191200,0.5
17031191301,2.3
17031191302,2.1
17031200100,0.4
17031200200,0
17031200300,4.7
17031200401,1.3
17031200402,2.6
17031210100,25.4
17031210400,4.5
17031210501,3.8
17031210502,3
17031210601,5
17031210602,3.9
17031210700,2.4
17031210800,1.2
17031210900,30.8
17031220300,7.1
17031220400,1.8
17031220500,8.9
17031220601,1.8
17031220602,3
17031220701,1.2
17031220702,3.7
17031220901,0
17031220902,0.4
17031221000,1.4
17031221100,6.2
17031221200,16.6
17031221300,7.1
17031221400,27.7
17031221500,5.8
17031221600,17.7
17031222200,29.1
17031222500,9.3
17031222600,11.4
17031222700,17.5
17031222800,22
17031222900,8
17031230100,9.1
17031230200,8.6
17031230300,3.2
17031230400,1.5
17031230500,1
17031230600,0
17031230700,4.9
17031230800,1.3
17031230900,4
17031231100,0
17031231200,3.4
17031231500,1.7
17031240200,15.6
17031240300,9
17031240500,35.2
17031240600,40.5
17031240700,30.5
17031240800,17.1
17031240900,12.2
17031241000,9.8
17031241100,18.4
17031241200,7.1
17031241300,15
17031241400,16.5
17031241500,25.3
17031241600,25.6
17031242000,21.8
17031242100,44.8
17031242200,28.3
17031242300,15.3
17031242400,1.5
17031242500,13.1
17031242600,11
17031242700,14.2
17031242800,13.8
17031242900,15.3
17031243000,23.4
17031243100,17.9
17031243200,19.1
17031243300,30.8
17031243400,19.4
17031243500,44.9
17031250200,2.7
17031250300,23.6
17031250400,0.7
17031250500,1.7
17031250600,0
17031250700,1.7
17031250800,0
17031251000,0
17031251100,0.6
17031251200,3.2
17031251300,2.3
17031251400,0
17031251500,0.7
17031251600,0
17031251700,1.2
17031251800,1.4
17031251900,6.3
17031252000,2
17031252101,1.1
17031252102,5
17031252201,1.1
17031252202,13.7
17031260100,10.2
17031260200,4.7
17031260300,13.1
17031260400,0
17031260500,19.4
17031260600,3.7
17031260700,1.8
17031260800,0
17031260900,3.5
17031261000,1.8
17031270500,9.3
17031271200,3.4
17031271300,4.1
17031271400,10.8
17031271500,3.3
17031271800,2.9
17031280100,75.8
17031280400,63.3
17031280800,38.1
17031280900,34.8
17031281900,29.4
17031282700,39
17031282800,17.3
17031283100,8.7
17031283200,48.1
17031283800,27.8
17031290900,24.8
17031291200,18.2
17031291600,5.9
17031292200,7.1
17031292400,0
17031292500,1.9
17031300500,0.8
17031300600,0
17031300700,0
17031300800,2.1
17031300900,0.8
17031301100,1.8
17031301200,0
17031301600,0
17031301701,0
17031301702,0
17031301801,0
17031301802,1.2
17031301803,0
17031310200,12.6
17031310300,33.4
17031310400,28.3
17031310500,2.5
17031310600,6.6
17031310700,2.4
17031310800,3
17031310900,3.5
17031320100,50.5
17031320400,43
17031320600,52.1
17031330100,62.3
17031330200,18.7
17031340300,7.2
17031340400,13.4
17031340500,12.6
17031340600,3.6
17031350100,3.4
17031350400,4.7
17031351000,1.2
17031351100,5.4
17031351400,25.3
17031351500,82.2
17031360200,46.5
17031380100,45.7
17031380200,16.7
17031380500,98.5
17031380700,39
17031381200,2.2
17031381400,9.5
17031381500,7.9
17031381700,0
17031381800,6.3
17031381900,4.7
17031390100,25.2
17031390200,37.2
17031390300,7.3
17031390400,15.7
17031390500,3.6
17031390600,0
17031390700,1.3
17031400300,16.9
17031400400,19.1
17031400500,3.1
17031400800,12.3
17031410100,10.6
17031410200,2.8
17031410500,3.5
17031410600,5.1
17031410700,3.9
17031410800,4.5
17031410900,0.7
17031411000,0.7
17031411100,0.8
17031411200,1
17031420100,5.8
17031420200,12.2
17031420300,8.5
17031420400,5
17031420500,15.5
17031420600,7.2
17031420700,3.4
17031420800,23.2
17031421200,0.8
17031430101,1.4
17031430102,4.9
17031430200,0
17031430300,8.3
17031430400,11.1
17031430500,0
17031430600,4.1
17031430700,0
17031430800,0
17031430900,0.5
17031431200,0.5
17031431301,0
17031431302,4.6
17031431400,2.3
17031440101,4.9
17031440102,1.2
17031440201,1.7
17031440202,11.9
17031440300,0.8
17031440600,2.3
17031440700,0
17031440800,3.9
17031440900,5.3
17031450300,1.9
17031460100,0
17031460200,0
17031460301,0
17031460302,0
17031460400,1
17031460500,3.1
17031460600,3.2
17031460700,0
17031461000,15.2
17031470100,12.6
17031480100,0
17031480200,2.3
17031480300,6.3
17031480400,0
17031480500,0.9
17031490300,0.7
17031490400,5.2
17031490500,1
17031490600,6.5
17031490700,1.6
17031490800,2.2
17031490901,5.8
17031490902,16.4
17031491000,9.5
17031491100,2.4
17031491200,1.6
17031491300,0
17031491400,9
17031500100,0
17031500200,0.8
17031500300,0
17031510100,0
17031510200,0.8
17031510300,0.5
17031520100,0
17031520200,3.6
17031520300,0
17031520400,0
17031520500,4.1
17031520600,2.9
17031530100,5.2
17031530200,2.8
17031530300,3.1
17031530400,7.4
17031530501,7.5
17031530502,0
17031530503,1.1
17031530600,0.8
17031540101,4.8
17031540102,2.1
17031550100,7.4
17031550200,0
17031560100,3.8
17031560200,0
17031560300,0
17031560400,5.6
17031560700,1.5
17031560800,2.2
17031560900,3.1
17031561000,9.3
17031561100,2.9
17031570100,0
17031570200,0
17031570300,0
17031570400,5.1
17031570500,7.5
17031580100,16.1
17031580200,1.7
17031580300,9.2
17031580400,0.7
17031580501,4
17031580502,3.2
17031580600,0.6
17031580700,5.2
17031580800,0.5
17031590500,15.2
17031590600,1.2
17031590700,7.8
17031600400,16.8
17031600600,10.9
17031600700,17.4
17031600900,13.6
17031610300,3
17031610400,0.9
17031610800,1.9
17031611000,2.3
17031611100,4
17031611200,0.6
17031611300,4.5
17031611400,0
17031611500,17.6
17031611600,2.8
17031611700,0
17031611800,0
17031611900,5.9
17031612000,3.1
17031612100,17.6
17031620100,5.1
17031620200,2.7
17031620300,0
17031620400,2.6
17031630100,1.4
17031630200,7.6
17031630300,1
17031630400,0
17031630500,0
17031630800,2.9
17031630900,1.6
17031640100,1.9
17031640300,3.8
17031640400,4.5
17031640500,10.3
17031640600,3.1
17031640700,0
17031640800,0
17031650100,0
17031650200,3.6
17031650301,1.1
17031650302,0
17031650400,2
17031650500,16.4
17031660301,5
17031660302,0
17031660400,0
17031660500,4.3
17031660600,0.6
17031660700,1
17031660800,0
17031660900,0
17031661000,4.7
17031661100,0.8
17031670100,4.3
17031670200,0
17031670300,1.4
17031670400,0
17031670500,0
17031670600,3.5
17031670700,6.2
17031670800,1.6
17031670900,3.9
17031671100,3.8
17031671200,1.9
17031671300,5
17031671400,0
17031671500,0
17031671600,6.5
17031671800,1
17031671900,0.7
17031672000,4.1
17031680500,5.9
17031680600,1.9
17031680900,9.8
17031681000,11
17031681100,5.8
17031681200,8.1
17031681300,7.7
17031681400,1
17031690300,0
17031690400,0
17031690500,0
17031690900,4.3
17031691000,0
17031691100,0
17031691200,8.7
17031691300,0
17031691400,0
17031691500,5.7
17031700100,1
17031700200,1.4
17031700301,0
17031700302,0
17031700401,0.9
17031700402,2.4
17031700501,3.8
17031700502,5.2
17031710100,22.6
17031710200,0
17031710300,2.6
17031710400,3.4
17031710500,0.6
17031710600,1.6
17031710700,11.1
17031710800,5
17031710900,33.5
17031711000,3.8
17031711100,2.5
17031711200,5.3
17031711300,0
17031711400,0
17031711500,0
17031720100,0
17031720200,1.8
17031720300,0.7
17031720400,0
17031720500,6.1
17031720600,2.2
17031720700,4
17031730100,1
17031730201,3.4
17031730202,1.3
17031730300,3.1
17031730400,0.8
17031730500,0
17031730600,2.5
17031730700,7.6
17031740100,1.8
17031740200,6.3
17031740300,6.3
17031740400,4.8
17031750100,4.3
17031750200,0.5
17031750300,4.1
17031750400,2
17031750500,9.1
17031750600,0.9
17031760801,9
17031760802,1.6
17031760803,4.1
17031770201,6.9
17031770202,0
17031770300,1.3
17031770400,8.3
17031770500,19.8
17031770601,13.4
17031770602,10.1
17031770700,3.4
17031770800,2.2
17031770901,14.8
17031770902,3.3
17031800100,24.7
17031800200,15.2
17031800300,12.2
17031800400,12
17031800500,11.6
17031800600,11.7
17031800700,7.1
17031800800,1.5
17031800900,3.7
17031801000,7.8
17031801100,14.8
17031801200,4.8
17031801300,10.4
17031801400,7.5
17031801500,10.9
17031801601,25.1
17031801603,13.9
17031801605,3.3
17031801606,12.4
17031801607,8.8
17031801608,17.7
17031801701,12.8
17031801702,26
17031801800,16.5
17031801901,26.2
17031801902,23.3
17031802002,13.9
17031802003,1.6
17031802004,3.1
17031802100,17.1
17031802200,17.4
17031802300,88
17031802402,26.8
17031802403,1
17031802404,11.3
17031802503,3.1
17031802504,0
17031802505,20.5
17031802506,3.1
17031802605,7
17031802607,10.2
17031802608,1.1
17031802609,1.5
17031802610,1.4
17031802701,1.4
17031802702,7.7
17031802801,8.4
17031802802,1.6
17031802900,8
17031803005,5.6
17031803007,6
17031803008,3.6
17031803010,0
17031803012,1.2
17031803013,1.8
17031803014,0.5
17031803015,1.7
17031803016,0.7
17031803017,13.7
17031803100,15.2
17031803200,10.5
17031803300,21.2
17031803400,7.4
17031803500,3.4
17031803603,10
17031803604,1.5
17031803605,2
17031803606,1.4
17031803607,0.5
17031803608,4.9
17031803610,12.5
17031803611,1.2
17031803612,1.3
17031803701,26.9
17031803702,27.9
17031803800,8.7
17031803901,11.1
17031803902,1.2
17031804000,10
17031804102,7
17031804104,3
17031804105,0
17031804106,5.7
17031804108,8.1
17031804109,2.8
17031804201,18.3
17031804202,18.2
17031804305,0.5
17031804306,0
17031804308,0.5
17031804309,0
17031804310,15.1
17031804311,39.4
17031804403,21.2
17031804404,4.6
17031804405,11.1
17031804406,23.6
17031804505,16.2
17031804506,24.7
17031804507,41.2
17031804508,18.3
17031804509,1.6
17031804510,0.5
17031804511,14.9
17031804603,1.9
17031804606,2.3
17031804607,5.9
17031804608,6.6
17031804609,4.4
17031804610,11.6
17031804611,0.3
17031804701,3.5
17031804705,0
17031804706,0.5
17031804709,13.3
17031804710,0.8
17031804711,3.8
17031804712,1
17031804713,2.2
17031804714,1.3
17031804715,4.2
17031804716,0.6
17031804803,11.3
17031804804,5.3
17031804805,3.5
17031804806,0
17031804807,1.2
17031804808,0.7
17031804809,0.7
17031804810,0
17031804901,13.6
17031804902,0
17031805001,2.3
17031805002,0.5
17031805105,2.1
17031805106,0
17031805107,3.6
17031805108,0.8
17031805109,3.2
17031805110,0
17031805111,10.5
17031805112,2.9
17031805201,0
17031805202,7.6
17031805301,0
17031805302,0.7
17031805401,4.1
17031805402,3
17031805501,17.5
17031805502,17.5
17031805600,12.4
17031805701,8
17031805702,6.6
17031805801,0
17031805802,11.4
17031805901,20.5
17031805902,11.4
17031806001,1.6
17031806002,5.5
17031806003,1.3
17031806004,8.9
17031806102,14.3
17031806103,1.4
17031806104,4.8
17031806201,48.5
17031806202,17.9
17031806300,2.6
17031806400,3.2
17031806501,0.5
17031806502,1.5
17031806600,10.6
17031806700,5.3
17031806801,5.2
17031806802,0
17031806900,27.3
17031807000,3.9
17031807100,1.8
17031807200,0.7
17031807300,14.3
17031807400,3.1
17031807500,1.9
17031807600,6.9
17031807700,15.3
17031807800,0.3
17031807900,8.2
17031808001,4.9
17031808002,11.1
17031808100,14
17031808200,2.3
17031808301,28.1
17031808302,3.1
17031808400,10.2
17031808500,0.6
17031808600,32.6
17031808702,9.3
17031808800,8.6
17031808900,5.8
17031809000,2.1
17031809100,7.8
17031809200,10.9
17031809300,8.6
17031809400,38.1
17031809500,26.7
17031809600,3.3
17031809700,4.4
17031809800,2.5
17031809900,22.9
17031810000,13.6
17031810100,3.2
17031810200,10
17031810301,0
17031810302,1.4
17031810400,7.2
17031810501,8.6
17031810502,7.6
17031810600,6.3
17031810701,1.3
17031810702,13
17031810800,2.2
17031810900,6.3
17031811000,9
17031811100,4.9
17031811200,1.4
17031811301,1.9
17031811302,0.6
17031811401,6.7
17031811402,1.7
17031811500,1.1
17031811600,12.4
17031811701,0
17031811702,0.9
17031811800,2.5
17031811900,2.5
17031812000,3.2
17031812100,1.1
17031812200,0.6
17031812301,25.5
17031812302,3.1
17031812400,1.5
17031812500,5.5
17031812600,4
17031812700,0
17031812801,6.6
17031812802,4.7
17031812900,3.7
17031813000,1.6
17031813100,2.6
17031813200,2.1
17031813301,1
17031813302,1
17031813400,2.7
17031813500,0.4
17031813600,0
17031813701,0
17031813702,1.9
17031813801,0.6
17031813802,2.3
17031813900,0.6
17031814000,0
17031814100,0
17031814200,0.3
17031814300,1.7
17031814400,0.8
17031814500,1.2
17031814600,6.3
17031814700,0
17031814800,0
17031814900,0
17031815000,0.7
17031815100,0
17031815200,1.8
17031815300,2.6
17031815400,2.5
17031815500,2.4
17031815600,0
17031815701,2.2
17031815702,4.6
17031815800,1.2
17031815900,3.2
17031816000,11.3
17031816100,3.1
17031816200,30.9
17031816300,3.5
17031816401,6.9
17031816402,5.8
17031816500,4
17031816600,9.3
17031816700,16.7
17031816800,2.7
17031816900,0.5
17031817000,5.5
17031817101,5.3
17031817102,2.9
17031817200,5.6
17031817300,2.4
17031817400,2.6
17031817500,6.8
17031817600,0
17031817700,0
17031817900,0
17031818000,0
17031818100,0.7
17031818200,0
17031818300,0
17031818401,1.3
17031818402,0.5
17031818500,4.3
17031818600,2.5
17031818700,8
17031818800,1.6
17031818900,11.8
17031819000,6.7
17031819100,12.7
17031819200,0.6
17031819300,0.7
17031819400,2.3
17031819500,14.5
17031819600,4.8
17031819700,7.1
17031819801,13.9
17031819802,11.5
17031819900,21.5
17031820000,20.8
17031820101,6.1
17031820103,10.1
17031820104,12.9
17031820201,26.5
17031820202,10.8
17031820300,3.7
17031820400,8.9
17031820501,12.4
17031820502,7.5
17031820603,24.2
17031820604,9.6
17031820605,3.8
17031820606,26.9
17031820700,0
17031820800,10.2
17031820901,4.6
17031820902,8.4
17031821001,3.6
17031821002,6.4
17031821101,16.6
17031821102,4.6
17031821200,4.8
17031821300,8.2
17031821401,3.6
17031821402,19.5
17031821500,7.1
17031821600,4.2
17031821700,1.7
17031821800,2
17031821900,0
17031822000,0
17031822101,11.3
17031822102,3.3
17031822200,0
17031822301,6.7
17031822302,8.8
17031822400,2.9
17031822500,6.5
17031822601,1.2
17031822602,12.3
17031822701,0
17031822702,0
17031822801,2.9
17031822802,2.4
17031822900,0
17031823001,4.3
17031823002,1.2
17031823101,9.1
17031823102,4.2
17031823200,10.9
17031823302,3.8
17031823303,1.3
17031823304,8.7
17031823400,9.1
17031823500,0.7
17031823602,11.3
17031823603,5
17031823604,19.9
17031823605,6.2
17031823702,6.8
17031823703,26.4
17031823704,1.5
17031823705,2
17031823801,10.6
17031823803,3.1
17031823805,1.5
17031823806,3.6
17031823901,17
17031823903,3.7
17031823904,2.4
17031824003,23.3
17031824004,12.3
17031824005,24.2
17031824006,37.2
17031824105,9.7
17031824106,3.1
17031824107,4.3
17031824108,15
17031824113,22.1
17031824114,31.3
17031824115,2.5
17031824116,22.4
17031824117,32.7
17031824119,25.8
17031824120,28.4
17031824121,3.9
17031824122,11.7
17031824123,2.9
17031824300,15.7
17031824400,28.6
17031824503,8.8
17031824505,5.4
17031824506,13.7
17031824507,2.1
17031824601,9
17031824602,2
17031824701,6.9
17031824702,4.7
17031824800,12.9
17031824900,15.7
17031825000,6.7
17031825200,5.4
17031825302,9.2
17031825303,11
17031825304,5.9
17031825400,9.7
17031825501,8.2
17031825503,1.4
17031825504,4.4
17031825505,8.9
17031825600,18.4
17031825700,1.8
17031825801,2.1
17031825802,1.9
17031825803,21.5
17031825900,1.4
17031826000,13.6
17031826100,5.1
17031826201,5.2
17031826202,0.3
17031826301,1
17031826303,4.4
17031826304,3.2
17031826401,2.1
17031826402,2.1
17031826500,0.7
17031826600,2.1
17031826700,1.5
17031826800,13
17031826901,0
17031826902,0
17031827000,1
17031827100,4.7
17031827200,4.2
17031827300,1
17031827400,6.9
17031827500,4.8
17031827600,0
17031827700,3.3
17031827801,0.8
17031827802,0
17031827804,0.4
17031827805,0
17031827901,19.1
17031827902,4.5
17031828000,14.3
17031828100,0.7
17031828201,14.2
17031828202,0
17031828300,1.3
17031828401,3.3
17031828402,6.1
17031828503,12.9
17031828504,10.8
17031828505,11.9
17031828506,27.7
17031828601,1
17031828602,0
17031828701,1.9
17031828702,1.9
17031828801,2.1
17031828802,0
17031828900,11.2
17031829000,7.8
17031829100,3.3
17031829200,5.6
17031829301,3.9
17031829302,3.1
17031829401,1.4
17031829402,0
17031829500,0.2
17031829600,13.9
17031829700,13.3
17031829800,1.1
17031829901,32.4
17031829902,7.8
17031830001,15.8
17031830003,43.2
17031830004,22.6
17031830005,7.4
17031830006,23.4
17031830007,4.4
17031830008,27.3
17031830100,2.7
17031830201,7.9
17031830202,26.9
17031830300,7.9
17031830400,0
17031830500,5.6
17031830600,4.4
17031830700,15.8
17031830800,0
17031830900,25.9
17031831000,38.9
17031831100,3.1
17031831200,0
17031831300,8.2
17031831400,0
17031831500,25.2
17031831600,7.9
17031831700,14.9
17031831800,2.6
17031831900,23.7
17031832000,30.2
17031832100,12.8
17031832200,13.8
17031832300,31
17031832400,28.6
17031832500,13.8
17031832600,15.2
17031832900,3.5
17031833000,51.5
17031833100,55.4
17031833300,15.1
17031833900,1.9
17031834000,5.7
17031834200,0.6
17031834300,15
17031834400,25.2
17031834500,9.2
17031834600,10.9
17031834700,32.6
17031834800,13.7
17031834900,4.5
17031835000,6
17031835100,0.9
17031835200,0.8
17031835500,7.6
17031835600,4.4
17031835700,86.8
17031835800,26.6
17031835900,29.6
17031836000,31
17031836100,34.9
17031836200,5.3
17031836300,3.6
17031836400,36.8
17031836500,42.5
17031836600,8.2
17031836700,19.1
17031836800,15.3
17031836900,22.5
17031837000,12.2
17031837100,14.3
17031837300,25.4
17031837400,12
17031837800,38.2
17031838000,27.7
17031838100,8.9
17031838200,0
17031838300,68.9
17031838600,18.5
17031838700,7.2
17031838800,0
17031839000,43.5
17031839100,51.8
17031839200,11.2
17031839500,5.5
17031839600,13.7
17031839700,14.7
17031839800,6.3
17031839900,17.6
17031840000,18.6
17031840100,5.5
17031840200,20.7
17031840300,6.8
17031840400,8.8
17031840700,0
17031840800,0.7
17031841000,71.5
17031841100,16.1
17031841200,3.5
17031841300,6.8
17031841400,3.6
17031841500,13.6
17031841600,10.3
17031841700,0
17031841800,4.3
17031841900,48.8
17031842000,44.3
17031842100,3.8
17031842200,75.1
17031842300,33.8
17031842400,6.3
17031842500,12.8
17031842600,9.2
17031842800,0.7
17031842900,20.2
17031843000,25
17031843100,4.6
17031843200,3.8
17031843300,21.7
17031843400,0
17031843500,6.3
17031843600,29
17031843700,42.2
17031843800,7.5
17031843900,4.1
17031980000,0
17031980100,0
17031990000,0
