PERMIT#,PERMIT_TYPE,REVIEW_TYPE,ISSUE_DATE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,SUFFIX,COMMUNITY_AREA,CENSUS_TRACT,WARD
100686295,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/12/17,2628,S,SACRAMENTO,AVE,30,843500,12
100713558,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/11/17,1733,N,ALBANY,AVE,23,230100,26
100720169,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/10/17,3631,S,COTTAGE GROVE,AVE,36,360200,4
100739322,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,12/9/17,4949,S,WENTWORTH,AVE,37,835600,3
100686213,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/11/17,3459,N,WHIPPLE,ST,21,210100,33
100689117,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/8/17,11730,S,MARSHFIELD,AVE,75,750500,34
100693340,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/2/17,330,N,CLINTON,ST,28,280100,42
100693362,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/2/17,4316,W,BERWYN,AVE,13,130200,39
100699201,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/5/17,2100,N,MAGNOLIA,AVE,7,832500,2
100700190,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/12/17,1709,N,LARRABEE,ST,7,71700,43
100700191,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/12/17,7340,S,WESTERN,AVE,66,661000,18
100704795,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/11/17,2140,N,WINCHESTER,AVE,22,832300,32
100709386,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/6/17,1751,W,BERWYN,AVE,77,30900,40
100714152,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/7/17,1935,N,WINCHESTER,AVE,22,831000,32
100714267,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/7/17,1611,N,HERMITAGE,AVE,24,240200,32
100714269,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/7/17,1611,N,HERMITAGE,AVE,24,240200,32
100719323,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/4/17,4548,N,OAKLEY,AVE,4,40900,47
100720085,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/10/17,1825,S,PRAIRIE,AVE,33,330100,3
100654959,PERMIT - NEW CONSTRUCTION,SELF CERT,7/5/17,2037,N,HOWE,ST,7,71200,43
100666871,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/4/17,1056,N,DAMEN,AVE,24,242300,2
100683624,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,4/4/17,1439,N,NORTH PARK,AVE,8,80300,27
100685108,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/3/17,2031,N,BISSELL,ST,7,71100,43
100711584,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,9/6/17,4110,S,VINCENNES,AVE,38,380200,3
100714553,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/9/17,3057,W,DIVERSEY,AVE,22,220500,32
100718380,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,5825,N,ODELL,AVE,10,100300,41
100718387,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,5633,N,NOTTINGHAM,AVE,10,100300,41
100718389,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,5817,N,ODELL,AVE,10,100300,41
100718516,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,5804,N,NICOLET,AVE,10,100300,41
100718525,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,5844,N,ODELL,AVE,10,100300,41
100720380,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/11/17,5821,N,ODELL,AVE,10,100300,41
100724180,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/1/17,5739,N,EAST CIRCLE,AVE,10,100300,41
100724181,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/1/17,5837,N,WEST CIRCLE,AVE,10,100300,41
100724727,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/17,5802,N,WEST CIRCLE,AVE,10,100300,41
100727559,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/6/17,1008,W,18TH,ST,31,310400,25
100730736,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/12/17,2116,N,SAWYER,AVE,22,221100,26
100738569,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/5/17,4110,S,VINCENNES,AVE,38,380200,3
100707392,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/6/17,3937,N,LINCOLN,AVE,5,50600,47
100702236,PERMIT - NEW CONSTRUCTION,SELF CERT,7/10/17,5326,N,LEAVITT,ST,4,40100,40
100705152,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/12/17,2954,N,TALMAN,AVE,21,210900,33
100709114,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/6/17,727,S,DEARBORN,ST,32,839000,4
100725481,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9/12/17,6524,S,EVANS,AVE,42,420700,20
100724909,PERMIT - NEW CONSTRUCTION,SELF CERT,11/9/17,3632,N,CLARK,ST,6,61100,44
100739578,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/12/17,1525,E,53RD,ST,41,410800,5
100665125,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/4/17,1540,N,LARAMIE,AVE,25,250700,37
100672355,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/1/17,3011,S,KEELEY,ST,60,600600,11
100677431,PERMIT - RENOVATION/ALTERATION,SELF CERT,1/5/17,8014,S,CALUMET,AVE,44,440300,6
100677602,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/2/17,636,E,67TH,ST,42,420700,20
100678159,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/12/17,6839,S,CRANDON,AVE,43,843900,5
100679149,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/10/17,2519,N,CICERO,AVE,19,190900,31
100684027,PERMIT - RENOVATION/ALTERATION,SELF CERT,1/6/17,7411,S,RHODES,AVE,69,690900,6
100685037,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/2/17,10236,S,PEORIA,ST,73,730600,34
100685426,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/5/17,3529,W,WALNUT,ST,27,836800,28
100685886,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/10/17,3622,N,MARSHFIELD,AVE,6,60300,47
100687429,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/2/17,9708,S,EWING,AVE,52,520200,10
100688880,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/1/17,7127,S,MARSHFIELD,AVE,67,672000,17
100688894,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2/1/17,5222,N,LORING,AVE,11,110501,45
100688961,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/10/17,3848,W,HIRSCH,ST,23,230700,26
100689474,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2/6/17,5232,W,STRONG,ST,11,110502,45
100689933,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/8/17,3542,S,PRAIRIE,AVE,35,839600,3
100690002,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/8/17,8348,S,STONY ISLAND,AVE,45,834300,8
100690494,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/6/17,2140,N,MULLIGAN,AVE,19,191301,36
100699334,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/6/17,6419,S,PEORIA,ST,68,681000,16
100699335,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/6/17,9140,S,LEAVITT,ST,72,720100,19
100699524,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/7/17,3935,N,KENNETH,AVE,16,161100,45
100703532,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/5/17,2937,W,WARREN,BLVD,27,837000,27
100703853,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/5/17,9547,S,PROSPECT,AVE,72,720200,19
100704553,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/10/17,10620,S,AVENUE H,,52,520400,10
100704670,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/10/17,2963,N,RIDGEWAY,AVE,21,210502,30
100704975,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/12/17,2856,E,87TH,ST,46,460301,10
100708640,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/7/17,6712,S,ABERDEEN,ST,68,681100,16
100709685,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/8/17,11661,S,WESTERN,AVE,75,750500,19
100708103,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/4/17,8638,S,LOOMIS,BLVD,71,711100,21
100711791,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/10/17,28,S,WABASH,AVE,32,320400,42
100713758,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/5/17,1538,N,CENTRAL,AVE,25,250600,29
100714305,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/7/17,304,E,109TH,ST,49,490901,9
100714816,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/12/17,4339,S,WELLS,ST,37,835500,3
100715752,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/8/17,2804,W,ROOSEVELT,RD,29,838600,28
100719013,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/3/17,7848,S,KIMBARK,AVE,45,834300,8
100719602,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/7/17,11006,S,STATE,ST,49,491000,34
100724498,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/5/17,8412,S,KERFOOT,AVE,71,710900,21
100724500,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/5/17,7610,S,EGGLESTON,AVE,69,691200,17
100725554,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/12/17,9936,S,SANGAMON,ST,73,730600,34
100729227,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/3/17,3516,W,BRYN MAWR,AVE,13,130300,39
100729686,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/6/17,3056,W,FLOURNOY,ST,27,837300,28
100730365,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/11/17,5844,W,NEWPORT,AVE,15,151200,36
100734258,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/7/17,1334,N,CENTRAL,AVE,25,250600,29
100734527,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/7/17,10433,S,MICHIGAN,AVE,49,490902,9
100734880,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/8/17,10434,S,SANGAMON,ST,73,730700,34
100738057,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/1/17,4825,W,LEXINGTON,ST,25,831400,29
100738716,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/5/17,8111,S,SANGAMON,ST,71,710800,21
100739298,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/8/17,1938,N,KEYSTONE,AVE,20,831200,35
100739725,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/12/17,5215,W,WASHINGTON,BLVD,25,251900,28
100703330,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/5/17,4932,N,MOZART,ST,4,40300,40
100689843,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/8/17,2704,N,LAKEVIEW,AVE,7,70101,43
100693116,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/3/17,3641,N,CLARK,ST,6,61100,44
100666459,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/6/17,2610,W,23RD,PL,30,301200,24
100682787,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/12/17,180,N,MICHIGAN,AVE,32,320100,42
100702833,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/12/17,2616,W,104TH,ST,72,720500,19
100704156,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/10/17,6301,N,SHERIDAN,RD,77,30104,48
100705630,PERMIT - RENOVATION/ALTERATION,SELF CERT,6/2/17,7611,W,ISHAM,AVE,9,90300,41
100710164,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/8/17,11001,S,TALMAN,AVE,75,750300,19
100717381,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/5/17,7739,W,PALATINE,AVE,10,100400,41
100725174,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/4/17,7359,N,OLCOTT,AVE,9,90100,41
100726540,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/2/17,2305,W,110TH,PL,75,750200,19
100685496,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/5/17,5417,W,POTOMAC,AVE,25,250700,37
100693593,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3/7/17,7208,S,EAST END,AVE,43,430500,7
100719728,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/8/17,8926,S,CHAPPEL,AVE,48,480400,8
100700054,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,4/12/17,7435,W,TALCOTT,AVE,10,100400,41
100729272,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,10/4/17,844,N,RUSH,ST,8,81201,42
100669433,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,8/3/17,1527,W,NELSON,ST,6,62700,32
100734325,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,11/5/17,5019,N,RIDGEWAY,AVE,14,140302,39
100679519,PERMIT - NEW CONSTRUCTION,SELF CERT,1/5/17,5229,S,MENARD,AVE,56,560800,14
100719917,PERMIT - SIGNS,SIGN PERMIT,10/4/17,2652,W,CHICAGO,AVE,24,242600,26
100704939,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/11/17,3605,W,56TH,PL,62,620400,23
100713690,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,7/5/17,1648,W,SURF,ST,6,62600,32
100729511,PERMIT - NEW CONSTRUCTION,SELF CERT,12/8/17,2324,W,21ST,ST,31,841200,25
100677737,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/11/17,3159,N,SOUTHPORT,AVE,6,62800,32
100687954,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/8/17,300,S,WACKER,DR,32,839100,42
100690260,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/2/17,3159,N,SOUTHPORT,AVE,6,62800,32
100711838,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/2/17,3802,W,CHICAGO,AVE,23,231200,27
100711879,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/3/17,3844,W,16TH,ST,29,838700,24
100711900,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/3/17,3747,W,16TH,ST,29,292200,24
100712000,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/3/17,3626,W,OGDEN,AVE,29,292200,24
100712005,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/3/17,3637,W,OGDEN,AVE,29,292200,24
100712010,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/3/17,3431,W,OGDEN,AVE,29,841400,24
100714126,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/2/17,980,N,MICHIGAN,AVE,8,81201,42
100736018,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/1/17,230,N,MICHIGAN,AVE,32,320100,42
100703931,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/5/17,10,N,DEARBORN,ST,32,839100,42
100714869,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7/12/17,2,N,RIVERSIDE,PLZ,28,280100,42
100720051,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,11/2/17,1729,W,MELROSE,ST,6,62500,47
