PERMIT#,PERMIT_TYPE,REVIEW_TYPE,ISSUE_DATE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,SUFFIX,COMMUNITY_AREA,CENSUS_TRACT,WARD
100708692,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100714701,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/11/17,300,S,RIVERSIDE,PLZ,28,281900,42
100693169,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100738151,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100694506,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/9/17,150,N,RIVERSIDE,PLZ,28,2801,42
100709305,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/6/17,6658,S,COTTAGE GROVE,AVE,42,420700,20
100698640,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100693706,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/4/17,10000,N,BESSIE COLEMAN,DR,76,,
100724420,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/17,2324,N,FREMONT,ST,7,711,43
100698313,PERMIT - SIGNS,SIGN PERMIT,5/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100725067,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/8/17,3652,W,SHAKESPEARE,AVE,22,220901,35
100730504,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/11/17,6317,S,EVANS,AVE,42,420700,20
100709389,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/6/17,150,N,RIVERSIDE,PLZ,28,2801,42
100698200,PERMIT - SIGNS,SIGN PERMIT,5/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100685243,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/4/17,10000,W,OHARE,ST,76,980000,41
100698895,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/4/17,1516,W,WRIGHTWOOD,AVE,7,70600,32
100689092,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/2/17,150,N,RIVERSIDE,PLZ,28,2801,42
100698747,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100685683,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/6/17,150,N,RIVERSIDE,PLZ,28,2801,42
100693104,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100689695,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/6/17,150,N,RIVERSIDE,PLZ,28,2801,42
100698662,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100685761,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/9/17,150,N,RIVERSIDE,PLZ,28,2801,42
100685753,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/9/17,150,N,RIVERSIDE,PLZ,28,2801,42
100689880,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/8/17,2233,N,KENMORE,AVE,7,71000,43
100698443,PERMIT - SIGNS,SIGN PERMIT,5/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100685297,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,1/4/17,6812,N,CLARK,ST,1,10702,49
100697998,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/11/17,150,N,RIVERSIDE,PLZ,28,2801,42
100689813,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/8/17,150,N,RIVERSIDE,PLZ,28,2801,42
100693186,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100689052,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2/2/17,4853,N,SEELEY,AVE,4,40402,47
100704598,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/10/17,1518,W,WRIGHTWOOD,AVE,7,70600,32
100698405,PERMIT - SIGNS,SIGN PERMIT,5/3/17,150,N,RIVERSIDE,PLZ,28,2801,42
100707941,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/6/17,5200,N,CLARK,ST,77,30900,40
100729018,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/3/17,1652,W,HURON,ST,24,243200,1
100719892,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,10/3/17,3722,N,ASHLAND,AVE,6,60300,47
100734999,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/9/17,10000,N,BESSIE COLEMAN,DR,76,,41
100704819,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/11/17,150,N,RIVERSIDE,PLZ,28,2801,42
100724426,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/17,2233,N,KENMORE,AVE,7,71000,43
100737542,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/4/17,150,N,RIVERSIDE,PLZ,28,2801,42
100708412,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/1/17,2233,N,KENMORE,AVE,7,71000,43
100715537,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,8/7/17,3640,W,FULLERTON,AVE,22,220701,31
100719435,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,8/7/17,325,W,FULLERTON,PKWY,7,71400,43
100729191,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/3/17,4001,N,RAVENSWOOD,AVE,6,60200,47
100709918,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/9/17,150,N,RIVERSIDE,PLZ,28,2801,42
100704835,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/11/17,150,N,RIVERSIDE,PLZ,28,2801,42
100712337,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/9/17,1652,W,HURON,ST,24,243200,1
100719424,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/7/17,150,N,RIVERSIDE,PLZ,28,2801,42
100700131,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/12/17,150,N,RIVERSIDE,PLZ,28,2801,42
100701894,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/4/17,150,N,RIVERSIDE,PLZ,28,2801,42
100729917,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/6/17,1110,W,112TH,PL,75,750600,34
100708407,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/1/17,2324,N,FREMONT,ST,7,711,43
100710033,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/9/17,4001,N,RAVENSWOOD,AVE,6,60200,47
100704494,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/10/17,2120,N,CLEVELAND,AVE,7,71300,43
100724410,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/5/17,3652,W,SHAKESPEARE,AVE,22,220901,35
100703586,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/8/17,150,N,RIVERSIDE,PLZ,28,2801,42
100738282,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/7/17,6317,S,EVANS,AVE,42,420700,20
100738971,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/7/17,150,N,RIVERSIDE,PLZ,28,2801,42
100718645,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100739389,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/11/17,10000,W,OHARE,ST,76,980000,41
100709383,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/6/17,4308,W,ARMITAGE,AVE,20,200401,35
100738962,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/7/17,150,N,RIVERSIDE,PLZ,28,2801,42
100703607,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/3/17,5115,S,NAGLE,AVE,56,560900,14
100725308,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/11/17,3652,W,SHAKESPEARE,AVE,22,220901,35
100714994,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/8/17,600,S,MICHIGAN,AVE,32,320600,42
100715856,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/11/17,3,E,HURON,ST,8,81500,42
100695727,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100734417,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,11/6/17,6615,S,BELL,AVE,66,660700,16
100718385,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/1/17,150,N,RIVERSIDE,PLZ,28,2801,42
100713056,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/11/17,12046,S,WALLACE,ST,53,530501,34
100654686,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,2/1/17,2742,N,LINCOLN,AVE,7,70400,43
100660753,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/9/17,2145,N,CLAREMONT,AVE,22,221600,32
100683112,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/3/17,509,W,MENOMONEE,ST,7,71700,43
100684059,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/3/17,1442,W,CULLOM,AVE,6,60100,47
100685672,PERMIT - RENOVATION/ALTERATION,SELF CERT,2/9/17,2142,N,CLAREMONT,AVE,22,221600,32
100689657,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/4/17,2124,W,LAWRENCE,AVE,4,40402,47
100696722,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/1/17,1832,N,HONORE,ST,22,831000,32
100716990,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/12/17,1721,N,ELSTON,AVE,24,842300,2
100719869,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/4/17,1800,W,WARNER,AVE,5,50100,47
100724750,PERMIT - NEW CONSTRUCTION,SELF CERT,11/1/17,1821,N,HOWE,ST,7,71800,43
100734468,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/12/17,1200,N,NORTH BRANCH,ST,8,842200,27
100738321,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/4/17,1955,N,RICHMOND,ST,22,222500,1
100678709,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/7/17,222,W,MERCHANDISE MART,PLZ,8,81800,42
100684873,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/10/17,2929,W,COYLE,AVE,2,20301,50
100701676,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/4/17,222,W,MERCHANDISE MART,PLZ,8,81800,42
100734221,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,11/3/17,225,N,MICHIGAN,AVE,32,320100,42
100675778,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/9/17,3945,S,ELLIS,AVE,36,836400,4
