GEOID,perc_rental_housing_2019
17031010100,0.789674143
17031010201,0.748452858
17031010202,0.772007042
17031010300,0.662892268
17031010400,0.787726358
17031010501,0.864785173
17031010502,0.784351145
17031010503,0.821529745
17031010600,0.779406751
17031010701,0.521164021
17031010702,0.76956313
17031020100,0.559840426
17031020200,0.227162881
17031020301,0.269947444
17031020302,0.398609502
17031020400,0.448358209
17031020500,0.742597899
17031020601,0.542623788
17031020602,0.56384505
17031020701,0.327917282
17031020702,0.686978297
17031020801,0.543154089
17031020802,0.693304536
17031020901,0.671794872
17031020902,0.462704669
17031030101,0.642751843
17031030102,0.644849785
17031030103,0.741242938
17031030104,0.597142857
17031030200,0.497318008
17031030300,0.696629213
17031030400,0.623672231
17031030500,0.513983629
17031030601,0.760728983
17031030603,0.89047619
17031030604,0.701100762
17031030701,0.792494481
17031030702,0.399185336
17031030703,0.732853982
17031030706,0.650228775
17031030800,0.551282051
17031030900,0.48777079
17031031000,0.610610611
17031031100,0.720051524
17031031200,0.751581167
17031031300,0.679289941
17031031400,0.442834138
17031031501,0.822025052
17031031502,0.857684211
17031031700,0.659386232
17031031800,0.547034765
17031031900,0.656692913
17031032100,0.719020529
17031040100,0.498179612
17031040201,0.620908484
17031040202,0.728990888
17031040300,0.370952821
17031040401,0.418310971
17031040402,0.646413171
17031040600,0.654310345
17031040700,0.547254151
17031040800,0.543814433
17031040900,0.602215509
17031050100,0.58061674
17031050200,0.363330125
17031050300,0.485446009
17031050500,0.359237537
17031050600,0.401493931
17031050700,0.221884498
17031050800,0.601018676
17031050900,0.560377358
17031051000,0.407458564
17031051100,0.433753943
17031051200,0.544827586
17031051300,0.260986547
17031051400,0.390410959
17031060100,0.484662577
17031060200,0.698113208
17031060300,0.521040551
17031060400,0.535055351
17031060500,0.792682927
17031060800,0.50846926
17031060900,0.613911934
17031061000,0.712488769
17031061100,0.627009646
17031061200,0.571604938
17031061500,0.657957245
17031061800,0.791784703
17031061901,0.695165622
17031061902,0.696585709
17031062000,0.69761606
17031062100,0.658074698
17031062200,0.492652746
17031062300,0.445682451
17031062400,0.427408412
17031062500,0.469845722
17031062600,0.353061224
17031062700,0.455788514
17031062800,0.543018336
17031062900,0.562975027
17031063000,0.626748741
17031063100,0.710648148
17031063200,0.649952471
17031063301,0.830563003
17031063302,0.688230994
17031063303,0.572375691
17031063400,0.649501661
17031070101,0.640699523
17031070102,0.733436853
17031070103,0.920325203
17031070200,0.6200489
17031070300,0.576470588
17031070400,0.56080207
17031070500,0.395688992
17031070600,0.320097245
17031070700,0.492082826
17031071000,0.521224087
17031071100,0.504472272
17031071200,0.468478261
17031071300,0.499743721
17031071400,0.541564363
17031071500,0.669445168
