RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31
84638,734,60638,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,150623,150825,151429,152581,153701,154726,155476,156751,158076,159874,161764,163466,164876,165802,167041,168388,169744,170854,171800,173157,174715,176596,178396,179722,180705,181583,182873,183748,184930,185705,187166,188341,190080,191773,193359,195165,196987,199329,201519,204071,206006,208041,209767,212276,214890,217741,220182,222397,224694,226647,228658,230649,233079,235421,237881,240281,242466,244807,247310,250204,252541,254753,256520,258592,260587,262594,264229,265655,267573,269424,271836,273838,275780,277107,278973,280627,282510,283155,284094,284371,284799,284504,284590,285123,286250,287142,287305,286666,285543,284534,283201,281876,279595,277275,275278,273281,272259,268078,268616,265037,266053,261315,260654,255461,251996,246307,242347,237836,232763,230029,226517,226163,224093,223508,222586,222008,219220,216746,213737,213740,211580,211337,208360,209027,207122,208492,204855,203438,199986,198061,194734,191365,189632,187240,186056,183211,182545,180461,179900,177437,175676,171829,170675,168091,168092,165280,165883,165784,166562,166029,164114,162952,161617,162277,163670,165142,167172,168325,169609,171409,173306,176491,178744,181767,183068,185754,185896,187078,187150,189345,190280,190364,190455,191595,192754,193214,193881,194735,195314,196338,196942,198239,199703,202514,205359,206915,208050,208363,208434,208272,208172,208975,209724,212234,214381,216044,216400,216258,216527,216663,217405,218937,221050,223489,225726,228146,230264,231642,231986,231662,231393,231967,233286,234618,235740,237174,238894,240586,240690,240167,240247,240548,241390,241166,241978,242495,243196,243697,243019,243253,242655,243596,244131,245143,246548,247980,248892,249097,248849,249196,249703,251300,252378,252607,251758,251826,253156,255418,259715,263897,267163,269269,270441,273055,274748,277618,279254,281624,284379,287556,290282,292726,295580,297792,300242,301536,304361
84639,775,60639,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,154161,154568,155215,156646,158113,159839,161738,164155,166675,169052,171615,173927,176312,178128,180292,182088,184168,186266,188483,190830,192773,194879,196729,198386,200016,201727,203875,205545,207412,208550,210573,212818,215954,218582,220523,222440,224455,226944,229280,231495,232752,233830,235270,237553,240212,242817,245521,247899,250529,252237,253926,255976,259165,262481,265302,268028,270925,273933,276955,279988,282748,285501,288077,290920,293842,296978,299993,302494,304807,306768,309345,311871,314489,316788,319294,321643,323562,324093,324419,324969,326002,326955,327156,328171,329735,331880,333454,333842,333275,332250,330622,329019,326258,324271,321769,319107,316945,311710,310508,304112,302239,294992,291951,284653,280813,272509,265773,254226,245385,238149,231672,226655,219239,212318,203583,198245,193206,191982,188166,187055,183836,183336,180706,181719,180678,183059,181518,180980,177895,175137,172978,170718,168414,165781,164687,163485,163141,162217,162150,161152,160435,157910,156574,153746,153268,151921,154334,155208,156240,155208,154113,153673,152681,153797,154041,154895,155225,156236,156326,157651,158441,161669,166937,172169,176677,179809,181004,182261,183211,186078,188158,188167,189558,190820,192956,193472,194486,194582,195811,197224,198581,199405,199793,201465,203674,204793,205784,205054,206100,207108,209545,212530,215946,219581,221507,222983,223672,224208,224739,225741,227046,228485,230944,234208,237860,241291,245486,249252,252041,252592,253092,253652,254674,254675,254513,255339,258191,261966,263851,265390,266088,267879,268781,269122,269552,269315,269801,270512,270812,271186,271390,272294,272745,272232,270843,268789,267339,265833,265092,264543,264641,264684,264805,265554,266009,267205,269393,272582,277356,281816,284777,285931,285750,288638,290736,295005,297588,302877,306857,310498,311611,313645,316904,320993,325248,328064,330709
84631,860,60630,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,220396,221279,222567,225164,227972,231049,234442,238054,241544,245400,249277,253019,255953,258426,260666,262587,264934,267228,269601,272229,275172,278095,280437,282314,284088,285758,287594,288555,289705,290505,292765,295375,298438,300712,302740,304940,307690,310522,313242,315838,317523,318980,320037,321817,323426,325261,326711,328505,330899,333217,335689,338407,341783,345566,349242,352649,355931,359394,363379,367640,372120,376277,379907,382934,385660,388324,391243,395006,399584,403806,408129,411983,415675,418942,422119,425227,427685,429199,430156,430166,429177,427616,426061,425109,424781,425110,425112,423976,422074,419514,416494,414087,411786,410611,409049,406300,403397,395342,393618,386013,385239,378061,376955,370475,366655,357948,351827,342789,334193,327321,320960,319998,315515,313991,310834,309355,304170,298941,293860,292475,291637,293410,292006,293840,291685,293869,289882,289112,283475,280031,274814,271082,267800,264875,264345,262434,263478,262615,264536,263643,263745,259849,258364,253486,252692,248713,250340,250312,252123,252207,252252,251929,250558,249624,249093,248820,250366,252805,256387,260055,263766,266847,269441,272193,275710,280518,281459,282826,283202,287072,289142,291800,295766,299924,302294,302258,303397,304672,306792,308790,309063,309773,310034,311807,311608,309897,309051,308360,308179,308125,308335,310839,312965,317622,319707,321794,321281,321628,321780,322834,323840,325724,328568,331177,334033,336238,339384,340562,340784,339404,339348,338892,339348,339351,340022,342808,345080,347775,347001,346964,346006,344831,342756,341044,341536,342586,344864,346107,346876,347087,346525,345196,343397,341761,340282,338842,337649,336769,335996,337048,339007,340579,340478,339378,338738,338784,340605,343475,348508,353282,355276,356146,355701,359285,361502,365349,366270,369445,372392,376581,378833,382112,386090,389621,392694,393927,397283
84642,902,60643,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,160301,160628,161063,161933,162605,163565,164550,166135,167653,169649,171726,173156,173867,173964,175044,176004,177678,178153,178614,179230,180540,182327,183234,183957,184543,185424,186045,185858,184892,184202,184331,185849,187284,189006,189496,190391,190895,191568,192460,193681,194758,195604,196018,197224,198648,200630,202586,204250,205989,206968,207712,208384,209296,210731,211497,212390,213153,214689,216998,219369,221518,223316,224816,226239,227610,228936,230319,232390,235064,237583,240051,242669,245542,247946,250042,251805,253294,253685,254224,254827,255322,255298,255098,255761,256754,257404,257680,257406,257181,257191,257390,257400,256887,256330,255906,254603,254232,251648,253456,251536,253162,249166,248865,245098,243882,238545,235370,230589,226392,221972,217055,215842,213541,213219,211082,209618,206149,203982,201849,202403,201763,202405,200442,201768,201047,202096,197578,194594,190271,188485,185570,182973,179714,176181,173925,172285,172221,171222,170983,170219,169414,166412,163743,158917,156631,152731,153908,153696,154723,153403,152282,152297,151901,152207,152164,153402,154831,155730,154309,153033,151748,152856,154005,153604,152223,153026,154207,156290,156975,158974,160178,159473,159426,160498,161518,160497,159230,158644,159280,159578,158508,157422,157113,158679,160060,160228,159726,158909,158125,157565,156959,156581,156060,157875,159678,161504,161777,161670,162343,163381,164745,165194,165382,166146,168165,170643,172950,173864,174500,174028,174427,174822,176213,177058,178190,179188,180361,181517,182241,183020,183832,184611,185357,185720,186928,187940,188614,188806,189355,191310,193110,194645,194254,193627,192910,193024,193207,192931,192136,191048,190770,189382,188594,187570,187932,187768,188606,190190,193877,196273,196917,196629,197276,200858,203856,207409,207713,208478,209284,212508,215446,218795,221755,224450,226350,227270,229186
84625,1119,60623,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,171825,172155,173148,174756,175764,176290,175855,176953,177933,179878,181347,183065,185515,187425,189842,192045,193630,195775,197790,201774,205938,210515,213209,214753,215247,216639,218203,219234,220083,219615,219983,221431,223810,226584,227530,228797,229429,230934,233043,235597,237671,240602,243543,246310,248584,251558,254050,256512,258442,260885,261375,262219,263906,266447,268417,271007,274656,279672,283101,285805,287952,291634,295367,299405,302522,305957,307641,310489,313916,318265,321000,323589,327045,332133,337451,341497,344136,345832,347344,348906,349866,349829,350876,351053,352061,351617,351846,351582,351891,351031,349479,347884,345829,343911,341653,340057,339113,334940,336298,331668,332006,326227,326398,320260,316746,309688,302243,288919,278396,274087,271199,267584,255847,245298,234292,228987,221132,214700,210301,206386,199088,186541,174905,167730,165286,163034,157433,152108,149143,147180,141767,135002,128423,127507,127371,127006,124806,125028,128922,130248,128664,123500,119569,116445,114802,112197,111094,109785,109434,107753,104855,101201,98551,99005,101026,101924,102691,102121,101190,100479,99961,100710,101453,104635,106226,104714,99057,94845,91943,92858,92524,93327,93804,95868,97777,98387,100095,101061,101194,101781,101206,102280,102167,106013,108965,110665,109076,108660,107573,109375,111192,115575,119986,122998,126635,127146,127853,127564,127090,126989,125322,124153,124149,125124,127558,127592,128058,128354,130484,131364,132153,133201,135010,137764,141209,147230,153615,158395,161163,162766,164210,164171,164395,165020,167205,169911,172773,174498,174590,174317,175648,175783,174391,171570,170008,170651,171932,173509,175756,176976,178257,175132,172870,168393,168325,169726,174191,174948,176071,177336,179391,180226,179821,182466,183809,185329,185513,186706,188870,191238,193218,195401,198450,201389,203384,204664,207148
84633,1143,60632,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,128610,128683,129144,129926,131043,131981,133292,134743,136305,137638,138993,140390,141645,142673,144011,145521,146953,148040,148788,149924,151269,152945,154321,155186,156042,156977,158470,159641,160881,161969,163598,165428,167243,168772,169928,171352,173008,174793,176251,177630,178726,180007,181393,183582,185787,188005,189455,190957,192407,193900,195484,197273,199332,201559,203752,206166,208320,210750,213184,215857,218165,220410,222502,224842,227252,229581,231510,233299,235667,238167,240764,243427,246517,249768,252485,254193,255577,256178,257023,257185,257243,256685,256832,257028,257755,257552,257383,256547,255476,254415,253186,252597,251067,249843,248381,246799,245562,241575,241075,236724,236066,230961,229291,224067,221324,215521,211540,205310,199852,196025,191284,189089,184592,182263,178927,175074,168494,163368,159194,158916,156663,155301,151965,152186,152297,153679,151491,149858,147796,146486,144005,141338,139190,138003,137170,135720,134678,133511,133243,132463,132111,129520,128238,124843,124096,120970,121325,120407,120672,119459,118151,117429,116424,117261,117847,118632,119915,120948,121377,121052,121425,123686,126987,130592,132254,133110,132057,132758,133116,134830,135439,135963,136436,137430,138685,140069,142345,143970,144964,145908,146543,147565,148858,151160,153300,154411,155483,156665,157322,158386,159598,161480,162373,164502,166312,168405,169485,170542,171956,172947,173560,174277,175825,177408,178746,179890,181829,183527,184051,183964,183722,183435,183981,184454,185980,187473,189110,190605,191098,191938,192927,194322,195260,195045,195317,195402,196088,196526,196428,196286,195925,196739,197802,198602,198495,198556,198622,200355,202192,204304,205882,208678,211518,213416,213602,213740,215410,216602,219756,222674,225873,227999,229167,232042,234701,238496,241025,243847,246187,249069,251644,254243,257657,260315,263732,265892,268260
84607,1238,60605,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,245818,246463,247492,250103,253435,256998,260397,264415,268371,272632,276502,279887,282806,284733,288028,291283,295246,298445,301069,303968,306619,309230,312004,313858,316234,317838,320362,321787,322799,322962,323621,325332,327674,329822,331197,332420,333618,334057,334380,335200,335917,336295,336092,336055,336347,337069,337759,338711,339877,341023,342042,343772,345896,348082,349564,351444,353157,355513,358143,360857,363453,365625,368078,370453,372807,375498,377196,379707,382906,386982,391276,395034,398484,401159,403020,404578,405634,405958,406023,405686,405137,404458,404265,404899,406856,409118,410882,410797,410017,409339,408657,408560,408122,408256,408034,407457,407600,404436,406138,,397977,390995,393260,390283,389500,383908,381699,376956,372998,370292,367647,369173,366227,364725,362380,363231,360831,358023,349897,346407,342244,345516,343589,347338,345738,349667,344062,341683,335793,332551,327255,326351,326095,325333,323374,322335,324513,325410,326170,325545,324850,322559,322569,319158,317963,312065,311962,310904,312789,313957,314006,313634,313859,316044,317280,315848,317071,320122,324658,329902,335694,341401,345672,350112,354120,361100,364677,369368,369362,371988,372973,372877,372673,373174,373565,372710,372900,373990,374852,375428,375191,376588,378806,382447,384505,384372,384488,384103,383946,382858,381821,382393,383883,388077,392202,394280,394160,393030,393153,392856,392734,393384,396359,396672,397956,398514,401854,402394,402194,401124,401175,401001,401978,402106,402999,403859,406900,409477,410194,408822,406946,404628,402657,400270,399028,396990,396754,396874,395311,393895,392367,393776,394174,394715,395099,395081,394893,394648,394876,395210,394769,396048,396773,398127,396527,395281,395803,397962,401700,404564,407658,410055,411398,411400,410776,410246,410529,410992,412361,412952,412868,412530,413670,415104,417311,418200,418706
84611,1525,60609,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,128098,128402,129960,131876,132766,133091,133115,135372,136946,140000,142001,144044,145066,145524,145955,146021,146458,147795,148682,150648,152306,154614,155800,155460,155536,155198,156033,156906,158052,159388,160133,161985,162835,164737,164398,165998,166310,169162,171679,174492,176504,178120,180576,183599,186896,190115,191301,192312,192632,194514,196201,198752,200725,203251,205078,207671,210283,213750,216698,217649,217988,218704,220348,222005,223213,225249,227651,230659,233071,235542,237862,241278,243982,246685,248268,249739,251498,253177,255012,256093,256801,257068,256851,256254,256062,256895,258040,259055,259290,260004,260186,259919,259049,258308,257473,256850,256645,254256,254310,251081,251443,246927,246842,243759,242955,238419,235800,230913,224087,218340,213519,214347,211642,210975,206395,200098,191289,184147,180674,179047,174365,171708,165692,166588,164199,164939,160545,156372,153748,151361,148203,143263,140654,138888,137594,135144,133641,131366,130312,130737,130909,129552,127794,125243,123250,120446,120225,120040,121134,120681,119629,118412,117511,116849,115118,113386,112783,112716,113162,113570,114310,117373,120990,123124,123466,124307,125608,126233,125487,125147,124828,124971,124475,123590,122477,122036,122744,122726,122457,123186,124248,125991,126966,128055,129918,131207,134455,137097,139292,139723,140351,141638,143068,144959,145487,145305,144141,143770,144188,144352,143811,143931,144698,146477,148430,150235,151713,152365,152961,152959,152204,152323,153305,155154,157395,161441,165574,168780,170842,171883,174398,176726,179128,180403,181838,183998,186311,188146,189727,189978,189682,189372,188652,187203,184895,183654,183849,185805,188328,189663,190357,188397,188412,187276,187812,187760,190055,192327,196867,200676,205007,207653,209444,211911,212878,215236,215735,218196,219503,222255,222649,223861,224394,225789,226676,227557,228492
84644,1625,60645,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,176785,177247,178266,179831,181619,183174,185271,187653,190239,193295,196194,198797,200543,202038,203992,205880,207978,209741,211912,214623,217492,220235,222255,224004,225720,227901,230564,232614,234314,235240,236751,238995,242224,245585,248145,250445,252560,255240,257600,259641,260757,261763,262818,264282,265181,266255,267131,268576,270361,272337,274371,276688,279001,281864,284055,286429,288531,290567,292556,294855,297815,300801,303069,305507,308429,311972,316321,320654,324551,326931,329065,331571,333941,335943,338128,340686,342882,343921,343747,342852,342159,341750,342446,343722,346123,348421,349254,348829,347740,347574,346838,346206,344335,343504,342847,341548,340430,335688,335782,331849,333152,327455,325871,319829,317851,311588,307002,299779,291544,285491,280052,279780,277077,275977,273178,271746,267717,265062,261875,262008,260775,260899,257694,259019,256777,259056,255298,254653,250906,248878,244686,239275,233663,228898,228013,227576,228532,226942,226738,225020,223058,219216,217586,214829,214352,213391,217210,219958,222260,221921,220639,219905,220504,222557,223754,224533,226061,227797,227903,228413,230021,233934,237840,241048,243221,244964,244213,244660,244683,247447,249074,251221,253689,256217,257479,257547,258421,259678,261505,263406,264961,266307,268028,270280,271884,271731,271982,272351,272707,272529,272853,275262,278681,283704,286960,288534,288821,288985,290100,290362,291383,293341,296286,298946,301804,303888,306377,307149,307883,306235,304901,303520,304228,302871,302159,302135,304657,306229,306252,305741,305549,305771,305712,305716,305943,306213,307497,308770,309415,309726,308989,308507,307080,306597,305829,305925,305889,306957,307684,308734,309809,312383,314006,314557,313959,314137,316713,319261,323624,327575,331376,333895,334150,335616,336567,339130,338261,339424,341901,346842,349686,352019,355548,359091,362545,364123,366418
84651,1627,60654,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,222224,222094,223223,224840,227449,230649,234028,238412,242386,247801,252820,257517,261606,264599,267498,268320,269257,269917,271201,273935,277436,281951,285420,288159,290200,292146,294620,296245,296670,295913,295667,296869,298814,301592,303952,306291,308215,309887,310880,311762,311861,312218,311461,311153,310566,310678,309665,309519,310520,312546,314597,315920,317326,318669,319737,321488,322795,325416,328577,331851,334744,335987,337089,337873,339227,340303,341204,343421,347107,350699,353997,356211,358496,360201,361800,362583,362940,362335,362409,361821,361205,360180,359723,360407,361772,363716,364674,364807,363311,361849,360265,359795,359989,359979,360223,358361,357993,353524,355737,352421,354324,349839,350877,348983,350000,347291,345204,340367,334401,331062,327568,329207,328865,329800,329970,330426,327264,324768,320892,320787,319595,320180,318450,320578,319753,321289,316212,313646,310446,308655,305559,303068,300879,300011,299977,300993,302314,302553,302930,302654,301655,298254,296913,292799,291062,287066,289480,292063,295269,296300,296564,297565,298514,301875,304323,306719,309402,312799,316542,321123,327485,334599,341512,346755,351037,356468,359215,362916,363327,366874,367948,369163,370478,372784,373151,372462,372181,372975,372641,373467,374468,376895,379693,382754,384579,385138,386225,387245,387501,386523,386460,388242,391047,396194,399513,402224,401812,401786,401979,402432,402614,403665,406442,409862,413880,416680,419457,418807,416860,414161,412839,412405,413053,412394,412388,413229,416369,419460,420630,419892,418367,415828,413703,411486,411140,410750,411908,411537,410664,409500,408349,408168,407688,407395,406757,405732,405339,405166,404616,403986,403558,404194,404892,405229,404421,404615,406935,408851,411706,413781,418322,420881,422107,421996,421440,421061,420549,421834,423845,425790,426624,427471,429010,429712,430775,430565,431929
84648,1681,60651,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,154084,155185,156129,158597,160659,162883,164245,166002,167402,169142,169712,170273,170422,171266,172230,172996,174291,175798,178149,181526,185380,189257,191283,192060,192688,192892,193645,193467,194170,195002,196613,198140,199702,200982,201881,202526,202393,202783,202282,202874,203448,205282,206065,207756,209468,212737,214883,216849,219044,221678,224193,226613,229024,231716,234071,236281,238460,240621,242569,244305,246206,248421,251184,253917,256913,260550,264322,268425,272924,277860,281638,285664,289035,293076,296461,299112,303044,304927,308249,309217,310536,309918,310829,312855,315900,318537,320008,321018,320194,320105,318440,317989,317687,318773,319913,318607,319010,316075,318657,312939,311269,303516,303240,296605,289779,274961,262635,247754,236952,228129,221405,212730,201905,192641,186463,183679,179186,174050,168501,166221,167661,168997,170347,172547,172056,172027,167646,166692,166468,166344,163867,158313,153215,151368,150964,151034,151349,151592,152578,150366,148192,143725,143039,139145,137683,132157,131599,130654,131709,130211,127482,124774,122874,122165,122836,121046,120208,117115,116842,116846,117370,118027,121246,125476,128681,129230,127234,127041,127284,129529,130560,130554,131090,133164,136334,138582,139929,140336,140563,141840,143494,146621,148885,151954,153814,154437,154538,155048,155891,157343,157910,159910,159584,161378,161189,161897,160609,160013,160770,161667,162666,164016,165477,169214,171852,175899,177842,179592,179202,178725,179002,180347,182928,185031,187514,190637,194789,199493,201688,204482,206589,210129,209534,209126,207866,210110,212981,215466,216618,217207,218429,220309,222506,224097,224986,224397,222933,222024,222585,224336,224660,221741,219223,217216,217442,217983,218788,220189,222422,227407,230824,233937,234260,239132,242812,248895,249460,250893,251561,255125,257675,260341,262405,265116,266903,268243,268371
84650,1896,60653,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,162409,163228,165215,167951,171724,174589,178216,179579,181748,184863,188486,191949,194861,197443,197759,195884,194941,195438,196864,199913,202336,205704,205549,205845,206067,206908,207658,206310,205909,203903,203080,203506,205814,209002,210301,212926,216165,221943,227036,231121,233375,235119,236007,236235,236932,238845,241668,243308,246305,248443,250733,250653,253045,256051,260151,262761,264960,269338,272308,275755,277941,281357,284948,286741,289710,292574,297038,301480,306195,311118,315142,319261,322872,326078,329613,330923,331177,329083,327252,326737,327655,330341,332949,335178,338008,341076,344388,345600,346900,347293,347668,347728,347703,347166,346931,346397,347124,343777,344844,338423,337624,331039,331087,327514,326064,320911,314954,307607,300835,296669,291162,291861,292200,294595,292243,289725,281838,276503,271745,272760,269863,266870,261201,261402,259369,262076,258213,256290,250870,249528,244889,237309,227374,219872,216973,215423,214195,211181,207705,203875,201374,196682,192016,185596,181457,175466,172329,171609,173725,175561,176113,176830,177478,179926,181802,182805,185830,190706,196157,196166,192856,191734,193950,196104,196864,195998,195253,193619,193899,196766,199117,200664,201263,204852,207400,211162,214566,216758,216969,215762,214104,213693,212989,213986,213665,212384,212326,214636,216703,217516,217416,220049,224624,230099,234779,235389,234735,231841,231745,232575,233219,234883,236573,240904,245508,249594,254359,257698,260834,261384,262130,261310,262117,261417,263648,266788,272069,275708,276511,275602,275273,275322,274979,273340,273193,273250,275700,278071,280329,281458,282246,283120,283249,282699,282088,281832,281187,282118,283293,284938,285370,286183,286618,287013,286875,286704,287905,289330,294164,298727,303598,306939,308970,311045,311948,314057,316929,320452,324579,327413,329515,330802,332599,334248,334938,334497,335406
84643,2056,60644,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,152659,153191,154538,157024,158354,160153,160368,162715,163000,164094,164124,165202,165621,165766,166290,167053,168591,169607,171014,172961,175541,177546,178738,179253,180097,181222,181571,182667,182972,184340,184884,186703,187747,190664,191416,193232,193668,194811,194964,194758,195177,194816,195450,196417,199104,202541,204827,205335,203310,202666,204066,207319,210437,214361,217785,221254,222543,225525,227271,230243,231896,233174,233956,235029,237171,239224,240509,242512,246369,250878,254709,257117,259159,263272,267310,271351,273708,276197,279493,282292,284790,285778,287282,289665,293408,296631,298072,297702,297126,298338,299267,300838,301266,302388,302140,301307,301421,297079,296804,289708,289026,281126,280192,272774,267693,259561,254503,246868,237549,229948,221515,214432,207156,204425,200658,196244,188454,182980,177981,175669,174082,171375,168081,166941,165014,162476,153610,150007,150151,153743,152373,148263,143393,142673,142084,142335,142384,141192,141258,138573,136332,131118,126840,123953,124736,124953,125937,124700,123752,121366,117090,111525,107393,106170,106070,103794,102979,102350,103212,103379,101067,99630,98608,102073,101278,99589,96070,96741,95658,95807,94435,93423,92315,92178,93899,94948,97272,98046,97801,96623,96401,96197,97560,99199,102787,103857,106231,107552,110721,113469,116610,119686,122030,123948,124840,125692,126311,126480,126493,125568,123236,121292,121309,120628,120619,120737,123328,125830,126873,127316,127708,130143,132419,134706,135608,138338,141205,141756,141555,140861,144339,147722,152125,154972,157636,160184,163739,166164,166673,166190,166173,166793,167144,168519,168315,168154,167121,167818,168770,170057,170652,170347,169266,168561,169885,172445,175481,178086,182465,188831,195366,200873,203088,207408,209017,213518,213896,215762,216011,216490,216762,217826,220291,222648,223853,224566,224514
84609,2261,60607,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,224636,224828,225810,227549,229328,231278,233292,236652,239379,242864,246416,249942,253465,255525,258839,261391,264071,265607,266308,268582,271383,274992,277482,278725,280238,281639,284549,286194,287216,286945,287355,288897,290957,293044,294383,295967,297590,299355,300810,302346,302585,302515,302089,302996,304341,306865,308940,310959,313112,314866,316887,318206,319863,320973,322105,324151,326441,328936,331905,334836,337631,338943,340205,341153,342633,344751,346555,349221,352312,356212,359934,363033,366095,368534,370451,371359,371490,371127,370711,370253,369718,368850,368295,368119,368848,369860,370543,370339,369681,368843,368380,368040,367118,366395,366017,365258,365080,361378,,,360607,355751,358199,355659,355275,351500,349528,345109,339917,336574,332593,332993,330598,330816,329951,329599,327015,324327,321118,320472,319355,320169,318644,321590,320592,323226,318358,317035,312539,309729,305580,302265,300868,299962,299802,299677,300793,300179,299396,297589,295965,293184,291781,288675,286481,282057,284260,286299,289306,288291,286825,286678,286647,288949,289407,290669,293729,298159,302733,306610,311122,316464,321372,324599,327265,333027,337203,341758,341870,345146,345882,346320,346487,348049,349380,349604,351264,352344,352510,352388,352602,354204,356604,360327,363685,364775,364658,363657,362842,362482,362912,365095,368329,373994,378025,380691,380529,381073,382533,384811,386245,387122,389421,392037,395890,398645,403270,406269,409212,409098,410683,411542,414942,415382,417163,418883,422886,425613,425930,424522,422316,419603,416647,414326,413131,412528,413321,414022,413129,411265,410817,411523,412513,412030,411872,411402,411407,411446,411634,411905,412114,412618,412034,411342,409747,409422,411309,413814,418504,422052,426480,428409,429166,428844,428592,429253,429824,430550,431703,432828,433132,433492,434780,436074,437607,438696,440455
