RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31
84613,102,60611,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,325177,325917,327751,330787,334103,336954,340260,344582,349278,355230,361256,366616,370436,373104,376323,379184,381878,383695,385527,389320,394217,399972,404576,408281,411307,413657,417014,418679,419627,419267,420187,422420,425234,427945,430370,432886,434912,435987,436020,436880,436081,435219,433278,433074,433683,435310,438104,440956,443832,444792,445808,447133,448964,450772,451720,453207,454520,457392,460798,464367,467558,470372,473049,475787,478411,480649,482466,484986,489203,493556,498292,502408,506042,509054,511969,514583,515987,515744,515269,514832,514392,513639,513728,514907,517211,519595,520870,520705,519687,518690,517939,517934,517790,517911,517184,515444,514994,510999,514769,,507023,498528,501688,499738,501951,497294,494088,486385,482002,479983,477390,478888,476303,477819,476766,477661,471724,466239,459091,459473,456508,457513,452675,455309,452743,454828,447999,445169,438722,434920,429330,424400,420951,418047,417820,416872,418235,417634,419147,418245,417084,412434,411191,406695,404443,397405,399564,400836,405258,405901,405273,404483,403536,406045,408039,410035,414188,419114,424008,428190,433108,439561,444766,449222,451465,457479,459546,463801,465019,470837,473309,474109,474200,475154,474835,473391,473627,474233,473697,473500,473341,474822,477078,479961,481099,479685,478645,477468,475767,473436,472212,473743,476015,481050,483737,485047,483983,482676,482809,482307,482740,482884,485381,488028,491869,494813,497662,497615,496190,492980,491583,490727,491895,491290,491395,492070,495114,497067,496604,494380,492505,490639,488703,486334,485537,484133,483756,482806,481586,480262,478343,477626,476748,475865,475079,473847,473287,472962,472629,472332,471463,471813,471311,471355,470037,469849,471198,472772,475931,478008,481206,482968,482794,481294,480091,480497,480390,480676,481335,481889,481257,480638,481664,481656,482289,482327,484694
84619,131,60617,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,91079,91208,91626,92184,92707,93124,93488,94070,94534,95416,96260,96950,97324,97503,97905,98226,98594,99013,99374,100025,100937,102032,103146,103753,104201,104443,105007,105567,106191,106549,107113,107896,108827,109571,109850,110374,110809,111446,111732,112355,112619,113183,113352,114185,115013,116270,117114,117891,118814,119596,120307,120998,122082,123278,124364,125558,126592,127622,128547,129615,130707,131944,133266,134582,135828,137208,138866,140639,142467,144234,146013,147795,149179,150378,151518,152737,154035,154968,156022,156409,156900,157068,157747,158416,159383,160477,161562,162211,162190,161994,161585,161784,161379,161224,160509,159141,157880,154988,154913,152501,153494,151270,151463,148942,148187,145460,143702,141084,139169,137736,136175,135509,133632,132865,131599,130757,127686,125198,122586,123192,122872,123613,121833,122669,122252,122810,120554,119067,116301,113974,111756,110038,109039,107208,106311,105296,105556,104885,105296,103860,103071,99835,97700,94259,91807,88834,88113,86845,86651,85461,84593,83262,82048,82068,81746,82054,83196,84637,85303,84727,83882,83498,83212,84281,84925,86669,87224,87835,86594,85609,84597,84938,85645,87229,88113,88580,89415,90796,92108,92492,92017,91810,91911,92664,93407,94861,97115,98927,99570,99268,99261,99719,100260,101588,103578,104897,106458,107395,109496,110163,110399,110422,111848,113141,114679,116872,119262,121164,120954,120286,119180,118847,119309,119989,120627,122283,124046,125376,125924,126606,127558,127965,127511,127819,128488,129180,128729,128229,128410,129848,131204,132101,132118,131934,132310,132578,132922,132577,132456,132692,133721,132354,130898,129105,130386,132143,134151,136807,140015,143215,145013,146835,148678,151323,152647,154264,154686,156265,158283,161465,163745,165763,167997,170378,173321,175488,177336
84622,187,60620,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,114116,114306,114798,115727,116485,117230,117736,118681,119611,120601,121619,122214,122500,122532,123040,123848,124531,125101,125498,126451,127576,128892,129853,130255,131170,131972,133263,133613,133972,134092,134802,136434,138117,139900,141000,142282,142927,143297,143280,143869,143840,144265,144330,144954,145711,146918,148460,149996,151190,152417,153443,155178,157082,158974,160043,160906,161864,163345,165132,166656,168302,169217,170241,171113,172250,174012,175649,177988,179792,181380,182819,184934,186747,188608,190264,192147,193645,194147,194937,195498,195934,195742,195458,195359,196146,197265,197978,198357,198334,198503,198180,197987,198102,198841,199855,200503,201267,199472,200962,198842,199934,197181,198438,196053,194499,190148,188239,184910,181036,178092,174608,173438,169614,167725,164926,164503,160223,156781,153749,155600,154954,156577,155287,159686,160204,162940,160900,159171,156774,155083,152619,149521,146778,144256,142501,140243,138698,136670,137060,137019,137685,134804,132659,128395,126039,122225,123129,123200,125023,124481,123396,122462,119941,118168,116705,115839,116278,117111,116531,116091,115957,118094,120079,120224,120792,123694,124311,124255,121753,120764,119508,118405,118622,119240,119919,118864,118280,118502,120487,122300,122589,121523,121523,121188,122172,121873,123613,125620,127882,128780,129995,131377,132183,133499,133987,135427,136006,137446,138415,138421,137730,137937,138657,140813,142843,144950,146273,147234,147664,147233,146912,148257,150486,151943,151882,152272,153708,155717,156877,158082,158601,158489,157730,156623,155679,154119,153873,153834,155114,157256,160039,161081,160279,158629,156436,155378,154225,153912,153050,153521,155955,156830,156837,155815,155978,157152,158027,159809,162457,165413,167978,170424,172914,177181,180904,185925,185804,186654,186863,191596,194545,197882,200569,203480,206488,208778,211692
84635,206,60634,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,191682,192158,193082,194808,196855,198863,201311,204069,206894,209771,212979,216052,218757,220670,223132,225180,227766,230164,232765,235338,237880,240807,243520,245909,247864,249713,251864,253473,255193,256322,258436,260463,262801,264671,266344,268228,270311,272529,274564,276527,277693,278804,279534,281427,283316,285810,287985,290604,293366,295650,297736,300152,303117,306111,308848,311640,314328,317407,320531,324443,327808,331155,334130,337345,340905,344071,347377,350567,354254,357653,361762,365810,369650,372544,374962,377286,379113,380162,380501,380041,379604,379086,379262,379483,380662,381706,382569,381731,380179,378154,376500,375036,372806,370538,367798,364114,361247,354641,354044,348333,348519,342277,340136,332809,327103,318928,312979,306589,298810,292554,284719,281146,276270,273765,270856,267826,262829,258629,254726,254062,251814,251828,248143,249483,247080,248626,243375,241584,237941,236068,232749,229388,226733,223238,221522,218478,217578,215106,215142,214297,213768,210776,209165,205306,203724,200719,202418,203406,204888,205029,203851,202556,201162,201619,202474,203478,205736,207776,209372,210473,212382,216148,220569,225003,228196,232292,234283,236702,237665,240826,243130,245010,247480,250780,254012,255772,257725,259758,261715,263184,263163,263181,263562,266069,268208,269016,269659,269852,269566,268876,269140,270979,272630,275475,277119,278434,278058,277697,277993,278616,279334,280561,282461,284797,287429,290132,293091,294962,295838,295113,294414,294327,295882,296641,297529,299353,302243,304480,304237,304286,304428,304242,303065,301887,302391,303288,304168,305076,306007,308148,309543,310508,309561,307999,306328,304868,303696,302271,301380,301369,301482,302497,302395,302696,301946,301853,303114,305957,311437,316196,318616,319493,319639,323458,327175,332461,335480,339026,342491,345840,347751,349582,352352,355218,358373,360403,362946
84629,259,60628,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,87388,87484,87854,88574,89339,89969,90294,90688,91039,91768,92217,92477,92526,92618,92967,93027,93239,93464,93719,94418,95010,96152,96595,96832,96772,96976,97527,98026,98434,98746,99066,99906,100878,102108,102601,103002,103290,103903,104546,105035,105305,105735,106129,107277,108280,109689,110173,110694,110910,111459,112119,112926,113888,115027,116169,117244,118258,119603,121000,122190,122961,123417,123965,124955,126383,127998,129162,130318,131213,132258,133396,134521,135548,136502,137551,138514,139375,139881,140416,140653,140925,141042,141443,142020,142862,143750,144495,144882,145133,145312,145668,146032,145989,145905,145821,145704,145860,,144369,,142320,139845,140073,137269,136013,132655,131526,128509,126132,123939,122165,122369,121859,122508,121887,121311,119702,118511,116816,116673,114257,113441,111383,112074,111149,109891,107306,104958,103054,101215,98603,96926,95595,94632,93176,90731,88648,86712,87258,87549,86917,84038,81699,79078,77383,75359,74864,74028,73000,70853,68625,65900,63918,62989,62841,62318,61021,60246,59312,59022,58118,58562,59253,60794,61046,62062,61829,62528,62761,63194,62881,62590,64034,66242,68499,69992,70703,70433,69770,69607,70302,70386,70645,70803,71373,71989,71784,71951,71506,72128,73068,73250,73306,73399,74754,76458,77615,79516,80798,82076,82790,83451,84864,85835,86980,87584,89291,91314,93697,94371,94978,95262,96406,97093,98439,100600,102632,103978,104909,106793,108832,110381,111758,113326,115398,116568,117244,117517,118252,119742,120948,121152,120320,119617,118223,117213,116278,116690,116770,117134,118058,117695,118031,117180,118158,118370,120409,122777,126156,128665,130576,131814,132644,135647,138019,140776,140707,141384,143146,146498,150692,154597,158543,162093,165643,169177,172282
84647,284,60649,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,110970,111580,112295,112962,113671,114562,115775,117240,118312,120274,122121,124145,124502,124993,124733,125417,124419,124095,123346,125065,126669,129129,130929,132332,133761,134874,136078,137318,138411,139745,140906,142836,144752,146128,146363,146928,147745,149185,150518,151287,150931,149963,148696,148542,148915,151041,153132,155467,156631,156584,156558,156917,157722,159146,161347,164513,166893,169086,171119,173009,173394,173629,174395,175975,177562,178269,178770,179036,179757,180902,182523,184998,188232,191849,195285,196805,198142,198558,200623,202452,204121,204462,204680,205300,207077,208112,209162,209738,210398,211607,213262,214913,215266,215375,214860,214101,213468,210763,211302,208829,209355,203386,202071,197266,195735,189480,186697,181087,176254,170275,166398,164014,159754,156851,153487,150883,145407,140994,136640,136536,135592,136774,135050,135637,136535,138565,137106,135952,134310,134609,133635,131021,127360,123316,122866,121362,122031,119531,119797,117413,115281,108542,104599,101980,101466,98819,98202,98609,99315,99313,99790,99424,98675,96469,96027,93564,92641,90948,91049,91004,92213,93877,95214,94668,92596,92936,95680,99578,102667,104140,105212,105665,105883,105935,106073,108092,111656,113268,111642,109849,109446,110148,110056,110677,111274,112321,111926,112317,112749,113597,114349,114117,114655,116202,118296,120113,122075,124687,127841,129845,130668,129935,129745,130217,132722,134993,137723,139347,139342,136826,133160,132727,133965,136041,134890,134309,134102,136289,136848,137691,138197,139619,138237,135952,135460,136990,138744,138995,139619,140982,142174,143267,142964,142504,141899,142655,144714,146644,146774,144871,144471,142338,139294,135326,135986,138256,141076,143122,145921,149621,152773,156268,157399,160126,162423,166235,167880,170425,173635,177083,179644,181883,184468,186269,187456,189574,191291
84628,288,60626,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,140790,141798,143006,144855,146590,147872,149790,152124,154659,157014,159358,161478,163202,164097,165496,167135,169005,170600,172020,174074,176150,178690,180910,182771,184593,186315,188465,190022,192257,194081,196243,197854,199776,201334,202642,204031,206008,207736,209206,210104,209589,209181,208762,210344,211770,213421,214396,215656,217162,218769,220011,221630,223367,225219,226966,229136,230995,232378,233679,235357,237471,239384,241546,243661,245850,247359,248706,249993,252251,254319,256321,258274,260379,262674,264597,266168,267318,267606,267768,267091,266795,265894,265797,266029,267258,268697,269874,270365,270403,270532,269943,269369,267955,267379,266824,265840,265606,262669,263926,261971,264619,262307,263044,260080,259346,255930,253065,248085,242145,238075,233478,232144,228939,228152,227773,228334,227197,224733,221828,221125,220096,220831,218843,220462,218547,218998,213975,211692,207213,204237,199859,194263,188982,184090,183022,181099,180163,176957,174466,170425,167178,163513,161497,157988,155245,150460,148712,147558,147537,146550,145473,144698,144211,144091,144094,143510,144133,144749,145326,145883,147449,149842,152386,155697,157739,159692,159143,160129,160831,162993,164758,166795,169059,171297,172372,172726,173745,175128,176644,178238,179424,181008,182235,184208,185115,185687,185957,186352,186508,186400,186986,188668,190930,194348,196797,197775,197645,197436,197975,198143,198258,198567,199726,200993,202792,204882,207707,209774,210282,209691,208616,208022,208320,208139,208190,208598,210971,213481,214471,214835,215477,216613,217188,216987,216763,217268,218257,219596,219116,219212,218440,218818,218065,217715,217164,216634,216177,216339,216936,217518,218076,219312,220031,220081,219447,219558,220513,221639,224134,226961,229735,231771,232489,233870,234319,235629,235823,237246,239103,241208,242450,243665,245385,246830,247955,248169,249163
84624,318,60622,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,281873,282959,285122,288738,293601,298014,302710,307060,311200,315613,319722,323219,326116,328464,331564,333607,335168,335928,337307,339484,342276,345550,348731,351423,353874,355689,358116,359421,360906,361525,362594,364438,366698,369543,371408,373824,375887,378372,380791,383707,385300,385861,385158,384967,385228,386656,388686,391093,393879,395644,397330,399468,402468,405590,407867,410957,413295,415864,418320,421404,424613,427698,430878,434408,437796,440740,443140,445904,449764,453616,457625,461343,465252,468404,471313,472901,474046,474452,475565,476517,476638,475754,474735,474231,475317,477117,478834,478910,478306,477360,477158,477750,477890,477958,477459,476290,475854,470303,472624,,468891,462232,465623,461467,460979,454294,450951,444508,437898,433737,428960,429217,426679,428339,428626,430371,427496,425100,420995,421000,419536,420512,418028,421111,420114,423198,417457,414424,408060,404559,399728,395473,392400,389821,389717,388891,389921,388436,389422,388125,386637,381379,380073,375537,373018,365902,367385,368829,372220,372069,370009,369427,368499,371774,372607,373615,377782,383830,389579,394154,399100,406216,412218,418340,422474,430182,434126,439477,440955,445921,448574,448866,449979,451581,451667,449353,450346,452068,453675,455128,457304,460635,462869,466194,468845,469058,469493,468989,468725,467956,467755,470750,474915,483521,488667,492019,490967,491087,492721,495309,497307,498741,501658,503882,506499,508023,511675,513780,514735,512924,511725,510767,511747,508738,506164,505908,512648,519006,520637,518676,517058,516173,514903,513255,513575,514362,517222,518637,516140,512873,509858,509661,508723,507936,507782,506933,506660,506207,506606,506860,508071,511758,515166,518171,517937,517867,520155,522658,528511,532409,537670,540714,542079,543383,543857,546286,547107,550210,554270,559110,561161,564141,567614,570757,572745,573168,575168
84618,320,60616,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,190590,191132,191743,193231,193948,195459,198406,202389,206378,209635,211865,212818,212635,213135,214320,216032,217649,218312,219280,221868,225813,229145,231120,233240,235655,238724,241736,244570,245830,246322,247494,250757,255155,259473,261853,264145,265333,267856,269856,272916,274153,276136,277923,281595,285107,289010,291766,294500,297009,299275,300635,302209,303627,305391,307325,309482,311665,314201,317222,320231,322435,325102,327517,330498,332697,334687,335561,338559,342973,348038,351913,354300,355326,355480,356647,358059,359528,359559,359374,358901,357803,356695,357112,358771,361214,363932,365149,364879,363711,363189,362815,362519,361493,361384,360338,360240,360773,358103,361350,358892,362833,358633,359751,355816,354762,349740,346706,340079,335094,331608,329154,330249,329223,330144,328094,327037,323234,321465,317253,316653,313963,313825,309095,308642,306379,309237,305043,303030,297449,294741,289685,285736,282636,280442,279773,278689,279725,277571,277222,274508,273524,269553,267677,262769,259813,253380,253543,253521,255146,254078,252751,252655,254602,257181,257786,256212,257399,261006,265494,270120,274129,279291,283608,288163,291072,296688,299968,304083,303491,305766,306149,306595,306350,308196,309195,309291,309295,309827,310645,311618,311898,312947,314041,316512,317808,318091,318368,318700,318507,318084,317939,319762,323618,329299,333234,333570,331934,330571,331296,331791,331861,331594,333498,335987,338646,340658,343044,344275,344546,343246,342855,341972,342468,341825,342983,344576,348746,351970,353143,352454,351559,351760,351686,351542,350818,349617,349993,351316,351785,351795,352221,354350,355081,355844,355900,356550,356900,357419,357766,357194,357648,357614,357602,356157,354592,354075,355937,358197,361725,364389,366760,368096,368786,371210,372557,373473,373611,375115,377732,380567,382435,384011,386169,388289,390650,391996,393133
84617,362,60615,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,171633,172069,173153,174649,175558,176263,176885,178489,180327,183017,186255,188878,190020,189954,190437,191229,192524,193204,194466,197016,200146,203360,205530,207079,209286,210787,212684,213082,213242,213175,214415,216494,219732,222335,225373,227231,228748,229822,231084,232678,233234,234269,234560,237141,239564,243295,245222,247332,249389,250183,250579,251060,253118,255539,257457,259232,259902,261121,263111,266263,269064,271269,272691,274348,275850,278453,280698,283531,286316,289521,292616,294949,297235,299679,302785,304856,305838,305307,305272,305485,305718,305571,306345,307551,308941,310161,311076,311860,312050,311724,311343,310706,310620,310680,310836,310720,311835,310199,313001,,308169,,301917,298061,295960,290631,285849,279517,273295,269197,264709,264708,263327,264413,264120,264282,259728,255960,252486,254859,254814,255155,252143,253493,252435,254466,250155,247868,242958,240894,236489,230665,223914,218496,216509,214890,214885,212426,211228,208710,208146,205323,203375,199093,196026,190350,188821,187639,188336,186776,184207,182420,181836,183452,185491,185343,187135,188494,191724,194033,195871,198296,200128,201359,201300,201991,202083,203694,204554,207639,209148,210663,210481,211884,211368,211468,211301,210320,208829,206976,205826,206199,206476,208102,208911,209538,210309,210907,210824,210728,211241,212757,214935,217713,220787,222004,222865,221926,222122,222545,223169,224230,224868,227101,230235,234330,238928,242076,243844,243082,242219,241625,242429,242292,242055,243079,246386,249396,250318,249728,249806,250520,250453,250312,250524,251477,253033,254172,254600,255018,254963,255221,254308,254326,254260,254242,253573,253232,252949,253118,253131,254261,254875,254969,254416,254383,257146,260092,265078,269019,272816,275152,276254,277891,278470,279673,280323,283234,287637,291818,294242,296295,298360,299923,300617,300906,301454
84641,380,60641,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,225042,225275,226249,228018,230421,232849,235574,238809,242204,246268,250322,254451,257963,260779,264172,267081,270049,272240,274456,277273,280015,283843,287522,291169,293591,295832,298105,299977,302200,304156,306748,309381,312274,314817,316625,318715,321341,324072,326624,329434,331303,333046,334164,336587,338915,341912,343949,346234,348325,350692,353043,355915,359307,362738,365782,369132,372572,376464,380712,385748,390093,394115,397310,400680,403907,406692,410025,413554,417494,420386,423810,427854,432645,436821,440850,444701,447736,450141,451770,453185,453349,453117,452375,452255,452840,453738,453919,452985,451369,449547,447057,445227,442563,440256,437260,432744,430000,422307,420663,,408377,399593,396043,386404,380312,371738,366085,357696,349467,342872,336122,333476,328734,325357,320798,316204,310126,304479,299370,297331,294344,293876,290390,292361,291542,293776,289354,287461,282721,278588,272824,268184,264999,260839,258033,253203,251532,248907,249506,248204,246787,242750,241045,237433,236537,232623,234000,234767,237383,238436,238095,237834,237004,238697,240058,241482,242380,244007,245431,248380,253048,258969,264453,268583,271566,277568,281653,285357,286662,289783,293271,295965,298957,301869,302281,301414,301390,301664,301258,301246,301365,302566,304212,307064,307819,305987,304875,304690,304271,303484,303574,306129,308227,312281,314621,315901,314456,313104,313312,314289,316470,319272,322725,325519,328635,332516,337101,340375,341832,342186,343530,345369,347373,347110,346934,348754,351855,355374,354686,354410,352537,351183,348931,346825,346333,345352,345852,346427,347171,348734,349166,348453,345722,343641,341942,340002,337969,335982,334857,334440,335253,336741,337343,337468,337290,338195,341183,345052,351770,357326,358844,358001,355599,358465,361066,365758,366835,369392,372355,376601,379014,381415,385369,389364,393387,395994,399917
84656,403,60660,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,164159,164734,165931,168035,170087,171777,173694,176634,180012,183532,186787,189480,191845,193603,195968,198128,200531,202320,203680,205804,208513,212037,215232,217633,219862,221623,224245,225945,227654,228370,229598,230949,232721,234368,235653,237168,239129,241458,243522,245371,245488,245436,245105,246623,248005,250198,251857,253847,255760,257199,258660,260247,261716,263155,264075,265441,266271,267346,269047,271178,273108,274754,276712,278620,280460,281891,283479,284402,286121,287411,289659,291711,294285,296716,299082,301141,302697,302554,302083,301355,301562,301365,301090,301131,301896,303282,304418,304406,303580,302622,301898,301546,300677,300111,299670,298279,297556,293398,294002,289618,290102,285121,285289,281721,280714,276647,273764,268762,262591,258774,254334,254355,252392,252819,253221,254383,253361,251529,248174,248112,246561,247206,244280,245521,243858,244546,239330,236196,231631,228537,224110,218805,214988,211347,210787,208724,208791,206746,206100,203921,201501,198068,195163,192184,190785,188031,188799,188839,189852,189477,187529,185954,183748,183856,184383,184958,186827,188800,190474,191550,192741,195102,197317,200836,203572,208024,209720,212211,213132,215161,216534,217324,219022,220894,222194,222168,222721,223379,224467,225958,227411,229159,230321,232251,232990,233162,233304,233391,233346,232514,232123,232746,234171,237244,238921,240063,239496,239442,239431,239435,239814,240859,243427,245881,248184,249982,252068,254025,254837,254811,254383,253665,253842,253369,253961,254866,258077,261426,262588,262514,262019,262444,262670,262297,262481,262734,263938,265173,264345,263707,262617,262960,262668,262288,262090,261648,261122,260454,260510,261001,261727,262796,263351,263873,263458,263243,264473,266296,269571,271813,273680,274761,274499,275129,275118,276409,276764,277962,280070,282467,284206,285552,287062,288750,290113,290828,292181
84637,468,60637,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,154215,154473,156074,158089,159489,160195,160913,163083,163846,165321,165142,166188,165895,166086,165599,165099,165282,166160,166485,167346,168992,172822,174783,175617,176153,178170,180541,182100,182495,182939,184094,188215,191901,195462,196098,197271,197689,198386,198875,199536,200639,202722,204578,207144,208658,210744,211768,211955,212844,213591,216013,219269,222239,224085,224855,227366,230845,234904,238803,242339,244480,245828,247547,249403,251593,254047,255802,258179,260403,264320,266172,268102,269130,271968,274831,277929,280344,281438,281156,280683,280123,279874,280445,281373,283372,285366,286573,286763,286457,286505,286032,285530,284844,285822,285687,284998,284533,281640,283750,281092,282671,277944,278450,275013,274357,269064,265752,260301,255694,252053,247323,244844,240590,238271,234425,231460,225042,219245,214387,213768,210180,207113,202005,203385,202110,203733,198990,195029,189622,186992,182477,177099,172559,171352,172125,173098,173819,172667,168801,164838,160637,157268,151518,144520,139968,136945,136377,133922,132157,129578,127076,124391,121953,121389,121366,121363,121111,120126,118785,117171,117287,117741,118232,116558,115147,114911,113961,114676,113736,114125,112803,112529,112315,112538,112632,112334,112927,112200,112262,111240,110323,109267,108824,108544,109482,110791,112987,115836,117061,118190,119079,120984,121658,121768,122271,124186,125059,125540,125426,125717,126488,126800,128465,129367,132319,133594,136389,137323,139105,140335,142284,144220,146193,147496,148348,148596,150031,151424,152947,153562,154052,154273,155243,157129,158477,159062,159518,160865,161376,162562,162834,163837,162536,161261,160373,160241,161093,161398,161754,161576,162177,163108,164616,165679,167126,168165,170854,173015,176573,179026,181967,184648,188009,191659,194364,196832,197795,200186,202402,205384,206896,209233,211226,212988,213349,213723,214751
84610,504,60608,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,160447,160078,160541,161646,163213,165059,167041,170439,172609,174879,175807,177157,177724,178707,181028,183911,186143,189077,191792,195631,198937,202082,204197,205872,207693,209781,210991,211880,212064,213204,215047,218326,221119,224374,225606,225814,224964,225725,226988,228919,230002,232087,233534,236296,238557,241139,241981,243274,244777,247704,250151,253715,256345,259581,261629,265320,268050,271770,272957,274540,275419,277203,279286,281407,284339,287630,291266,294822,297982,301178,304560,308266,310670,313287,316406,319951,322770,322997,321993,322118,323734,325992,327064,327291,328238,329551,329973,330144,330002,330800,332250,332508,331157,328780,326860,325436,324530,320440,322371,317690,317932,311190,310667,306061,304350,299851,296357,290834,285389,282760,279416,279461,276908,276082,274308,272537,268903,266233,262841,261757,257166,255709,252209,253531,252160,253336,247795,245360,239848,237025,231071,228618,227113,225563,223102,220640,220085,217979,216346,212733,210137,204331,202437,198428,197397,192938,193214,194655,196770,195859,193403,192609,192666,194033,195172,196514,198151,199480,200267,201169,202106,205972,210683,215658,218105,223232,225988,229086,228920,230367,230349,228800,228309,228819,229603,229706,232442,234844,236652,237071,237798,239315,240711,242749,245037,246024,246692,246656,246110,246268,246269,247732,250690,255553,260566,263237,263261,261664,260685,260998,262748,264630,266595,267801,269932,272683,276512,277681,278416,278018,279095,278988,279517,278633,279780,281445,285988,290212,292664,293506,293355,294705,296121,298002,299169,300502,301211,302226,301811,303068,304037,304789,303491,301566,300051,298526,297428,296168,296034,295243,295589,296051,296903,297065,297788,299062,302225,303540,307297,311014,314096,315587,315654,319439,321163,324333,324006,325623,325988,328293,329266,330515,332193,333851,336039,336761,337754
