GEOID,perc_rental_housing_2017
17031010100,0.838078292
17031010201,0.707490637
17031010202,0.731557377
17031010300,0.692488263
17031010400,0.815508021
17031010501,0.879471891
17031010502,0.81461794
17031010503,0.809342231
17031010600,0.789508854
17031010701,0.513071895
17031010702,0.770131772
17031020100,0.534867503
17031020200,0.248605948
17031020301,0.274282838
17031020302,0.437426901
17031020400,0.485943775
17031020500,0.735074627
17031020601,0.583291394
17031020602,0.597262248
17031020701,0.416260163
17031020702,0.651874192
17031020801,0.621810905
17031020802,0.612961296
17031020901,0.722543353
17031020902,0.441157961
17031030101,0.656779661
17031030102,0.611141754
17031030103,0.744994731
17031030104,0.611220472
17031030200,0.508736286
17031030300,0.687457162
17031030400,0.578065499
17031030500,0.527234637
17031030601,0.695134062
17031030603,0.939804364
17031030604,0.749501992
17031030701,0.812917595
17031030702,0.4224
17031030703,0.745853081
17031030706,0.594812478
17031030800,0.51108871
17031030900,0.605227882
17031031000,0.622900763
17031031100,0.761427949
17031031200,0.755639098
17031031300,0.685041282
17031031400,0.473922902
17031031501,0.824887387
17031031502,0.899111111
17031031700,0.711610487
17031031800,0.56517094
17031031900,0.666931638
17031032100,0.73812038
17031040100,0.497185741
17031040201,0.615461847
17031040202,0.638542018
17031040300,0.278962002
17031040401,0.449886963
17031040402,0.610730133
17031040600,0.626852659
17031040700,0.551994768
17031040800,0.587421384
17031040900,0.647058824
17031050100,0.573843416
17031050200,0.43215859
17031050300,0.647769517
17031050500,0.497745717
17031050600,0.484903934
17031050700,0.301186944
17031050800,0.511904762
17031050900,0.572402044
17031051000,0.427027027
17031051100,0.423913043
17031051200,0.595993322
17031051300,0.284444444
17031051400,0.429479034
17031060100,0.523227384
17031060200,0.709123758
17031060300,0.475036711
17031060400,0.534024627
17031060500,0.776280323
17031060800,0.470052083
17031060900,0.611513859
17031061000,0.727365209
17031061100,0.633223684
17031061200,0.633375474
17031061500,0.689912827
17031061800,0.74301676
17031061901,0.693021201
17031061902,0.690222985
17031062000,0.661498708
17031062100,0.665553701
17031062200,0.584313725
17031062300,0.502816901
17031062400,0.511177347
17031062500,0.511888112
17031062600,0.352941176
17031062700,0.480804388
17031062800,0.499013807
17031062900,0.607853685
17031063000,0.637630662
17031063100,0.652337858
17031063200,0.649347568
17031063301,0.851893725
17031063302,0.689434365
17031063303,0.593913956
17031063400,0.639455782
17031070101,0.603080569
17031070102,0.749470339
17031070103,0.875423729
17031070200,0.654744163
17031070300,0.611281422
17031070400,0.60703076
17031070500,0.440213252
17031070600,0.296067849
17031070700,0.519066591
17031071000,0.506243996
17031071100,0.535545024
17031071200,0.521367521
17031071300,0.529510022
17031071400,0.628811777
17031071500,0.660732984
17031071600,0.420027816
17031071700,0.411202186
17031071800,0.383903793
17031080100,0.553789731
