,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,change,change_perc
1,84654,1,60657,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,312893.0,314346.0,316319.0,320112.0,323988.0,327777.0,331690.0,336098.0,339936.0,343749.0,347684.0,352012.0,356186.0,359516.0,363332.0,366248.0,369207.0,371626.0,374031.0,376703.0,379700.0,383814.0,387432.0,389986.0,392185.0,394568.0,397871.0,399695.0,401298.0,401779.0,403083.0,404911.0,407109.0,409092.0,410402.0,412644.0,415519.0,418921.0,421506.0,423600.0,423584.0,423256.0,422672.0,423078.0,423825.0,425103.0,426793.0,428473.0,430285.0,431970.0,433694.0,436092.0,438611.0,441111.0,442383.0,444066.0,445365.0,447401.0,449802.0,452607.0,455468.0,457861.0,460015.0,461964.0,464542.0,466902.0,469367.0,471330.0,474473.0,477441.0,480596.0,483428.0,486566.0,489513.0,492573.0,494538.0,496188.0,496121.0,495878.0,494935.0,494266.0,493493.0,493447.0,493883.0,495286.0,496556.0,497243.0,496527.0,495229.0,493571.0,492270.0,491876.0,490865.0,490039.0,488620.0,486723.0,486195.0,480912.0,,,478569.0,471013.0,474470.0,469984.0,469865.0,463798.0,460520.0,453375.0,445921.0,441291.0,436169.0,436896.0,434380.0,436189.0,436018.0,438030.0,435144.0,432737.0,428108.0,428938.0,427929.0,430502.0,428300.0,431808.0,430657.0,433596.0,427980.0,425198.0,419067.0,415385.0,409915.0,405815.0,403455.0,401954.0,402323.0,401378.0,402450.0,401538.0,403243.0,401964.0,400809.0,396025.0,395583.0,391311.0,389504.0,382436.0,383943.0,384302.0,387103.0,386682.0,384356.0,384133.0,383109.0,386618.0,388126.0,389336.0,392864.0,397331.0,402098.0,406272.0,410583.0,416423.0,420550.0,424709.0,426837.0,433669.0,436174.0,441186.0,442203.0,447324.0,449402.0,449620.0,449999.0,451155.0,450794.0,448233.0,448338.0,449226.0,450593.0,451643.0,452754.0,455050.0,457205.0,460565.0,462551.0,461837.0,460748.0,459593.0,458488.0,456838.0,455528.0,457392.0,460649.0,467728.0,472142.0,474501.0,473646.0,472910.0,474097.0,474860.0,475555.0,475972.0,478413.0,479879.0,482481.0,484221.0,488215.0,489841.0,490169.0,488397.0,487102.0,486632.0,487520.0,485975.0,484962.0,485798.0,491123.0,495598.0,496341.0,495057.0,493976.0,493552.0,492661.0,491738.0,492142.0,492666.0,494573.0,495639.0,494132.0,492308.0,490443.0,490347.0,489356.0,488303.0,488062.0,487091.0,486296.0,484816.0,484164.0,483685.0,483831.0,485453.0,486827.0,487963.0,487055.0,486786.0,488365.0,490512.0,494717.0,497833.0,501772.0,504405.0,505534.0,506892.0,506909.0,508863.0,509396.0,512225.0,516042.0,520532.0,523117.0,525702.0,528495.0,530491.0,531877.0,532090.0,534766.0,0.13063382009632438,13.063382009632438
4,84616,4,60614,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,405296.0,406436.0,408589.0,412349.0,416897.0,421254.0,425844.0,430719.0,434873.0,439836.0,445142.0,450865.0,455809.0,459507.0,464163.0,468420.0,472281.0,475306.0,477733.0,481105.0,484393.0,488137.0,491312.0,493921.0,496711.0,499622.0,503297.0,505212.0,506923.0,507358.0,509399.0,511808.0,514870.0,517502.0,519853.0,523093.0,526720.0,530379.0,532771.0,534893.0,535343.0,535310.0,534392.0,534402.0,534899.0,536220.0,537589.0,539333.0,541916.0,544017.0,546070.0,548710.0,551826.0,555279.0,557007.0,558755.0,559546.0,561410.0,564123.0,567530.0,570592.0,573529.0,576368.0,579789.0,583595.0,587076.0,590165.0,592997.0,597240.0,601124.0,605166.0,608667.0,612412.0,615826.0,619688.0,622465.0,624244.0,624046.0,624059.0,623420.0,622913.0,622028.0,622449.0,623538.0,625954.0,628027.0,629386.0,628647.0,627440.0,625845.0,624663.0,624014.0,622458.0,621328.0,619725.0,617575.0,616783.0,609149.0,,,,596094.0,600913.0,596017.0,596789.0,589404.0,585269.0,576540.0,566870.0,560724.0,553474.0,554361.0,551467.0,553540.0,553517.0,555564.0,551975.0,549563.0,544534.0,546088.0,543934.0,545812.0,541652.0,545673.0,543697.0,547537.0,539623.0,536052.0,527460.0,522900.0,515890.0,509650.0,505583.0,501906.0,502435.0,501706.0,504689.0,504191.0,506852.0,505948.0,505094.0,498648.0,497405.0,492001.0,490319.0,481561.0,484300.0,485691.0,490504.0,490314.0,487316.0,486857.0,485015.0,489272.0,490921.0,493104.0,498371.0,504483.0,510694.0,515894.0,522029.0,530512.0,536355.0,541545.0,543965.0,551779.0,554109.0,559408.0,560884.0,567928.0,571026.0,571063.0,571843.0,574414.0,575429.0,573039.0,573302.0,574554.0,576522.0,578617.0,580595.0,584422.0,587914.0,593597.0,597123.0,597208.0,596786.0,596323.0,596057.0,594950.0,594355.0,596885.0,601025.0,609533.0,614874.0,617493.0,615476.0,613960.0,614110.0,614507.0,614557.0,614940.0,618055.0,619938.0,623217.0,625672.0,630957.0,634095.0,635055.0,633323.0,631682.0,630458.0,631354.0,628519.0,626625.0,627084.0,633558.0,639669.0,640738.0,639342.0,637499.0,636675.0,635550.0,634462.0,635221.0,635936.0,638341.0,639678.0,636974.0,634877.0,632677.0,633399.0,631942.0,630115.0,629103.0,628109.0,627389.0,626334.0,625589.0,624759.0,624636.0,625075.0,624849.0,624058.0,622597.0,621418.0,622869.0,624421.0,629610.0,633480.0,638560.0,641999.0,642975.0,644585.0,644790.0,647377.0,647527.0,650071.0,653814.0,658818.0,661985.0,665873.0,670492.0,673398.0,675298.0,675062.0,678138.0,0.14836726514613904,14.836726514613904
9,84640,9,60640,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,188795.0,189174.0,190363.0,192514.0,194902.0,197130.0,199272.0,202145.0,205342.0,209292.0,213640.0,217504.0,221012.0,223569.0,227107.0,230000.0,233123.0,235348.0,238015.0,240853.0,243784.0,246719.0,249641.0,251933.0,253943.0,255471.0,257339.0,258448.0,259533.0,259754.0,260477.0,261573.0,263987.0,266290.0,268353.0,270299.0,272585.0,274763.0,276484.0,277663.0,277996.0,278268.0,278348.0,279100.0,280042.0,281863.0,283879.0,285960.0,288102.0,289757.0,291348.0,293108.0,294600.0,295815.0,296519.0,297824.0,299563.0,301767.0,304694.0,307257.0,309496.0,310959.0,312646.0,314595.0,316804.0,318588.0,320048.0,321354.0,323348.0,325132.0,327689.0,330208.0,333037.0,335418.0,337896.0,339617.0,340913.0,340743.0,340342.0,339268.0,338813.0,338505.0,338573.0,338942.0,340319.0,342060.0,343198.0,343120.0,341994.0,340862.0,339563.0,338767.0,337156.0,335841.0,334740.0,333589.0,333252.0,329410.0,331061.0,326534.0,327216.0,321069.0,321371.0,317167.0,316182.0,311921.0,309560.0,304583.0,298516.0,294482.0,289742.0,289999.0,288127.0,289515.0,289461.0,290333.0,288629.0,287070.0,284273.0,284517.0,283836.0,285321.0,283617.0,286023.0,284910.0,286343.0,280973.0,278387.0,273640.0,270831.0,266595.0,262007.0,258665.0,255808.0,256206.0,255293.0,255612.0,253796.0,253292.0,251510.0,249097.0,244634.0,241129.0,237101.0,235027.0,231558.0,231493.0,231136.0,231659.0,230841.0,229230.0,228107.0,226700.0,227765.0,228670.0,230103.0,231942.0,235029.0,237477.0,239699.0,241370.0,244254.0,247158.0,250171.0,251753.0,255564.0,256941.0,259409.0,260173.0,262865.0,265333.0,266442.0,268188.0,269150.0,269068.0,267498.0,267580.0,267809.0,268556.0,269453.0,270721.0,272365.0,273500.0,275051.0,275905.0,275415.0,275020.0,274360.0,274127.0,273423.0,273050.0,274111.0,275815.0,279297.0,281215.0,282541.0,282548.0,282792.0,283537.0,284286.0,285097.0,286125.0,288032.0,289809.0,292501.0,294221.0,296798.0,297787.0,298289.0,297723.0,297351.0,297027.0,297758.0,297049.0,297110.0,297664.0,301377.0,304352.0,304990.0,303924.0,303336.0,303694.0,304121.0,303996.0,304613.0,305090.0,307105.0,308166.0,306535.0,304548.0,302749.0,303769.0,304011.0,304381.0,304601.0,304994.0,304976.0,304639.0,304453.0,304483.0,304706.0,305824.0,306869.0,307713.0,307190.0,307371.0,309064.0,311650.0,315722.0,319031.0,322151.0,323963.0,324790.0,325692.0,325794.0,327447.0,328649.0,330652.0,333036.0,335648.0,337714.0,339511.0,341563.0,343434.0,344707.0,345313.0,346524.0,0.07352837554080525,7.3528375540805255
17,84646,18,60647,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,225874.0,226774.0,228728.0,231296.0,233755.0,236130.0,239608.0,243964.0,248271.0,252459.0,257380.0,261638.0,266052.0,268774.0,272363.0,274597.0,276984.0,278585.0,280519.0,283641.0,286687.0,290615.0,293402.0,295229.0,297345.0,299978.0,304015.0,306268.0,307894.0,308844.0,310632.0,312596.0,315676.0,318595.0,321389.0,323768.0,325906.0,328017.0,329204.0,331191.0,332796.0,335008.0,336801.0,338945.0,340730.0,342739.0,345108.0,346993.0,349618.0,351518.0,354574.0,357463.0,361012.0,364416.0,367276.0,369987.0,372823.0,376510.0,380694.0,384245.0,387456.0,390525.0,394078.0,397190.0,399674.0,401874.0,404394.0,408198.0,412864.0,417093.0,421271.0,424897.0,429062.0,432327.0,435747.0,437825.0,439237.0,439272.0,439532.0,439716.0,440066.0,439258.0,438720.0,438805.0,440325.0,442391.0,444046.0,445475.0,445517.0,444703.0,443220.0,442577.0,441405.0,440870.0,439767.0,438559.0,438251.0,434055.0,435970.0,430820.0,433580.0,428361.0,430577.0,425347.0,424142.0,417581.0,413823.0,406413.0,398620.0,393483.0,389234.0,389684.0,386950.0,386519.0,384829.0,384626.0,380997.0,377342.0,372073.0,371135.0,369703.0,371751.0,369522.0,372063.0,370820.0,373424.0,368020.0,364885.0,358956.0,355305.0,350868.0,346603.0,343487.0,339693.0,339459.0,338641.0,338917.0,336561.0,337000.0,335125.0,334317.0,330595.0,329879.0,325053.0,321591.0,315662.0,316582.0,317140.0,319753.0,319814.0,317904.0,317677.0,317712.0,322049.0,323903.0,325485.0,329739.0,335451.0,340621.0,344088.0,347989.0,353293.0,359362.0,364586.0,367935.0,373446.0,376460.0,381549.0,382012.0,385165.0,386025.0,387024.0,389623.0,393238.0,395251.0,395006.0,396900.0,398313.0,399616.0,401150.0,404477.0,408642.0,411460.0,414571.0,416249.0,415733.0,415141.0,414251.0,413398.0,412099.0,411821.0,414543.0,418632.0,425738.0,430591.0,434391.0,434713.0,436254.0,437519.0,439918.0,440936.0,442957.0,446343.0,447492.0,449331.0,449805.0,452668.0,453188.0,453115.0,451979.0,451166.0,450129.0,450570.0,449160.0,448621.0,450092.0,455399.0,460084.0,460702.0,459240.0,457801.0,457118.0,456169.0,455845.0,456793.0,457815.0,459991.0,461954.0,461817.0,460821.0,458989.0,458799.0,457209.0,456221.0,455957.0,456139.0,456352.0,455610.0,456155.0,456369.0,457375.0,460560.0,463570.0,466833.0,466468.0,467351.0,470537.0,474796.0,481157.0,485359.0,489439.0,492539.0,493509.0,496149.0,497377.0,500869.0,500514.0,502138.0,504468.0,508590.0,510560.0,513394.0,517060.0,520083.0,522688.0,523445.0,526435.0,0.23714170563939163,23.714170563939163
27,84620,28,60618,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,260513.0,261345.0,263561.0,266742.0,270212.0,273576.0,277835.0,281873.0,285767.0,290421.0,296870.0,303742.0,309417.0,313046.0,316504.0,319512.0,323324.0,326726.0,329756.0,333664.0,336358.0,339293.0,341120.0,342615.0,344321.0,346607.0,350338.0,353067.0,354056.0,354384.0,355210.0,357589.0,360044.0,363337.0,365134.0,368096.0,371200.0,375353.0,378205.0,381142.0,383192.0,385855.0,387178.0,388907.0,390313.0,392048.0,394845.0,397540.0,400859.0,403063.0,406101.0,410443.0,415009.0,419181.0,421959.0,425322.0,428026.0,431577.0,435090.0,439408.0,444201.0,449193.0,453607.0,457240.0,460492.0,463660.0,466379.0,469658.0,473532.0,477447.0,481873.0,485291.0,488588.0,490860.0,494070.0,496877.0,498260.0,498361.0,497505.0,496957.0,495777.0,494579.0,493734.0,494035.0,495515.0,498100.0,500019.0,500937.0,500406.0,500323.0,499833.0,499776.0,499262.0,499465.0,498968.0,497031.0,496325.0,490871.0,490655.0,,480874.0,473778.0,476721.0,472280.0,470584.0,461921.0,455344.0,446337.0,438199.0,433292.0,427807.0,427225.0,423447.0,422884.0,420022.0,418337.0,412622.0,407281.0,400560.0,398953.0,394996.0,395503.0,391600.0,395497.0,394388.0,398032.0,392520.0,390392.0,384567.0,381093.0,376102.0,370818.0,366844.0,362439.0,362396.0,361194.0,362160.0,360515.0,362293.0,360935.0,359986.0,355696.0,355215.0,351210.0,347999.0,341858.0,342530.0,344470.0,347970.0,349734.0,348991.0,349063.0,347834.0,350535.0,351785.0,353845.0,357228.0,362504.0,366935.0,372077.0,377836.0,385110.0,392032.0,397692.0,402412.0,408091.0,411045.0,415219.0,416505.0,419869.0,421234.0,421405.0,424395.0,426899.0,427845.0,426052.0,427200.0,429244.0,429936.0,431252.0,433011.0,436909.0,439117.0,441402.0,441681.0,440058.0,439444.0,438353.0,437423.0,435730.0,435416.0,438243.0,442467.0,450173.0,455020.0,458360.0,458638.0,459611.0,460584.0,462336.0,463880.0,467255.0,471660.0,473887.0,477121.0,478241.0,482004.0,481907.0,480001.0,476658.0,474549.0,474411.0,475680.0,475801.0,477147.0,479986.0,485960.0,490319.0,490663.0,488753.0,486155.0,484380.0,482133.0,480992.0,481094.0,481522.0,483094.0,484679.0,484125.0,483331.0,481623.0,481296.0,479146.0,477468.0,476078.0,475013.0,473788.0,472316.0,471583.0,471513.0,473211.0,476387.0,478670.0,479860.0,478459.0,477292.0,478559.0,481814.0,488645.0,493841.0,497792.0,499663.0,500557.0,505389.0,509943.0,516118.0,514573.0,514483.0,515063.0,519897.0,522362.0,524927.0,529078.0,533479.0,537657.0,539731.0,544137.0,0.19801466343962976,19.801466343962975
50,84615,51,60613,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,223638.0,224539.0,226337.0,229063.0,232539.0,235504.0,238679.0,241785.0,245046.0,248338.0,251521.0,254689.0,258966.0,262591.0,266590.0,268700.0,270581.0,272101.0,274334.0,277364.0,280261.0,283210.0,286332.0,288940.0,291488.0,293450.0,296157.0,297503.0,298428.0,297894.0,298264.0,299476.0,301952.0,304201.0,305954.0,307392.0,309396.0,311674.0,313475.0,314891.0,314413.0,314020.0,313385.0,313814.0,314840.0,316257.0,318029.0,319572.0,321659.0,323224.0,324921.0,326497.0,328057.0,329293.0,330077.0,331270.0,332802.0,334723.0,337285.0,339506.0,341523.0,343099.0,344877.0,346901.0,348955.0,350240.0,351136.0,352417.0,354758.0,357091.0,359707.0,362108.0,364538.0,366316.0,368135.0,369042.0,369305.0,368398.0,367615.0,366615.0,365849.0,365026.0,364973.0,365325.0,366662.0,367973.0,368728.0,368632.0,367434.0,366213.0,364852.0,364423.0,363263.0,362879.0,362347.0,361665.0,361208.0,357078.0,359059.0,354510.0,355649.0,349397.0,350360.0,346189.0,345173.0,340013.0,337167.0,331649.0,325851.0,322225.0,318185.0,319043.0,317167.0,318986.0,319032.0,320110.0,317773.0,316074.0,313469.0,314019.0,312652.0,313696.0,311503.0,313947.0,312804.0,314894.0,310286.0,308501.0,304030.0,301564.0,296937.0,292778.0,289811.0,287289.0,287181.0,285532.0,285711.0,283474.0,283583.0,281976.0,281356.0,277973.0,276780.0,273809.0,272747.0,269127.0,269843.0,270271.0,272271.0,271999.0,270135.0,268677.0,266688.0,267366.0,267711.0,268350.0,270549.0,273807.0,277027.0,279966.0,282524.0,285938.0,288544.0,291514.0,293510.0,298894.0,301117.0,304638.0,305257.0,308151.0,309859.0,309761.0,309957.0,309770.0,309490.0,307884.0,307756.0,307330.0,307396.0,308065.0,309396.0,311071.0,312682.0,314792.0,316402.0,316144.0,316045.0,315606.0,315431.0,314174.0,313315.0,314104.0,316335.0,321029.0,323939.0,325372.0,324654.0,324107.0,324686.0,325450.0,326173.0,326812.0,328670.0,330666.0,333781.0,335828.0,338940.0,340262.0,341096.0,340576.0,340263.0,340228.0,341141.0,340445.0,340353.0,341196.0,345109.0,348240.0,348576.0,347090.0,345478.0,344568.0,343882.0,343143.0,343367.0,343468.0,345140.0,346122.0,345514.0,344437.0,343361.0,343864.0,343635.0,343609.0,343623.0,343528.0,342908.0,341793.0,340890.0,340336.0,340486.0,341437.0,342317.0,342663.0,341805.0,341404.0,342605.0,344644.0,348256.0,351181.0,353880.0,355483.0,355752.0,356621.0,356699.0,358323.0,359344.0,361668.0,364435.0,367550.0,369630.0,371660.0,373825.0,375276.0,376419.0,376702.0,378189.0,0.08902549799777389,8.902549799777388
56,84627,57,60625,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,215790.0,216793.0,218273.0,220784.0,223393.0,225531.0,228180.0,231646.0,235681.0,239991.0,244704.0,249580.0,253927.0,256347.0,258926.0,261406.0,264373.0,267229.0,270336.0,273914.0,276720.0,278831.0,280889.0,282749.0,284495.0,286471.0,289145.0,290988.0,291848.0,292143.0,293646.0,296182.0,299197.0,302603.0,306049.0,309460.0,312960.0,315776.0,317715.0,318847.0,320405.0,322647.0,324276.0,324850.0,325626.0,327305.0,330242.0,333468.0,337273.0,340170.0,343042.0,347384.0,350960.0,354589.0,356899.0,360173.0,363650.0,367416.0,372230.0,376821.0,381420.0,385699.0,389456.0,392832.0,396253.0,399182.0,402397.0,405583.0,409522.0,412794.0,416510.0,419993.0,423377.0,426208.0,429190.0,432115.0,433660.0,433919.0,433804.0,433773.0,433412.0,432140.0,430799.0,429940.0,430298.0,431027.0,432229.0,432608.0,432228.0,430597.0,428375.0,426888.0,425390.0,425180.0,424688.0,423465.0,422541.0,417607.0,418092.0,412664.0,414263.0,408745.0,409753.0,404179.0,402289.0,394725.0,389651.0,381744.0,374475.0,369479.0,364378.0,364193.0,360685.0,360492.0,357825.0,356589.0,351508.0,346338.0,340204.0,338566.0,335839.0,337046.0,333368.0,336703.0,334796.0,338592.0,332972.0,331872.0,326097.0,323410.0,317637.0,312723.0,308641.0,305174.0,304315.0,302620.0,302977.0,301843.0,302557.0,301248.0,299034.0,294899.0,292412.0,287942.0,285324.0,281103.0,283250.0,284715.0,287171.0,286914.0,285361.0,284590.0,283894.0,285570.0,286623.0,288255.0,291319.0,295369.0,298661.0,302346.0,306298.0,310364.0,313859.0,316677.0,319570.0,323667.0,325378.0,328392.0,329455.0,332695.0,334703.0,336535.0,339645.0,341844.0,342887.0,340966.0,341173.0,341206.0,341967.0,342563.0,343159.0,344558.0,345878.0,347575.0,348746.0,347872.0,348355.0,348040.0,348592.0,348385.0,349161.0,351638.0,354770.0,359978.0,363333.0,365324.0,365356.0,365273.0,366005.0,366893.0,368045.0,369858.0,372789.0,373607.0,375517.0,375964.0,379404.0,380251.0,381137.0,380415.0,380366.0,380007.0,381157.0,382269.0,384445.0,387434.0,392002.0,395819.0,397053.0,395859.0,393689.0,391477.0,389643.0,387767.0,387134.0,386374.0,387481.0,387578.0,387011.0,386384.0,385560.0,384504.0,382322.0,381259.0,380624.0,380542.0,379989.0,379830.0,380114.0,381458.0,383145.0,386254.0,387495.0,388355.0,387023.0,386803.0,388866.0,391919.0,397780.0,402625.0,405984.0,406872.0,406605.0,409497.0,411953.0,415477.0,415039.0,416813.0,419625.0,424838.0,427835.0,430703.0,433808.0,437236.0,440225.0,441406.0,444035.0,0.14085916168163912,14.085916168163912
62,84630,63,60629,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,134106.0,134275.0,134779.0,135738.0,136848.0,137976.0,139176.0,140505.0,141713.0,142892.0,144437.0,146030.0,147483.0,148470.0,149723.0,151164.0,152703.0,154146.0,155459.0,157073.0,158557.0,160205.0,161445.0,162546.0,163575.0,164658.0,166049.0,167014.0,168112.0,169006.0,170635.0,172719.0,175005.0,177093.0,178776.0,180804.0,182796.0,184836.0,186487.0,188302.0,189599.0,190978.0,191985.0,193399.0,194787.0,196566.0,198462.0,200444.0,202816.0,204760.0,206562.0,208297.0,210444.0,212802.0,214751.0,216902.0,218988.0,221509.0,224046.0,226802.0,229235.0,231575.0,233796.0,236290.0,239035.0,241568.0,244342.0,246976.0,250207.0,252799.0,255426.0,258058.0,260753.0,263293.0,265432.0,267376.0,268932.0,269886.0,270600.0,271277.0,271867.0,271978.0,272188.0,272632.0,274006.0,275184.0,275961.0,275714.0,275049.0,274567.0,273923.0,273256.0,271228.0,269626.0,268149.0,266928.0,265668.0,261186.0,260349.0,256000.0,255678.0,250238.0,247745.0,240481.0,235064.0,226749.0,221577.0,214083.0,208041.0,202824.0,198102.0,194938.0,190929.0,189129.0,186659.0,183682.0,177560.0,172378.0,168204.0,168000.0,166072.0,165188.0,162367.0,163588.0,163222.0,164576.0,161434.0,159605.0,157054.0,155319.0,152720.0,149527.0,147381.0,144836.0,143460.0,140651.0,139683.0,137361.0,137322.0,136213.0,135605.0,133308.0,131603.0,128033.0,126624.0,123903.0,125296.0,125234.0,125784.0,124297.0,122520.0,121252.0,120539.0,121356.0,122539.0,123175.0,124145.0,124587.0,124677.0,125053.0,125548.0,127634.0,129447.0,131469.0,132344.0,134500.0,135164.0,136954.0,137522.0,139931.0,141606.0,142163.0,142775.0,143789.0,145735.0,146895.0,148619.0,149472.0,150034.0,150195.0,150535.0,151067.0,151562.0,152423.0,153371.0,153986.0,155286.0,156607.0,157509.0,157700.0,158178.0,159609.0,160770.0,162981.0,164421.0,166258.0,167336.0,168922.0,170643.0,171712.0,172417.0,173039.0,174339.0,175885.0,177441.0,179290.0,181423.0,183191.0,184193.0,184266.0,184453.0,184906.0,186012.0,186673.0,187621.0,189202.0,191608.0,193164.0,192967.0,192613.0,193104.0,193916.0,194511.0,194721.0,195940.0,197174.0,198772.0,200347.0,200828.0,201743.0,202333.0,204379.0,205396.0,206196.0,205698.0,205089.0,204342.0,204180.0,204484.0,204958.0,205821.0,206257.0,206473.0,206445.0,206568.0,207220.0,209877.0,212975.0,217672.0,221079.0,223781.0,225177.0,225126.0,227184.0,228532.0,231360.0,231788.0,233630.0,235568.0,238834.0,241489.0,243911.0,246836.0,249661.0,252867.0,254779.0,256630.0,0.2393479936413122,23.93479936413122
