GEOID,perc_rental_housing_2016
17031010100,0.856754306
17031010201,0.704261572
17031010202,0.76185671
17031010300,0.70790378
17031010400,0.785974026
17031010501,0.874945911
17031010502,0.838966203
17031010503,0.810692375
17031010600,0.788266142
17031010701,0.497442455
17031010702,0.758289284
17031020100,0.507080243
17031020200,0.200578592
17031020301,0.277637557
17031020302,0.453409091
17031020400,0.499709808
17031020500,0.732846715
17031020601,0.60466295
17031020602,0.577662722
17031020701,0.392190153
17031020702,0.634070796
17031020801,0.659870711
17031020802,0.599907919
17031020901,0.694707521
17031020902,0.438223938
17031030101,0.646347363
17031030102,0.580342352
17031030103,0.751737835
17031030104,0.689748201
17031030200,0.503035208
17031030300,0.694366197
17031030400,0.626468285
17031030500,0.582486865
17031030601,0.626917368
17031030603,0.918019481
17031030604,0.773347324
17031030701,0.825136612
17031030702,0.388164493
17031030703,0.731995277
17031030706,0.647082823
17031030800,0.521428571
17031030900,0.639021074
17031031000,0.612584503
17031031100,0.726117441
17031031200,0.778020378
17031031300,0.701788777
17031031400,0.43360522
17031031501,0.854357798
17031031502,0.917084282
17031031700,0.732578397
17031031800,0.630785791
17031031900,0.6414791
17031032100,0.768831169
17031040100,0.541190619
17031040201,0.612371134
17031040202,0.659246575
17031040300,0.257884972
17031040401,0.492775665
17031040402,0.657142857
17031040600,0.639930253
17031040700,0.578981723
17031040800,0.588456713
17031040900,0.690839695
17031050100,0.56097561
17031050200,0.474605954
17031050300,0.624209575
17031050500,0.493948902
17031050600,0.446211413
17031050700,0.383285303
17031050800,0.543554007
17031050900,0.577702703
17031051000,0.471232877
17031051100,0.494453249
17031051200,0.594551282
17031051300,0.346463742
17031051400,0.4385511
17031060100,0.508016878
17031060200,0.696888889
17031060300,0.468867217
17031060400,0.516212711
17031060500,0.781546811
17031060800,0.522117962
17031060900,0.632038411
17031061000,0.713318284
17031061100,0.658054711
17031061200,0.677304965
17031061500,0.659767141
17031061800,0.783933518
17031061901,0.675313808
17031061902,0.710526316
17031062000,0.662564767
17031062100,0.659242762
17031062200,0.570990023
17031062300,0.540889527
17031062400,0.567567568
17031062500,0.539106145
17031062600,0.392742796
17031062700,0.599134199
17031062800,0.502347418
17031062900,0.643653744
17031063000,0.68790947
17031063100,0.668725869
17031063200,0.651634455
17031063301,0.842696629
17031063302,0.696149844
17031063303,0.570239334
17031063400,0.712006717
17031070101,0.586898902
17031070102,0.761727079
17031070103,0.928819444
17031070200,0.654701719
17031070300,0.609460279
17031070400,0.611353712
17031070500,0.435643564
17031070600,0.304115854
17031070700,0.499146272
17031071000,0.547208122
17031071100,0.536023055
17031071200,0.565044687
17031071300,0.553366174
17031071400,0.646268129
17031071500,0.627256082
17031071600,0.399437412
17031071700,0.421052632
17031071800,0.444647758
17031080100,0.542476012
17031080201,0.50313059
17031080202,0.423875433
17031080300,0.523738872
17031080400,0.627471384
17031081000,0.863244176
17031081100,0.780162842
17031081201,0.519917582
17031081202,0.320960699
17031081300,0.408783784
17031081401,0.493178718
17031081402,0.564538515
17031081403,0.691302652
17031081500,0.593829517
17031081600,0.701547231
17031081700,0.785743381
17031081800,0.454695222
17031081900,0.476694915
17031090100,0.132364193
17031090200,0.294247788
17031090300,0.2109375
17031100100,0.329078014
17031100200,0.293510324
17031100300,0.316569201
17031100400,0.040783034
17031100500,0.107461286
17031100600,0.187042842
17031100700,0.075292805
17031110100,0.459227468
17031110200,0.510495382
