Inspection ID,DBA Name,AKA Name,License #,Address,Zip,Inspection Date,Latitude,Longitude,Location
2305214,WENDY'S,WENDY'S,2636249,8740 S LAFAYETTE AVE ,60620,12/12/2019,41.73488062,-87.62555194,"(-87.6255519405575, 41.734880618955415)"
2355247,SUSHI O SUSHI,SUSHI O SUSHI,1044746,346 W ARMITAGE AVE ,60614,12/12/2019,41.91844043,-87.63825829,"(-87.63825828564545, 41.91844043280386)"
2355246,MARGES STILL,MARGES STILL,1353734,1758 N SEDGWICK ST ,60614,12/12/2019,41.91468061,-87.63885012,"(-87.63885012170836, 41.91468061339467)"
2355231,BLUE FOOD CO.,BLUE FOOD CO.,2658811,3288 N ELSTON AVE ,60618,12/12/2019,41.94112044,-87.7010517,"(-87.70105170478843, 41.941120441967804)"
2355229,AU BON PAIN,AU BON PAIN,1984957,1 W RANDOLPH ST STE 1,60601,12/12/2019,41.88438065,-87.62798705,"(-87.62798704568728, 41.88438065063339)"
2355224,BLUE FOOD CO.,BLUE FOOD CO.,2658810,3288 N ELSTON AVE ,60618,12/12/2019,41.94112044,-87.7010517,"(-87.70105170478843, 41.941120441967804)"
2355219,TAI NANG,TAI NANG,2615533,937 N DAMEN AVE ,60622,12/12/2019,41.89886802,-87.67698935,"(-87.67698934844901, 41.89886801783141)"
2353206,FOUR STAR WINGS,FOUR STAR WINGS,2609644,5926 S PULASKI RD ,60629,12/12/2019,41.78518089,-87.72308692,"(-87.72308691684015, 41.78518088919182)"
2353209,THE FAREHOUSE MARKET,THE FAREHOUSE MARKET,2694073,600 W CHICAGO AVE ,60654,12/12/2019,41.89658519,-87.64299618,"(-87.64299618172501, 41.896585191199556)"
2353197,EAT ME MILK ME,EAT ME MILK ME,2641876,1111 W RANDOLPH ST ,60607,12/12/2019,41.88416574,-87.65492937,"(-87.65492937323211, 41.88416573767363)"
2353181,CHECKERS/ RALLY'S,CHECKERS,2704237,11449 S HALSTED ST ,60628,12/12/2019,41.68545881,-87.64201677,"(-87.64201677375817, 41.685458811028944)"
2353176,BIBLIOPHILE,BIBLIOPHILE,2575508,1644 E 53RD ST ,60615,12/11/2019,41.79970466,-87.58502961,"(-87.58502960921741, 41.79970465653982)"
2353136,III FORKS #425,III FORKS,2003503,180 N FIELD BLVD ,60601,12/11/2019,41.88550434,-87.61755078,"(-87.6175507807259, 41.885504343975974)"
2353120,GENE'S SNACKS & SUNDRIES,CAFE,2621857,536 S CLARK ST ,60605,12/11/2019,41.87494507,-87.6308325,"(-87.6308324955019, 41.874945069002806)"
2353122,CHECKERS/RALLY'S,CHECKERS/RALLY'S,2704236,5451 S WENTWORTH AVE ,60609,12/11/2019,41.79491574,-87.63037667,"(-87.63037666540296, 41.79491574083117)"
2353101,TOCCO RESTAURANT,TOCCO RESTAURANT,1914120,1266 N MILWAUKEE AVE ,60622,12/10/2019,41.90468983,-87.66878127,"(-87.66878127418673, 41.90468982848127)"
2353077,IRELAND'S,LOYOLA UNIVERSITY OF CHICAGO /DAMEN STUDENT CENTER,2348862,6511 N SHERIDAN RD ,60626,12/10/2019,42.00055166,-87.66056947,"(-87.66056946651258, 42.00055166015462)"
2353068,KAI ZAN,KAI ZAN,2156904,2557 W CHICAGO AVE ,60622,12/10/2019,41.89559157,-87.69163314,"(-87.69163313910478, 41.89559157280934)"
2353056,CHICAGO SMERQS,CHICAGO SMERQS,2523833,213 E 79TH ST ,60619,12/10/2019,41.75093515,-87.61917155,"(-87.61917154970587, 41.75093514744422)"
2353033,MINIGROW BY HONEYGROW,MINIGROW,2569565,28 S WABASH AVE ,60603,12/10/2019,41.8813832,-87.62633723,"(-87.62633722918358, 41.881383203572746)"
2353019,HAN 202,HAN 202 CHINESE AND SEAFOOD,1959609,605 W 31ST ST ,60616,12/10/2019,41.8379936,-87.64164283,"(-87.64164283333236, 41.837993600331586)"
2353017,HOOTS ON DIVERSEY,HOOTS ON DIVERSEY,2699262,4059 W DIVERSEY AVE ,60639,12/10/2019,41.93164684,-87.72930493,"(-87.72930493180735, 41.93164683561585)"
2353018,KIE-GOL-LANEE COMIDA TRADICIONAL OAXAQUENA,KIE-GOL-LANEE,2670189,5004 N SHERIDAN RD ,60640,12/10/2019,41.97347815,-87.65507959,"(-87.65507958945189, 41.973478149511195)"
2353002,DAMENZO'S,DAMENZO'S,2536465,901-903 W 35TH ST ,60609,12/9/2019,41.83061955,-87.64775316,"(-87.64775315527635, 41.830619546460845)"
2352977,YA KWANG,SEOUL DAN LAN II OR NOODLES SOUP,2235049,5116 N LINCOLN AVE ,60625,12/9/2019,41.97459679,-87.69235541,"(-87.69235541072091, 41.97459679112475)"
2305212,POPEYES,POPEYES,2578263,9516 S VINCENNES AVE ,60643,12/9/2019,41.72093183,-87.65094179,"(-87.65094179046467, 41.7209318257351)"
2352979,BLAZE PIZZA,BLAZE PIZZA,2446460,6550 N SHERIDAN RD ,60626,12/9/2019,42.00162445,-87.66089553,"(-87.66089553005129, 42.00162445069301)"
2352956,BEAUMONT,BEAUMONT,40491,2020 N HALSTED ST ,60614,12/9/2019,41.91883059,-87.64868109,"(-87.64868108652085, 41.91883058862089)"
2352960,AFTERNOON,AFTERNOON,2492686,2464 N CLARK ST ,60614,12/9/2019,41.92715143,-87.64157936,"(-87.64157936056027, 41.927151434559896)"
2352948,"VHC LOWER, LLC",MISS RICKY'S,2314219,203 N WABASH AVE ,60601,12/9/2019,41.88582829,-87.62613826,"(-87.62613826248786, 41.885828292802344)"
2352954,CAFE BA BA REEBA,CAFE BA BA REEBA,4378,2024-2028 N HALSTED ST ,60614,12/9/2019,41.9189432,-87.64868497,"(-87.64868497024028, 41.918943198725025)"
2352974,UPSTAIRS VIRGIN HOTELS,25TH FLOOR - LOWER LEVEL KITCHEN,2314250,203 N WABASH AVE ,60601,12/9/2019,41.88582829,-87.62613826,"(-87.62613826248786, 41.885828292802344)"
2352945,"VHC LOWER, LLC",1ST FLOOR - MISS RICKY'S,2314219,203 N WABASH AVE ,60601,12/9/2019,41.88582829,-87.62613826,"(-87.62613826248786, 41.885828292802344)"
2352934,CHICK-FIL-A STATE AND LAKE INLINE,CHICK-FIL-A STATE AND LAKE INLINE,2703897,177 N State ST ,60601,12/9/2019,41.88527796,-87.62778288,"(-87.62778287517119, 41.88527795660976)"
2352932,"CHICK-FIL-A,INC.","CHICK-FIL-A,INC.",2688841,177 N State ST ,60601,12/9/2019,41.88527796,-87.62778288,"(-87.62778287517119, 41.88527795660976)"
2353023,TORO JAPANESE RESTARANT INC,TORO SUSHI,2560884,2546 N CLARK ST ,60614,12/9/2019,41.92895659,-87.64263975,"(-87.6426397468366, 41.9289565890134)"
2352913,DUNKIN DONUTS,DUNKIN DONUTS,2548783,10351 S TORRENCE AVE ,60617,12/9/2019,41.70670703,-87.55949919,"(-87.5594991851019, 41.706707034021825)"
2352899,L' PATRON,L' PATRON,2469885,3749 W FULLERTON AVE ,60647,12/6/2019,41.92443853,-87.7214259,"(-87.72142590385965, 41.92443853485333)"
2352900,THE EVEREST ROOM,THE EVEREST ROOM,18994,440 S LA SALLE ST ,60605,12/6/2019,41.87588847,-87.63188472,"(-87.63188472119873, 41.87588847004054)"
2352897,SOUTHPORT LANES INC,SOUTHPORT LANES,27298,3325 N SOUTHPORT AVE ,60657,12/6/2019,41.94239785,-87.66374117,"(-87.6637411691924, 41.94239785430419)"
2352886,STARBUCKS COFFEE #47565,STARBUCK'S,2543156,150 N RIVERSIDE PLZ ,60601,12/6/2019,41.88508946,-87.63840559,"(-87.63840559417186, 41.88508945576888)"
2352880,OBBIES PIZZA INC,OBBIES PIZZA INC,3896,6654 W ARCHER AVE ,60638,12/6/2019,41.7923171,-87.78890622,"(-87.78890621989991, 41.7923171025833)"
2352869,ONE NORTH,ONE NORTH,1225539,1 N WACKER DR ,60606,12/6/2019,41.88195188,-87.63662035,"(-87.63662034940238, 41.88195187648601)"
2352851,CHINA STAR,CHINA STAR,2589951,7117 S STATE ST ,60619,12/6/2019,41.76495795,-87.6247478,"(-87.62474780054721, 41.76495794686765)"
2352861,CARRIBEAN JERK PALACE,CARRIBEAN JERK PALACE,2385577,3792 W 79TH ST ,60652,12/6/2019,41.74974186,-87.71794639,"(-87.7179463916298, 41.749741862819484)"
2352857,POPEYES FAMOUS FRIED CHICKEN,POPEYES FAMOUS FRIED CHICKEN,14897,50 N WESTERN AVE ,60612,12/6/2019,41.88263294,-87.68662183,"(-87.686621829305, 41.88263293865735)"
2352855,RED LINE TAP,RED LINE TAP,2177814,7006-7008 N GLENWOOD AVE ,60626,12/6/2019,42.00936036,-87.66637744,"(-87.66637743537967, 42.00936035804877)"
2352842,REVERIE,REVERIE,2290093,414 N ORLEANS ST ,60654,12/6/2019,41.88968296,-87.63712096,"(-87.63712095614753, 41.889682960687374)"
2352843,DOUGH BROS,DOUGH BROS,2333733,400 N STATE ST ,60654,12/6/2019,41.88931871,-87.62815267,"(-87.62815266789968, 41.88931871105875)"
2352828,LOS AMANTES,LOS AMANTES,67265,4753 W 47TH ST ,60632,12/6/2019,41.80753274,-87.74290645,"(-87.74290644979058, 41.80753274427624)"
2352829,VELVET TACO,VELVET TACO,2652943,2309 N LINCOLN AVE ,60614,12/6/2019,41.92395298,-87.64646163,"(-87.6464616293504, 41.9239529807269)"
2352838,BULLHEAD CANTINA,IMBIBE HUMBOLDT PARK,2114543,1143 N CALIFORNIA AVE ,60622,12/6/2019,41.90236936,-87.69671978,"(-87.69671977737406, 41.90236935813602)"
2352830,VELVET TACO,VELVET TACO,2652941,2309 N LINCOLN AVE ,60614,12/6/2019,41.92395298,-87.64646163,"(-87.6464616293504, 41.9239529807269)"
2352827,VELVET TACO,VELVET TACO,2652940,2309 N LINCOLN AVE ,60614,12/6/2019,41.92395298,-87.64646163,"(-87.6464616293504, 41.9239529807269)"
2352825,HALSTED STREET DELI,ERIK'S DELI,2349632,333 S State ST ,60604,12/6/2019,41.87739694,-87.62751493,"(-87.62751493171092, 41.87739693703613)"
2352815,TAQUERIA MI BARRIO ES TEPITO,TAQUERIA MI BARRIO ES TEPITO,2698279,2645 W 63RD ST ,60629,12/6/2019,41.77905237,-87.69030268,"(-87.69030268459315, 41.77905236928871)"
2352787,"OFRENDA, INC.","OFRENDA, INC.",2627322,2639 S DAMEN AVE ,60608,12/6/2019,41.84361888,-87.67547236,"(-87.67547236453608, 41.84361887861791)"
2353008,FURIOUS SPOON,FURIOUS SPOON,2575413,5406 N CLARK ST ,60640,12/6/2019,41.98005946,-87.66844179,"(-87.66844179431182, 41.98005946020716)"
2352781,CHICAGO MAGIC LOUNGE,CHICAGO MAGIC LOUNGE,2574857,5050 N CLARK ST ,60640,12/5/2019,41.97391362,-87.66830041,"(-87.66830041324025, 41.97391361867658)"
2352769,MARKET CREATIONS,MARKET CREATIONS,2694402,233 S WACKER DR ,60606,12/4/2019,41.87856015,-87.63652387,"(-87.63652387205532, 41.87856015362371)"
2352772,ISSHIN,ISSHIN,2703850,1103 W BRYN MAWR AVE ,60660,12/4/2019,41.98354587,-87.65818694,"(-87.65818693624335, 41.98354587269248)"
2352751,BURGER KING RESTAURANT,BURGER KING,2349215,7523 N CLARK ST ,60626,12/4/2019,42.01849499,-87.67578803,"(-87.67578802516351, 42.01849499019406)"
2352749,MOZZARELLA STORE,MOZZARELLA STORE,2631943,822 N MICHIGAN AVE ,60611,12/4/2019,41.89754673,-87.62428019,"(-87.6242801868438, 41.89754672513133)"
2352743,ELSKE,ELSKE,2458129,1350 W RANDOLPH ST ,60607,12/4/2019,41.88429596,-87.66077035,"(-87.66077034614932, 41.88429595787893)"
2352731,BAR RAMONE,BAR RAMONE,2600465,441 N CLARK ST ,60654,12/4/2019,41.89042506,-87.63094679,"(-87.6309467939866, 41.89042506371873)"
2352705,FORK LIFT,FORK LIFT,2703819,131 N CLINTON ST ,60661,12/4/2019,41.88418751,-87.64111967,"(-87.64111966683218, 41.884187507127805)"
2352782,EL NUEVO TACO LOCO,EL NUEVO TACO LOCO,2446244,1700 W LAWRENCE AVE ,60640,12/4/2019,41.96897095,-87.67110152,"(-87.67110151771263, 41.96897094642553)"
2352683,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,2670642,1025 W ADDISON ST ,60613,12/4/2019,41.94711775,-87.65538116,"(-87.6553811622124, 41.94711774835235)"
2352684,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,2670643,1025 W ADDISON ST ,60613,12/4/2019,41.94711775,-87.65538116,"(-87.6553811622124, 41.94711774835235)"
2352658,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,2670643,1025 W ADDISON ST ,60613,12/3/2019,41.94711775,-87.65538116,"(-87.6553811622124, 41.94711774835235)"
2352652,CHUCKIES GRILL,CHUCKIES GRILL,2564113,1358 E 75TH ST ,60619,12/3/2019,41.75883292,-87.59086222,"(-87.59086222278542, 41.75883291966931)"
2352653,HARRY CARAY'S SHORTSTOP,HARRY CARAY'S SHORTSTOP,2689813,5700 S CICERO AVE ,60638,12/3/2019,41.78932932,-87.74164564,"(-87.74164564419637, 41.789329323265385)"
2352648,"POTBELLY SANDWICH WORKS, LLC","POTBELLY SANDWICH WORKS, LLC",2333476,3636 N WESTERN AVE ,60618,12/3/2019,41.94783455,-87.68843771,"(-87.68843771440676, 41.94783454894233)"
2352643,THE HALAL GUYS,THE HALAL GUYS,2469448,180 N WABASH AVE ,60601,12/3/2019,41.8853537,-87.62641329,"(-87.62641328540737, 41.885353703982936)"
2352609,SUTHERLANDS,SUTHERLANDS,2114620,5353 W IRVING PARK RD ,60641,12/3/2019,41.95313948,-87.76171933,"(-87.76171933389249, 41.95313947805806)"
2355356,BRASERITOS RESTAURANT INC.,BRASERITOS BUFFET &  RESTAURANT,2550985,4107 W NORTH AVE ,60639,12/2/2019,41.90973595,-87.72927347,"(-87.72927346612649, 41.90973594998965)"
2352580,HERO COFFEE,HERO COFFEE,2535860,2111 W ROSCOE ST ,60618,12/2/2019,41.94307105,-87.68135522,"(-87.68135522357547, 41.94307105046144)"
2352581,THE HALAL GUYS,THE HALAL GUYS,2703491,180 N WABASH AVE ,60601,12/2/2019,41.8853537,-87.62641329,"(-87.62641328540737, 41.885353703982936)"
2352573,WINDY CITY SWEETS,WINDY CITY SWEETS,2137481,3308 N BROADWAY ,60657,12/2/2019,41.9422082,-87.64461373,"(-87.64461373305299, 41.94220819722684)"
2352574,THE NEW GRACE RESTAURANT,THE NEW GRACE RESTAURANT,2698310,4409 N BROADWAY ,60640,12/2/2019,41.96210413,-87.65520383,"(-87.65520382960334, 41.96210413223745)"
2352543,JOHNNY'S ICE HOUSE,JOHNNY'S ICE HOUSE,72432,1350 W MADISON ST ,60607,12/2/2019,41.88165389,-87.66160473,"(-87.66160472806487, 41.8816538895371)"
2352535,FLO & SANTO,FLO & SANTO,2355411,1310 S WABASH AVE ,60605,12/2/2019,41.86539976,-87.62593557,"(-87.62593556962943, 41.86539975663988)"
2352523,EL MUELLE,EL MUELLE,1488496,4253 W 47TH ST ,60632,12/2/2019,41.80767249,-87.7306099,"(-87.73060990268284, 41.80767249318478)"
2352517,SEA FOOD HOT POT,ICE STATION,2432467,1130 W ARGYLE ST ,60640,12/2/2019,41.97336592,-87.65904239,"(-87.65904238512795, 41.97336592094152)"
2352502,DAVE'S 'S RED HOT,DAVE'S 'S RED HOT,1515517,3422 W ROOSEVELT RD ,60624,12/2/2019,41.86644737,-87.71149959,"(-87.71149958681401, 41.866447371697355)"
2352507,SOUTH BRANCH,SOUTH BRANCH,2065037,100 S WACKER DR ,60606,12/2/2019,41.88055703,-87.63713178,"(-87.63713177610846, 41.8805570251432)"
2352490,LOS COMALES #3,LOS COMALES #3,38805,1544 W 18th ST ,60608,12/2/2019,41.85791848,-87.66550671,"(-87.66550671179006, 41.85791847732155)"
2345465,"EVA'S COFFEE, INC.","EVA'S COFFEE, INC.",1909527,1447 N SEDGWICK ST ,60610,11/12/2019,41.90885673,-87.63837516,"(-87.63837516274899, 41.90885672611968)"
2345468,STARBUCKS,STARBUCKS,2631141,5700 S DREXEL AVE ,60637,11/12/2019,41.79127248,-87.60388726,"(-87.60388726366043, 41.79127248085304)"
2345469,Zoku Sushi,Zoku Sushi,2575420,1616 N KEDZIE AVE ,60647,11/12/2019,41.91065148,-87.70693516,"(-87.70693515927859, 41.910651483924326)"
2345452,WASABI,WASABI,2464195,2115 N MILWAUKEE AVE ,60647,11/12/2019,41.91974058,-87.69194758,"(-87.69194758444402, 41.91974058261078)"
2345448,JOE'S PIZZA INC,JOE'S PIZZA INC,14745,5747 W HIGGINS AVE ,60630,11/12/2019,41.97150246,-87.77238727,"(-87.77238727302218, 41.97150246368781)"
2345438,PROTEIN BAR,PROTEIN BAR,2252786,222 W MERCHANDISE MART PLZ ,60654,11/12/2019,41.88807428,-87.6349552,"(-87.63495520292739, 41.8880742810662)"
2345413,BRAIN FOOD COURT,BRAIN FOOD COURT,1223247,5700 S LAKE SHORE DR ,60637,11/12/2019,41.79142028,-87.58014777,"(-87.58014776868883, 41.79142028209799)"
2345388,PAULETTES MARKET,PAULETTES MARKET,2698856,433 W VAN BUREN ST ,60607,11/8/2019,41.87666743,-87.63917766,"(-87.63917766411434, 41.876667432354196)"
2345384,COLECTIVO COFFEE,COLECTIVO COFFEE,2560759,2261 N MILWAUKEE AVE ,60647,11/8/2019,41.92219439,-87.6959723,"(-87.69597230221993, 41.92219439006194)"
2345357,KRISPY SEAFOOD & CHICKEN,KRISPY SEAFOOD & CHICKEN,2451505,6237 S HALSTED ST ,60621,11/8/2019,41.78033109,-87.64465439,"(-87.6446543895969, 41.780331089294336)"
2345354,SHARK'S FISH & CHICKEN,SHARK'S FISH & CHICKEN,2699062,6237 S HALSTED ST ,60621,11/8/2019,41.78033109,-87.64465439,"(-87.6446543895969, 41.780331089294336)"
2345330,Forum 55,Forum 55,1472957,55 E MONROE ST ,60603,11/8/2019,41.88068788,-87.6256435,"(-87.62564350408694, 41.880687878501604)"
2345292,BLIND BARBER,BLIND BARBER,2506695,948 W FULTON MARKET ,60607,11/7/2019,41.88685479,-87.65176775,"(-87.6517677496529, 41.886854792080925)"
2345290,STAR KITCHEN,STAR KITCHEN,2595132,335 W 31ST ST ,60616,11/7/2019,41.83807689,-87.63543911,"(-87.63543911088024, 41.83807689208957)"
2345283,AHA CREPE,AHA CREPE,2446338,2435 N CLARK ST ,60614,11/7/2019,41.92658248,-87.6409246,"(-87.64092459877232, 41.92658247680538)"
2345289,STAR KITCHEN,STAR KITCHEN,2699016,335 W 31ST ST ,60616,11/7/2019,41.83807689,-87.63543911,"(-87.63543911088024, 41.83807689208957)"
2345286,THE KEDZIE INN LLC,THE KEDZIE INN,2589660,4100-4102 N KEDZIE AVE ,60618,11/7/2019,41.95577997,-87.70821671,"(-87.70821671213817, 41.95577996787758)"
2345279,MEZZA GRILLED WRAPS AND PITAS INC,MEZZA GRILLED WRAPS AND PITAS INC,1380994,520 N MICHIGAN AVE ,60611,11/7/2019,41.89168852,-87.62430718,"(-87.62430717812579, 41.89168851736832)"
2345260,SEE THRU CHINESE KITCHEN #13,SEE THRU CHINESE KITCHEN #13,1616560,1610 W 59TH ST ,60636,11/7/2019,41.7868486,-87.66489347,"(-87.66489347191944, 41.78684859598614)"
2321202,PAPA RAYS PIZZA & WINGS,PAPA RAYS PIZZA & WINGS,2333610,4757 N SHERIDAN RD ,60640,11/6/2019,41.9689839,-87.65467275,"(-87.65467274518726, 41.96898390298873)"
2321207,KABOBCHI,KABOBCHI,2698908,1519 W TAYLOR ST ,60607,11/6/2019,41.86917813,-87.66490728,"(-87.66490728096332, 41.86917813329073)"
2321201,"THE HOXTON, CHICAGO","THE HOXTON, CHICAGO",2636779,200 N GREEN ST ,60607,11/6/2019,41.8856992,-87.64878909,"(-87.64878908937915, 41.885699197163355)"
2321180,AL'S BEEF,AL'S BEEF,2314740,234 S WABASH AVE ,60604,11/6/2019,41.87867435,-87.6262423,"(-87.62624229534441, 41.878674348181335)"
2321178,NOMAD-CHICAGO,NOMAD,2698505,820 N FRANKLIN ST ,60610,11/6/2019,41.89735851,-87.63585744,"(-87.6358574371038, 41.89735850745965)"
2321168,DUNKIN DONUTS,DUNKIN DONUTS,15623,5200 N LINCOLN AVE ,60625,11/6/2019,41.9759129,-87.69249417,"(-87.69249417466321, 41.97591289899352)"
2321165,LA HUMITA,LA HUMITA,1622351,3466 N PULASKI RD ,60641,11/6/2019,41.94467796,-87.72749565,"(-87.72749564970051, 41.94467795956372)"
2321162,THE WINCHESTER,THE WINCHESTER,2298687,1001 N WINCHESTER AVE ,60622,11/6/2019,41.89966419,-87.67578655,"(-87.67578654766524, 41.8996641853712)"
2321159,WHEAT ' S END CAFE,WHEAT ' S END CAFE,2146459,2873-2875 N BROADWAY ,60657,11/6/2019,41.93491149,-87.64407884,"(-87.64407883547075, 41.93491149170618)"
2321147,PAULETTES MARKET,PAULETTES MARKET,2698856,433 W VAN BUREN ST ,60607,11/6/2019,41.87666743,-87.63917766,"(-87.63917766411434, 41.876667432354196)"
2321149,TBD,TBD,2698851,433 W VAN BUREN ST ,60607,11/6/2019,41.87666743,-87.63917766,"(-87.63917766411434, 41.876667432354196)"
2321145,MURASAKI,MURASAKI,1243198,211 E ONTARIO ST ,60611,11/6/2019,41.89325719,-87.62234986,"(-87.62234986002646, 41.89325718527649)"
2321137,GOOSE ISLAND,GOOSE ISLAND (T1  C10),34159,11601 W TOUHY AVE ,60666,11/6/2019,42.0085364,-87.91442844,"(-87.91442843927047, 42.008536400868735)"
2345974,"INA MAE TAVERN & PACKAGED GOODS, INC",INA MAE TAVERN & PACKAGED GOODS,2601063,1415 N WOOD ST ,60622,11/6/2019,41.90758321,-87.67234841,"(-87.67234841089311, 41.90758320894764)"
2321113,MISS SAIGON INC.,MISS SAIGON,2411677,1129 W ARGYLE ST ,60640,11/5/2019,41.97314767,-87.65895612,"(-87.65895612095852, 41.97314767068932)"
2321089,LAS CEREZAS INC.,LAS CEREZAS,2541741,6659 S CICERO AVE ,60638,11/5/2019,41.7712227,-87.74191039,"(-87.74191038750742, 41.77122269655533)"
2321098,JIMMY JOHN'S,JIMMY JOHN'S,2463579,3328 N CLARK ST ,60657,11/5/2019,41.94239613,-87.65282389,"(-87.65282389448343, 41.942396126778384)"
2321090,POPEYES,POPEYES,1621074,5353 N HARLEM AVE ,60656,11/5/2019,41.97862919,-87.80684493,"(-87.80684493423499, 41.97862919293747)"
2321077,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1696544,8 E MADISON ST ,60602,11/5/2019,41.88217262,-87.62756936,"(-87.62756936298685, 41.88217262294574)"
2321070,LES NOMADES LIMITED PRTNERSHP,LES NOMADES,32633,222 E ONTARIO ST ,60611,11/5/2019,41.89348084,-87.62207406,"(-87.6220740599313, 41.89348084454796)"
2321033,FRY THE COOP,FRY THE COOP,2678075,1529 W CHICAGO AVE ,60642,11/5/2019,41.89598205,-87.66604607,"(-87.66604606950455, 41.89598204592076)"
2321134,THE SOUL CAFE,THE SOUL CAFE,2616292,5607 S RACINE AVE ,60636,11/5/2019,41.79208735,-87.65467512,"(-87.65467511844136, 41.79208735010757)"
2321012,BOMBASTIC CAFE,BOMBASTIC CAFE,2678198,3732 N SOUTHPORT AVE ,60613,11/5/2019,41.94988265,-87.66424178,"(-87.6642417785868, 41.94988264936109)"
2321006,CHILE TOREADO RESTAURANT,CHILE TOREADO RESTAURANT,2694543,2022-2026 W 35TH ST ,60609,11/5/2019,41.83048987,-87.67620688,"(-87.6762068763212, 41.83048987325396)"
2345762,"GATELY SEAFOOD MARKET, INC.","GATELY SEAFOOD MARKET, INC.",2609804,11201 S MICHIGAN AVE ,60628,11/5/2019,41.69075019,-87.62088044,"(-87.6208804369684, 41.69075019344447)"
2320999,bopNgrill,bopNgrill,2398736,921 W BELMONT AVE ,60657,11/4/2019,41.93982742,-87.65238792,"(-87.652387921447, 41.93982741680233)"
2320985,ZOUP!,ZOUP!,2362705,177 W WASHINGTON ST ,60602,11/1/2019,41.88309811,-87.63318863,"(-87.63318863389482, 41.88309811159104)"
2320983,GOLDEN FISH,GOLDEN FISH,1330297,4457 S COTTAGE GROVE AVE ,60653,11/1/2019,41.81332208,-87.60650259,"(-87.60650258804068, 41.81332207930693)"
2320974,DO EAT,DO EAT,2492365,3141 S HALSTED ST ,60608,11/1/2019,41.83687198,-87.64610208,"(-87.64610208451234, 41.836871979178554)"
2320965,CHICAGO DOWNTOWN MARRIOTT,PASTRY,33838,540 N MICHIGAN AVE ,60611,11/1/2019,41.89214078,-87.62431278,"(-87.62431278442189, 41.892140783720365)"
2320958,CHICAGO DOWNTOWN MARRIOTT,BISTRO CAFE (EMPLOYEE CAFE),33845,540 N MICHIGAN AVE ,60611,11/1/2019,41.89214078,-87.62431278,"(-87.62431278442189, 41.892140783720365)"
2320936,CHICKEN WORKS AND SALAD CO.,CHICKEN WORKS AND SALAD CO.,1969955,3658 W IRVING PARK RD ,60618,11/1/2019,41.95385814,-87.71999799,"(-87.7199979868619, 41.95385813673397)"
2315829,LA CECINA RESTAURANT,LA CECINA RESTAURANT,2694639,1934 W 47TH ST ,60609,10/11/2019,41.80863043,-87.67361893,"(-87.6736189301899, 41.808630431592775)"
2315835,MING BRICKYARD SUPER CHINA BUFFET INC.,SUPER CHINA BUFFET,1490057,2650 N NARRAGANSETT AVE ,60639,10/12/2019,41.92884722,-87.78578102,"(-87.78578101920121, 41.928847223323764)"
2315832,LA CECINA # 1,LA CECINA # 1,2341257,1934 W 47TH ST ,60609,10/11/2019,41.80863043,-87.67361893,"(-87.6736189301899, 41.808630431592775)"
2315830,GEMINI BISTRO,GEMINI BISTRO,1953463,2075 N LINCOLN AVE ,60614,10/11/2019,41.92005754,-87.64101934,"(-87.64101934425842, 41.92005753669409)"
2315805,MON LUNG CHOP SUEY,MON LUNG CHOP SUEY,1842823,1009 N ASHLAND AVE ,60622,10/11/2019,41.9000075,-87.66725382,"(-87.66725382248164, 41.900007499539605)"
2315807,ALHAMBRA PALACE RESTAURANT,ALHAMBRA PALACE RESTAURANT,1718674,1240 W RANDOLPH ST ,60607,10/11/2019,41.8843278,-87.65845724,"(-87.65845724300314, 41.884327801685764)"
2315791,CHEFSHAUN'S HUNGER HIDEOUT,CHEFSHAUN'S HUNGRY HIDEOUT,2589592,2539 W 79TH ST ,60652,10/11/2019,41.74987082,-87.68680008,"(-87.68680008233815, 41.74987081545715)"
2315793,FREEHAND CHICAGO,CAFE INTEGRAL/ BROKEN SHAKER,2368421,17-19 E OHIO ST ,60611,10/11/2019,41.89237249,-87.62732944,"(-87.62732944447171, 41.89237249265396)"
2315788,ALOHA GRILL HAWAIIAN BBQ INC.,ALOHA GRILL HAWAIIAN BBQ INC.,1495532,2534 N CLARK ST ,60614,10/11/2019,41.92868792,-87.64248467,"(-87.6424846713895, 41.92868791566252)"
2315777,Millie's,Millie's,1984952,1817 W Wellington AVE ,60657,10/11/2019,41.93586585,-87.67433854,"(-87.67433853837197, 41.935865854231174)"
2315779,STANLEY'S GRILL,STANLEY'S GRILL,1622034,1543 N ELSTON AVE ,60642,10/11/2019,41.91026288,-87.66170857,"(-87.66170856673062, 41.9102628778286)"
2315735,JADE COURT CHINESE RESTAURANT,JADE COURT CHINESE RESTAURANT,2469259,624-628 S RACINE AVE ,60607,10/10/2019,41.87352003,-87.65696051,"(-87.65696051450144, 41.87352003005835)"
2315733,BINA'S CAFE,BINA'S CAFE,2321181,2407 W LUNT AVE ,60645,10/10/2019,42.00853954,-87.69050051,"(-87.69050051086757, 42.00853953880006)"
