ZIP,TRACT
60089,17097864512
60089,17097864517
60089,17097864515
60089,17097864518
60089,17097864519
60089,17097864514
60089,17097864520
60089,17031803005
60089,17031803013
60089,17031802404
60089,17031802403
60090,17031802609
60090,17031802504
60090,17031802503
60090,17031802505
60090,17097864520
60090,17031803015
60090,17097864505
60090,17031802403
60090,17031802402
60090,17031802506
60090,17031803014
60090,17031802605
60090,17031803007
60090,17031802404
60091,17031801400
60091,17031801902
60091,17031801300
60091,17031801000
60091,17031801100
60091,17031801200
60091,17031800900
60091,17031800700
60091,17031800600
60091,17031800800
60093,17031800800
60093,17031800400
60093,17031800100
60093,17031800700
60093,17031800600
60093,17031801902
60093,17031800300
60093,17031800500
60093,17031801901
60093,17031801800
60095,17031803901
60096,17097860101
60096,17097860104
60096,17097860103
60097,17111870603
60097,17111870703
60097,17111870101
60097,17111870401
60097,17111870500
60098,17111870803
60098,17111870402
60098,17111870902
60098,17111870903
60098,17111870200
60098,17111870904
60098,17111870101
60098,17111870401
60098,17111870905
60098,17111870500
60098,17111871500
60098,17111871106
60099,17097860301
60099,17097860400
60099,17097860200
60099,17097860104
60099,17097866000
60099,17097860302
60099,17097860600
60099,17097860500
60099,17097860101
60101,17043840908
60101,17043846603
60101,17043840906
60101,17043846604
60101,17043846702
60101,17043840907
60101,17043840901
60101,17043840103
60101,17043840304
60101,17043840303
60101,17043840202
60101,17043846701
60101,17043840104
60101,17043840904
60102,17089850301
60102,17089850106
60102,17111871310
60102,17111871107
60102,17031804201
60102,17111871404
60102,17111871206
60102,17111871402
60102,17089850105
60102,17111871311
60102,17111871207
60102,17089850101
60102,17111871104
60102,17111871600
60103,17043841318
60103,17043841314
60103,17043841321
60103,17031804508
60103,17043841316
60103,17089851801
60103,17043841308
60103,17031804406
60103,17043841327
60103,17031804505
60103,17043841325
60103,17031804507
60103,17043841322
60103,17043841315
60103,17043841310
60103,17043841323
60103,17031804506
60103,17043841326
60104,17031818300
60104,17031816900
60104,17031816800
60104,17031818200
60104,17031817000
60104,17031817102
60104,17031817101
60106,17043840000
60106,17043840703
60106,17043840802
60106,17043840103
60106,17043840801
60106,17043840704
60106,17043840101
60107,17031804506
60107,17031804507
60107,17043841102
60107,17031804305
60107,17031804306
60107,17031804309
60107,17031804509
60107,17031804310
60107,17031804308
60107,17031804505
60107,17031804711
60107,17031804508
60108,17043841110
60108,17043840904
60108,17043841113
60108,17043841204
60108,17043841103
60108,17043840907
60108,17043841112
60108,17043841109
60108,17043841111
60108,17043841209
60108,17043841002
60108,17043841114
60109,17089850703
60110,17089850201
60110,17089850302
60110,17089850103
60110,17089850202
60110,17089850106
60110,17089850105
60110,17089850101
60110,17089850701
60110,17089850301
60110,17089850400
60111,17037000400
60111,17037000300
60112,17037000800
60112,17037001600
60113,17141961100
60115,17037001700
60115,17037000900
60115,17037002200
60115,17037001300
60115,17037001001
60115,17037000500
60115,17037001002
60115,17037001800
60115,17037000300
60115,17037000800
60115,17037001600
60115,17037001500
60115,17037001400
60117,17043841114
60118,17089850600
60118,17089850105
60118,17089850106
60118,17089850400
60118,17089850103
60118,17089851910
60118,17089850302
60118,17089850202
60118,17089850701
60118,17089850500
60119,17089854501
60119,17089852403
60119,17037001700
60119,17089852402
60120,17089850800
60120,17089854600
60120,17031804405
60120,17089851301
60120,17043841308
60120,17089851500
60120,17031804406
60120,17031804311
60120,17031804404
60120,17031804507
60120,17089850500
60120,17089851400
60120,17031804506
60120,17031804310
60120,17089851801
60120,17089852001
60120,17031804403
60120,17089851302
60121,17089851905
60121,17089854600
60122,17043841208
60123,17089854900
60123,17089851102
60123,17089851910
60123,17089851600
60123,17089850600
60123,17089850500
60123,17089851905
60123,17089851101
60123,17089851000
60123,17089851907
60123,17089851904
60123,17089854600
60123,17089851500
60123,17089851909
60123,17089851908
60124,17089851910
60124,17089850600
60124,17089851904
60124,17089850103
60124,17089850701
60124,17089851905
60124,17089850703
60124,17089851907
60126,17043840600
60126,17043844001
60126,17043843000
60126,17043842900
60126,17043840703
60126,17043840706
60126,17043844100
60126,17031818401
60126,17043843800
60126,17043840705
60126,17043844002
60126,17043842800
60126,17043844602
60126,17043843900
60126,17043844601
60129,17037000300
60129,17141961100
60129,17037000200
60129,17141961000
60130,17031816100
60130,17031816000
60130,17031812000
60130,17031815900
60131,17031811200
60131,17031811702
60131,17031811301
60131,17031980000
60131,17031811600
60131,17031811302
60131,17031811402
60131,17031811401
60131,17031811701
60131,17031811500
60133,17043841209
60133,17031804309
60133,17043841320
60133,17043841102
60133,17031804511
60133,17031804805
60133,17043841114
60133,17043841314
60133,17043841315
60133,17031804510
60133,17031804509
60133,17031804804
60133,17043841108
60133,17043841321
60133,17043841318
60133,17031804806
60133,17031804505
60133,17043841322
60133,17031804807
60134,17089852606
60134,17089852601
60134,17089852500
60134,17089854501
60134,17089852201
60134,17089854800
60135,17007010400
60135,17089850702
60135,17037000400
60135,17037000200
60135,17037000100
60135,17111871004
60136,17089850600
60136,17089850701
60137,17043842708
60137,17043842000
60137,17043842300
60137,17043842702
60137,17043844201
60137,17043842711
60137,17043840908
60137,17043841703
60137,17043842710
60137,17043840910
60137,17043841902
60137,17043842100
60137,17043841705
60137,17043841901
60137,17043842704
60137,17043842706
60137,17043842200
60137,17043841706
60138,17043842100
60138,17043842200
60139,17043840911
60139,17043841113
60139,17043840910
60139,17043841204
60139,17043840908
60139,17043841703
60139,17043841109
60139,17043841207
60139,17043841208
60139,17043841705
60139,17043840904
60140,17089850702
60140,17089850701
60140,17037000100
60140,17111871500
60140,17089850703
60141,17031817900
60141,17031817500
60142,17111871107
60142,17111871108
60142,17111871106
60142,17089850702
60142,17111871109
60142,17111871104
60142,17089850701
60142,17111871500
60143,17043840101
60143,17043841003
60143,17043840201
60143,17043840901
60143,17043840202
60143,17031770300
60144,17089852403
60145,17037000200
60145,17037000400
60145,17037000300
60145,17037000100
60145,17007010400
60146,17007010400
60146,17037000300
60146,17201003705
60146,17037000200
60146,17141961000
60147,17089854501
60148,17043843602
60148,17043844305
60148,17043843500
60148,17043846702
60148,17043841706
60148,17043843601
60148,17043840904
60148,17043844306
60148,17043844202
60148,17043843400
60148,17043842709
60148,17043844301
60148,17043844307
60148,17043843302
60148,17043844201
60148,17043843301
60148,17043844304
60148,17043840908
60148,17043844401
60150,17037000300
60150,17037001800
60151,17089852403
60151,17037000400
60151,17037001600
60151,17089850703
60151,17089852401
60151,17037001700
60151,17089852402
60152,17037000100
60152,17111871003
60152,17007010500
60152,17111870200
60152,17111871500
60152,17111871004
60152,17007010400
60153,17031817200
60153,17031817700
60153,17031817400
60153,17031817900
60153,17031817600
60153,17031817300
60153,17031817102
60153,17031816100
60153,17031817500
60154,17031818402
60154,17031818200
60154,17031818100
60154,17031818401
60154,17031818500
60155,17031818600
60155,17031817900
60155,17031818000
60156,17111871104
60156,17111871206
60156,17111871109
60156,17111871205
60156,17111871107
60156,17111871306
60156,17111871209
60156,17111871108
60156,17111871207
60156,17111871311
60156,17111871106
60156,17111871208
60157,17043841004
60157,17043841003
60157,17043840901
60157,17043841002
60159,17031804603
60160,17031811200
60160,17031811302
60160,17031816300
60160,17031811702
60160,17031817400
60160,17031811301
60160,17031816500
60160,17031816401
60160,17031816200
60160,17031816402
60160,17031817000
60161,17031816500
60162,17031818401
60162,17031818402
60162,17031818300
60162,17031818500
60162,17031816800
60163,17031816800
60163,17031816500
60164,17031811302
60164,17031816500
60164,17031818401
60164,17031811702
60164,17031811701
60164,17031811402
60164,17031811301
60164,17031816700
60164,17031816800
60164,17031811800
60165,17031816500
60165,17031816600
60168,17031804709
60169,17031804705
60169,17031804305
60169,17031804701
60169,17031804603
60169,17031804608
60169,17031804713
60169,17031804709
60169,17031804710
60169,17031804716
60169,17031804706
60169,17031804711
60169,17031804715
60169,17031804714
60171,17031170600
60171,17031811302
60171,17031811200
60171,17031811100
60172,17043841002
60172,17043841111
60172,17043841112
60172,17031804608
60172,17043841108
60172,17043841104
60172,17031804606
60172,17043841103
60172,17031804607
60172,17043841003
60172,17043841102
60172,17043841004
60172,17031804803
60172,17031804709
60173,17031804603
60173,17031804608
60173,17031770202
60173,17031804109
60173,17031804609
60173,17031804108
60173,17031804102
60173,17031804105
60174,17089852102
60174,17089852500
60174,17089852003
60174,17043841312
60174,17043841310
60174,17089852300
60174,17089852201
60174,17089852001
60174,17089852202
60174,17089852002
60174,17043841313
60175,17089850701
60175,17089852202
60175,17089852101
60175,17089852401
60175,17089852102
60175,17089851905
60175,17089852001
60175,17089852402
60176,17031811500
60176,17031811600
60176,17031980000
60176,17031770800
60177,17089852001
60177,17089852102
60177,17089851905
60177,17089854900
60177,17089851801
60177,17089851907
60177,17089852101
60178,17037000900
60178,17037000400
60178,17037001600
60178,17037000500
60178,17037000600
60178,17037000800
60178,17037000700
60178,17089850702
60178,17089850703
60178,17037000100
60179,17031804201
60180,17111871004
60180,17111871003
60180,17111871500
60181,17043843200
60181,17043843100
60181,17043844501
60181,17043843302
60181,17043844402
60181,17043843000
60181,17043844306
60181,17043843301
60181,17043844601
60181,17043843800
60181,17043846702
60181,17043843700
60181,17043843601
60181,17043844307
60183,17089852402
60184,17043841308
60184,17043841310
60184,17089852003
60184,17043841327
60184,17043841313
60184,17089852001
60185,17043841324
60185,17089852500
60185,17043841503
60185,17043841501
60185,17043841404
60185,17043841325
60185,17043841603
60185,17043841310
60185,17043841403
60185,17043841605
60185,17043841313
60185,17043841312
60185,17089852003
60185,17043841307
60185,17043841326
60185,17043841504
60185,17043841401
60185,17043841327
60186,17043841501
60187,17043841901
60187,17043841802
60187,17043842704
60187,17043842605
60187,17043842604
60187,17043842500
60187,17043841404
60187,17043841704
60187,17043841703
60187,17043842603
60187,17043842400
60187,17043841902
60187,17043841801
60188,17043841326
60188,17043841325
60188,17043841323
60188,17043841705
60188,17043841324
60188,17043841704
60188,17043841802
60188,17043841209
60188,17043841210
60188,17043841208
60188,17043841307
60188,17043841206
60188,17043841703
60188,17043841205
60189,17043842400
60189,17043841603
60189,17043841606
60189,17043842602
60189,17043842703
60189,17043842601
60189,17043842604
60189,17043842500
60189,17043842605
60189,17043842702
60189,17043842711
60189,17043842704
60190,17043841603
60190,17043841326
60190,17043841401
60190,17043841802
60190,17043841704
60190,17043841404
60190,17043841403
60190,17043842603
60191,17043840101
60191,17043840103
60191,17043840202
60191,17043840102
60191,17043840104
60192,17031804104
60192,17031804714
60192,17031804105
60192,17031804201
60192,17031804202
60192,17031804311
60192,17031804403
60192,17089850500
60193,17031804609
60193,17031804808
60193,17031804807
60193,17031804804
60193,17031804805
60193,17031804803
60193,17031804809
60193,17031804610
60193,17031804810
60193,17031804606
60193,17031804308
60193,17031804611
60193,17031804806
60194,17031804308
60194,17031804715
60194,17031804808
60194,17031804710
60194,17031804712
60194,17031804611
60194,17031804716
60194,17031804610
60194,17031804810
60194,17031804709
60194,17031804607
60194,17031804711
60194,17031804713
60194,17031804805
60194,17031804608
60194,17031804706
60195,17031804713
60195,17031804706
60195,17031804709
60195,17031804105
60195,17031804714
60195,17031804603
60196,17031804105
60196,17031804714
60199,17043841208
60201,17031809600
60201,17031806700
60201,17031809500
60201,17031809100
60201,17031808800
60201,17031801000
60201,17031808900
60201,17031808702
60201,17031809200
60201,17031809300
60201,17031809000
60201,17031809400
60202,17031810100
60202,17031810301
60202,17031807600
60202,17031809800
60202,17031810200
60202,17031809900
60202,17031809700
60202,17031810000
60202,17031810302
60202,17031020100
60203,17031807100
60203,17031806700
60203,17031809000
60204,17031809800
60204,17031809500
60204,17031808900
60208,17031809400
60208,17031809300
60208,17031809500
60208,17031808800
60208,17031808702
60301,17031812301
60301,17031812400
60302,17031812400
60302,17031813000
60302,17031812200
60302,17031812700
60302,17031812802
60302,17031812500
60302,17031812100
60302,17031812600
60302,17031812301
60302,17031812801
60302,17031812900
60302,17031812302
60303,17031812301
60304,17031815900
60304,17031813000
60304,17031812900
60304,17031812100
60304,17031813100
60304,17031813200
60305,17031811900
60305,17031815900
60305,17031812000
60401,17197883809
60401,17197883811
60401,17091010900
60401,17197883903
60401,17197883602
60401,17091010100
60401,17197883808
60401,17197883902
60402,17031815100
60402,17031814800
60402,17031814600
60402,17031815200
60402,17031820800
60402,17031814700
60402,17031815400
60402,17031815300
60402,17031815500
60402,17031820700
60402,17031814900
60402,17031815000
60402,17031820300
60403,17197881402
60403,17197883208
60403,17197881604
60403,17197880905
60403,17197880901
60403,17197880412
60403,17197881401
60403,17197884103
60403,17197880903
60404,17197883214
60404,17197882701
60404,17197880416
60404,17197883212
60404,17197883213
60404,17197883216
60404,17197883215
60404,17197883210
60406,17031826800
60406,17031821300
60406,17031823302
60406,17031824800
60406,17031750400
60406,17031821402
60406,17031823500
60406,17031821200
60406,17031824300
60406,17031823400
60406,17031823603
60407,17063000800
60407,17197884004
60407,17063000900
60408,17197883402
60408,17197884003
60408,17197884004
60408,17063000800
60409,17031825803
60409,17031825900
60409,17031825700
60409,17031825802
60409,17031826201
60409,17031826202
60409,17031826100
60409,17031826000
60409,17031827901
60409,17031825801
60410,17197883303
60410,17197883211
60410,17197883305
60410,17063000103
60410,17197883212
60410,17197883306
60411,17031829500
60411,17031828505
60411,17031829000
60411,17031829301
60411,17031829401
60411,17031828503
60411,17031828802
60411,17031828801
60411,17031829100
60411,17031828602
60411,17031828504
60411,17031829302
60411,17031828506
60411,17031828701
60411,17031828702
60411,17031829402
60411,17031829600
60411,17031829200
60411,17031829700
60411,17031828900
60411,17197883806
60412,17031828900
60415,17031823001
60415,17031822400
60415,17031823002
60415,17031822302
60415,17031823101
60416,17197884003
60416,17063000800
60416,17063000700
60416,17197883402
60417,17031829700
60417,17197883606
60417,17197883804
60417,17197883810
60417,17197883808
60417,17197883806
60417,17197883811
60417,17197883700
60417,17031828504
60417,17197883603
60417,17197883803
60417,17197883809
60418,17031824503
60418,17031824701
60418,17031823603
60418,17031824400
60418,17031824601
60418,17031823605
60418,17031823602
60419,17031826600
60419,17031826304
60419,17031825801
60419,17031826500
60419,17031827802
60419,17031826303
60419,17031826401
60419,17031826201
60419,17031826402
60419,17031826301
60420,17105960100
60420,17063000600
60420,17105960200
60421,17197883304
60421,17197883307
60421,17197883100
60421,17197883306
60422,17031829902
60422,17031828601
60422,17031829301
60422,17031829800
60422,17031828801
60423,17197883516
60423,17031829901
60423,17031830001
60423,17197883511
60423,17197883504
60423,17197883510
60423,17197883513
60423,17197883505
60423,17031830003
60423,17197883522
60423,17031830008
60423,17197883514
60423,17197883515
60423,17197883507
60423,17197883602
60424,17063000600
60424,17063000900
60424,17091010300
60424,17063000800
60425,17031828300
60425,17031828702
60425,17031828602
60425,17031828701
60426,17031826902
60426,17031827400
60426,17031828300
60426,17031827500
60426,17031826800
60426,17031827000
60426,17031827100
60426,17031824800
60426,17031826901
60426,17031827300
60426,17031827200
60426,17031824900
60426,17031826500
60426,17031828402
60428,17031825600
60428,17031824702
60428,17031825503
60428,17031825200
60428,17031824900
60428,17031825501
60428,17031827600
60428,17031827400
60428,17031824800
60429,17031825600
60429,17031825501
60429,17031827700
60429,17031825504
60429,17031825503
60429,17031827500
60429,17031828401
60429,17031829902
60429,17031828402
60430,17031828300
60430,17031829902
60430,17031825503
60430,17031829800
60430,17031828402
60430,17031828601
60430,17031825504
60430,17031828401
60430,17031828602
60431,17197883215
60431,17093890700
60431,17197883209
60431,17197883210
60431,17197880414
60431,17197883216
60431,17197883214
60431,17197883211
60431,17197880415
60431,17197883206
60431,17197880412
60431,17197883213
60431,17197883208
60432,17197881009
60432,17197882100
60432,17197881200
60432,17197881108
60432,17197882000
60432,17197881900
60432,17197882300
60432,17197881301
60432,17197882200
60432,17197880702
60432,17197881010
60432,17197881302
60433,17197882300
60433,17197883100
60433,17197881112
60433,17197883000
60433,17197882400
60433,17197881700
60433,17197881109
60433,17197881108
60433,17197882500
60433,17197882000
60434,17197882000
60434,17197882802
60435,17197881900
60435,17197881700
60435,17197883209
60435,17197880905
60435,17197882702
60435,17197882802
60435,17197882701
60435,17197880415
60435,17197881604
60435,17197884103
60435,17197883208
60435,17197880901
60435,17197881401
60435,17093890700
60435,17197881402
60435,17197881800
60435,17197881601
60435,17197880412
60435,17197883210
60435,17197883206
60435,17197881500
60435,17197880903
60435,17197881603
60435,17197882801
60435,17197880414
60436,17197883100
60436,17197883210
60436,17197882701
60436,17197882500
60436,17197883306
60436,17197881900
60436,17197882900
60436,17197882802
60436,17197883307
60436,17197882702
60436,17197882801
60436,17197882601
60436,17197883211
60436,17197882000
60436,17197882602
60437,17099963700
60437,17063000600
60438,17031828506
60438,17031828100
60438,17031828505
60438,17031827902
60438,17031828201
60438,17031827901
60438,17031828000
60438,17031828202
60439,17031824003
60439,17031824005
60439,17043845901
60439,17197880202
60439,17197881002
60439,17043845803
60439,17031824004
60439,17031824006
60439,17197881001
60440,17197880105
60440,17197880121
60440,17197880107
60440,17197880117
60440,17197880109
60440,17197880112
60440,17197880120
60440,17197880118
60440,17043846311
60440,17197880106
60440,17197880113
60440,17197880202
60440,17197880111
60440,17197880114
60440,17197880115
60440,17197880116
60441,17197980100
60441,17197881007
60441,17197880702
60441,17197880602
60441,17197884101
60441,17197880701
60441,17197880415
60441,17197881001
60441,17197880903
60441,17197881010
60441,17197880202
60441,17197880601
60441,17197880502
60441,17197881009
60441,17197880901
60441,17197884103
60442,17197883304
60442,17197881113
60442,17197881109
60442,17197883509
60442,17197883307
60442,17197881112
60442,17197883510
60442,17197883507
60443,17031830006
60443,17031830008
60443,17031830100
60443,17031830201
60443,17031830202
60443,17031829902
60443,17031830003
60443,17031830004
60443,17031830007
60443,17031830001
60444,17063000700
60444,17063000500
60444,17063000600
60444,17063000800
60445,17031824503
60445,17031824701
60445,17031824602
60445,17031824400
60445,17031824702
60445,17031825000
60445,17031824601
60446,17197880204
60446,17197880410
60446,17197880507
60446,17197880505
60446,17197880121
60446,17197884103
60446,17197880203
60446,17197880202
60446,17197884101
60446,17197880408
60447,17197883212
60447,17063000103
60447,17063000200
60447,17063000102
60447,17093890700
60447,17197883303
60448,17197881105
60448,17197883513
60448,17197881010
60448,17197881007
60448,17197883522
60448,17197883516
60448,17197883515
60448,17197883514
60448,17031824119
